"Data Item",1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Finland,1900,1922,1944,1966,1988,2010,2032,2054,2076,2098,2120,2142,2164,2186,2208,2230,2252,2274,2296,2318,2340,2362,2384,2406,2428,2450,2472,2494,2516,2538,2560,2582,2604,2626,2648,2670,2692,2714,2736,2758,2780,2802,2824,2846,2868,2890,2912,2934,2956,2978,3000,2997.5,2995,2992.5,2990,2987.5,2985,2982.5,2980,2977.5,2975,2972.5,2970,2967.5,2965,2962.5,2960,2957.5,2955,2952.5,2950,2955.3333,2960.6667,2966,2971.3333,2976.6667,2982,2987.3333,2992.6667,2998,3003.3333,3008.6667,3014,3019.3333,3024.6667,3030,3035.3333,3040.6667,3046,3051.3333,3056.6667,3062,3067.3333,3072.6667,3078,3083.3333,3088.6667,3094,3099.3333,3104.6667,3110,3111.9,3113.8,3115.7,3117.6,3119.5,3121.4,3123.3,3125.2,3127.1,3129,3125.8,3122.6,3119.4,3116.2,3113,3109.8,3106.6,3103.4,3100.2,3097,3102,3107,3112,3117,3122,3127,3132,3137,3142,3147,3148.8,3150.6,3152.4,3154.2,3156,3157.8,3159.6,3161.4,3163.2,3165,3173.3333,3181.6667,3190,3198.3333,3206.6667,3215,3223.3333,3231.6667,3240
