Country,2007,2008,2009,2010,2011,2012,2013,2014,2015
Albania,2.931147457,2.998735483,3.056196409,3.355256672,3.709224022,3.980448922,3.805873528,3.6900558,3.825834824
Algeria,2.878939105,2.868405797,2.509668056,2.845257207,3.367106688,2.924467791,2.261056225,2.510328532,2.839840092
Angola,,,,,3.066727,2.645770456,2.6562,2.666667,2.437856961
Argentina,3.685327709,3.657643516,3.520669489,3.628953915,3.826738153,3.860085895,3.861053486,3.786018843,3.740828564
Armenia,3.123411148,2.9559567,2.896969849,2.94909531,3.0855682,3.28881122,3.458150357,3.495061169,3.527453071
Australia,5.278179279,5.164598654,5.029754213,5.077297987,5.153045954,5.172626577,5.126884743,5.097204704,4.938657509
Austria,5.881602197,5.915065609,5.786377988,5.81078145,5.879543041,5.883276775,5.97148245,5.92798415,5.897369322
Azerbaijan,3.870644537,3.990534207,4.098357719,4.074869,3.958571111,3.664820445,3.76956465,4.126212128,4.02984693
Bahrain,3.760593792,3.828648833,3.929444776,3.974740135,4.116874583,4.370233073,4.277585531,4.246535639,4.326548862
Bangladesh,2.516123029,2.37430415,2.296335641,2.450869975,2.8826953,2.946102841,2.946130552,3.250960161,3.33951783
Barbados,3.519230769,3.610866468,3.706181531,3.661204211,3.727110878,4.063392725,3.973731088,3.961438268,4.103814087
Belgium,5.840654891,5.879827694,5.779944917,5.795198731,5.843733111,5.910135264,5.905807287,5.767884394,5.910448754
Belize,,,,,,2.680203,,,
Benin,2.63009649,3.008923263,2.85512303,2.643285626,2.990202776,3.032426629,3.483126523,3.290194462,
Bhutan,,,,,,,,3.126547,3.220961451
Bolivia,2.432138978,2.443011166,2.381016567,2.676461407,3.057443037,3.241071487,3.415119521,3.427567479,3.486358981
"Bosnia and Herzegovina",2.765610021,2.687789247,2.505481363,2.679186248,2.913660594,2.916927,3.39731405,3.790358,
Botswana,3.304588617,3.058082125,2.977527049,2.866857964,3.097142614,3.193632206,3.162833582,3.178304315,3.275465515
Brazil,4.405442734,4.437965973,4.453994134,4.591871382,4.730125809,4.774328903,4.727240237,4.512059341,4.222539103
Brunei,,,3.141086,3.196770159,3.395983194,3.532197419,3.493947,3.7079902,
Bulgaria,2.805941058,2.886525103,3.026898074,3.151718442,3.246062549,3.259247529,3.373427266,3.42256583,3.564338901
"Burkina Faso",2.708333333,2.75099598,2.684192718,2.320721209,2.2602818,2.356758963,2.412408578,2.335255633,2.43782999
Burundi,2.111111111,2.113690697,2.357713034,2.414323904,2.19617919,2.122684026,2.216838838,2.281067917,2.389443442
"Ivory Coast",,,2.743058,2.822182389,2.837687501,2.790550538,2.630331495,2.866540028,3.403652349
Cambodia,2.528784119,2.744586394,2.775596359,2.789525872,2.853718199,3.181670458,3.424916763,3.462884279,3.244714459
Cameroon,2.832339648,2.870077503,2.643952796,2.686345675,3.004410304,3.174445397,3.353617631,3.343387348,3.51930051
Canada,5.283949391,5.247315124,5.039583297,5.264488272,5.530322242,5.361719771,5.187581463,5.143764474,5.294303324
"Cape Verde",,,,,2.939972,3.002324843,3.121389795,3.280298413,3.511987816
Chad,2.025562474,2.148150285,2.03214985,2.194830437,2.592195889,2.589528593,2.566949567,2.331733655,2.29411775
Chile,4.725868752,4.655075928,4.363156,4.497808242,4.620409952,4.537339313,4.480524553,4.373948988,4.335262169
China,3.184873005,3.308156042,3.743189874,3.891189936,3.933115107,3.961518004,3.86799398,3.999927548,4.124907297
Colombia,3.528903697,3.368480575,3.409393558,3.483177689,3.595824051,3.695895247,3.583789406,3.641367745,3.727585089
"Costa Rica",4.246193845,4.309884433,4.081117182,4.218801568,4.60188955,4.56658886,4.654791297,4.733805845,4.676598347
Croatia,3.449395509,3.744904668,3.726752877,3.343358994,3.250761794,3.31445055,3.207579988,3.377397436,3.504142053
Cyprus,4.025615314,3.882903232,4.09862236,4.430988839,4.273760366,3.691044282,3.758037775,4.09550296,4.274172156
"Czech Republic",4.961202924,4.749810136,4.688911246,4.716803057,4.575822787,4.565332083,4.663261002,4.644952142,4.892505257
Denmark,5.916562531,6.034074254,5.99258948,5.902616113,5.679185633,5.776542331,5.575290764,5.501314483,5.648647874
"Dominican Republic",3.032409198,3.168594844,3.092161127,3.2060481,3.307003269,3.223633853,3.48180889,3.673537443,3.67754335
Ecuador,2.910314105,3.024492633,2.734532582,2.831974544,3.081854368,3.302730049,3.462819,3.820816543,
Egypt,3.462333605,3.621881483,3.709114142,3.807285504,4.1446477,3.778665941,3.428881705,3.323524583,3.123129013
"El Salvador",3.605543826,3.503928769,3.128623774,3.213667446,3.193384405,3.123676743,3.129209447,3.803680795,4.46263981
Estonia,4.329417249,4.390027155,4.293284851,4.356019273,4.333394418,4.212672483,4.151351146,4.109291424,4.155879236
Ethiopia,1.99207692,2.254919466,2.323439538,2.453908397,2.547965863,2.433709713,2.436590838,2.705210058,3.013903769
Finland,6.011545639,6.014952978,5.977808476,6.003224105,6.060077195,6.167699519,6.250337235,6.217457121,6.203470473
France,5.840297504,5.839327583,5.902008687,5.714310058,5.65169575,5.621759433,5.404430108,5.488512054,5.524318516
Gabon,,,,,,,2.509202,2.869590785,3.293236979
Gambia,2.399587256,2.910360105,2.899356123,2.748886457,2.999992124,3.203950992,3.534850824,3.495431794,3.44348997
Georgia,3.070125343,3.218209868,3.183519617,2.913726729,2.859057732,3.038510838,3.098573,3.173562727,3.18356768
Germany,6.374541191,6.279978936,6.210469648,6.391956192,6.494619857,6.334049596,6.381877463,6.310119146,6.171450922
Ghana,,,2.040121,2.552552656,3.059079678,2.998284872,3.154712341,3.44728056,3.868734431
Greece,4.080830801,4.068246319,3.878899439,3.651387259,3.566436831,3.697913516,3.624646594,3.628222518,3.7315588
Guatemala,3.178323263,3.571851522,3.522231669,3.528634643,3.728677906,3.6912303,3.761777743,3.973255146,4.059214567
Guinea,,,,,,,2.798242,2.426879614,2.278755827
Guyana,2.550787452,2.604593254,2.571411824,2.811913194,3.136919831,3.235834053,3.429202855,3.866441085,3.842503584
Haiti,,,,,,2.14926,2.142169463,2.330800426,2.394474496
Honduras,3.121711948,3.385878496,3.140789052,3.07060295,3.154472014,3.247307257,3.390020522,3.516469679,3.901925634
