Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,,,,,,,,,,,,0.3926,0.3777,0.3651,0.1506,0.3443,1.4907,1.4798,1.6577,1.6452,2.0295,2.0911,2.1421,2.1207
Albania,3.1818,3.1842,3.2902,3.281,3.3228,3.336,3.3394,3.3417,3.3442,3.32,3.241,3.0595,3.0219,2.9595,2.9611,2.9632,2.7323,2.7353,1.6838,1.6188,1.6207,1.6219,1.6225,1.623,,,
Algeria,2.7063,2.664,2.656,2.6358,2.6294,2.6187,2.6412,2.6251,2.638,2.6324,2.6401,2.6569,2.6713,2.654,2.6193,2.6347,2.6316,2.5951,2.5996,2.6076,2.5965,2.5751,2.5673,2.573,2.5937,2.6006,2.5982
Angola,2.7603,2.7483,2.6509,2.433,2.4192,2.3991,2.4937,2.4376,2.4461,2.5384,2.6013,2.65,2.6331,2.5924,2.5056,2.4932,2.479,2.4632,2.4484,2.4383,2.4292,2.4209,2.4081,2.3947,2.3817,2.3709,2.3154
Argentina,2.302,2.2985,2.3077,2.3032,2.3028,2.2859,2.2739,2.2531,2.2597,2.2253,2.1992,2.1931,2.1731,2.165,2.1522,2.1724,2.1992,2.1475,2.1556,2.152,2.1386,2.1152,2.1529,2.1466,2.1511,2.1425,2.0863
Armenia,,,2.8805,2.8898,2.8499,2.8441,2.8266,2.8185,2.8148,2.7901,2.8132,2.8068,2.8526,2.7446,2.7477,2.9251,2.9224,2.9243,2.926,2.9327,2.933,2.9324,2.9305,2.9215,2.9191,2.9176,2.9206
Australia,2.4357,2.4626,2.4592,2.492,2.4894,2.4558,2.4276,2.409,2.4051,2.4006,2.3871,2.3804,2.3798,2.3896,2.3436,2.3466,2.3913,2.407,2.4535,2.4472,2.3759,2.4981,2.5524,2.5305,2.5282,2.4954,2.4946
Austria,2.6317,2.6178,2.6134,2.6124,2.6082,2.6305,2.6414,2.6355,2.6836,2.7518,2.7285,2.7342,2.702,2.693,2.7162,2.739,2.8008,2.7004,2.7053,2.6967,2.6254,2.6274,2.2057,2.224,2.2211,2.1641,2.2082
Azerbaijan,,,2.8431,2.837,2.8184,2.8314,2.7943,2.7042,2.6227,2.6054,2.6489,2.7145,2.6524,2.682,2.6775,2.7333,2.7289,2.7244,2.7498,2.7398,2.7301,2.7384,2.7951,2.8456,2.8444,2.8365,2.8313
Bahrain,3.1534,3.2168,3.3368,3.5298,3.507,3.5252,3.5253,3.5854,3.5491,3.5072,3.5054,3.4145,3.4201,3.3525,3.3419,3.3081,3.2755,3.2407,3.1899,3.2506,3.2284,3.2786,3.2702,3.2655,3.1598,3.1554,3.1706
Bangladesh,1.1147,1.1096,1.1006,1.1515,1.2199,1.2554,1.2108,1.1944,1.1861,1.2965,1.302,1.2945,1.3023,1.3024,1.3291,1.3232,1.3043,1.3389,1.4227,1.4427,1.4378,1.4428,1.461,1.476,1.4865,1.4764,1.4762
