Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Guatemala,,,,,,,,,,,,,,60.63,65,50.41,51.18,58.16,52.22,56.55,52.33,52.69,53.8167,54.9433,56.07,60.31,53.84,48.14,57.13,62.11,56.54,56.66,58.8967,61.1333,63.37,55.745,48.12,48.06,53.68,53.8,51.67,51.98,54.46,58.02,77.84,73.64,66.25,72.67,75.38,75.52,76.6,72.53,77.66,79.14,79.3,74.61,78.68,76.15,73.51,75.09,74.63,70.64,72.88,69.58,
"Hong Kong",,,,,,68.13,70.7,68.96,81.74,80.15,83.1,90.66,95.94,92.59,95.31,96.57,100.68,99.82,103.38,105.34,107.43,105.88,104.63,102.36,99.14,103.95,105.3,104.02,104.72,102.54,98.33,98.94,97.54,96.13,97.18,98.31,101.48,98.91,92.91,92.87,91.5,92.31,89.74,89.74,86.34,86.57,87.57,84.65,83.94,81.33,78.38,77.14,77.04,72.18,74.36,75.71,71.84,69.82,70.32,72.18,70.29,70.1,67.33,68.76,
Hungary,,,,,,114.52,116.63,118.97,118.24,119.67,120.92,118.51,119.51,118.66,120.05,121.32,120.87,120.8,121.51,122.04,123.03,125.92,124.86,126.15,128.59,128.02,129.38,125.48,127.43,124.88,128.87,128.04,130.43,128.63,126.86,127.98,130.58,131.43,130.76,133.3,132.71,134.02,136.27,136.11,136.05,136.85,135.02,134.4,133.28,134.29,131.92,130.57,128.27,129.75,127.6,118.3,118.26,120.56,120.36,122.37,119.11,121.55,121.84,120.83,
Iceland,,151.94,122.62,116.47,107.03,116.95,124.24,110.62,98.71,115.57,160.02,118.22,146.6,124.5,119.81,119.45,138.77,125.53,134.48,132.06,98.96,122.25,127.93,109.4,118.75,113.37,106.32,107.82,110.97,112.92,99.15,104.5,121.75,111.47,114.4,106,101.85,130.61,117.91,113.97,120.91,107.23,110.38,124.79,115.62,115.21,119.55,114.64,107.85,107.34,111.7,89.62,101.29,104.13,97.36,89.49,89.84,104.3,99.08,87.52,,,,,
Ireland,105.79,106.45,104.04,108.06,111.79,109.43,109.1,117.03,112.87,111,114.66,109.21,113.41,117.02,116.63,113.13,117.4,118.51,121.51,126.46,125.05,123.74,124.25,128.56,133.85,131.56,129.31,124.37,126.43,124.77,125.88,120.31,125.9,125.25,128.38,123.32,128.21,126.56,130.8,134.75,125.84,128.35,129.33,123.89,125.6,122.51,117.88,122.28,118.24,115.85,119.23,115.32,107.21,109.45,108.55,108.53,106.34,101.4,103.47,96.62,94.44,98.15,94.67,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,114.53,114.76,112.5,117.04,114.32,112.23,108.28,101.9,110.47,107.09,100.42,104.63,104.42,103.9,100.82,105.63,111.37,107.98,107.06,108.36,108.13,107.69,103.14,102.92,99.11,99.68,98.63,98.03,97.85,90.7,92.34,89.27,88.23,86.58,82.26,82.95,79.11,79.79,79.2,
Italy,,92,93.03,93.94,95.34,96.36,98.66,98.19,97.26,98.22,101.03,98.98,100.03,101.48,100.47,102.33,100.82,100.4,100.69,103.47,100.42,100.86,101.92,101.44,101.13,100.29,101,100.64,99.57,99.92,99.26,99.7,99.59,101.01,100.03,99.71,99.54,100.27,100.73,99.18,98.18,98.37,96.84,96.8,96.29,91.53,91.54,89.49,89.27,86.05,87.52,86.88,86.01,85.78,84.54,82.92,81.5,82.19,81.26,81.29,79.86,78.97,78.76,,
Japan,92.71,92.42,93.04,92.27,94.09,94.36,96.46,94.52,97.93,98.89,98.45,99.17,98.19,98.21,97.23,96.72,96.87,96.45,95.23,94.13,92.48,92.01,91.82,91.22,89.44,88.36,87.61,87.17,86.89,86.22,85.68,84.6,82.97,82.36,81.87,81.06,79.27,78.81,78.97,78.14,76.86,76.24,76.16,74.78,74.86,76.99,76.62,75.82,75.36,74.85,73.62,72.89,70.96,69.68,70.47,68.98,67.74,66.66,66.32,64.92,65.17,64.76,63.76,63.39,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.06,102.63,104.4233,106.2167,108.01,107.91,108.41,108.72,109.23,109.86,108.6136,107.3671,106.1207,104.8743,103.6279,102.3814,101.135,99.8886,98.6421,97.3957,96.1493,94.9029,93.6564,92.41,90.53,89.65,86.62,87.6,86.29,84.64,80.88,81.57,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,52.62,61.4633,70.3067,79.15,65.36,57.15,62.13,75.6,88.92,74.59,93.31,72.67,71.01,76.31,83.17,61.15,60.0483,58.9467,57.845,56.7433,55.6417,54.54,53.98,64.56,66.83,66.67,78.81,66.54,84.37,76.94,76.75,70.19,62.09,76.48,72.23,71.04,76.07,86.26,80.69,65.26,84.1,62.61,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.69,74.4,74.44,74.48,74.52,74.65,73.21,79.77,69.77,73.48,76.29,79.12,68.89,69.27,65.8,65.02,64.08,66.65,66.27,66.12,62.61,65.09,69.54,67.83,65.31,67.53,62.84,65.11,64.97,65.01,65.28,63.21,67.17,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.92,93.95,94.94,95.24,99.45,103.27,99.25,101.51,97.16,102.46,101.51,99.23,97.66,98.54,98.25,100.8,97.28,99.64,101.29,95.78,95.44,98.01,96.9,96.88,95.67,94.21,100.65,96.6,94.13,100.94,101.88,95.72,94.8,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.45,94.41,95.4267,96.4433,97.46,95.41,92.98,95.49,97.94,97.91,99.69,99.07,105.13,103.55,100.98,100.92,95.78,98.44,100.06,98.88,97.07,97.95,96.97,95.91,94.25,90.18,90.9,98.22,91.37,88.59,91.6,88.04,87.3,
Luxembourg,,,,,,,,,,,,,,,,,,133.58,117.21,118.83,118.96,112.49,127.09,115.19,107.34,122.07,117.54,109.34,113.84,109.5,127.19,127.5,121.9,107.79,121.69,122.06,101.2,115.65,108.41,110.15,114.37,104.29,105.76,106.74,102.86,96.85,94.11,109.87,95.19,89.38,94.98,90.64,83.12,86.19,72.09,75.89,80.05,88.66,77.53,86.61,79.53,83.71,80.2,80.47,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.65,75.02,78.94,86.99,82.05,92.47,93.45,91.56,92.61,92.93,86.85,82.1,86.02,85.42,83.34,89.53,90.55,86.45,88.96,88.71,,,,
Malta,,,,,,,,,,,,,,,,101.1,101.73,102.36,95.2,104.71,95.65,101.57,89.42,79.9,98.61,85.16,94.42,86.29,108.57,98.62,108.43,107.47,129.37,108.53,121.29,99.64,97.84,94.12,92.09,102.46,92.53,99.73,107.28,106.78,115.76,106.6,102.27,97.39,96.78,97.11,104.49,85.82,89.94,92.08,85.03,81.1,85.38,86.76,79.5,80.97,86.72,84.93,88.92,74.5,73.03
Mauritius,,,,,,,,,,,,77.42,63.71,83.32,70.66,71.74,69.27,75.74,69.46,84.5,77.22,55.46,63.45,71.14,80.79,69.12,59.28,62.76,66.47,61.83,56.9,71.35,70.51,65.33,57.16,64.64,64.26,70.79,62.95,60.72,69.51,60.71,68.87,59.27,73.73,61.74,59.82,49.08,61.48,60.45,62.45,67.22,61.68,67.71,69.13,62.8,61.7,58.93,65.06,64.23,60.54,56.97,60.63,64.53,60.29
Mexico,,,,,,56.77,60.71,65.11,67.14,67.25,66.21,66.02,65.29,67.55,67.86,67.12,66.42,63.33,62.82,64.31,66.7,65.34,65.17,65.11,66.64,65.57,65.62,67.47,65.16,67.09,66.13,68.14,68.79,68.9,69.69,73.75,73.4,74.13,74.3,73.89,71.91,71.77,72.89,72.39,71.4,72.1,72.92,72.22,71.78,71.55,70.59,69.51,69.7,69.02,68.93,68.68,67.92,65.74,65.95,64.41,63.49,62.77,61.76,59.93,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.71,75.23,75.74,76.25,76.76,79.95,84.08,82.79,88.96,88.89,88.665,88.44,88.215,87.99,87.765,87.54,71.47,71.63,72.87,71.48,71.49,73.42,75.61,73.1,74.27,78.02,77.14,77.98,78.46,76.33,76.62,72.21,73.36,
Netherlands,132.07,133.5,131.75,127.95,128.99,125.12,126.91,123.3,124.97,121.9,123.63,121.51,120.18,121.97,123.1,122.68,123.53,124.1,123.96,122.98,120.97,117.74,117.07,118.34,115.46,115.33,110.99,111.02,111.87,113.75,108.05,112.01,109.14,109.65,108.73,110.04,109.74,112.07,111.51,110.98,109.75,110,108.02,109.47,109.74,107.22,108.75,108.87,106.45,108.82,106.42,104.78,105.88,104.2,104.66,105.18,102.91,100.93,103.72,100.55,100.52,102.31,99.87,95.46,
"New Zealand",115.51,121.34,119.22,109.45,112.16,116.95,111.73,108.97,114.05,109.48,109.78,115.28,112.19,113.15,112.6,115.38,111.1,111.86,111.56,110.76,117.3,114.29,117.21,115.73,122.88,120.21,122.55,124.09,121.29,120.52,121.78,118.87,123.03,126.73,117.7,124.22,120.36,127.7,123.98,127.25,127.06,126.62,116.01,119.45,117.64,122.37,121.93,113.95,116.91,113.87,106.9,109.1,105.01,105.39,107.14,100.04,102.15,101.23,98.94,96.56,94.72,96.76,,,
Nicaragua,,,,,,,,,,,,33.23,38.52,35.66,34.07,28.5,31.62,34.74,37.86,35.06,31.76,28.46,25.16,21.86,28.31,29.83,28.47,32.17,23.85,25.939,28.028,30.117,32.206,34.295,36.384,38.473,40.562,42.651,44.74,48.27,42.14,49.53,51.35,50.44,48.99,51.115,53.24,49.52,49.67,49.65,52.5,54.96,54.7,54.67,58.36,52.52,51.6,54.57,54.86,57.14,54.17,54.39,53.13,56.35,
"Northern Ireland",128.31,110.1,114.46,118.36,114.17,123.74,117.29,116.78,117.22,113.41,116.83,105.42,105.82,107.77,108.2,114.16,112.08,105.85,118.79,119.68,118.05,114.87,113.77,122.31,112.22,120.87,117.66,127.35,119.87,117,120.32,119.91,119.34,114.82,119.19,117.39,117.76,120.23,120.65,117.19,119.65,118.18,115.54,120.95,115.93,110.51,110.61,110.32,107.39,108.96,111.43,106.4,102.12,106.44,103.91,100.86,102.16,98.11,101.26,98.81,99.18,95.63,96.4,94.74,
Norway,,115.16,111.6,110.5,111.77,110.31,108.41,105.82,106.3,104.89,104.39,103.54,101.47,101.75,100.36,97.72,100.6,100.56,104.59,107,101.17,99.12,99.11,99.02,97.56,99.79,101.8,102.23,101.83,99.82,98.98,101.4,102.05,100.37,100.49,102.74,101.49,101.48,104.11,100.94,101.99,98.46,97.58,100.89,103.92,102.38,106.94,105.8,97.75,97.94,98.79,99.16,98.47,96.15,95.04,94.29,91.85,93.05,91.29,87.97,90.25,87.03,86.77,83.36,
Panama,,,,,,69.83,73.3,72.82,77.68,69.7,76.5,72.34,90.98,71.15,70.92,68.71,65.83,61.27,64.64,79.86,67.03,73.78,75.12,72.29,60.64,77.19,76.57,76.82,65.83,68.7,73.45,69.07,77.48,65.97,66.98,70.72,67.63,68.43,64.53,68.38,67.6286,66.8771,66.1257,65.3743,64.6229,63.8714,63.12,63.82,61.49,58.83,62.58,60.27,59.01,64.93,69.28,65.17,64.64,63.95,64.41,61.38,60.98,65.19,65.61,62.37,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,65.45,63.48,60.72,58.75,59.33,63.39,63.01,62.8,61,64.63,64.96,64.71,63.51,62.62,64.1,63.47,60.05,62.89,
Peru,,,,,,,,,,,,,,,,,70.68,66.29,65.36,69.87,72.25,69.48,69.11,66.49,64.3075,62.125,59.9425,57.76,60.16,61.345,62.53,58.34,58.95,51.62,54.6967,57.7733,60.85,48.5,51.49,52.47,44.4,39.48,56.96,54.595,52.23,65.32,68.38,65.47,65.51,70.38,70.55,61.33,63.99,64.4,70.17,75.25,64.73,67.71,69.68,68.26,67.14,64.52,62.82,60.63,
Philippines,,,,,,,,,,,,,,34.28,35.79,36.73,37.77,41.68,42.57,56.16,56.2287,56.2974,56.3661,56.4348,56.5035,56.5722,56.6409,56.7096,56.7783,56.847,56.9157,56.9843,57.053,57.1217,57.1904,57.2591,57.3278,57.3965,57.4652,57.5339,57.6026,57.6713,57.74,61.8,61.45,63.09,61.1,62.24,65.81,68.41,69.03,69.81,68.47,67.87,,,,,,,,,,,
Poland,,,,,,,,,,81.01,85.05,91.65,94.77,101.85,104.69,106.09,105.39,104.22,105.35,105.45,102.16,103.43,104.06,102.85,102.72,102.27,101.3,101.93,101.75,102.2,105.17,104.87,104.49,104.9,107.46,106.36,106.92,107.2,107.9,107.15,107,107.89,106.55,107.23,106.78,107.6,107.07,106.15,105.58,104.56,107.59,107.11,105.92,106.28,104.46,104.4,104.13,103.67,102.08,100.97,98.8,96.87,98.27,96.41,
Portugal,,,,,,77.02,77.01,75.31,75.85,78.62,80.75,80.89,84.35,83.66,85.34,84.26,88.1,87.61,88.37,86.81,86.27,90.23,87.81,87.61,84.98,85.2,85.3,83.53,81.9,81.76,84.85,82.87,83.8,83.13,84.66,84,84.85,83.85,86.37,84.8,85.86,85.31,83.76,84.17,81.29,81.62,80.88,79.79,78.73,77.11,78.09,78.64,78.3,76.8,75.725,74.65,73.575,72.5,71.33,72.79,70.96,72.1,70.64,68.91,
