Country,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Albania,,,,,,3.236,3.1602,3.0844,3.0086,2.9328,2.857,2.83,2.803,2.776,2.749,2.722,2.695,2.668,2.641,2.614,2.587,2.56,2.533,2.506,2.479,2.452,2.425
Algeria,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,
Andorra,,,,,,,,,,,,,,,,4.388,4.2745,4.1609,4.0474,3.9338,3.8203,3.7067,3.5932,3.4796,3.3661,3.2525,3.139
Azerbaijan,,,,,,3.221,3.3001,3.3793,3.4584,3.5375,3.6167,3.6958,3.7749,3.8541,3.9332,4.0123,4.0915,4.1706,4.2497,4.3289,4.408,4.3567,4.3053,4.254,4.2027,4.1513,4.1
Argentina,3.204,3.3314,3.4588,3.5862,3.7136,3.841,3.8818,3.9226,3.9634,4.0042,4.045,4.127,4.209,4.291,4.373,4.455,4.4484,4.4418,4.4352,4.4286,4.422,4.4652,4.5083,4.5515,4.5947,4.6378,4.681
Australia,,,,,,3.177,3.2245,3.272,3.3195,3.367,3.4145,3.462,3.5095,3.557,3.6045,3.652,3.58,3.508,3.436,3.364,3.292,3.3348,3.3777,3.4205,3.4633,3.5062,3.549
Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,3.487
Bangladesh,,,,,,1.977,2.1146,2.2522,2.3898,2.5274,2.665,2.7134,2.7619,2.8103,2.8588,2.9072,2.9556,3.0041,3.0525,3.1009,3.1494,3.1978,3.2463,3.2947,3.3431,3.3916,3.44
Armenia,,,,,,3.912,3.8591,3.8061,3.7532,3.7003,3.6473,3.5944,3.5415,3.4885,3.4356,3.3827,3.3297,3.2768,3.2239,3.1709,3.118,3.2243,3.3307,3.437,3.5433,3.6497,3.756
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,4.986
"Bosnia and Herzegovina",,,,,,2.899,2.9236,2.9482,2.9728,2.9974,3.022,3.0557,3.0894,3.1231,3.1568,3.1904,3.2241,3.2578,3.2915,3.3252,3.3589,3.3926,3.4263,3.4599,3.4936,3.5273,3.561
Brazil,3.397,3.3956,3.3942,3.3928,3.3914,3.39,3.4601,3.5302,3.6003,3.6704,3.7405,3.8106,3.8807,3.9508,4.0209,4.091,3.9826,3.8742,3.7658,3.6574,3.549,3.5577,3.5663,3.575,3.5837,3.5923,3.601
Bulgaria,,,,,,3.396,3.3927,3.3894,3.3861,3.3828,3.3795,3.3762,3.3729,3.3696,3.3663,3.363,3.3282,3.2934,3.2585,3.2237,3.1889,3.1541,3.1193,3.0845,3.0496,3.0148,2.98
"Burkina Faso",,,,,,,,,,,,,,,,3.082,,,,,,,,,,,
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,,,3.998
