Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Slovenia,2.6,3,3.7,2.2,1.4,1.6,1.5,1.4,1.2,1.4,0.9,1.3,1,1.1,0.6,0.9,0.9,1.4,1.4,1.2,0.9,1,1,1
"Solomon Islands",87,83,79,74,71,67,64,61,58,54,51,48,44,39,35,31,28,25,22,20,18,16,15,14
Somalia,117,114,112,110,107,104,101,97,94,90,86,81,77,73,70,68,67,68,69,71,72,73,74,74
"South Africa",51,48,42,36,31,30,33,39,45,51,55,58,61,62,64,64,64,63,59,53,48,46,49,48
"South Sudan",,,,,,,,,,,,,,,,,,,,,,35,32,40
Spain,2.3,2.1,2,1.9,1.7,1.6,1.6,1.4,1.2,1.3,1,1,0.9,0.9,0.8,0.8,0.7,0.7,0.6,0.7,0.7,0.5,0.5,0.5
"Sri Lanka",7.6,7.5,8.4,8.6,8.8,9,8.9,10,9.6,8.7,10,9.7,9.2,9.5,8.1,6.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
"West Bank and Gaza",0.5,0.4,0.6,0.6,0.9,1.1,0.8,1.2,0.9,0.6,0.6,0.3,0.5,0.4,0.2,0.4,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.2
Sudan,53,49,45,42,39,38,36,35,35,34,33,32,31,30,29,29,28,28,27,27,25,30,28,25
Suriname,3.3,3.9,3.1,3.3,3.4,3.6,4.8,1.3,3.2,1.6,1.2,2.3,1.4,2.5,1.3,1.7,1.5,1.5,2.8,2.5,2.2,2.2,2.2,2.2
Swaziland,60,52,43,34,29,28,31,35,38,40,39,38,37,35,35,36,39,42,41,42,43,62,80,91
Sweden,0.5,0.5,0.5,0.5,0.4,0.3,0.5,0.5,0.4,0.4,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.1,0.2,0.1
Switzerland,1.3,1.2,1.1,0.8,0.7,0.7,0.6,0.6,0.5,0.4,0.5,0.3,0.4,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.2
Syria,7.4,7,6.7,6.3,5.8,5.4,4.8,4.2,3.6,3,2.4,2,1.9,1.8,1.8,1.8,1.7,1.7,1.7,1.8,1.8,1.9,2,2.1
Tajikistan,6.4,7.4,6.7,8.1,11,12,15,14,16,15,20,20,17,17,15,14,13,12,11,9.9,9,8.3,7.6,6.9
Thailand,19,18,17,15,14,15,17,14,16,21,24,23,23,22,22,18,15,15,14,14,13,13,12,12
"Macedonia (F.Y.R.O.M.)",5.1,4.9,5.7,7,5.8,5.1,6.4,6.4,5.4,5.8,5.1,4.5,3.8,4.1,2.9,3.3,3.1,2.8,2.3,0.9,1.6,1.5,1.5,1.5
"Timor Leste",,,,,,,,,,,,,89,76,70,69,77,84,73,54,49,53,66,87
Togo,7.2,7.9,8.6,9.3,10,11,12,13,14,14,14,14,13,13,12,11,11,9.8,9.3,9.1,9.4,10,11,12
Tokelau,3.1,6.8,10,1.4,1.1,53,0.7,0.5,0.3,0.1,,,,,,,,,,,,,,
Tonga,6.2,5.6,5.1,4.6,4.2,3.9,3.7,3.5,3.5,3.4,3.3,3.2,3,3,2.9,2.9,2.9,2.8,2.7,2.7,2.6,2.5,2.5,2.4
"Trinidad and Tobago",2.6,3.1,1.7,2,0.9,2.8,2.8,3.5,3,2.2,1.9,1.3,1.9,1.7,1.5,1.4,4,1.4,1.9,2.2,2.2,2.2,2.2,2.2
Tunisia,2.2,2.3,2.3,2.4,2.5,2.6,2.5,2.5,2.4,2.2,2.1,2,2,2,2,2,2.1,2.2,2.2,2.3,2.4,2.3,2.3,2.1
Turkey,6.2,5.4,4.7,4.6,4.9,4,3.5,3.2,3,2.7,3.2,2.7,2.2,1.8,1.1,1.5,0.9,0.9,1,0.8,0.7,0.7,0.5,0.4
Turkmenistan,15,14,14,18,17,18,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
"Turks and Caicos",,,,,,,,6.3,7.1,5.9,6.1,6.1,5.3,4.8,4.5,3.9,3.9,4.3,3.6,3.5,3.5,3.5,3.5,3.5
Tuvalu,108,100,92,87,83,80,79,79,79,78,76,74,70,65,60,56,53,33,28,34,12,7.7,36,29
Uganda,87,77,70,65,62,59,57,55,53,51,49,46,43,40,36,34,30,25,22,20,17,15,13,11
Ukraine,9.6,9.7,11,12,12,15,17,18,17,21,23,24,21,23,24,26,23,23,23,19,17,16,16,14
"United Arab Emirates",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,1,0.6,0.8,0.6,0.5,0.7,0.7,0.7
"United Kingdom",0.8,0.9,0.8,0.9,0.8,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.5
Tanzania,46,40,34,29,26,23,21,19,18,18,17,17,16,16,15,15,14,14,13,12,11,11,12,12
"United States",0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
"Virgin Islands (U.S.)",1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.9,2.8,2.8,2.8,0.9,0.9,1,1,0.9,1,1,1,1,1,1,1,1
Uruguay,2.7,2.7,2.7,2.6,1.9,2.4,2.3,2.6,2,2.1,2.1,2.2,1.6,2,2.1,1.7,0.9,1.9,1.2,1.8,1.3,1.3,1.2,1.2
Uzbekistan,8.3,8.6,8.1,9.4,10,12,13,14,16,16,17,18,18,17,15,14,13,12,11,10,9.5,8.8,8.2,7.6
Vanuatu,7,43,29,5.3,16,2.7,7.9,27,25,6.7,17,24,2.9,5.8,15,15,14,13,13,12,11,9.3,7.9,6.3
Venezuela,4.3,4.3,4.3,3.6,3.8,3.7,3.5,3.4,3.3,3.2,2.7,3.1,2.7,2.9,2.8,2.4,2.3,2.4,2.3,1.9,1.9,1.8,1.7,1.6
Vietnam,52,50,48,46,44,42,40,38,37,35,33,32,31,29,28,27,26,25,24,23,22,21,20,19
"Wallis and Futuna",4.7,37,2.7,8.5,12,1.7,7.2,29,6,1.5,1.7,1.9,40,33,12,2.3,1.7,1.5,1.3,18,3.9,0.6,0.6,2.3
Yemen,36,33,31,29,27,26,25,23,22,21,21,20,19,18,17,16,14,12,10,8.4,6.9,5.8,4.8,4.1
Zambia,81,73,68,64,60,56,52,48,44,39,35,31,27,25,23,21,20,21,23,24,23,23,25,25
Zimbabwe,52,44,36,30,26,23,22,22,22,23,24,26,28,31,35,39,41,43,41,39,36,38,41,40
