Country,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Cameroon,6,6.5,7,6.75,6.5,6.25,6,6.5,7,6.75,6.5,6,5.5
"Central African Republic",5.5,6,6.5,6,5.5,6,6.5,6,5.5,5.5,5.5,5.5,5.5
Chad,6,5.5,5,4.5,4,4.5,5,4.75,4.5,4.5,4.5,4.5,4.5
Chile,10,10,10,10,10,10,10,10,10,10,10,10,10
China,8,7.5,7,7,7,7,7,7.25,7.5,7.5,7.5,7.75,8
Colombia,9,8.75,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.25,8
"Congo (Brazzaville)",,,3,4.25,5.5,5.25,5,5.5,6,6,6,5.75,5.5
"Congo (Kinshasa)",4.5,2.75,1,2.25,3.5,3.25,3,3.25,3.5,4,4.5,4.25,4
"Costa Rica",8,8,8,8.25,8.5,8.75,9,9,9,8.75,8.5,8.5,8.5
Croatia,9.5,9.5,9.5,9,8.5,8.5,8.5,8.25,8,7.75,7.5,7.75,8
Cuba,4.5,4.5,4.5,4.75,5,4.75,4.5,4.5,4.5,4.5,4.5,4.5,4.5
"Czech Republic",9.5,9.25,9,9.25,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.75,10
"Dominican Republic",6.5,6.75,7,7,7,7,7,6.75,6.5,6.75,7,7.25,7.5
Ecuador,5.5,5.75,6,6.25,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Egypt,6.5,6.75,7,7,7,7,7,6.5,6,6,6,6,6
"El Salvador",9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.25,9,8.5,8,8,8
Eritrea,3,2.75,2.5,3,3.5,2.5,1.5,1.5,1.5,1.25,1,1.75,2.5
Estonia,10,10,10,9.75,9.5,9.5,9.5,9.5,9.5,9.75,10,10,10
Ethiopia,7.5,7,6.5,6,5.5,5.5,5.5,4.75,4,4.5,5,4.75,4.5
Georgia,9,8.75,8.5,8,7.5,7,6.5,6.75,7,7,7,7.25,7.5
Ghana,7.5,7.75,8,7.5,7,6.75,6.5,6.25,6,5.75,5.5,5.5,5.5
Guatemala,7,6.75,6.5,6.75,7,7,7,7,7,7,7,7,7
Guinea,5,4.5,4,4.25,4.5,5,5.5,5.75,6,6.25,6.5,6.5,6.5
Haiti,4.5,5.25,6,6.25,6.5,6,5.5,5.25,5,5,5,4.5,4
Honduras,7,7.25,7.5,7,6.5,7.25,8,7.5,7,7.25,7.5,7.25,7
Hungary,8.5,8.5,8.5,8.25,8,7.75,7.5,7.25,7,7,7,7.25,7.5
India,7.5,7.5,7.5,7.75,8,8,8,7.75,7.5,7.5,7.5,7.5,7.5
Indonesia,7,7,7,7,7,7.75,8.5,8.25,8,7.75,7.5,7.5,7.5
Iran,5.5,4.75,4,3.5,3,3.25,3.5,2.75,2,2.75,3.5,3.75,4
Iraq,6,5.25,4.5,5.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
"Ivory Coast",5.5,5.25,5,5,5,5.5,6,6.75,7.5,7.75,8,8,8
Jamaica,8,8.5,9,8.5,8,7.75,7.5,7.25,7,7.25,7.5,7.75,8
Jordan,7.5,7.75,8,8.25,8.5,8.5,8.5,8.25,8,8,8,7.75,7.5
Kazakhstan,9,8.75,8.5,8,7.5,7.5,7.5,7.5,7.5,7,6.5,6.5,6.5
Kenya,6.5,6.5,6.5,6.25,6,6.5,7,7,7,7,7,7,7
Kosovo,,,,,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.75,7
Kuwait,,,7,7.5,8,8,8,8,8,8,8,8,8
Kyrgyzstan,8.5,8.25,8,7.5,7,7,7,7.25,7.5,7.25,7,7.25,7.5
Laos,5.5,5.75,6,5.75,5.5,5.75,6,6.25,6.5,6.25,6,6.25,6.5
Latvia,9,9.25,9.5,8.75,8,7.75,7.5,8,8.5,9,9.5,9.5,9.5
Lebanon,7,7.25,7.5,7.5,7.5,7.5,7.5,7.25,7,7,7,7,7
Lesotho,,,,,6,6,6,6,6,6,6,6.25,6.5
Liberia,3.5,4,4.5,5,5.5,5.75,6,6,6,6,6,6.25,6.5
Libya,5,5.5,6,6,6,6,6,5.5,5,4.5,4,3.75,3.5
Lithuania,10,10,10,9.75,9.5,9.25,9,9,9,9.5,10,10,10
"Macedonia (F.Y.R.O.M.)",9,9.25,9.5,9.25,9,9,9,8.75,8.5,8.25,8,8,8
Madagascar,6.5,6.75,7,6.5,6,5.75,5.5,5.75,6,6.25,6.5,6.75,7
Malawi,6,6.5,7,7.25,7.5,7.5,7.5,7,6.5,6,5.5,5.25,5
Malaysia,7,7.75,8.5,7.75,7,7.25,7.5,7.75,8,8,8,7.75,7.5
Mali,8,7.75,7.5,7.25,7,7.25,7.5,6.5,5.5,6,6.5,6.5,6.5
Mauritania,,,6,5,4,4.75,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Mauritius,10,9,8,7.5,7,7.75,8.5,8.25,8,8,8,8.5,9
Mexico,8.5,8.75,9,9,9,9,9,9,9,8.75,8.5,8,7.5
Moldova,6.5,7,7.5,7.25,7,7.5,8,8,8,7.75,7.5,7.5,7.5
Mongolia,8.5,8.5,8.5,8.5,8.5,8,7.5,7.75,8,7.5,7,6.5,6
Montenegro,,,8,8.25,8.5,8.25,8,8,8,7.75,7.5,7.5,7.5
Morocco,7,7,7,7,7,7,7,7,7,7,7,7.25,7.5
Mozambique,8,8,8,7.5,7,6.75,6.5,7,7.5,7.5,7.5,6.25,5
Namibia,8,8,8,8,8,8,8,8,8,8,8,7.5,7
Nepal,7,6.5,6,5.25,4.5,4.5,4.5,4.75,5,5.25,5.5,5.5,5.5
Nicaragua,7.5,7.75,8,7.75,7.5,7.75,8,7.75,7.5,7.5,7.5,7.5,7.5
Niger,7.5,7,6.5,6.25,6,6.5,7,7,7,6.75,6.5,6.25,6
Nigeria,6.5,6.75,7,7,7,6.5,6,6.25,6.5,6.25,6,5.25,4.5
"North Korea",2.5,2,1.5,1.5,1.5,1.25,1,1,1,1.25,1.5,1.5,1.5
Oman,,,8,8,8,8,8,8,8,7.75,7.5,7.25,7
Pakistan,8,7.5,7,5.5,4,3.75,3.5,3.25,3,3.5,4,4.5,5
Panama,9,9,9,8.5,8,8.25,8.5,8.25,8,8,8,8,8
"Papua New Guinea",3.5,4.75,6,6.5,7,7,7,7,7,6.25,5.5,6,6.5
Paraguay,6.5,7,7.5,7.75,8,8,8,8,8,8.25,8.5,8.5,8.5
Peru,9,9.25,9.5,9.5,9.5,9.75,10,10,10,10,10,9.75,9.5
Philippines,7,7,7,6.5,6,6.5,7,7.25,7.5,7.5,7.5,7.75,8
Poland,9.5,9,8.5,9,9.5,9.25,9,9.25,9.5,9.5,9.5,9.25,9
Qatar,,,,,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
Romania,9,8.75,8.5,8.75,9,8.75,8.5,8.75,9,9.25,9.5,9.5,9.5
Russia,9.5,9.5,9.5,9,8.5,8.75,9,9,9,8,7,7.5,8
Rwanda,6,5.75,5.5,6,6.5,6.5,6.5,6.75,7,7,7,7,7
"Saudi Arabia",7,7.5,8,7.75,7.5,7.25,7,7,7,7,7,7,7
Senegal,8.5,8.25,8,7.25,6.5,6.75,7,7,7,7.25,7.5,7.25,7
Serbia,8.5,8.25,8,8,8,8,8,7.75,7.5,7.5,7.5,7.75,8
"Sierra Leone",5.5,5.75,6,6.25,6.5,6.25,6,5.75,5.5,5.5,5.5,5.5,5.5
Singapore,9.5,9.75,10,10,10,10,10,9.5,9,9.25,9.5,9.5,9.5
Slovakia,9.5,9.75,10,10,10,9.75,9.5,9.25,9,9.25,9.5,9.5,9.5
Slovenia,10,10,10,10,10,9.75,9.5,9.5,9.5,9.25,9,9.25,9.5
Somalia,1,1,1,1,1,1,1,1,1,1,1,1,1
"South Africa",9,8.75,8.5,7.75,7,7.75,8.5,8,7.5,7.25,7,7,7
"South Korea",9.5,9.25,9,8.5,8,8.25,8.5,8.5,8.5,8.5,8.5,8.75,9
"South Sudan",,,,,,,,,2.5,2.5,2.5,2.5,2.5
"Sri Lanka",7.5,7.5,7.5,6.75,6,6.5,7,6.75,6.5,6.5,6.5,6.75,7
Sudan,7,6.75,6.5,6.75,7,6.75,6.5,4.75,3,2.75,2.5,2.5,2.5
Syria,6.5,6.5,6.5,6.5,6.5,6.75,7,4.25,1.5,1.5,1.5,1.5,1.5
Taiwan,9.5,9.5,9.5,9.75,10,10,10,10,10,10,10,10,10
Tajikistan,5,5.5,6,4.75,3.5,3.75,4,4,4,4,4,4.25,4.5
Tanzania,7,7,7,6.75,6.5,6.5,6.5,6.5,6.5,6.75,7,7,7
Thailand,8.5,8.25,8,7.25,6.5,6.75,7,7.25,7.5,7.75,8,8,8
Togo,6.5,6,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.5,7.5
Tunisia,8,8,8,7.5,7,7,7,6.5,6,6.75,7.5,7.5,7.5
Turkey,8,8.25,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.25,8,7.75,7.5
Turkmenistan,3.5,4,4.5,5,5.5,5.25,5,5,5,4.25,3.5,3.5,3.5
Uganda,8.5,8,7.5,7.75,8,7.5,7,7.25,7.5,7.75,8,8.25,8.5
Ukraine,8.5,8,7.5,7,6.5,6.25,6,5.75,5.5,5.5,5.5,6.25,7
"United Arab Emirates",8,8,8,8.25,8.5,8.25,8,8.5,9,9,9,8.75,8.5
Uruguay,7.5,7.75,8,8.5,9,9,9,9.25,9.5,9.25,9,9,9
Uzbekistan,4.5,4.75,5,4.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,4.5
Venezuela,3.5,3,2.5,2.75,3,3,3,3.25,3.5,2.75,2,1.75,1.5
Vietnam,7.5,7.5,7.5,7,6.5,6.75,7,6.75,6.5,6.75,7,6.75,6.5
Yemen,6.5,6.5,6.5,6.25,6,6,6,4.5,3,3.5,4,2.75,1.5
Zambia,7,7,7,7,7,7,7,7.25,7.5,7.25,7,6.75,6.5
Zimbabwe,2,1.75,1.5,1.25,1,2,3,4,5,5.25,5.5,4.5,3.5
