Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,1.906295286,2.045449634,2.340327162,2.583524341,2.397568693,2.395731734,2.96502625,3.210713965,3.579745952,4.170234539
Algeria,2.28008879,2.100599623,2.18763234,2.258209896,2.039836843,1.870953812,2.306000791,2.660146731,3.258328685,3.684172085
Angola,,,,1.718499,1.581958838,2.041,2.5,2.680967769,,
Argentina,2.921807079,2.925386553,2.947599996,3.009671558,2.945908316,2.861588459,3.325420354,3.66899161,3.888412828,4.079863849
Armenia,3.019053832,3.080104922,2.988850644,2.9708667,3.139874719,3.231617716,3.443347518,3.45552344,3.757386222,4.16261836
Australia,4.010158966,4.009107305,4.04527656,4.120171875,3.975968869,3.854444514,4.456633152,4.614696521,4.81398095,5.09689231
Austria,5.380629215,5.125636202,4.806554903,4.741657241,4.833677086,5.018174118,4.961103981,4.96464698,5.401307482,5.625385372
Azerbaijan,3.632474494,3.738913893,3.89862675,3.480318434,3.242172171,3.545094645,4.053158719,4.101027241,4.101027241,4.393567308
Bahrain,2.217663818,2.507824012,3.088059039,2.948505997,2.407960811,2.536401883,3.385903498,3.769551556,3.936904429,4.147287443
Bangladesh,2.353356553,2.338659218,2.300940725,2.41140215,2.380164181,2.354400765,2.977437352,3.227197785,3.382398932,3.671092709
Barbados,2.963773972,2.98079661,2.829452723,2.667837517,2.734804999,2.895358389,3.403295137,3.894378389,3.9113,3.928150525
Belgium,5.115195135,4.889890375,4.794265685,4.720837181,4.747724547,4.977540666,5.07326665,5.163778557,5.273325502,5.428295471
Belize,,,,,2.275979,,,,,
Benin,3.03356699,2.856604177,2.586249511,3.056790906,2.888987686,2.486151585,3.044612084,3.9769,4.909090996,4.688195324
Bhutan,,,,,,,3.43101,3.478863133,3.752558321,3.892241391
Bolivia,2.467864552,2.226933572,2.388603145,2.70434092,2.986448865,3.23825468,3.480246427,3.520836453,3.283874051,3.231607538
"Bosnia and Herzegovina",2.542101307,2.273310097,2.333164981,2.408420092,2.355909,2.78410985,3.134456,3.0624,2.990384579,3.100623203
Botswana,2.563674614,2.684654664,2.628036065,2.545812064,2.613603912,2.845244182,3.181636104,3.313105357,3.581931088,3.885317766
Brazil,4.032207756,4.02112835,3.902696874,3.783553566,3.785438341,3.738287703,4.018312086,4.095006789,3.818166052,3.852267927
Brunei,,2.6105,2.668763071,2.737735297,2.958621817,3.168656815,3.51625141,3.6039,3.6916,3.779220819
Bulgaria,2.93525156,2.923808123,2.865728284,2.777153843,2.875930953,3.200258317,3.179080293,3.302028974,3.818817981,4.254498229
"Burkina Faso",2.91080242,3.184869802,2.769732253,2.24761385,2.29434042,2.274634526,2.984277561,3.449792972,,
Burundi,2.341603328,2.537295686,2.451442819,2.002454371,1.78680313,1.781621667,2.236813707,2.80944159,2.80944159,3.188129877
"Cape Verde",,,,2.04894,2.063421642,2.261475016,2.885002883,3.461355436,3.603636915,3.709929264
Cambodia,2.503575475,2.605040433,2.64764678,2.556457808,2.814580381,3.194992594,3.478550221,3.388070325,3.450075793,3.624561688
Cameroon,2.405654878,2.574072281,2.818874573,2.556313286,2.504943368,2.670069607,3.143282506,3.804153183,4.27482062,4.381741472
