Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Bosnia and Herzegovina",3.283855506,3.264937561,2.84403299,2.69063134,2.830043,3.08489485,3.29341,2.9901,2.686868668,2.788125791,2.712716341
Belize,,,,,3.433106,,,,,,
Bolivia,3.61780917,3.334088048,3.055179014,2.966126676,3.194669586,3.606511544,3.854641838,3.741204916,3.701771498,3.591382464,
Brazil,4.796338272,4.993189598,4.577667639,4.391147698,4.539697603,4.738996919,4.922438985,4.695899209,3.946777086,3.739993742,4.066515923
Barbados,5.103839596,4.895673865,4.907019909,4.890687196,4.802883399,4.863310997,4.630061395,4.379021125,4.284,4.188923211,
Brunei,,4.165833,4.543590217,4.76908751,4.714909545,4.781586315,4.692711918,4.5387,4.3848,4.230769157,3.968642712
Bhutan,,,,,,,4.133883,4.239793736,4.193042289,4.242173956,4.492632389
Botswana,4.664558751,4.876007755,4.784829678,4.796369661,4.781648448,4.549853812,4.466666317,4.558166437,4.424915623,4.378058359,4.343727112
Canada,5.626143549,5.694828954,5.578192122,5.409125011,5.518572582,5.446618843,5.196833417,5.449303151,5.440312601,5.349519368,5.513589859
Switzerland,5.344885601,5.458251015,4.879460808,4.727050409,4.914723195,4.802941669,4.54117195,4.746753693,4.915091327,5.136010584,5.405292511
Chile,5.273344582,5.256166997,5.031268253,4.827085265,4.872593683,4.485230988,4.470048438,4.578884122,4.385398601,4.534268861,4.913643837
China,3.61299551,4.145739739,4.348949265,4.36594906,4.41302423,4.200039595,4.068129333,4.142269098,4.095158422,4.303863169,4.509450436
"Ivory Coast",,4.453852,4.043877569,3.863076627,3.760967286,3.849820409,4.150617369,4.256296086,4.230158154,4.061704365,
Cameroon,3.88003035,4.255765284,4.065289155,4.369227054,4.366564674,4.102270266,3.968687327,3.879589298,3.83073565,3.987949151,3.881578207
"Congo (Kinshasa)",,,,,,,,,,3.822222233,3.876414299
Colombia,4.49257882,4.556004578,4.10181881,3.964051634,4.11888357,4.02228742,4.065825257,4.134061797,4.152295971,4.056162626,3.981935263
"Cape Verde",,,,4.146464,3.995557098,3.920557936,3.772365017,3.688621781,3.81828035,3.769953084,3.640380859
"Costa Rica",4.464993248,4.627887798,4.709970189,4.4776363,4.240343238,4.473309535,4.645611179,4.706120635,4.403313419,4.082355568,4.233203888
Cyprus,4.830857354,5.217773973,5.126517398,5.097857585,5.264352287,5.097482269,4.494043176,4.301248452,4.251849712,3.814505757,3.983607531
"Czech Republic",4.131895044,4.197971598,4.092291331,3.967442987,3.992513621,4.056434553,3.948682536,4.110225603,4.31550502,4.356400162,4.350346565
Germany,6.14004342,5.805840567,5.41191377,5.230078571,4.842839269,4.935836695,4.793879029,4.677761132,4.7143958,4.833555042,5.25747776
Denmark,6.061168047,5.92468716,5.707734651,5.358705008,5.516148799,4.988426849,4.629289983,4.825749637,4.951455491,4.985982554,5.006210327
"Dominican Republic",3.318034036,3.66187806,3.9133216,3.750359326,4.053693568,4.267847703,4.230290357,4.064521744,3.85276336,3.923188218,3.667770624
Algeria,4.56264918,3.87136528,3.678106616,3.919947027,3.667850548,3.106883892,3.036312693,3.507342985,3.700519168,3.686044962,3.843407393
Ecuador,3.607881137,3.671214421,3.812175766,3.675425129,3.5965749,3.666108,3.907693635,3.809,3.710280418,3.655231352,3.650977135
Egypt,4.507388833,4.513198779,4.560008579,4.6133365,4.373123082,4.122231575,3.778523633,3.542951304,3.862347562,3.862347562,4.061855793
Spain,4.607714848,4.812844758,4.371944955,4.147598616,4.299882561,4.213416154,3.9805649,3.745316674,3.71828258,3.890524102,4.027452946
Estonia,4.882060948,4.925852982,4.678606455,4.504264477,4.513614542,4.318025352,4.243140902,4.396343571,4.347694184,4.349644457,4.356383324
Ethiopia,4.26195448,4.228071358,4.444586936,4.912734726,4.627138081,4.137447225,3.914379889,3.894420704,3.843882156,3.765015315,3.547102451
Finland,5.88316962,5.793822873,5.861337018,5.946253413,5.926952072,6.060212487,6.209236879,6.173309636,6.065256805,6.088276235,6.195937634
France,5.098334548,5.212881319,4.854113233,4.660824,4.773133783,4.638659694,4.515570016,4.357995906,4.535484572,4.847244852,4.861224651
Gabon,,,,,,3.621735,3.746392675,4.128635238,4.207448376,4.102941104,
"United Kingdom",5.941166264,5.558818129,5.11996927,5.141537094,5.179092,5.209941815,5.202678932,5.269968384,5.415491573,5.437919645,5.441392422
Georgia,3.207382224,3.526573753,3.614730077,3.486892687,3.537871618,3.614187,3.439654659,3.536329642,3.830449156,3.605270763,3.560409784
Ghana,,5.438759,4.911320601,4.581231853,4.50620282,4.43721835,4.389036715,4.03356629,4.106308693,4.226837707,4.170103073
Guinea,,,,,,4.045304,3.718078103,2.991848711,2.991848711,2.8113,2.630769253
Gambia,4.786637397,4.986591239,5.113725387,5.091719966,4.940257925,4.793513812,4.406730543,4.418553322,4.352813719,3.960100908,4.064146996
Greece,5.119240542,5.080327366,4.98164857,4.846415015,4.681353192,4.28305363,4.158825374,4.264768509,4.083510986,3.837335457,3.852181435
Guatemala,3.805689865,3.829864813,3.74739,3.755915341,3.737860506,3.735573443,4.003369858,4.043734268,3.683818925,3.672151888,3.843273401
Guyana,3.888779375,4.065235338,3.848957553,3.792574031,3.7301428,3.705693794,3.889631757,3.804991596,3.695795122,,
"Hong Kong",5.608115193,5.529938043,4.9700885,4.854650304,4.977805606,5.31144575,5.651141365,5.491169356,5.373507145,5.373507145,5.622222424
Honduras,4.160168665,4.325111342,4.01480775,3.96904766,4.113109979,4.169126775,3.897506894,4.009280487,4.245685082,4.180236122,4.140351772
Croatia,4.028817526,4.064920023,3.710234034,3.45740878,3.4451663,3.559850814,3.582157002,3.578382922,3.548749818,3.71361673,3.64372468
Haiti,,,,,2.509431,2.629183614,2.849685051,2.892860224,2.929144164,2.6918,2.454545498
Hungary,4.729609274,4.550796407,4.326813562,4.127533295,4.131871328,3.973936935,3.976865498,4.098573071,3.784690073,4.140078946,4.142099857
Indonesia,5.743093402,5.239118982,4.700126483,4.586221335,4.3371793,4.270491171,4.530725863,4.605913923,4.317558989,4.312982557,4.485647678
India,5.314306,5.243542195,4.925406376,4.497484548,4.370219931,4.434264989,4.429989923,4.059353144,4.095983885,4.515819395,4.457683086
Ireland,5.769271905,5.670889737,4.983421927,4.48307169,4.517028301,4.699928251,4.741242352,4.816493749,4.840398337,4.708597413,4.680565357
Iran,,,,3.885882,3.945342621,4.074721203,3.718946098,3.244748838,3.403907125,3.483917617,3.58160758
Iceland,5.447185918,5.422557028,4.6372642,4.030858904,4.213910031,4.384763741,4.318112897,4.448225865,4.810471202,5.00323775,4.910395622
Israel,5.397298616,5.526460002,5.010907704,5.042968531,5.183338902,4.722644392,4.543839711,4.531261665,4.857677337,5.149997291,5.288994312
Italy,3.968165727,3.811365021,3.412998426,3.387624484,3.665806921,3.525640621,3.254898741,3.261726039,3.476025636,3.420401106,3.42893219
Jamaica,4.385554982,4.676640269,4.763667446,4.575064493,4.423708553,4.339661923,4.44414484,4.589761371,4.343326616,4.582033771,4.634133339
Jordan,5.05188433,5.349501922,5.309880347,4.893305065,4.767073281,4.81867941,4.803846,4.657666468,4.422687454,4.390828099,4.410623074
Japan,4.979425757,4.948041776,4.93366875,5.010719413,4.991507747,4.906473757,5.130763504,5.320205561,5.265109527,5.251974867,5.326602459
Kazakhstan,3.686735709,3.80417917,3.748506984,3.631329198,3.639247,3.936720556,4.092709586,4.133834875,4.266719709,4.088284861,3.931941509
Kenya,4.438723409,4.45410693,4.066283995,3.851477317,4.099127388,3.9496524,3.965562491,4.305694392,4.167759989,4.110651225,4.207622051
Kyrgyzstan,3.143981975,3.247569688,3.203701045,2.95420625,2.759014218,3.0935378,3.46934038,3.606440415,3.286186501,3.304740653,3.336052179
Cambodia,3.796305491,3.85215062,3.886780309,3.815135912,3.908499999,3.944976445,3.922793456,3.625285261,3.540139008,3.555609559,3.63313365
"South Korea",5.121598587,5.134568498,4.327885276,3.830492676,3.675973683,3.701795,3.456333394,3.436399579,3.711091852,3.71293875,3.669499874
Kuwait,4.402702008,4.341349879,4.160508622,4.009653321,3.768137615,3.86540538,4.290820803,4.094267447,4.125240637,4.058859333,3.931744576
Laos,,,,,,,4.135199,4.316414358,4.172411187,3.912050927,3.840760231
Lebanon,,,,4.246189,4.11877856,3.994698298,3.716204109,3.420923519,3.946557478,4.033486909,3.730070114
Liberia,,,,,,4.255672,3.923879062,3.7847,3.645569563,3.761481523,3.778254986
Libya,4.202898551,4.340116853,4.245728246,3.603465252,3.3387,3.073882,2.638556133,2.377411229,,,
"Sri Lanka",4.526509842,4.98340469,4.884220362,4.605232994,4.811494007,4.998167,4.966299212,4.815694083,4.516235938,4.327198625,4.185105801
Lesotho,3.845604396,3.486448156,3.607033186,3.64643277,3.835016475,3.549955519,3.493163816,3.12951584,3.079481085,3.446293899,3.152936459
Lithuania,4.118255113,4.300274994,4.07416215,3.992051445,3.949900333,3.915370155,3.872020412,3.856302303,3.844065039,3.821706334,3.838217258
Luxembourg,5.039308809,5.263586663,5.182464039,5.086139781,4.93540681,5.177701306,5.452474053,5.504126038,5.498962093,5.301659755,5.417456627
Latvia,4.085613871,4.136552914,4.161778576,3.944790188,4.007460359,4.079983644,3.913743267,3.878364803,3.897134354,3.506462335,3.104415894
Morocco,4.337844935,4.533133874,4.579482938,4.478128256,4.48459,4.491513,4.246757489,4.309904234,4.278971062,4.313301703,4.475124359
Moldova,,,,3.737237,3.626856585,3.603585545,3.531110393,3.466216925,3.260173444,3.021227883,3.139211893
Madagascar,3.94863799,4.172134866,3.869876831,3.544992136,3.299561688,3.11640809,3.468331856,3.434235982,3.036856234,3.005459052,3.159307957
Mexico,4.436683991,4.47869678,4.346155537,4.052569424,4.141896217,4.30490183,4.354481143,4.29491137,4.221198727,4.045909854,3.979908466
"Macedonia (F.Y.R.O.M.)",3.781187268,3.869688692,3.762649661,3.709941291,3.682780956,3.525054539,3.995708218,4.37182712,4.083647772,3.976755215,
Mali,4.65194851,4.291238869,4.179996674,3.835597836,3.726107682,3.810993034,3.687303111,3.586273745,3.444925925,3.443767047,3.593908548
Malta,5.332904439,5.379031853,5.249496941,5.35807565,5.127301789,5.178340255,5.15795598,4.812879078,4.851895073,4.991405934,4.907477379
"Burma (Myanmar)",,,,,,,2.965625,2.846664195,2.839738452,,
Montenegro,3.774647887,4.195876186,4.168763966,3.976198365,4.208057863,4.216638343,4.139025244,3.904737327,3.682157197,3.565593262,3.833711386
Mongolia,2.898860887,2.958737429,3.13683872,3.061925397,2.935450091,3.226891769,3.604921123,3.523241346,3.29748404,3.317030386,3.05338335
Mozambique,3.892011097,3.742783982,3.804960195,3.946270398,3.747680798,3.806396345,3.701541521,3.481357552,3.434011031,3.37468608,3.066920996
Mauritania,4.140079124,3.826906595,3.926242944,4.25396261,3.635623655,3.575524201,2.928541529,2.407925173,2.470348568,2.264756034,1.998219132
Mauritius,5.022474747,5.358338479,5.363505337,5.20082276,5.142799279,5.158652395,5.154241421,5.15614744,4.742183176,4.667105941,4.833943844
Malawi,,5.021586,4.667707731,4.429195898,4.49920238,4.37223564,4.363283256,4.387426006,4.037453433,3.647556229,3.79060626
Malaysia,5.531138115,5.411273619,5.126676493,5.022330362,5.262905777,5.233095316,5.098282659,5.332274407,5.341044311,5.096428633,5.197149277
Namibia,4.861443299,5.294939465,5.333640036,5.209559747,4.977948964,4.710017612,4.72133467,4.792142206,4.898606256,4.887411223,4.752097607
Nigeria,4.325278337,4.759501287,4.35984715,3.624459766,3.686777076,3.922391393,3.760916195,3.832164935,4.14332029,4.236110456,4.07708025
Nicaragua,3.330297511,3.79905989,3.609588598,3.40134645,3.479453898,3.451846982,3.584522135,3.545973262,3.371412992,3.371412992,3.377777815
Netherlands,5.575508179,5.5289396,5.193466295,5.112325832,5.185096168,5.358930718,5.355799587,5.409170558,5.332320506,5.18138524,5.314575672
Norway,5.76182898,5.864738674,5.80986642,5.843091862,5.718705872,5.772233551,5.863566428,5.907623934,5.986468202,5.949462414,5.857428551
Nepal,3.72836663,3.977803568,3.752971885,3.431878551,3.506921025,3.673392077,3.45757315,3.34078853,3.528132958,3.592720459,3.618695259
"New Zealand",5.870641731,5.825719984,6.010493656,5.637136083,5.536344641,5.822309408,5.875593995,6.068856006,5.911878737,5.703700851,5.461285591
Oman,4.441717791,5.095960502,5.349626171,5.259288562,5.333964875,5.305912376,5.332937,5.17466363,4.874426334,4.963107011,4.963107109
Pakistan,4.972595621,4.691842337,4.065304958,3.925976745,3.987300957,4.043093533,4.130057546,4.018019061,3.546765715,3.573232403,3.591104507
Panama,4.225289508,4.426344124,4.504456396,4.649157467,4.568341982,4.711102315,4.735855746,4.360681183,4.371459808,4.494998802,4.391167164
Peru,4.227360625,4.551989785,4.582843875,4.404665186,4.36754054,4.178763076,4.156169322,4.260888833,4.21959566,4.202294043,4.126760006
Philippines,4.661526232,4.787688999,4.308806437,4.073373052,4.014067457,4.327473107,4.499276871,4.45939351,4.36802475,4.225547563,4.300850391
Poland,4.245520786,4.347059818,4.540334159,4.4519408,4.092369736,3.950715143,3.869111358,4.00017502,4.147034083,4.07720946,3.962449551
"Puerto Rico",5.654545455,5.690482354,5.646573594,5.774108583,5.609533757,5.662063258,5.992824385,6.082705844,,,
Portugal,5.183216783,5.084122685,4.645581933,4.546873896,4.47656554,4.312747347,4.239598167,4.447253367,4.082890902,3.722684055,3.863026857
Paraguay,3.728127529,3.779239282,3.652924457,3.809546874,3.846154363,3.723324493,3.52580933,3.548100883,3.559241258,3.505496,3.513449192
Qatar,5.258438186,5.502113098,5.304149242,4.849911335,4.697478,5.596872029,6.039567362,5.994370937,5.956807561,5.674377208,5.595361233
Romania,3.769530613,4.088304444,4.282860651,4.117728479,3.800572097,3.473454029,3.341802936,3.640778515,3.720702184,3.481761922,3.785072327
Russia,3.139695196,3.287216844,3.167977162,3.22309077,3.091244026,3.04020602,3.260013432,3.461924383,3.461924383,3.487559802,3.564773798
Rwanda,,,,4.716447,4.784859942,4.835639,4.751699139,4.70339,4.911507749,5.041704158,4.999007225
"Saudi Arabia",4.397849462,4.763331874,4.733661233,5.104931341,5.532961,5.471481615,5.208445521,4.992896662,5.014128312,4.909692175,4.762317657
Senegal,4.220779221,4.940681679,4.90377541,4.515960284,4.524321831,4.197989934,3.779561997,3.745288104,4.089932758,4.1513882,4.145136356
Singapore,5.548002003,5.715083761,5.672823286,5.520995866,5.59084228,5.505548558,5.375217612,5.463531446,5.574130731,5.663930561,5.672590256
"Sierra Leone",,,,,,3.646738,3.74269595,3.593402428,3.323656524,3.374826805,3.40134263
"El Salvador",3.912536613,4.177494876,4.127084193,3.77777061,3.750166936,3.58414689,3.001692559,3.347225747,3.610648653,3.466035232,3.197802305
Serbia,3.023255814,3.201956319,3.149448158,2.852290292,2.778202605,2.6396687,2.742048761,2.819608256,2.797496945,3.008900273,3.019021511
Suriname,,,,,3.588121,3.36653478,3.208719925,3.169630124,,,
Slovakia,4.028106509,4.16611239,4.362434536,4.187280113,3.872285686,3.787077973,3.677528903,3.810201895,3.739784326,3.697194736,3.864217043
Slovenia,3.913135593,4.03276013,3.799515219,3.576009506,3.384549,3.443472492,3.571492401,3.365412937,3.396420169,3.708149921,3.610392094
Sweden,6.371168831,6.065561283,6.006897075,6.0477344,5.953532004,5.625367686,5.62204564,5.488086626,5.427248654,5.633468221,5.457954407
Swaziland,,,,4.275645,4.134920974,4.202023244,4.25290474,4.334488354,4.06494261,3.845,3.625
Seychelles,,,,,,4.542922,4.590267321,4.37315895,4.37315895,4.1633,3.95348835
Syria,4.695652174,4.912439685,4.697290751,4.484824729,4.694856498,,,,,,
Chad,3.791092849,3.58540186,3.655042724,3.738418047,3.3494298,2.863655315,2.550672997,2.77189056,3.181730322,3.272952369,3.212344408
Thailand,4.884671717,4.941990589,4.814551527,4.649930448,4.534490503,4.390354669,4.733566434,4.897223972,4.701977983,4.472066919,4.526052475
Tajikistan,3.841035402,4.075489047,4.00433,3.909141284,4.043553913,3.932845927,3.7216,3.510416746,3.695433537,3.895689943,3.895689726
"Timor Leste",3.094922319,3.32958714,3.196720858,3.088526484,2.995422807,3.146383577,3.117348036,2.768849508,,,
"Trinidad and Tobago",4.484212121,4.263467303,4.314369468,4.145194158,3.720842243,3.568109731,3.651969874,3.466657832,3.437502325,3.561672526,3.753124237
Tunisia,5.335758395,5.285064876,5.403535396,5.272354004,4.88260702,4.5707,4.258789015,3.954009891,3.889691751,4.112189392,4.326441288
Turkey,4.578422346,4.32071225,3.948436583,3.890342052,3.93621759,4.160464723,4.345201822,4.318729854,4.120921502,3.876146971,3.876147032
Tanzania,4.50801527,4.241622572,4.21767165,3.950119718,3.788881243,3.886408,3.661588513,3.576418483,3.663369989,4.001015954,4.096357346
Uganda,3.955847757,4.187982563,4.112434524,3.98468757,3.938549086,3.853844202,3.538595757,3.396376577,3.617731053,3.760179308,3.744267225
Ukraine,3.061754482,3.278991534,2.97089441,2.817304658,2.90942315,2.961828946,2.704405075,2.800782947,2.941329455,2.843006746,3.101943254
Uruguay,4.253455882,4.376521613,4.321503801,4.314866786,4.490838288,4.48018831,4.552225327,4.682362439,4.566648778,4.439677845,4.357867241
"United States",5.501504326,5.606904472,5.045184731,4.751290707,4.837093057,4.808476399,4.880168148,4.956051811,5.087991777,5.193547101,5.501320362
Venezuela,3.891585421,3.768613659,3.508006037,3.266201946,3.217395313,3.243015911,3.278869355,3.047078419,2.935166136,3.065320942,3.202766895
Vietnam,4.4831368,4.363591346,4.404726609,4.26154091,4.0848887,3.8440731,3.425541346,3.401091407,3.602162013,3.664199417,3.709649086
Yemen,,,,,3.130978,3.296910476,3.078789384,3.034253255,3.0572,3.080165725,2.814966679
"South Africa",5.639059834,5.639849896,5.476012681,5.613057303,5.8373821,5.985600771,6.221703449,6.09340025,5.979552425,6.197429089,4.866268158
Zambia,4.846088014,4.46092388,4.383620376,4.405625217,4.358346726,4.501946347,4.673317213,4.682550367,4.478807913,4.164972729,3.966503143
Zimbabwe,4.567857143,4.755509798,4.625125332,4.561358062,4.6613329,4.5509001,4.330546532,4.077502248,4.095387664,4.010999858,4.039743423
