Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,,27.08899,27.1712,27.2535,27.3358,27.418,27.5003,27.5825,27.6648,27.7471,27.8293,27.9116,27.9938,28.0761,28.1584,28.2406,28.3229,28.4051,28.4874,28.5697,28.65191,31.3681,34.0844,36.8006,39.5168,42.233,44.9492,47.6655,50.3817,53.0979,55.8141,58.5303,61.2466,63.9628,66.679,69.3952,72.1114,74.8277,77.5439,80.2601,82.9763,85.69253,85.1279,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.31425,95.88988,94.32735,93.0188,91.71031,91.11129,91.4493,91.7873,92.1252,92.46321,91.1914,92.813,95.40871,99.02426,99.1982,99.39607,98.96217,
Algeria,,,,67.49805,71.40165,73.81183,75.7846,77.35272,78.40791,78.50412,79.61676,79.87951,79.55004,78.88231,79.90044,80.24538,81.39678,82.70123,83.80081,84.86518,85.39039,87.11217,88.19927,87.71056,87.6533,87.88341,87.43857,86.91417,88.3199,89.72553,90.52372,92.64194,93.91455,94.45286,95.22201,95.53876,95.7595,95.97538,97.34115,98.8084,98.66048,98.75006,98.75476,98.83492,98.77209,98.82084,
Angola,,,,,,,,,,,,,47.84437,44.50821,44.853,45.1979,45.5427,45.8875,46.2323,46.5772,46.922,47.2668,47.6116,47.9565,48.3013,48.6461,48.9909,49.3357,49.68057,53.485,57.2895,61.0939,64.8984,68.7028,72.5073,76.3117,80.1162,83.9206,87.7251,86.74349,87.89229,87.86206,,,,,
"Antigua and Barbuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.46258,94.55517,93.36311,89.479,89.64014,86.57988,86.5262,86.47255,91.31272,
Argentina,94.97294,95.3828,95.7927,96.2026,96.61248,96.3858,96.2321,96.0783,95.9246,95.7708,95.6171,95.4634,95.3096,95.1559,95.0021,94.8484,94.6947,94.54091,94.9691,95.3974,95.8256,96.25382,96.8782,97.5025,98.1269,98.7513,99.3756,100,99.93764,99.95962,99.76035,99.82114,99.83232,99.77995,99.421,99.55586,99.68095,99.79312,99.73253,99.71562,99.3312,99.35943,99.34477,99.5005,99.80369,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.31713,85.64542,86.5992,87.55303,89.96687,92.94838,93.3828,93.8172,94.2516,94.686,95.1205,95.5549,95.9893,96.42371,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2731,98.40909,99.66613,98.17259,96.67844,97.82348,98.35923,99.01993,99.19862,99.54197,96.63616,99.09109,98.6888,98.2864,97.8841,99.93743,,
Australia,,96.20109,95.4728,94.7445,94.05362,96.71617,97.66271,99.96267,99.9718,99.98426,99.9532,99.43901,98.37177,97.43307,95.68058,95.77825,96.48587,97.06161,97.74727,97.86031,97.45849,96.86991,96.64062,96.23427,95.94443,94.52844,94.94868,94.55705,94.51331,94.17103,94.12448,98.35446,98.40261,97.10102,97.51841,98.45734,98.88957,99.05524,99.14254,99.34054,99.49508,100,100,99.90499,99.91838,99.96393,
Austria,,91.07327,90.28378,88.92483,88.02074,87.71508,87.12228,87.6863,88.2503,88.8143,89.3784,89.9424,90.5064,91.0704,91.6344,92.1985,92.7625,93.3265,93.8905,94.45453,,,,,,,,,,,,,,,,,,,,,,,,,,,
