Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Bahrain,,,,,,,,,,,,,,,,,,,,,0.151936152,0.163432586,0.184375279,0.23725856,0.305161644,0.324413194,0.405790201,0.458252376,0.569121957,0.562550879,0.598964893,0.693117335,0.721239246,0.734276126,0.749624874,0.722559536,0.723538539,0.784521053,0.781743594,0.717901524,0.703416547,0.712801094,0.713065914,0.732311994,0.750030368,0.745456869,0.754796761,0.754834493,0.781776929,0.736191456,0.640541179,0.589707712,0.575083931,0.581604826,0.714539994,0.654513029,0.640457318,0.633590797,0.627513723,0.58103659,0.551422918,0.526535195,0.540160524,0.585753049,0.593444977
Bahamas,,,,,,,,,,,,,,,,,,,,,0.250961157,0.268836715,0.289551959,0.295291844,0.413945462,0.552136048,0.546500645,0.56372961,0.534259383,0.404678355,0.382334493,0.438711706,0.492964398,0.514267696,0.431171379,0.436169435,0.479813439,0.526332209,0.574272117,0.612693773,0.63123997,0.684389014,0.710906094,0.73434906,0.744751745,0.753841102,0.734040912,0.737406307,0.744611391,0.746446849,0.762721252,0.824877656,0.799297457,0.820856583,0.862074984,0.867248378,0.909422955,0.922828156,0.957759648,1.006456582,1.020444032,1.060815768,1.076200936,1.092097114,1.102229033
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.328665389,1.160303173,0.963512459,0.756097438,0.527437959,0.311899192,0.227482699,0.225368137,0.263867705,0.258655862,0.304135857,0.308702325,0.340246991,0.424362922,0.470128027,0.469169533,0.495701951,0.551901435,0.623270165,0.579640817,0.553268525,0.583865063,0.525337647,0.530616095,0.52395991
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193413477,0.206636884,0.223879202,0.24547171,0.271971975,0.277592423,0.277497203,0.2408759,0.241249591,0.184282191,0.14744587,0.155374448,0.176289371,0.198882767,0.228360384,0.254392513,0.282094817,0.31409613,0.366789086,0.324126351,0.333334003,0.313378379,0.29558231,0.325817683,0.33314674
Belize,,,,,,,,,,,,,,,,,,,,,0.054910744,0.064601221,0.080033061,0.142184819,0.155055157,0.180829864,0.170616746,0.209399487,0.202858954,0.242161197,0.312220192,0.420723149,0.358480802,0.375993404,0.425055931,0.355225319,0.339146773,0.371053977,0.390622039,0.395571998,0.367631134,0.428461432,0.453853609,0.461547424,0.435533586,0.400981372,0.512999794,0.5207184,0.521605157,0.505603583,0.505835971,0.504042667,0.504239601,0.506380412,0.520681016,0.521604913,0.535947001,0.544068407,0.567103618,0.570070548,0.552407752,0.552223144,0.559595067,0.560928254,0.563208979
Bermuda,,,,,,,,,,,,,,,,,,,,,0.277138164,0.305603911,0.337185188,0.384291974,0.444079132,0.475264287,0.484289085,0.510371644,0.543240804,0.604374906,0.690490415,0.769848092,0.815779479,0.868333848,0.914371457,0.94169191,0.979155377,1.023248807,1.073128522,1.12676255,1.163087372,1.226163635,1.268131084,1.301807434,1.33062282,1.340406887,1.348722981,1.380767841,1.401990028,1.415677527,1.419529902,1.371968031,1.465373497,1.480686738,1.521000563,1.565683324,1.626145363,1.691889608,1.69897582,1.701990748,1.669701312,1.625326628,1.678325764,1.73610799,1.727212577
Bolivia,0.11673866,0.116857018,0.121894489,0.116886284,0.117627544,0.12197445,0.133276318,0.141100467,0.136656433,0.127112289,0.142508327,0.14829809,0.164384815,0.161041887,0.167380804,0.152850994,0.151720373,0.165306241,0.152463261,0.153680157,0.152742944,0.165148961,0.176786465,0.16443594,0.248243088,0.29919038,0.30998802,0.294332906,0.330645534,0.339483594,0.349588344,0.382141057,0.389094492,0.405499753,0.368362819,0.361318209,0.370570389,0.382388346,0.419926363,0.400321939,0.375284515,0.394403817,0.400691177,0.382839323,0.367591593,0.376066368,0.381772917,0.38062911,0.383141118,0.363937302,0.351689572,0.323474266,0.295139543,0.278276862,0.273643969,0.269598406,0.287634879,0.309259417,0.352459124,0.361537906,0.360184482,0.39033776,0.41273616,0.446020581,0.474884528
Brazil,0.160203122,0.183014889,0.218396513,0.221837259,0.171918761,0.148470847,0.162515238,0.178778154,0.147378689,0.115470311,0.078390339,0.067552696,0.088919044,0.096690677,0.087104699,0.082889589,0.098075838,0.108182892,0.107505548,0.115017834,0.113007221,0.114615188,0.134644495,0.170877448,0.207787277,0.229273201,0.24207893,0.265694015,0.282368163,0.284621975,0.294979873,0.334629155,0.342402346,0.259642869,0.257561727,0.248163999,0.272800334,0.269671727,0.289797421,0.383269336,0.411624385,0.383087674,0.370475491,0.38916695,0.512231657,0.628775475,0.682883997,0.691413934,0.666569984,0.461325264,0.482972654,0.403674223,0.34883449,0.383410321,0.428323322,0.537252613,0.6202452,0.708261506,0.776115411,0.738953045,0.862171352,0.937509909,0.86118307,0.829672544,0.810417588
Barbados,,,,,,,,,,,0.04821223,0.049683025,0.050164699,0.051869838,0.053727022,0.05681968,0.056087081,0.054060129,0.053069265,0.053606335,0.057386667,0.062168036,0.073253165,0.084718942,0.108385296,0.120374435,0.167009727,0.183767717,0.219860255,0.248731857,0.303212751,0.339995402,0.372667094,0.392071127,0.41250033,0.42476042,0.427612061,0.424862644,0.436567324,0.427300388,0.405419464,0.431207187,0.424699602,0.423589525,0.419113987,0.460290965,0.421498743,0.424086198,0.479764504,0.489902749,0.504073716,0.60719137,0.560739788,0.59266291,0.62411642,0.674811315,0.754441528,0.811040203,0.897335588,0.962868169,1.042545207,1.166488574,1.217437555,1.239331465,1.381335014
Brunei,,,,,,,,,,,,,,,,,,,,,0.017087633,0.01726953,0.021673045,0.031962435,0.071122331,0.077414107,0.0786746,0.085883188,0.090215891,0.105888508,0.386583339,0.174210485,0.20945604,0.313508897,0.326414265,0.263600411,0.271596731,0.288022227,0.306052285,0.319986117,0.346304698,0.376451127,0.402244674,0.420285239,0.45635581,0.518490963,0.526119776,0.485685553,0.433386563,0.435028967,0.441966102,0.42001577,0.424658915,0.440722721,0.459398019,0.466264415,0.488994895,0.53031541,0.541853202,0.540788924,0.58846309,0.661273147,0.673053642,0.66857145,0.664164076
Bhutan,,,,,,,,,,,,,,,,,,,,,0.175503406,0.184995752,0.194861749,0.218139078,0.244844945,0.237495287,0.221974378,0.227909154,0.203819867,0.214515167,0.256851508,0.249279999,0.248113283,0.253600348,0.246894016,0.245491721,0.265829703,0.276677725,0.288063536,0.255792453,0.250684569,0.202386089,0.206525277,0.182182114,0.221892267,0.223041436,0.222079949,0.251691662,0.242443238,0.246232231,0.248406149,0.24371911,0.245965205,0.26488218,0.283621217,0.299611681,0.300758455,0.337975866,0.339303091,0.310551655,0.335072312,0.340344535,0.345553544,0.34945295,0.361514162
Botswana,,,,,,,,,,,0.117653557,0.119095211,0.120786429,0.124671024,0.130606739,0.135420825,0.159147222,0.14349292,0.136827938,0.124529857,0.146708352,0.155011882,0.160988889,0.198112158,0.25342588,0.27300568,0.265650537,0.318758842,0.361754917,0.396712154,0.457255802,0.454012574,0.386948246,0.383154234,0.342811001,0.229365486,0.232784944,0.264702167,0.258134406,0.287794923,0.321803917,0.323148577,0.341931618,0.330531127,0.321901618,0.303212666,0.254332061,0.235256155,0.230898219,0.234886146,0.257763429,0.264826093,0.272596368,0.385252317,0.461317022,0.436311928,0.421823967,0.437923652,0.44223629,0.484621544,0.570108341,0.630047164,0.669036331,0.633132821,0.593905025
"Central African Republic",,,,,,,,,,,0.076104057,0.076304632,0.074378023,0.087216679,0.096034042,0.099734581,0.104863898,0.100497477,0.110096159,0.107421565,0.103537522,0.11463972,0.134799593,0.153432817,0.164313939,0.217983382,0.249302885,0.258002058,0.307175661,0.360015523,0.425105412,0.311149354,0.31664979,0.288684316,0.246601425,0.278850577,0.389194095,0.448683206,0.45155226,0.419205881,0.475250588,0.460422693,0.492468681,0.460813339,0.263256315,0.342826305,0.333813406,0.295576893,0.29382627,0.287271112,0.259578224,0.2628743,0.282571702,0.350859634,0.381695742,0.390869882,0.418504973,0.458664567,0.529330569,0.53676532,0.52002767,0.548858732,0.511981908,0.564374428,0.600135644
Canada,0.112194257,0.128640206,0.143253599,0.142051753,0.145352786,0.144240382,0.148217799,0.15794639,0.160353202,0.165221578,0.162777537,0.154663917,0.149142001,0.151726358,0.15493804,0.158607068,0.165275474,0.171496426,0.179466837,0.187388944,0.202025631,0.216123965,0.232870621,0.249659589,0.283906993,0.305261148,0.341802088,0.341694619,0.346172513,0.366634111,0.402034922,0.441845538,0.473578417,0.507697209,0.50810563,0.5008241,0.512240916,0.556330936,0.618354584,0.664575689,0.6767217,0.722318604,0.695759477,0.663605944,0.630776838,0.627053256,0.634996605,0.640854515,0.611944636,0.623440842,0.642411746,0.629251732,0.63670606,0.731594563,0.806619407,0.872958722,0.96693441,1.05434115,1.085621345,1.035125371,1.17474573,1.259575627,1.262044969,1.240113656,1.173575716
Switzerland,0.076180029,0.080036767,0.083201522,0.08301249,0.084157973,0.085890385,0.088545847,0.091103224,0.093420342,0.093680829,0.093489117,0.095206015,0.099640869,0.103888535,0.108974168,0.113451913,0.119003116,0.123883014,0.126855945,0.131173243,0.142165641,0.162093818,0.190353535,0.25309265,0.296108824,0.365798721,0.387193786,0.40500284,0.548367813,0.613092843,0.630517024,0.567672295,0.579559768,0.575885132,0.529878775,0.520782299,0.721864472,0.884182197,0.916228525,0.838925437,1.005465494,1.029191945,1.093406357,1.068584384,1.150953838,1.333849234,1.255154598,1.033479764,1.012693182,0.992015516,0.89944878,0.90613941,0.976142229,1.170293359,1.284575069,1.278057778,1.287070703,1.321370693,1.422678798,1.408882618,1.490677522,1.71352899,1.539850738,1.510706551,1.52945652
Chile,,0.099064967,0.113200964,0.122553726,0.161674842,0.162348905,0.123010356,0.100525044,0.094910607,0.093247643,0.095310713,0.118746982,0.112750828,0.124357456,0.126356004,0.120211459,0.129495081,0.120249964,0.120540335,0.132506408,0.144092524,0.154623789,0.165835976,0.274743963,0.252002152,0.155741993,0.200235104,0.24581579,0.257611184,0.322744951,0.397871915,0.455043318,0.386786991,0.326688358,0.318275572,0.277830466,0.282639875,0.305729632,0.316035548,0.331536018,0.360791898,0.394756442,0.439340159,0.446030696,0.468798394,0.531088861,0.533811271,0.557247156,0.531879985,0.495945865,0.4956204,0.442983277,0.425431914,0.440674882,0.509007892,0.573680912,0.621353177,0.646851058,0.680834616,0.636010468,0.706608753,0.758012531,0.773055677,0.778452838,0.712275869
China,,,0.044222165,0.04829816,0.048684501,0.050099006,0.052931614,0.050424055,0.052554948,0.052570806,0.05683098,0.078761498,0.071090549,0.064570026,0.065401915,0.069448825,0.06779546,0.071871469,0.072073912,0.072382767,0.070057151,0.0711669,0.080875692,0.094565876,0.095227286,0.101034511,0.099017958,0.108446697,0.119954185,0.145472916,0.163601332,0.154682451,0.139742736,0.141491214,0.129608639,0.117846921,0.108408425,0.109163945,0.132857037,0.156045957,0.127886203,0.123743217,0.131526416,0.14094333,0.127025575,0.156175629,0.184115782,0.196523323,0.216710403,0.220750923,0.235478191,0.243084836,0.238466691,0.248654828,0.262118922,0.280059207,0.295587862,0.34293695,0.430136808,0.439518601,0.478397835,0.535879141,0.572350274,0.60796963,0.628948424
"Ivory Coast",,,,,,,,,,,0.090106096,0.09828231,0.101337211,0.099029806,0.097539817,0.109886036,0.107420761,0.109643604,0.112831307,0.104206204,0.097058039,0.103602283,0.119045625,0.143597658,0.15179244,0.207184721,0.208397171,0.243074431,0.287684108,0.341968634,0.54009456,0.438997963,0.397626291,0.353141412,0.324134532,0.273616845,0.334960501,0.378537729,0.37208362,0.332396724,0.393313646,0.37856648,0.372390842,0.338278837,0.232001662,0.288136798,0.290855937,0.273392938,0.291507155,0.279498997,0.260048364,0.244181364,0.27893926,0.342835607,0.400210638,0.407695587,0.440451614,0.488789739,0.496471558,0.460512265,0.435556374,0.474257339,0.43586419,0.46345336,0.466636391
Cameroon,,,,,,,,,,,0.084787303,0.094202511,0.101020683,0.101735363,0.106688237,0.106797702,0.108788954,0.137037582,0.141376059,0.144829467,0.140851793,0.14570535,0.179263191,0.245118702,0.253964364,0.282360079,0.314029179,0.3101944,0.378726536,0.458280316,0.525432867,0.425311295,0.374351155,0.346086412,0.297718701,0.271835056,0.349835261,0.398414322,0.39552626,0.359290073,0.398370928,0.364997422,0.413096668,0.448448863,0.248150791,0.287156882,0.285671136,0.265497562,0.276305888,0.270151973,0.240561294,0.244614209,0.268407218,0.327337462,0.366984107,0.375062895,0.389056782,0.430489387,0.480886255,0.466962654,0.444256501,0.473691189,0.453060761,0.480715106,0.489707232
"Congo (Kinshasa)",0.088656345,0.099524469,0.110028218,0.107926207,0.106290717,0.10704824,0.107851466,0.109720824,0.112269888,0.111695089,0.102648978,0.100486928,0.09753304,0.074317717,0.081521025,0.081428473,0.093797906,0.090463491,0.104881502,0.108031542,0.104664854,0.116920364,0.103897032,0.111512744,0.120791665,0.163353406,0.19206847,0.215804249,0.21079523,0.205347751,0.239583257,0.256282535,0.222923411,0.265525294,0.156316978,0.226716756,0.223313903,0.3564368,0.34495375,0.346765911,0.354138659,0.368413606,0.319046152,0.382213676,0.33147475,0.319778224,0.266661919,0.38845896,0.420072857,0.365003132,0.379571937,0.398521163,0.437383488,0.393361473,0.405027198,0.428708691,0.929989098,1.490855491,2.367294297,2.613275031,0.449529071,0.552820749,0.727412117,0.833534067,4.540180766
"Congo (Brazzaville)",,,,,,,,,,,0.125953583,0.133815068,0.12692909,0.129500397,0.133883994,0.138874217,0.158086034,0.183596099,0.173933841,0.167149576,0.169367276,0.174734305,0.199298917,0.25411932,0.26245352,0.328808059,0.321786409,0.338144443,0.396638756,0.455152848,0.481352277,0.422482635,0.383423985,0.357744992,0.338843573,0.342493282,0.451719346,0.529412972,0.539809617,0.52250051,0.625965536,0.821706439,1.168843435,0.974325345,0.479792463,0.477616784,0.485380483,0.476642696,0.474026034,0.457742795,0.404093607,0.367845546,0.378907573,0.433315175,0.471450184,0.462520592,0.491619372,0.507006635,0.636161213,0.610710052,0.589894201,0.589161844,0.559739805,0.616799186,0.699531444
Colombia,0.166175852,0.155726042,0.151621363,0.157601226,0.171418565,0.172747716,0.189840136,0.14247198,0.096582015,0.105338773,0.108822931,0.114858713,0.118023839,0.111031728,0.128562299,0.124523222,0.109172973,0.112011163,0.107634201,0.108930651,0.111029899,0.110694685,0.109847693,0.11701217,0.128761185,0.128475127,0.138755746,0.165166031,0.184206619,0.212186878,0.240200031,0.264168913,0.281877182,0.279387804,0.265237867,0.233168713,0.217114575,0.223290551,0.228713015,0.223828552,0.215404995,0.222542872,0.242277525,0.26718218,0.33642502,0.367023649,0.379962565,0.411763065,0.393853785,0.36018511,0.339938467,0.336643964,0.330794663,0.309425672,0.362068157,0.424815757,0.430777496,0.500234056,0.542274658,0.50394643,0.569709445,0.594608579,0.627021591,0.615428395,0.586264952
Comoros,,,,,,,,,,,0.066657669,0.066637672,0.067950642,0.070210495,0.074042012,0.077594453,0.079600147,0.079953282,0.080065941,0.07959089,0.077713921,0.08306701,0.096551832,0.121303952,0.133225612,0.194834936,0.191853901,0.203241959,0.256028248,0.310020771,0.314781628,0.278906337,0.241791368,0.232500803,0.214200449,0.221661409,0.31456006,0.376477053,0.383711707,0.369120099,0.43360126,0.433097459,0.494146767,0.470925319,0.38838188,0.340401895,0.343926102,0.302435976,0.348383792,0.347129697,0.325030128,0.327396601,0.348320044,0.430230215,0.521888324,0.518101579,0.480738515,0.535527824,0.589622672,0.573067306,0.555500601,0.58523149,0.552336264,0.578197438,0.586162509
"Cape Verde",,,,,,,,,,,0.173474754,0.173607513,0.189802276,0.190459254,0.192458528,0.195671457,0.190389176,0.197212665,0.195754235,0.205576777,0.213698836,0.230653496,0.257138473,0.315647632,0.309485835,0.433606749,0.399110661,0.391820172,0.411600321,0.426905101,0.438780804,0.414442816,0.396787274,0.354453938,0.330771665,0.3214141,0.41132695,0.480416628,0.504950414,0.475501779,0.547631144,0.551058225,0.575641415,0.531643841,0.562262889,0.626971109,0.600026044,0.543895654,0.539379659,0.521624413,0.448200178,0.454307026,0.475897699,0.564946743,0.573898062,0.599381257,0.620548229,0.652170959,0.689161599,0.620254119,0.564111116,0.574883589,0.539766694,0.625460538,0.534484288
