Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Egypt,1004.20441,1299,1330,1251,1271,1340,1345,1424,1558,1594,1400,1330,1273,1634,2041,1698,1932,1792,1631,1538,1995,1789,1919,1990,2033,1959,1888,1813,1633,1451,2472,1098,1021,336,646
Eritrea,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,
Estonia,--,--,--,--,--,--,--,--,--,--,--,--,288,147,105,93,126,108,83,86,97,121,66,49,64,62,77,143,142,96,66,77,71,67,86
Ethiopia,,,,,,,,,,,,,,,,,,,,,,0.00220462,0.04519471,0.00440924,0.00551155,0.0088,0.01212541,0.8,17,46,55,187,248,321,380
Fiji,23.14854,20,25,20,24,18,17,5.5,8.8,18,26,20,22,22,22,22,24,24,22,20,19,17,18,18,0.2,,,,,,,,,,
Finland,6274.34852,2961,3301,3470,4183,5862,5013,6347,6458,6283,6225,6138,5361,6612,8567,7234,8800,7712,5738,5861,5719,6609,7345,9828,8810,4926,8627,7593,5624,6225,7676,5916,5098,6418,5249
Czechoslovakia,137149.4102,136631,140540,142078,143989,139960,137304,138169,136334,127501,121466,112186,99698,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"Serbia and Montenegro",--,--,--,--,--,--,--,--,--,--,--,--,42354,40632,37203,44759,44688,47398,48698,36658,41143,40305,42551,44607,45681,--,--,--,--,--,--,--,--,--,--
"Soviet Union",751332.1157,748107,770505,763734,769602,778868,802558,806943,821181,777312,848469,672436,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Yugoslavia,48673.56118,58542,62438,68159,76499,81622,81864,82708,84510,85306,83156,81067,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
France,55834.20612,49999,52945,46838,44558,42582,36291,32529,31590,34458,33766,36198,32474,25599,24795,26567,27530,24458,28705,26194,24952,21981,21738,22317,21633,23716,22004,23120,21354,17368,18216,15088,17569,19511,14441
Georgia,--,--,--,--,--,--,--,--,--,--,--,--,581,311,349,46,24,24,37,31,21,13,6.6,13,15,20,18,85,132,249,60,162,284,528,467
Germany,--,--,--,--,--,--,--,--,--,--,--,407782,362341,335733,315382,298757,296874,283880,268939,256078,263092,267764,272264,274394,276135,266199,267558,275893,262148,247775,253876,258751,271234,272161,264633
"East Germany",298038.5993,303441,307699,313647,335920,348264,350559,350955,349234,341933,297683,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"West Germany",240614.0007,245252,244763,237130,234157,230894,227144,216427,211039,209689,200377,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,46
Greece,25531.70422,30112,30554,35806,35945,41848,43911,48970,56162,58567,58900,58517,62181,62429,65488,64421,65704,66067,68235,68320,72405,75489,76811,78156,78958,77888,71717,73946,71788,72256,64285,66533,68631,60282,57502
Greenland,2.20462,2.2,1.1,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,17,237,220,430,403,468,451,472,494,497,324,541,542,548,631,807,1315
Haiti,,,42,69,73,67,20,20,34,13,13,28,29,,,,,,,,,,,,,,,,,,,,,,
Honduras,,,,,,,,,,,,,,,0.045692954,0.003944065,0.066241115,0.022510273,0.044697568,62,149,136,155,186,192,202,65,71,115,114,118,80,82,84,95
"Hong Kong",3.30693,63,1120,3309,4630,5690,6911,8609,9556,10191,10894,11703,12564,13683,10566,10720,8885,6710,7962,6713,7583,8855,9610,11768,11785,11931,12570,13515,12506,13593,11380,13811,13615,14299,15198
Hungary,30330.05965,30213,31282,29855,29985,28209,27890,28165,26015,24496,22367,21890,20240,19854,18499,18662,19222,19057,18303,18407,16725,16806,15492,16190,14850,12718,13248,13274,13039,11761,12112,12801,12572,12402,11820
Iceland,13.22772,26,28,41,61,76,82,66,74,78,72,66,55,58,78,72,73,64,77,66,111,108,108,94,115,129,119,133,120,108,117,116,116,132,110
India,118824.6088,133848,142636,151495,164029,172213,185549,200475,214049,227327,243012,261538,276459,301239,306011,324806,341416,354130,357631,379141,393345,405867,422496,449492,483968,510826,543579,592390,633948,692971,735965,770315,841320,837345,880177
Indonesia,209.4389,190,176,151,42,2437,4769,5761,7222,8410,9195,10234,10616,10687,11904,13522,14918,17336,19552,25186,24627,30190,32250,43292,39773,45581,54008,67759,58944,62055,62296,68166,80069,90607,107076
Iran,1965.41873,1642,2213,2089,1617,1592,1567,1542,1592,1170,1170,1667,1467,1813,1822,1704,1788,1830,2131,1861,1927,1862,1792,1883,1917,2200,2066,2200,1467,1698,1439,1262,917,827,897
Ireland,1121.04927,1426,1442,1646,1644,1748,2571,3584,3578,3779,3702,3619,3364,3354,3060,3024,3347,3046,3133,2698,3194,3307,3168,3089,3176,3312,2926,2782,2477,2015,2170,2201,2668,2335,2237
Israel,,,987,1851,2952,3226,3546,3778,3739,4002,4101,4475,5464,6242,6622,7252,8635,9524,10248,10068,11298,12733,13456,13971,14018,13993,13961,14721,13968,13571,13556,13907,15624,12922,10834
Italy,20288.01555,21423,23324,21494,24153,26356,23778,24492,23642,23162,24688,22807,20253,17248,18361,19433,18260,18083,18991,19098,19835,21333,21938,23251,26707,26344,27284,27627,27397,21930,23942,26880,27705,23232,22163
Jamaica,,,,,,,,,8.8,62,57,15,73,61,58,61,71,74,78,79,58,58,97,94,103,65,35,40,53,69,60,72,80,98,107
Japan,96583.29989,106866,106378,104083,116799,122751,117894,117760,127405,127106,130077,131465,129396,132937,140492,147035,149943,153793,148462,156376,166343,171592,180469,187270,191527,199120,196286,204109,193792,182636,195959,189619,197483,208936,210608
Kazakhstan,--,--,--,--,--,--,--,--,--,--,--,--,97375,88771,86836,71457,63943,53573,53664,50025,51162,51352,54347,61102,66998,67923,73606,77751,92266,82758,88698,94004,95027,94217,92894
Kenya,17.63696,100,51,35,91,99,94,101,125,144,166,166,174,144,134,172,159,162,131,128,118,118,176,165,193,160,214,196,195,170,295,422,378,374,409
"North Korea",33631.70453,34976,36797,38386,39398,31136,30808,29796,37009,28593,38197,35833,33876,31461,29014,26659,22958,22529,20200,22575,24148,24839,23631,24173,24718,26047,26710,29340,32749,32489,30434,20951,21347,21666,25377
"South Korea",28507.94122,31799,32374,34533,40790,44680,47265,47734,50603,48654,47846,46729,43887,46759,47025,48890,55421,59461,61610,65178,73331,78069,83723,87216,90517,93500,96813,103758,114858,119466,133411,144248,141257,139557,144444
Kosovo,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8192,9356,9812,9486,8898,9212,8046
Kyrgyzstan,--,--,--,--,--,--,--,--,--,--,--,--,2735,2445,2237,873,1281,1353,1344,1342,1242,871,1369,1621,1500,1441,1369,1564,2167,1908,1861,2016,2832,2224,2481
Laos,0.09921,0.1,0.2,0.3,0.4,1.1,2.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,26,56,66,77,16,125,120,156,187,205,206,207,215,188,201,207,218,216,215,246
Latvia,--,--,--,--,--,--,--,--,--,--,--,--,726,658,468,278,263,216,161,139,107,140,112,111,108,132,143,179,177,143,184,190,153,133,86
Lithuania,--,--,--,--,--,--,--,--,--,--,--,--,724,649,530,409,369,288,245,196,144,129,231,298,291,316,439,418,357,267,331,367,345,394,341
Luxembourg,412.26394,353,315,184,214,219,202,230,182,217,217,224,306,305,346,239,267,214,168,169,190,211,126,95,139,134,162,133,127,115,112,98,90,83,94
Macau,4.40925,1.1,1.1,1.1,1.1,1.3,1.5,1.7,1.9,2.1,2.3,2.2,2.2,2.2,2.2,2.2,2.2,1.1,1.1,1,1.2,1.1,1.1,1.5,1.7,1.3,1.3,1.5,,,,,,,
"Macedonia (F.Y.R.O.M.)",--,--,--,--,--,--,--,--,--,--,--,--,7749,7622,7975,8196,8034,7496,9243,8406,8564,9269,8033,8335,8333,8238,7584,7699,8536,8245,7649,8846,8433,7683,7400
Madagascar,11.02311,13,13,12,7.7,4.4,12,13,13,14,13,13,13,14,12,10,10,12,12,8,10,10,10,10,10,17,15,10,13,14,40,153,263,470,561
Malawi,71.65024,53,67,49,45,36,31,31,18,12,20,12,13,17,19,19,19,19,14,61,69,52,75,71,67,65,65,67,57,53,60,60,60,60,78
Malaysia,92.59404,173,163,435,472,633,468,572,455,2093,2319,2732,2868,2398,2663,2918,2932,2836,3027,3392,4346,5251,6361,9296,11594,12038,12368,15458,17105,18283,25839,25829,27770,26344,29254
Malta,,,26,57,104,212,150,201,252,334,331,268,226,331,225,57,,,,,,,,,,,,,,,,,,,
Mauritania,6.61387,6.6,7.7,7.7,7.7,7.7,5.5,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,4.4,3.3,2.2,1.1,,,,,,,,,,,,,,,,
Mauritius,,,,,28,37,62,55,44,73,62,66,67,68,69,69,44,51,78,150,279,330,345,348,319,401,535,632,719,657,736,707,744,784,851
Mexico,4381.68225,3890,4688,5486,5423,5816,6540,6377,6000,6488,7562,7486,7500,8633,10129,11293,12937,12717,13265,13436,13552,15455,16313,18321,15528,19355,19249,19279,15432,18042,19502,20658,19547,19700,19490
Moldova,--,--,--,--,--,--,--,--,--,--,--,--,2655,2450,2384,1448,1238,665,602,328,267,211,265,385,205,198,208,142,218,195,205,218,211,274,173
Mongolia,5513.4426,4462,5627,5753,5619,6798,7514,7938,8384,7988,7329,7707,6855,6243,5696,5736,5665,5550,5496,5530,5745,5720,6100,5776,5825,6025,6538,6702,6631,7051,7535,7615,8374,9289,10641
Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1585,1283,1904,1033,2060,2126,1909,1843,1797
Morocco,699.96685,830,802,1064,1057,1224,1613,1876,1823,1962,1955,2152,1835,1898,2072,2938,3452,3434,3792,3670,4429,5623,5763,5390,5132,5443,5430,5532,4919,4518,4662,4973,5051,4975,7227
Namibia,--,--,--,--,--,--,--,--,--,--,,17,13,99,110,18,15,12,19,6.6,3.3,4.4,6.6,8.8,1.1,22,71,85,117,54,39,14,11,33,33
Nepal,90.38942,68,77,157,160,125,89,106,80,13,77,108,47,60,126,136,111,112,109,440,474,542,251,321,283,452,270,362,340,355,557,539,403,504,604
Netherlands,7057,7635,8955,8701,10724,10924,11352,12157,14470,14751,15286,14415,14476,14329,15442,15778,15608,15645,16034,13356,14094,15005,14845,15107,14988,14395,13981,14884,14010,13116,13121,12910,14143,14325,16140
"New Caledonia",132.27736,90,72,107,114,195,193,171,187,228,181,194,187,187,182,182,185,125,132,122,280,286,304,318,309,287,312,269,405,279,662,624,496,628,673
"New Zealand",2161.62991,2167,2189,2387,2339,2269,1968,2183,2525,2200,2407,2365,2629,2547,2401,2431,2372,2537,2322,2406,2287,2795,2814,4045,4235,4701,4624,3523,4440,3425,2937,3075,3757,3272,3161
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01653465,
Niger,22.04623,33,50,143,165,166,137,181,171,188,190,190,187,190,190,191,191,192,192,193,159,168,183,188,211,193,180,162,185,196,273,280,273,263,290
Nigeria,201.72273,147,76,67,94,112,147,132,58,61,74,72,57,8.8,28,22,8.8,11,13,18,3.3,33,47,25,8.8,8.8,8.8,27,36,37,42,35,53,49,159
"Northern Mariana Islands",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Norway,1065.93377,1124,1125,1139,1207,1217,1141,1152,1114,874,854,747,757,841,971,1076,1056,1039,1148,1106,1090,969,862,833,931,793,680,744,768,578,750,786,821,855,904
Pakistan,1837.55077,2082,2524,2347,2601,3256,3366,3504,3971,3878,4679,4437,4594,5101,4562,5206,4842,4540,4818,4547,4459,4859,5390,6686,8702,8503,8702,11145,9249,8971,8507,8455,7594,7929,8291
"West Bank and Gaza",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,
Panama,,,,,,,,,18,17,35,50,54,58,60,40,20,42,65,66,68,36,21,16,12,8,6,3,9,8,7,261,356,376,387
"Papua New Guinea",,,,,,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,,,,,,,,,,,,,,,,
Peru,82.67325,129,117,137,161,181,174,165,169,181,141,300,303,494,401,471,333,342,585,635,764,708,1074,1031,1184,1193,945,1260,1186,1270,1338,1369,1258,1371,1321
Philippines,309.74911,298,366,1165,1865,2638,2033,2226,2798,2351,2463,3123,2827,3138,3193,3435,4626,5720,6199,7072,9658,9021,8827,8987,10656,11063,11091,11260,13487,13297,14674,15690,17817,20891,22877
Poland,219709.1223,202147,208550,213554,228573,239707,248945,262290,256544,245846,206481,205893,194758,195986,191121,189217,191462,184025,171205,164374,159105,159309,154919,160802,159883,157064,161288,158482,156003,146062,155368,158445,155925,158229,151044
Portugal,674.61372,625,591,655,615,1175,2434,3159,3673,4313,4841,5144,5183,5456,5760,6292,6030,6108,5621,6753,6777,5671,6248,5902,5970,6012,6014,5204,4565,5146,2960,4098,5362,4891,4979
"Puerto Rico",,,,188,110,110,256,323,395,328,235,212,170,176,179,182,187,191,193,176,176,171,485,1521,1433,1466,1653,1653,1653,1653,1653,1653,1653,1381,1963
Romania,43401.25163,44860,45734,55454,54653,58013,59353,64602,73677,73855,49855,41270,47098,48939,48013,49234,49699,41203,34416,30452,34894,37181,37314,40295,38727,39474,44829,43517,43653,37835,35036,42469,38604,29227,29240
Russia,--,--,--,--,--,--,--,--,--,--,--,--,348903,301462,268517,264628,260625,244124,230006,239004,251478,250002,243280,247113,239243,236609,242178,233889,253015,224904,235307,244615,256226,229820,242891
"Saudi Arabia",,,,,,,,,,,,,,,,,,,,,0.009369635,3.4,13,19,16,32,17,28,34,47,53,65,77,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,140,168,184,237,237,280,316,443,385,386,486
Serbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40321,41263,42702,43083,41533,46598,42742,44558,34014
Singapore,1.10231,2.2,1.1,2.2,1.1,2.2,1.1,1.1,1.1,1.1,2.2,2.2,1.1,1.1,1.1,1.1,1.1,2.2,1.6667,1.1333,0.6,0.5,0.5,-0.2,7.4,11,0.5,0.2,1,0.2,0.5,6.5,43,459,677
Slovakia,--,--,--,--,--,--,--,--,--,--,--,--,--,15730,13548,13833,13445,12201,11377,10735,9774,10178,9667,9975,9629,9136,9167,8770,8846,8370,7949,7938,7587,7320,6941
Slovenia,--,--,--,--,--,--,--,--,--,--,--,--,6479,6209,5763,5775,5469,5934,6047,5476,5429,5731,6170,5891,5924,5723,5766,5803,5729,5448,5417,5538,5456,4906,3946
"South Africa",98877.207,107953,115568,121641,129734,133270,133420,141540,142761,142729,147902,144790,142963,147356,149404,159114,165529,172159,175413,167468,173366,171613,177153,187998,198711,188823,198378,203264,207299,197993,201418,194735,204801,203601,201202
Spain,33987.52423,45116,49970,52283,51609,53396,51770,50151,42139,53197,51911,52478,52009,48987,47232,47071,40510,45158,43978,48111,51018,46574,51210,47353,50232,49070,43881,46709,29101,20812,16431,27548,31306,23273,25535
"Sri Lanka",,,,,,,,,,,8.8,1.1,1.1,1.1,1.1,5.5,1.1,1.1,1.1,1.1,7.0667,13.0333,19,105,28,103,76,75,79,103,105,568,798,840,1831
Suriname,1.10231,1.1,1.1,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,194.0068,181,181,112,138,183,190,182,161,169,176,136,110,55,201,188,142,259,251,243,222,211,203,166,164,159,160,167,172,158,153,155,216,162,169
Sweden,2356.73878,2282,2751,3321,4006,4583,4694,4604,4355,3945,4088,4001,3734,3703,3718,3641,4120,3479,3494,3337,3352,3649,3576,3648,3762,3589,4149,3748,3623,2738,3449,3222,2888,3025,2835
Switzerland,347.22765,625,550,503,714,705,605,574,499,518,545,453,304,250,259,279,209,154,126,129,197,218,190,204,200,239,250,294,261,244,251,235,207,234,249
Syria,1.10231,6.6,5.5,3.3,2.2,2.1529,2.1059,2.0588,2.0118,1.9647,1.9176,1.8706,1.8235,1.7765,1.7294,1.6824,1.6353,1.5882,1.5412,1.4941,1.4471,1.4,1.25,1.1,0.7667,0.4333,0.1,0.7,1,1.3,3,4.5,6.5,4.5,2.6
Taiwan,6544.41447,6090,7204,9826,11557,12219,14950,16374,18703,19312,18993,20696,24062,25942,27649,28511,32645,37051,40535,42552,50208,54144,57527,62029,63904,66226,68931,72055,69241,66569,69213,71420,70751,70558,71771
Tajikistan,--,--,--,--,--,--,--,--,--,--,--,--,717,360,89,45,22,40,34,25,32,32,45,58,108,114,120,206,226,226,228,252,478,580,600
Tanzania,1.10231,2.2,2.2,4.4,3.3,4.4,4.4,3.3,3.3,3.3,4.4,4.4,4.4,31,29,33,6.6,22,25,54,53,40,33,23,28,13,7.7,11,6.6,34.0667,61.5333,89,87,94,94
Thailand,1699.76202,1944,2428,2306,2792,5891,6183,7767,8271,9882,14007,16510,17644,18452,20389,22929,27356,28440,24389,23738,23446,26875,27629,27336,30887,32541,33020,35238,37893,36728,39043,40474,39691,41484,39683
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,93,127,160,144,211,107,133
"Trinidad and Tobago",,,,,,,,,,,,1.2,2,0.5,1.5,1.7,0.6,1.5,1,0.5,1.1,1.4,2.1,3.5,2.6,4.2,5.4,4.3,4.9,0.05598412,0.091892971,2.9,3.3,6.2,6.4
Tunisia,23.14851,29,15,31,26,23,13,18,32,33,17,13,17,15,10,1.8,4.2,1.7,1.8,0.5,0.1,3.3,0.075651535,1.3,2.8,0.6,3.2,0.6,1.3,1.1,2.3,5.3,3.1,3.9,3.6
Turkey,22521.29561,23436,26038,29486,34761,45723,54571,53207,45314,60170,59882,63407,65805,60333,65444,67262,72628,79410,85620,83158,88110,79606,72615,70461,71042,84587,92135,108221,108634,108594,105341,111521,111101,92855,100404
Turkmenistan,--,--,--,--,--,--,--,--,--,--,--,--,661,149,136,123,110,,,,,,,,,,,,,,,,,,
Ukraine,--,--,--,--,--,--,--,--,--,--,--,--,139018,125286,103838,106289,82382,70031,71864,71388,72628,70218,69731,78404,73403,70317,75581,78020,77533,67640,72830,79922,80809,78584,66751
"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,33,169,198,225,260,504,243,614,985,1281,2237,3031,2609,2896
"United Kingdom",136091,129047,121020,121042,84046,114683,124785,126674,122125,117266,117370,116697,109717,95599,90083,84814,78705,69529,69612,61425,66065,70385,64852,69472,66637,68181,74510,69477,64357,53705,56608,56768,70580,66608,53462
"United States",702729.735,732627,706911,736672,791296,818049,804231,836941,883642,895000,904498,899227,907655,944081,951286,962104,1006321,1029544,1037103,1038647,1084095,1060146,1066355,1094861,1107255,1125978,1112292,1127998,1120548,997478,1048514,1002948,889185,924442,917731
Uruguay,4.40924,2.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,2.2,2.2,2.2,3.3,4.4,2.2,3.3,4.1,3.6
Uzbekistan,--,--,--,--,--,--,--,--,--,--,--,--,7399,5724,5774,3312,3586,3038,3179,3156,3860,3986,3980,3059,3598,3477,3726,3940,3842,4167,4053,4263,4306,4375,4771
Venezuela,46.29702,54,56,41,56,46,63,68,93,48,39,22.25,5.5,43,84,7.7,24,52,54,55,200,74,28,65,60.5,56,374,209,213,358,301,310,319,317,321
Vietnam,4466.56012,4970,5493,5528,5532,5501,6063,6762,6333,5084,4579,4970,4548,3681,4518,5197,6128,8944,9009,8321,8607,9890,10859,11464,14456,16327,17639,18929,23263,24688,28822,30546,31277,31063,33828
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,0.01433003,0.01543234,0.00661386,0.00440924,0.03527392,0.01984158,0.02094389,14,56,127,88
Zambia,682.32989,546,593,528,509,519,577,487,556,518,410,413,430,435,413,163,207,239,227,138,142,148,150,160,118,155,65,87,128,175,141,78,114,241,253
Zimbabwe,2960.80466,2728,2827,2772,2844,3336,3940,3144,3207,2384,1561,1537,1322,1299,1210,1170,1291,1192,1196,1639,1750,833,903,1247,567,679,1356,1610,1304,1517,1689,1890,2090,2185,2361
