Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Aruba,181.484,175.849,170.213,166.562,162.911,159.26,155.609,151.957,146.205,140.452,134.7,128.947,123.195,119.658,116.121,112.585,109.048,105.511,103.74,101.969,100.199,98.428,96.657,95.556,94.456,93.355,92.255,91.154,90.796,90.437,90.078,89.72,89.361,89.007,88.653,88.299,87.944,87.59,87.256,86.923,86.589,86.255,85.921,84.721,83.521,82.322,81.122,79.922,78.855,77.789,76.722,75.655,74.589,73.561,72.534,71.506,70.479,69.451,68.514
Afghanistan,551.122,545.51,539.898,534.645,529.392,524.139,518.886,513.633,508.259,502.885,497.512,492.138,486.764,480.737,474.71,468.683,462.656,456.629,449.341,442.054,434.766,427.478,420.19,410.705,401.22,391.735,382.25,372.765,364.512,356.259,348.006,339.752,331.499,326.243,320.987,315.731,310.475,305.218,299.408,293.597,287.786,281.975,276.164,269.54,262.917,256.293,249.669,243.045,238.354,233.662,228.971,224.28,219.588,215.307,211.026,206.746,202.465,198.184,192.532
Angola,498.232,494.482,490.731,486.126,481.521,476.916,472.311,467.705,463.195,458.685,454.175,449.665,445.154,440.734,436.313,431.892,427.472,423.051,420.438,417.826,415.213,412.6,409.988,408.481,406.975,405.468,403.962,402.455,400.316,398.178,396.039,393.9,391.762,386.523,381.283,376.044,370.805,365.566,355.259,344.953,334.646,324.339,314.033,303.361,292.69,282.019,271.347,260.676,251.656,242.637,233.617,224.597,215.577,212.458,209.339,206.219,203.1,199.981,220.291
Albania,151.058,139.856,128.654,129.676,130.698,131.72,132.743,133.765,131.93,130.095,128.26,126.425,124.59,121.461,118.332,115.203,112.075,108.946,105.126,101.307,97.488,93.668,89.849,86.023,82.196,78.37,74.543,70.717,71.986,73.255,74.524,75.793,77.062,76.007,74.951,73.895,72.839,71.783,69.539,67.295,65.051,62.807,60.562,60.346,60.13,59.914,59.697,59.481,58.217,56.953,55.689,54.425,53.161,52.505,51.85,51.195,50.539,49.884,49.486
"United Arab Emirates",253.996,246.851,239.707,233.785,227.863,221.942,216.02,210.098,205.107,200.116,195.125,190.133,185.142,180.838,176.533,172.228,167.924,163.619,159.811,156.004,152.196,148.388,144.58,141.139,137.698,134.257,130.816,127.376,124.189,121.002,117.816,114.629,111.442,108.278,105.115,101.951,98.787,95.623,92.397,89.17,85.943,82.717,79.49,76.507,73.524,70.541,67.557,64.574,63.499,62.424,61.349,60.274,59.199,58.346,57.493,56.639,55.786,54.933,44.863
Argentina,156.231,151.879,147.528,146.321,145.115,143.908,142.701,141.495,139.873,138.251,136.629,135.007,133.385,131.791,130.198,128.604,127.011,125.417,123.385,121.353,119.321,117.289,115.256,114.298,113.34,112.381,111.423,110.465,109.675,108.885,108.095,107.306,106.516,105.338,104.16,102.982,101.803,100.625,99.515,98.406,97.296,96.186,95.076,94.03,92.985,91.939,90.894,89.848,88.863,87.878,86.893,85.908,84.923,83.995,83.067,82.139,81.211,80.283,79.483
Armenia,136.917,131.925,126.933,123.152,119.371,115.59,111.809,108.028,105.752,103.476,101.2,98.924,96.648,97.422,98.195,98.969,99.742,100.516,100.61,100.705,100.799,100.894,100.988,108.642,116.295,123.949,131.602,139.256,136.312,133.369,130.425,127.481,124.538,121.695,118.853,116.011,113.168,110.326,106.198,102.07,97.943,93.815,89.687,89.904,90.121,90.338,90.555,90.772,88.245,85.718,83.191,80.664,78.137,77.145,76.153,75.161,74.168,73.176,65.595
"Antigua and Barbuda",244.924,241.326,237.728,234.223,230.719,227.215,223.711,220.207,216.951,213.696,210.441,207.185,203.93,200.904,197.878,194.852,191.827,188.801,185.991,183.181,180.372,177.562,174.752,172.146,169.541,166.935,164.33,161.724,159.313,156.901,154.489,152.078,149.666,147.426,145.187,142.947,140.707,138.467,136.401,134.334,132.267,130.2,128.133,126.218,124.304,122.39,120.475,118.561,117.031,115.501,113.97,112.44,110.91,109.605,108.3,106.995,105.69,104.385,83.136
Australia,115.945,109.193,112.524,115.741,118.409,118.808,119.568,117.185,116.934,112.951,118.686,111.435,109.275,105.585,107.599,100.658,98.801,95.82,93.146,86.587,84.086,81.303,82.137,79.381,77.799,78.646,73.677,73.58,71.991,70.172,66.314,65.316,64.999,61.603,62.04,60.378,60.117,59.605,57.991,55.876,56.11,53.636,53.059,50.706,49.508,47.595,48.235,48.119,46.643,47.91,45.704,46.069,44.403,44.986,44.801,45.201,44.673,,
Austria,118.001,113.02,113.132,112.71,108.82,109.516,108.337,108.785,105.062,110.714,107.646,103.957,101.486,101.027,100.141,99.771,98.31,97.242,93.176,91.773,91.566,89.63,89.941,90.63,83.994,82.717,80.425,76.681,73.153,73.365,74.578,73.139,71.612,72.481,70.497,67.848,67.426,61.964,62.274,63.636,63.196,60.139,58.829,59.49,55.035,55.201,51.442,51.858,50.262,50.079,48.689,49.353,46.708,45.326,46.009,44.687,43.796,41.779,
