"Data Item",1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"U.S. spending on the basics as a share of disposable personal income",54.25149701,53.80507343,53.56037152,55.15151515,56.46551724,55.82706767,54.34782609,53.46097202,52.88461538,54.61309524,53.259362,52.38095238,48.84937238,41.13300493,39.67001435,38.75,41.13883557,48.64048338,52.97482838,51.41388175,52.54498715,51.58139535,50.168492,49.62106103,49.38039805,49.41262849,50.08570449,48.42847979,48.20995146,47.66793781,48.24050984,47.86188579,46.69883189,46.68263473,46.63472507,45.76947302,45.59625877,45.12811259,43.80904184,44.15967692,43.9350388,42.1667761,42.05202312,42.46027336,41.924262,41.2546663,40.61346674,41.45421632,41.88233679,41.58640574,41.10429448,39.9851338,39.32554316,38.89553347,39.24887293,38.64458142,39.21574956,39.5875787,39.27242304,38.53172077,38.00992078,37.31388283,36.61054744,35.74642723,36.07055718,36.48030205,35.98669703,35.86339388,35.54677335,35.1226129,35.65289473,35.01520168,35.18439689,34.75281509,34.35975394,34.02241649,34.50557399,33.69068139,33.34253355,32.19639089,32.15809915,32.13144805,31.79368549,31.16570056,32.05117863,31.7898746,31.68168168
