Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Afghanistan,31.28920746,31.28920746,31.28920746,31.28920746,22.43544197,21.9694519,6.125865936,23.83340454,1,6.125865936,6.118900776,6.072584629,1,1,1,1,1,1,10.55429459,10.45995235,10.40772247,10.31172466,10.17128754,10.06245041,9.921209335,9.723197937,9.512308121,9.280258179,15.63028526,15.44163513,15.25564861,15.22951698,15.31996536,15.3721962,18.42080498,20.91652489,23.3962841,25.03858948,26.76101303,26.63206673,26.4476757,26.52433205,26.2844696,26.09237289,25.75790215,25.80876923,25.69018364,25.64471054,25.9844265
Albania,26.04069138,26.04069138,26.04069138,26.04069138,26.04069138,26.04069138,26.04069138,26.04069138,26.04069138,26.04069138,26.08166122,26.00885773,26.11323166,26.28796768,26.72963524,26.99043083,27.06824303,27.06311798,33.10012436,33.24649429,33.35658646,33.48012924,33.66296387,40.84005737,45.03689575,50.34823227,51.97774506,51.77645111,52.2592659,51.82759857,51.56230545,51.14162445,50.89995956,51.20446777,52.42313766,49.662117,38.52729797,39.59162521,40.07806396,45.80265427,61.05162048,56.39655304,53.04190445,51.49601746,56.36196899,55.63483429,60.73307419,60.61883163,60.93464279
Algeria,12.52565861,15.81675911,12.52565861,12.52565861,12.52565861,12.52565861,12.52565861,12.52565861,12.52565861,12.52565861,12.57113075,17.69305038,17.62121391,17.50094795,17.19501686,17.01401711,16.95930481,16.96136284,22.62417221,22.65373421,22.73266792,22.68829346,22.61990547,24.17211342,25.61875916,26.31772232,26.89144325,27.24612617,26.92060089,27.40254593,28.31805038,28.56400299,30.2886982,28.29914665,32.63834,41.78331375,41.7533493,34.03488541,31.01543236,31.5459404,33.18969345,32.33922195,32.20922852,32.37314606,31.98903084,31.27341461,31.37143707,31.15991592,31.74122047
Angola,,,,,,13.17004776,13.17004776,13.17004776,13.17004776,13.17004776,13.50409794,13.81010437,13.97315788,14.24519062,20.36065865,20.25150681,20.06689835,19.74800301,19.57865524,19.26516914,18.95822716,18.78063774,18.5212326,23.08911133,25.07598877,24.74072266,28.54432297,29.83122826,29.76674271,29.71491814,29.69482994,29.77760887,29.90808487,31.19529724,31.18570709,31.30334473,31.41971588,28.58258438,22.28731346,19.44584084,26.29545975,27.32592773,21.12487793,20.69857979,20.38245583,20.32086182,20.16148567,20.60679817,21.06700134
"Antigua and Barbuda",,,,,,,,,,,,48.12978745,48.27806473,48.5318718,49.38504791,49.92381668,50.14139175,57.80987167,57.86854172,58.09696198,58.22340775,58.45582581,58.79582977,62.39813232,62.68804169,63.09448242,59.66348267,60.05430222,60.23031998,60.40787506,60.58292389,64.7926712,67.26119232,68.50474548,68.47632599,69.67032623,69.60857391,69.54840088,69.48052216,70.40251923,70.42839813,70.41763306,70.4513092,71.35869598,71.39390564,71.3885498,71.40103912,71.40582275,71.37006378
Argentina,54.03525925,47.75225067,37.57975769,37.57975769,34.28865814,34.28865814,34.28865814,48.94901276,48.94901276,48.94901276,49.61878586,56.50280762,45.94216537,46.54358673,46.81160736,46.74495697,46.26893616,45.30712509,44.80884933,43.97637558,43.09452438,42.70455551,52.39142609,79.03766632,81.57256317,84.42533112,81.90989685,87.23240662,87.48170471,87.49452972,87.6182251,65.16061401,54.50715637,68.11030579,66.71304321,57.57272339,53.82659149,53.31903458,52.90340805,54.12121964,54.90182495,51.3388443,31.02394676,30.53685379,37.03652573,32.75218582,40.56699753,64.98155975,65.84676361
Armenia,,,,,,,,,,,,,,,,,,,,,,37.54108429,37.76346588,37.92956161,44.21042633,54.44376373,58.15566254,63.98077774,65.95825195,66.61485291,67.2350769,66.83831787,66.79988098,67.86060333,68.2348938,71.9174881,72.02593994,71.52108002,68.54581451,66.34076691,66.01844025,67.39190674,67.48589325,64.81378174,69.19363403,65.94539642,63.27772141,63.00618744,63.48814392
Aruba,,,,,,,,,,,,,,,,,25.21193695,25.297472,25.35997391,25.60328102,25.73797989,25.98555374,26.34772873,26.62841797,26.99266624,27.50332832,7.07182169,7.206165791,7.266672611,7.327706814,7.387878895,15.34812164,15.36940479,15.38169289,15.39918041,15.46374321,15.51314354,15.56127167,15.61558151,15.59748173,15.57160378,15.58236217,15.54869747,15.5217371,15.47479343,15.48193264,15.46528912,15.45890713,15.50658703
Australia,45.72753143,45.72753143,45.72753143,45.72753143,45.72753143,45.72753143,45.72753143,52.24199677,52.24199677,52.24199677,52.73125839,58.14938736,58.37854767,58.76105881,63.16162109,66.87572479,67.39450073,67.39951324,70.10493469,69.98474884,69.79428101,73.03491211,74.97677612,76.88982391,77.56954956,79.19230652,79.50176239,80.83045197,81.45361328,81.85590363,80.46607971,80.73413849,71.11605835,75.5617981,76.25041962,74.04005432,74.43867493,74.11829376,71.9250946,72.59286499,72.29431915,73.29362488,75.67879486,73.36105347,77.09263611,76.20301056,75.68468475,75.27374268,75.47220612
Austria,58.69582748,58.69582748,58.69582748,60.49097061,60.49097061,60.49097061,60.49097061,60.49097061,60.49097061,60.49097061,66.03952026,66.33672333,66.59150696,67.0169754,67.48061371,69.80706024,71.18755341,72.34912872,72.15341187,73.77781677,74.43135834,80.20868683,81.39676666,82.63365936,83.5799408,85.50863647,86.43112183,87.9852829,88.60825348,89.91544342,90.37297821,90.77210236,82.59431458,82.7078476,84.95417023,84.45954895,85.2879715,84.74856567,84.55983734,81.7719574,76.87726593,77.19647217,76.01894379,75.41419983,82.51556396,80.30622101,78.97636414,78.83558655,79.12031555
