Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,,,,,,,30.30775,30.7799,31.2521,31.7243,32.1964,32.6686,33.1408,33.6129,34.0851,34.5573,35.0294,35.5016,35.9738,36.4459,36.9181,37.3903,37.8624,38.3346,38.8068,39.2789,39.7511,40.2233,40.6954,41.1676,41.6398,42.1119,42.5841,43.0563,43.5284,44.0006,44.4728,44.9449,45.4171,,,,,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.18761,98.9188,98.6501,98.3813,98.1125,97.8437,97.575,97.3062,97.5402,97.7742,98.00816,98.35261,,,,
Algeria,,,,,,,,,,,,,,,,,,63.37743,64.4314,65.4853,66.5393,67.5932,68.6472,69.7011,70.7551,71.809,72.863,73.9169,74.9709,76.0248,77.0788,78.1327,79.18669,79.711,80.2354,80.7597,81.28404,81.9499,82.61584,,,,,,,,
Andorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.91987,82.6933,82.4667,82.2401,82.0135,81.7869,81.5603,81.3337,81.1071,80.8805,80.6539,80.4273,80.2007,79.97415,,
Anguilla,,,,,,,,,,,,,,,95.08118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antigua and Barbuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,,,,,,,,,,,,,,,
Argentina,,,,,,,,,,,94.26339,94.4414,94.6194,94.7974,94.9753,95.1533,95.3313,95.5093,95.6873,95.8653,96.0433,96.22127,96.3185,96.4157,96.5128,96.61,96.7072,96.8044,96.9016,96.9988,97.096,97.1932,97.2537,97.3142,97.3747,97.4351,97.4956,97.5561,97.6166,97.6771,97.7376,97.7981,97.8585,97.919,97.9795,98.04,
Armenia,,,,,,,,,,,,,,,,,,,,99.40385,99.4262,99.4486,99.4709,99.4933,99.5157,99.538,99.5604,99.5828,99.6051,99.6275,99.6499,99.67223,99.6856,99.699,99.7124,99.7258,99.7392,99.7525,99.7659,99.7793,99.7927,99.80608,,,,,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5374,97.4777,97.418,97.3583,97.2987,97.239,97.1793,97.1196,97.0599,97.0002,96.94053,,,,,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.47242,99.5164,99.5603,99.6043,99.6482,99.6922,99.7361,99.7801,99.824,99.8333,99.84267,99.85444,99.85666,99.85285,99.86592,99.86201,99.86263,99.86405
Bahrain,,,,,,,,,,,,76.51837,77.7203,78.9222,80.1241,81.326,82.5279,83.7298,84.9317,86.1336,87.3355,88.53737,88.539,88.5407,88.5424,88.5441,88.5457,88.5474,88.5491,88.5508,88.5524,88.55411,89.397,90.2399,91.0828,91.9257,92.7686,93.6115,94.4544,95.2973,96.14023,,,,,,
Bangladesh,,,,,,,,,,,,39.7323,40.1905,40.6487,41.1069,41.5651,42.0233,42.4815,42.9397,43.3979,43.8561,44.31428,45.2725,46.2306,47.1888,48.147,49.1052,50.0634,51.0215,51.9797,52.9379,53.89609,53.2188,52.5415,51.8642,51.1869,50.5096,49.83233,49.2367,48.6411,48.0455,47.44985,53.0837,58.7175,64.3513,69.9851,75.61885
Barbados,99.28723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,,,,,,,,,,,,,,,,,,,,99.38418,99.425,99.4658,99.5066,99.5474,99.5881,99.6289,99.6697,99.7105,99.7513,99.79211,99.7893,99.7864,99.7836,99.7807,99.7779,99.7751,99.7722,99.7694,99.7665,99.76369,,,,,,,
Belize,,,,,,,,,,,,,,,,,,,,,,70.26877,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,,,,,,,,,,25.19006,26.3219,27.4536,28.5854,29.7172,30.849,31.9808,33.1126,34.2444,35.3762,36.508,37.6398,38.7715,39.90334,40.6996,41.4959,42.2921,43.0884,43.8847,44.6809,45.4772,46.2734,47.0697,47.86596,46.0535,44.2411,42.4286,40.61617,41.3402,42.0642,42.7882,43.5122,44.2362,44.96026,,,,
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.04778,65.1842,65.3207,65.4572,65.5937,65.7301,65.8666,66.00306,,,,
Bolivia,,,,,,,75.84289,76.6124,77.382,78.1515,78.9211,79.6906,80.4602,81.2297,81.9992,82.7688,83.5383,84.3079,85.0774,85.847,86.6165,87.386,88.15559,88.7002,89.2449,89.7896,90.3342,90.8789,91.4235,91.9682,92.5128,93.05747,93.5539,94.0504,94.5469,95.0433,95.5398,96.03626,94.95543,95.80364,96.2023,96.60105,97.10705,96.9123,96.7175,96.52275,
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,96.30542,96.6086,96.9117,97.2149,97.518,97.8211,98.1243,98.4274,98.7306,99.03371,99.0799,99.126,99.1722,99.2183,99.2644,99.3106,99.3567,99.4029,99.449,99.4952,99.54133,99.3588,99.17628,,,
Botswana,,,,,,,,,,,,,,,,,,,,,,65.38694,66.6405,67.8941,69.1477,70.4013,71.6549,72.9085,74.1621,75.4157,76.6693,77.9229,79.1765,80.43011,,,,,,,,,,,,,
Brazil,,,,,,,,,,,76.37736,76.8699,77.3624,77.855,78.3475,78.84,79.3325,79.8251,80.3176,80.8101,81.3027,81.7952,82.2877,82.7803,83.2728,83.7653,84.2579,84.7504,85.2429,85.7354,86.22798,86.7734,87.3187,87.8641,88.40946,88.8814,89.35324,89.77214,89.83787,90.17484,90.05618,91.16898,91.02567,91.17796,91.36677,,
Brunei,,,,,,,,,,,,85.13681,85.8683,86.5999,87.3314,88.063,88.7945,89.526,90.2576,90.9891,91.7207,92.45219,92.722,92.9918,93.2617,93.5315,93.8013,94.0711,94.341,94.6108,94.8806,95.15042,95.3782,95.606,95.8337,96.0615,96.2893,96.5171,96.7448,96.9726,97.2004,97.42816,,,,,
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7366,98.7377,98.7387,98.7398,98.7409,98.7419,98.743,98.744,98.7451,98.7462,98.74723,,,,,
"Burkina Faso",,,,,,14.52849,14.8471,15.1657,15.4843,15.8029,16.1215,16.4401,16.7587,17.0773,17.3959,17.7145,18.0331,18.3517,18.6703,18.9889,19.3075,19.62613,19.4045,19.1828,18.9611,18.7395,18.51779,20.067,21.6161,23.1653,24.7145,26.2637,27.8128,29.362,30.402,31.44193,29.71436,36.68067,37.7805,38.8803,39.9801,41.08,42.1798,43.2796,44.37945,,
Burundi,,,,,,,,,,34.26271,35.533,36.8034,38.0737,39.344,40.6143,41.8846,43.155,44.4253,45.6956,46.9659,48.23625,50.1433,52.0504,53.9575,55.8645,57.7716,59.6787,61.5857,63.4928,65.3999,67.30693,65.5346,63.7623,61.99,60.2177,58.4453,56.673,54.9007,53.12839,55.8891,58.6498,61.4105,64.1711,66.9318,69.69251,,
"Ivory Coast",,,,,,,,,,,,,,,,,,,44.36354,44.3218,44.2801,44.2384,44.1967,44.155,44.1133,44.0716,44.0298,43.9881,43.94642,52.4035,60.86066,60.0883,59.316,58.5437,57.7713,56.999,56.2267,55.4543,54.682,53.9097,53.1373,52.365,51.59267,51.1473,50.7019,,
"Cape Verde",,,,,,,,,,,,,,,,,,,,,74.75927,75.4736,76.1879,76.9023,77.6166,78.3309,79.0452,79.7596,80.4739,81.1882,81.9026,82.6169,83.3312,84.0455,84.7599,85.4742,86.1885,86.9029,87.6172,88.3315,89.0458,89.7602,90.4745,90.8801,91.2858,91.69144,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.48218,80.3485,81.2148,82.0811,82.9474,83.8137,84.68001,84.7807,84.8813,84.982,85.08267,82.7524,,,,,,,
Cameroon,,,,,,,54.62985,55.6534,56.6769,57.7004,58.724,59.7475,60.771,61.7945,62.8181,63.8416,64.8651,65.8887,66.9122,67.9357,68.9592,69.9828,71.0063,72.0298,73.0534,74.0769,75.1004,76.1239,77.1475,78.171,79.19452,79.1596,79.1246,79.0897,79.0548,79.0198,78.9849,78.94996,78.7425,78.5351,78.32769,,,,,,
"Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.72239,,,,,,,,,
"Central African Republic",,,,,,29.59292,31.0104,32.4279,33.8454,35.2629,36.6804,38.0979,39.5154,40.9328,42.3503,43.7678,45.1853,46.6028,48.0203,49.5844,51.1485,52.7126,54.2767,55.8408,57.4049,58.969,60.5331,62.0972,63.6613,65.2254,66.78953,65.1818,63.5742,61.9665,60.3588,58.7511,57.1434,55.5358,53.9281,52.3204,50.71271,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,18.2606,21.4844,24.7082,27.9319,31.1557,34.3795,37.6033,40.82706,40.4624,40.0977,39.733,39.36825,39.3273,39.2864,39.2455,39.2046,39.1637,39.1228,39.0819,39.0409,39,38.9591,38.9182,31.32879
Chile,,,,,,,,,,,,,91.48054,91.7888,92.097,92.4053,92.7136,93.0218,93.3301,93.6383,93.9466,94.2548,94.56307,94.6864,94.8097,94.9331,95.0564,95.1797,95.3031,95.4264,95.5497,95.6731,95.79641,96.2639,96.7315,97.199,97.6666,98.1341,98.60164,98.6072,97.753,96.89878,96.6434,96.38801,,,
China,,,,,,,,,,,,,79.19178,80.1709,81.1501,82.1292,83.1084,84.0875,85.0667,86.0458,87.02498,87.836,88.647,89.4581,90.2691,91.0801,91.8911,92.7022,93.5132,94.3242,95.13525,95.3697,95.6041,95.8385,96.0729,96.3074,96.5418,96.7762,97.0106,97.245,97.47946,,,,,,
Macau,,,,,,,,,,,,92.80968,92.933,93.0563,93.1797,93.303,93.4263,93.5496,93.673,93.7963,93.9196,94.0429,94.1663,94.2896,94.4129,94.5363,94.6596,94.7829,94.9062,95.0296,95.1529,95.27621,95.515,95.7537,95.9925,96.2312,96.46999,96.7263,96.9825,97.2388,97.495,97.75129,97.8382,97.9251,98.0121,98.099,98.18592
