Country,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,5174,1478,3302,4276,4071,8937,5499,3177,6396,6256,4629,5235,5148,890,687,715,1595,4750,6906,5552,6341,6864,7405,7719,8056,12285,17273,17980
Albania,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
Algeria,,,34,257,800,1916,3008,1084,1403,3029,1016,931,642,538,670,397,217,255,472,339,505,236,267,256,147,107,110,86
Angola,2810,2558,526,2321,12054,3974,162,72,50,1075,2272,943,1123,511,274,37,33,29,25,25,25,,,,,,,
Armenia,,,,85,37,30,27.3636,24.7273,22.0909,19.4545,16.8182,14.1818,11.5455,8.9091,6.2727,3.6364,1,2.1429,3.2857,4.4286,5.5714,6.7143,7.8571,9,9,9,9,4
Azerbaijan,,,35,2082,1197,1477,44,36.5,29,34,32.5714,31.1429,29.7143,28.2857,26.8571,25.4286,24,26,28,30,26.5,23,19.5,16,31,46,63,137
Bangladesh,26,45,25,27.6429,30.2857,32.9286,35.5714,38.2143,40.8571,43.5,46.1429,48.7857,51.4286,54.0714,56.7143,59.3571,62,57,55.2,53.4,51.6,49.8,48,46.2,44.4,42.6,40.8,39
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Bhutan,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
"Bosnia and Herzegovina",,,,3972,5295,2831,1345,,,,,,,,,,,,,,,,,,,,,
Burundi,,,272,61,58.5,56,254,531,639,621,524,1348,1182,1170,972,387,286,141,171,201,175.6667,150.3333,125,99.6667,74.3333,49,133,
Cambodia,814,274,220,118,274,464,694,788,426,232,214.9231,197.8462,180.7692,163.6923,146.6154,129.5385,112.4615,95.3846,78.3077,61.2308,44.1538,27.0769,10,,,,,
Cameroon,,,,,,,,56,106.7222,157.4444,208.1667,258.8889,309.6111,360.3333,411.0556,461.7778,512.5,563.2222,613.9444,664.6667,715.3889,766.1111,816.8333,867.5556,918.2778,969,924,181
"Central African Republic",,,,,,,,,,,,,234,131,109.5,88,66.5,45,58.6667,72.3333,86,48,48,45,366,17,,
Chad,50,652,68,899,120,161,139.6667,118.3333,97,34,394,989,226,295,37,50,100,1250,69,991,135,4,58.2,112.4,166.6,220.8,275,
China,,,,,,,,,,,,,,,,,,,,36,2,2.5,3,3.5,4,4.5,5,
Colombia,238,501,725,1479,182,1123,823,1192,560,939,1374,1023,1072,2263,751,1234,1389,502,314,219,377,419,202,211,140,114,134,30
Comoros,29,32.375,35.75,39.125,42.5,45.875,49.25,52.625,56,,,,,,,,,,,,,,,,,,,
"Congo (Kinshasa)",,,,,,,,1389,4591,3356,3282,1473,486,76,101.25,126.5,151.75,177,632,767,1978,300,283,773,1531,985,197,261
"Congo (Brazzaville)",,,,,53,2539.75,5026.5,7513.25,10000,3272,651,489.6667,328.3333,167,158.7143,150.4286,142.1429,133.8571,125.5714,117.2857,109,100.7143,92.4286,84.1429,75.8571,67.5714,59.2857,51
"Ivory Coast",,8,59.3333,110.6667,162,213.3333,264.6667,316,367.3333,418.6667,470,521.3333,572.6667,624,139,47,45.2857,43.5714,41.8571,40.1429,38.4286,36.7143,35,,,,,
Croatia,,,,142,345,585.5,826,,,,,,,,,,,,,,,,,,,,,
Djibouti,6,60,59,129,33,39,36.2,33.4,30.6,27.8,25,26.1111,27.2222,28.3333,29.4444,30.5556,31.6667,32.7778,33.8889,35,,,,,,,,
Ecuador,,,,,,,11,12.0769,13.1538,14.2308,15.3077,16.3846,17.4615,18.5385,19.6154,20.6923,21.7692,22.8462,23.9231,25,,,,,,,,
Egypt,,,,,103,145,187,85,66,27,36.8125,46.625,56.4375,66.25,76.0625,85.875,95.6875,105.5,115.3125,125.125,134.9375,144.75,154.5625,164.375,174.1875,184,750,268
