Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,98.73546,98.8586,98.9817,99.1049,99.228,99.3511,99.4742,99.5974,99.7205,99.84363,99.7806,99.7176,99.6546,99.5916,99.5285,99.4655,99.4025,99.3395,99.2765,99.2135,99.15044,99.409,99.66747,,,
Botswana,,,,,,,,,,,,,,,,,92.25188,92.5306,92.8092,93.0879,93.3666,93.6453,93.924,94.2026,94.4813,94.76,95.0387,95.3173,95.59602,,,,,,,,,,,,,
Brazil,,,,,,85.23655,85.7607,86.2848,86.8089,87.333,87.8572,88.3813,88.9054,89.4295,89.9537,90.4778,91.0019,91.526,92.0502,92.5743,93.0984,93.6225,94.1466,94.6708,95.1949,95.71902,96.2652,96.8114,97.3577,97.90386,98.1328,98.36166,98.55943,98.53111,98.69204,98.31874,99.07315,99.02082,99.22972,99.25031,,
Brunei,,,,,,,93.23892,93.7234,94.2079,94.6924,95.1769,95.6614,96.1458,96.6303,97.1148,97.5993,98.08379,98.1666,98.2495,98.3323,98.4151,98.498,98.5808,98.6637,98.7465,98.8293,98.91217,98.9756,99.0389,99.1023,99.1657,99.2291,99.2925,99.3559,99.4193,99.4827,99.54606,,,,,
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,98.10977,98.0639,98.018,97.9722,97.9263,97.8804,97.8345,97.7887,97.7428,97.6969,97.65106,,,,,
"Burkina Faso",6.66406,7.1334,7.6028,8.0721,8.5415,9.0108,9.4802,9.9495,10.4189,10.8883,11.3576,11.827,12.2963,12.7657,13.235,13.7044,14.17375,14.1361,14.0984,14.0607,14.023,13.98534,15.5319,17.0785,18.6251,20.1716,21.7182,23.2648,24.81137,25.6471,26.4829,26.53412,33.12532,34.6768,36.2283,37.7798,39.3313,40.8828,42.4343,43.98583,,
Burundi,,,,,21.48686,23.8982,26.3095,28.7208,31.1321,33.5434,35.9547,38.366,40.7773,43.1886,45.6,48.01126,50.2467,52.4821,54.7175,56.9529,59.1883,61.4237,63.6591,65.8945,68.1299,70.3653,68.7348,67.1042,65.4737,63.8432,62.2126,60.5821,58.9516,57.32103,60.2607,63.2003,66.14,69.0796,72.0193,74.95891,,
"Ivory Coast",,,,,,,,,,,,,,37.84594,38.0463,38.2466,38.4469,38.6472,38.8475,39.0478,39.2481,39.4485,39.6488,39.84909,45.9871,52.12517,51.0106,49.896,48.7814,47.6668,46.5522,45.4376,44.323,43.2084,42.0939,40.9793,39.8647,38.75008,42.8949,47.03975,,
"Cape Verde",,,,,,,,,,,,,,,,86.41509,86.9598,87.5045,88.0491,88.5938,89.1385,89.6832,90.2279,90.7726,91.3173,91.8619,92.4066,92.9513,93.496,94.0407,94.5854,95.1301,95.6748,96.2194,96.7641,97.3088,97.8535,98.39818,98.5088,98.6195,98.73018,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,71.07159,72.3757,73.6797,74.9838,76.2879,77.5919,78.896,80.5556,82.2153,83.8749,85.53457,85.86868,,,,,,,
Cameroon,,59.06318,59.8507,60.6381,61.4256,62.2131,63.0005,63.788,64.5755,65.363,66.1504,66.9379,67.7254,68.5128,69.3003,70.0878,70.8752,71.6627,72.4502,73.2377,74.0251,74.8126,75.6001,76.3875,77.175,77.96249,77.8939,77.8252,77.7566,77.688,77.6193,77.5507,77.48205,77.1283,76.7746,76.42093,,,,,,
"Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.62333,,,,,,,,,
"Central African Republic",20.33836,21.4548,22.5712,23.6876,24.804,25.9204,27.0368,28.1533,29.2697,30.3861,31.5025,32.6189,33.7353,34.85175,36.0324,37.213,38.3937,39.5743,40.7549,41.9356,43.1162,44.2968,45.4775,46.6581,47.8387,49.01935,46.8145,44.6097,42.4049,40.2001,37.9953,35.7905,33.5857,31.3809,29.1761,26.97133,,,,,,
Chad,,,,,,,,,,,,,,,,,,,8.94584,10.9872,13.0286,15.0699,17.1113,19.1527,21.194,23.2354,25.1203,27.0052,28.89,30.77491,30.3402,29.9056,29.4709,29.0363,28.6016,28.1669,27.7323,27.2976,26.8629,26.4283,25.99362,22.38715
Chile,,,,,,,,97.11653,97.275,97.4334,97.5918,97.7503,97.9087,98.0671,98.2256,98.384,98.5424,98.70086,98.7491,98.7974,98.8456,98.8939,98.9421,98.9903,99.0386,99.0868,99.1351,99.18334,99.1854,99.1875,99.1896,99.1917,99.1937,99.19581,98.89002,99.2477,99.60537,99.3462,99.08694,,,
China,,,,,,,,82.09922,83.2687,84.4381,85.6075,86.777,87.9464,89.1158,90.2853,91.4547,92.1597,92.8647,93.5697,94.2748,94.9798,95.6848,96.3898,97.0948,97.7998,98.50486,98.6137,98.7225,98.8313,98.9401,99.049,99.1578,99.2666,99.3754,99.4842,99.59304,,,,,,
Macau,,,,,,,94.20512,94.4854,94.7656,95.0459,95.3261,95.6064,95.8866,96.1669,96.4471,96.7274,97.0076,97.2879,97.5681,97.8484,98.1286,98.4089,98.6892,98.9694,99.2497,99.5299,99.81016,99.7881,99.766,99.7439,99.7218,99.69966,99.6977,99.6958,99.6939,99.692,99.69008,99.7253,99.7605,99.7957,99.831,99.86617
Colombia,,,,,,,,,,,,,,,,,,,96.28144,96.7099,97.1383,97.56674,97.6722,97.7777,97.8832,97.9887,98.0942,98.1997,98.3052,98.41068,98.37487,98.19491,98.419,98.42687,98.43472,98.5172,98.72434,98.8072,98.89,98.97285,98.91534,
Comoros,,,,,,54.89904,56.032,57.1649,58.2978,59.4308,60.5637,61.6966,62.8295,63.9625,65.0954,66.2283,67.3613,68.4942,69.6271,70.76,71.893,73.0259,74.1588,75.2918,76.4247,77.55762,76.8941,76.2306,75.567,74.9035,74.24,73.5764,72.9129,72.2494,71.5858,70.9223,70.2588,69.59522,,,,
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.94608,,,,,
"Costa Rica",,,,,,,,,,97.53813,97.5694,97.6007,97.6319,97.6632,97.6945,97.7257,97.757,97.7883,97.8195,97.8508,97.8821,97.9133,97.9446,97.9759,98.0071,98.03841,98.1493,98.2602,98.3711,98.4819,98.5928,98.7037,98.8146,98.9255,99.0364,99.1472,99.25812,,,,,
Croatia,,,,,,,,,,,,,,,,,99.6044,99.6093,99.6142,99.619,99.6239,99.6288,99.6337,99.6386,99.6434,99.6483,99.65321,99.6615,99.6697,99.678,99.6862,99.6945,99.7027,99.711,99.7192,99.7275,99.73572,,,,,
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.95369,99.9478,99.942,99.9361,99.9303,99.9244,99.9186,99.9127,99.9069,99.901,99.8952,,,,
Cyprus,,,,,,,,,,,,,,,,,,99.6642,99.681,99.6978,99.7145,99.7313,99.7481,99.7649,99.7817,99.7985,99.81524,99.8175,99.8199,99.8222,99.8245,99.8268,99.8291,99.8314,99.8337,99.836,99.83831,,,,,
"North Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99979,,,,,,,,
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,,,,,,,,,63.0907,61.4506,59.8105,58.1705,56.5304,54.8903,53.25022,57.9319,62.6135,67.2952,71.9768,76.6585,77.4226,78.1867,78.9508,79.71484
"Dominican Republic",,,,,,,83.93853,84.4851,85.0317,85.5783,86.1249,86.6715,87.2181,87.7647,88.3113,88.8579,89.4045,89.9511,90.4977,91.0443,91.5909,92.1375,92.6841,93.2307,93.7773,94.3239,94.8705,95.41705,95.7198,96.0225,96.3253,96.628,96.93073,97.2483,97.5659,97.88349,98.05375,97.76923,98.25252,98.04481,98.03096,
Ecuador,,,,,,,,92.27893,92.7232,93.1675,93.6118,94.0561,94.5004,94.9447,95.389,95.83325,95.8933,95.9533,96.0133,96.0733,96.1333,96.1934,96.2534,96.3134,96.3734,96.4334,96.49345,96.3494,96.2053,96.0612,95.9171,95.773,95.62893,96.2372,96.84546,98.8541,98.80532,98.89454,98.63248,99.18693,98.91229,99.13692
Egypt,,38.12264,39.7108,41.299,42.8872,44.4754,46.0637,47.6519,49.2401,50.8283,52.4165,54.00466,55.2973,56.59,57.8827,59.1754,60.4681,61.7608,63.0535,64.3462,65.6389,66.93154,68.2669,69.6023,70.9377,72.2731,73.6085,74.9438,76.2792,77.6146,78.94999,81.75145,82.3903,83.0292,83.6681,84.30693,85.1793,86.05159,90.3254,,,
"El Salvador",,,,,,,,,,,,,,,,,,84.94789,85.6983,86.4487,87.1991,87.9494,88.6998,89.4502,90.2006,90.951,91.7014,92.4518,93.2022,93.9526,94.703,95.45334,93.88949,96.48331,95.32356,96.38574,96.94589,97.223,97.50019,97.967,98.43374,
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,96.62424,,,,,,,,,,,,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4834,71.6656,73.8478,76.03,78.2121,80.3943,82.57652,,,,,,,,
Estonia,,,,,,,,,,,,,,,99.9045,99.8962,99.8879,99.8796,99.8714,99.8631,99.8548,99.8465,99.8382,99.8299,99.8216,99.81336,99.8266,99.8398,99.8531,99.8663,99.8796,99.8928,99.9061,99.9193,99.9326,99.9458,99.95904,,,,,
Ethiopia,,,,,,,,,,,,,,,,,,,,28.08017,29.1222,30.1641,31.2061,32.2481,33.2901,34.3321,35.3741,36.416,37.458,38.5,33.29975,40.1704,47.04113,,,,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,92.11402,91.9727,91.8314,91.6901,91.5488,91.4075,91.2662,91.1249,90.9836,90.8423,90.701,90.5597,90.4184,90.2771,90.1358,89.9945,89.8532,89.7119,89.5706,89.42925,,,,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,41.39434,42.5272,43.66,44.7928,45.9256,47.0584,48.1913,49.3241,50.4569,51.5897,52.7225,53.8553,54.9882,56.12098,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.86236,99.8513,99.8402,99.8291,99.818,99.8069,99.7958,99.7846,99.7735,99.7624,99.7513,99.7402,99.72914,,
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,65.48871,67.2633,69.0379,70.8125,72.587,74.3616,76.1362,77.9108,79.6854,81.4599,83.23453,,,,,,
Greece,,,,,,,98.88445,98.8939,98.9034,98.9129,98.9224,98.9319,98.9414,98.9509,98.9604,98.9699,98.97938,98.9806,98.9817,98.9829,98.9841,98.9853,98.9864,98.9876,98.9888,98.99,98.99116,99.1246,99.258,99.3914,99.5248,99.6024,99.67996,99.5748,99.46973,99.1425,98.81535,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,
Guatemala,,,,,,,,,,,,,,,,,,,,70.72151,71.6802,72.6388,73.5974,74.5561,75.5147,76.4734,77.432,78.39068,79.7458,81.101,82.4562,83.8114,85.1665,86.5217,87.8769,89.232,90.5872,91.94237,89.77037,93.26925,,
Guinea,,,,,,,,,,,,,,,,,,,,,,13.4728,16.4151,19.3574,22.2998,25.2421,28.1844,31.1267,34.06904,32.3159,30.5627,28.8095,27.0563,25.3031,23.5499,21.79673,25.6501,29.5035,33.3568,37.21018,,
"Guinea Bissau",,,,,17.80347,19.1416,20.4797,21.8178,23.1559,24.494,25.8321,27.1702,28.5083,29.8464,31.1845,32.5226,33.8607,35.1988,36.5369,37.875,39.2131,40.5512,41.8893,43.2274,44.5655,45.90365,46.1788,46.454,46.7292,47.0044,47.2796,47.5548,47.83,48.1052,48.3804,48.6556,48.9307,49.2059,49.4811,49.75632,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.67022,94.3436,95.0169,95.6903,96.3637,97.03701,,
Haiti,,,,,,,,51.05302,52.4643,53.8755,55.2868,56.6981,58.1093,59.5206,60.9318,62.3431,63.7543,65.1656,66.5769,67.9881,69.3994,70.8106,72.2219,73.6332,75.0444,76.4557,77.8669,79.2782,80.68945,77.2866,73.8837,70.48078,,,,,,,,,,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,90.91032,91.601,92.2917,92.9824,93.6731,94.3638,95.05453,95.3289,95.6032,95.8775,96.92601,95.98721,96.29856,96.29226,96.99961,97.24561
Hungary,,,,,,99.31812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,40.32152,41.2243,42.1271,43.0298,43.9326,44.8354,45.7381,46.6409,47.5437,48.4464,49.34919,51.1889,53.0287,54.8684,56.7081,58.5479,60.3876,62.2274,64.0671,65.9068,67.74658,69.0684,70.3902,71.7121,73.0339,74.35573,75.8545,77.3534,78.8522,80.351,81.84981,,,,,
Indonesia,,,,,,81.6484,82.9905,84.3326,85.6747,87.0167,88.3588,89.7009,91.043,92.3851,93.7272,95.06925,95.3173,95.5654,95.8134,96.0615,96.3096,96.5576,96.8057,97.0538,97.3018,97.5499,97.798,98.046,98.2941,98.54216,97.4073,96.27236,97.8274,99.38241,99.39659,99.0742,98.7518,99.0608,99.3698,99.67883,99.63702,99.65351
Iran,,42.3278,44.6543,46.9808,49.3073,51.6337,53.9602,56.2867,58.6132,60.9397,63.2662,65.59267,68.7143,71.836,74.9577,78.0793,81.201,83.0721,84.9432,86.8144,88.6855,90.55661,91.2434,91.9302,92.6169,93.3037,93.9905,94.6772,95.364,96.0508,96.73755,96.13215,96.7991,97.46597,97.5149,97.5639,97.6128,97.66179,97.43798,97.67817,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,80.48683,78.037,75.5871,73.1373,70.6874,68.2375,65.7877,63.3378,60.888,58.4381,55.9882,53.5384,51.0885,48.63865,,,
Israel,,,,,,,,,98.04603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,,,,,,,99.58749,99.5991,99.6108,99.6224,99.634,99.6456,99.6573,99.6689,99.6805,99.6922,99.7038,99.7154,99.7271,99.7387,99.7503,99.762,99.7736,99.7852,99.7968,99.8085,99.82011,99.825,99.8298,99.8347,99.8395,99.8444,99.8493,99.8541,99.859,99.8638,99.8687,,,,,
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,96.29552,,,,,,,,,,,,,,,,,
Jordan,,,,,84.83279,85.4195,86.0062,86.5929,87.1795,87.7662,88.3529,88.9396,89.5263,90.113,90.6997,91.2864,91.8731,92.4597,93.0464,93.6331,94.2198,94.8065,95.3932,95.9799,96.5666,97.1532,97.7399,98.3266,98.91331,98.9684,99.02348,98.985,98.94657,98.8865,98.8264,98.76635,99.25322,99.20273,,,,
Kazakhstan,,,,,,,,,,,,,,,99.14947,99.222,99.2945,99.367,99.4396,99.5121,99.5846,99.6571,99.7297,99.8022,99.8747,99.8737,99.8728,99.8718,99.8709,99.8699,99.8689,99.868,99.867,99.8661,99.86511,99.85091,,,,,,
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,91.94255,90.4697,88.9968,87.524,86.0511,84.5783,83.1054,81.63257,82.276,82.9194,83.5628,84.2063,84.8497,85.4931,86.13652,,
Kuwait,66.01072,68.0146,70.0186,72.0225,74.0264,76.03036,77.643,79.2557,80.8684,82.481,84.0937,84.7028,85.3119,85.921,86.5301,87.1393,87.7484,88.3575,88.9666,89.5757,90.18481,91.1451,92.1054,93.0656,94.0259,94.9862,95.9465,96.9068,97.867,98.8273,99.78759,98.49927,98.50779,98.73937,98.7288,98.71821,98.7768,98.83531,99.04067,99.2208,99.40085,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,99.74129,99.7471,99.753,99.7588,99.7646,99.7704,99.7763,99.7821,99.7879,99.7938,99.79959,,,,,,,
Laos,,,,,,,,,,,,,,,,,,,,,64.05435,65.9556,67.8568,69.7581,71.6593,73.56058,74.68243,75.6968,76.7111,77.7255,78.73984,76.7922,74.8445,72.8968,70.9491,69.0015,67.05378,,,,,
Latvia,,,,,,,,,,,,,,,99.82092,99.8175,99.8141,99.8107,99.8072,99.8038,99.8004,99.797,99.7936,99.7901,99.7867,99.78331,99.7912,99.7991,99.807,99.8149,99.8228,99.8307,99.8385,99.8464,99.8543,99.8622,99.87011,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0823,99.2095,99.33674,,,,,,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,97.49609,96.8958,96.2956,95.6954,95.0951,94.4949,93.8946,93.2944,92.6941,92.09389,92.4691,92.8443,93.2195,93.5947,93.96988,,
Liberia,,,,,,,,,,33.72456,33.8744,34.0242,34.174,34.3238,34.4736,34.6235,34.7733,34.9231,35.0729,35.2227,35.3725,35.5223,35.6722,35.822,35.9718,36.1216,36.2714,36.4212,36.571,36.7209,36.8707,37.0205,37.17031,,,,,,,,,
Libya,,,,,,,,,,80.3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,99.70847,99.7113,99.7141,99.7169,99.7198,99.7226,99.7254,99.7283,99.7311,99.7339,99.7367,99.7396,99.74238,99.7548,99.7672,99.7797,99.7921,99.8045,99.8169,99.8293,99.8418,99.8542,99.86662,,,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,68.18623,67.7174,67.2486,66.7798,66.3111,65.8423,65.3735,64.9047,64.4359,63.96708,67.746,71.5249,75.30385,,,,
Malawi,,,,,,,,,,,,,49.12807,51.0892,53.0504,55.0115,56.9727,58.9338,60.895,62.8561,64.8173,66.7784,68.7396,70.70072,70.6408,70.5809,70.521,70.4611,70.4011,70.3412,70.2813,70.2214,70.1615,70.1016,70.0417,69.98174,70.8194,71.6571,72.4948,73.33242,73.3858,
Malaysia,,,,,,86.53148,87.3215,88.1116,88.9017,89.6917,90.4818,91.2718,92.0619,92.852,93.642,94.4321,95.22214,95.4494,95.6767,95.904,96.1313,96.3586,96.5859,96.8131,97.0404,97.26772,97.3868,97.5058,97.6249,97.7439,97.863,97.982,98.1011,98.2202,98.3392,98.45826,,,,,,
Maldives,,,87.11928,88.2514,89.3835,90.5156,91.6477,92.7798,93.9119,95.0439,96.17604,96.6039,97.0318,97.4597,97.8876,98.31548,98.3121,98.3087,98.3054,98.302,98.29864,98.29864,98.29864,98.29864,98.29864,98.29864,98.4756,98.6526,98.8296,99.0066,99.1836,99.36065,99.3705,99.3804,99.3902,99.4001,99.41,99.4198,99.4297,99.43955,,
Mali,,13.47465,13.6286,13.7825,13.9364,14.0903,14.2442,14.3981,14.552,14.7059,14.8598,15.0138,15.1677,15.3216,15.4755,15.6294,15.7833,15.9372,16.0911,16.245,16.3989,16.5529,16.7068,16.86067,18.6029,20.3451,22.0873,23.8296,25.5718,27.314,29.0562,30.79846,31.5853,32.3721,33.1589,33.94571,39.00856,39.0584,39.1082,39.158,39.20776,
Malta,,,,,,,,,,,98.87076,98.7643,98.6579,98.5515,98.4451,98.3386,98.2322,98.1258,98.0194,97.913,97.80653,97.937,98.0674,98.1978,98.3282,98.4586,98.5891,98.7195,98.8499,98.9803,99.11073,99.1567,99.2027,99.2487,99.2946,99.3406,99.38657,,,,,
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7567,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,55.48371,54.3735,53.2633,52.1531,51.043,49.9328,48.8226,47.71239,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,91.7059,92.0715,92.4371,92.8027,93.1683,93.5339,93.8995,94.2651,94.6307,94.9963,95.3619,95.6541,95.9463,96.2385,96.5306,96.8228,97.115,97.4072,97.6994,97.9916,98.2837,98.57592,,,,,
Mexico,,,,,,90.86094,91.2652,91.6694,92.0736,92.4778,92.8821,93.2863,93.6905,94.0948,94.499,94.90321,95.0611,95.219,95.377,95.5349,95.6928,95.8507,96.0086,96.1665,96.3244,96.48236,96.8772,97.27211,97.44,97.60793,97.62793,97.69172,98.11611,98.35642,98.3816,98.49213,98.50666,99.02957,98.60191,99.07946,99.01495,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,98.43194,98.4796,98.5273,98.575,98.6227,98.6703,98.718,98.7657,98.8134,98.8611,98.90874,,,,,,
Montenegro,,,,,,,98.28521,98.3556,98.426,98.4964,98.5668,98.6372,98.7076,98.778,98.8484,98.9188,98.98921,99.0202,99.0511,99.0821,99.113,99.144,99.1749,99.2059,99.2368,99.2678,99.2987,99.3297,99.3606,99.3221,99.2836,99.2451,99.2066,99.1681,99.1296,99.0911,99.05261,,,,,
Morocco,,,,,,,,30.95091,32.2047,33.4585,34.7123,35.9661,37.2198,38.4736,39.7274,40.9812,42.235,43.4888,44.7426,45.99636,47.446,48.8957,50.3453,51.795,53.2446,54.6943,56.1439,57.5936,59.0432,60.49289,62.8442,65.1955,67.5468,69.89815,72.14524,73.0898,74.03429,87.7834,,,,
Mozambique,,,,,,25.11539,25.7882,26.461,27.1338,27.8066,28.4794,29.1522,29.825,30.4978,31.1707,31.8435,32.5163,33.1891,33.8619,34.5347,35.2075,35.8803,36.55311,38.8007,41.0484,43.296,45.5436,47.7913,50.03891,51.1224,52.206,53.2895,54.373,55.4565,56.54005,,,,,,,
"Burma (Myanmar)",,,,,,,,,81.3442,82.0576,82.7709,83.4843,84.1976,84.911,85.6243,86.3377,87.051,87.7644,88.4777,89.1911,89.9044,90.6178,91.3311,92.0445,92.7578,93.47118,92.9051,92.339,91.7729,91.2068,90.6407,90.0747,89.5086,88.9425,88.3764,87.8103,87.2442,86.6781,86.1121,85.546,84.9799,84.41379
Namibia,,,,,,,,,,,,,,,,,90.41716,90.7387,91.0602,91.3818,91.7033,92.0249,92.3464,92.6679,92.9895,93.311,93.63254,93.1297,92.6268,92.124,91.6211,91.1183,90.61543,91.7982,92.9809,94.1636,95.34632,,,,,
Nepal,,,,,,,14.96661,16.7366,18.5066,20.2766,22.0465,23.8165,25.5865,27.3565,29.1265,30.8965,32.66644,35.4142,38.1619,40.9096,43.6574,46.4051,49.1529,51.9006,54.6483,57.3961,60.14379,62.1501,64.1564,66.1627,68.169,70.1753,72.1816,74.1879,76.1942,78.2005,80.20683,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,88.81788,88.824,88.8302,88.8363,88.84248,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,14.23355,16.4745,18.7155,20.9565,23.19743,22.0346,20.8718,19.709,18.5462,17.3834,16.2206,15.05777,,,,
Nigeria,,,,,,,,,,,,,,,,,62.48778,62.3229,62.158,61.9932,61.8283,61.6634,61.4986,61.3337,61.1688,61.004,60.8391,60.6742,60.50937,59.9983,59.4872,58.9761,58.465,57.95389,,,,,,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.66145,96.8542,97.0469,97.2396,97.4323,97.62498,97.895,98.16507,98.388,98.6108,98.8337,99.05662,98.75332,98.9804
