Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Oman,,,,,,,,,,,20.382,26.562,28.434,28.094,30.678,28.531,27.58,27.133,38.357,35.387,26.662,27.42,21.066,19.384,16.647,9.582,8.653,6.882,4.711,6.651,5.672,5.163,4.852,5.02,4.925,15.474,33.323,
Pakistan,,,,,,,,,,,,,,,72.96,65.228,65.486,65.8,66.959,75.612,76.795,81.228,76.098,70.484,63.234,58.921,53.716,52.443,57.163,58.473,60.582,58.903,63.243,63.863,63.472,63.324,67.57,67.173
Panama,,,,,,,,,,,,,,,82.53,80.745,68.49,63.392,61.227,58.079,56.434,60.895,60.009,59.477,61.904,62.482,57.649,47.921,40.837,39.62,38.568,35.756,34.252,33.571,35.588,37.212,37.063,
"Papua New Guinea",,,,,,,,,,,,,,,39.382,35.941,37.151,43.168,44.949,41.044,41.61,46.85,46.388,39.729,37.193,31.68,26.133,22.157,21.556,21.716,17.286,16.278,19.124,24.89,27.137,28.941,,
Paraguay,,,,,,,,,,,67.003,49.392,34.39,26.586,18.691,17.557,16.791,17.963,22.717,32.059,34.659,42.741,59.387,45.101,34.462,28.01,21.459,18.142,18.148,18.245,15.584,12.97,16.153,17.004,19.747,23.987,24.88,
Peru,,,,,,,,,,,,,,,,,,,,,44.39,43.353,45.048,48.951,46.329,39.962,34.77,31.87,27.967,28.433,25.497,23.275,21.606,20.761,20.686,24.041,24.384,25.507
Philippines,,,,,,,,,,,,,,76.08,65.534,62.718,54.727,58.682,52.38,55.946,61.135,61.545,67.547,74.057,73.907,67.403,59.735,52.391,52.143,52.066,49.679,47.476,47.852,45.741,42.064,41.462,38.969,37.825
Poland,,,,,,,,,,,,,,,,48.714,43.147,42.685,38.672,39.345,36.378,37.143,41.545,46.327,45.069,46.441,46.948,44.156,46.295,49.433,53.127,54.104,53.716,55.692,50.238,51.105,54.141,
Portugal,,,,,,,,,,,56.429,59.899,54.445,53.634,56.624,58.305,59.511,55.184,51.827,51.049,50.317,53.416,56.183,58.653,61.989,67.392,69.175,68.439,71.666,83.609,96.183,111.39,126.222,129.04,130.593,128.77,129.901,
"Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,33.447,36.897,40.764,46.508,48.339,49.997,53.732,52.308,54.546,52.855,49.546,
Qatar,,,,,,,,,,,10.718,17.645,16.623,37.533,44.166,42.324,49.546,48.022,63.367,74.399,52.543,59.087,47.592,39.088,29.035,19.171,13.431,8.928,11.096,32.448,29.108,33.474,32.118,30.883,24.912,34.92,,
Romania,,,,,,,,,,,,,,,,,,,,,29.412,27.192,27.318,24.024,20.981,17.545,12.536,12.335,13.047,22.646,30.781,34.057,37.738,38.904,40.521,39.348,39.076,
Russia,,,,,,,,,,,,,,,,,,,,92.121,55.712,44.314,37.472,28.255,20.77,14.809,9.776,8.01,7.425,9.89,10.56,10.807,11.548,12.697,15.642,15.914,15.669,17.437
Rwanda,,,,,,,,,,,,,,,,119.51,98.982,85.673,83.149,92.956,102.527,98.629,107.961,92.607,92.387,67.138,23.687,23.508,19.482,19.519,19.963,19.851,19.97,26.742,29.131,33.354,37.287,
"Saint Kitts and Nevis",,,,,,,,,,,,,,,,,48.858,66.523,77.416,89.185,96.697,104.618,119.213,141.895,154.454,157.943,143.748,137.033,131.167,141.267,156.474,146.608,137.917,101.062,81.358,70.576,65.563,
"Saint Lucia",,,,,,,,,,,18.779,21.619,24.81,25.418,26.14,25.414,26.763,29.769,32.535,32.209,36.675,42.482,53.274,49.946,54.514,56.348,52.6,51.062,52.127,55.202,56.288,60.239,67.203,69.548,70.703,67.815,69.21,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,,,406.737,356.051,317.113,336.549,284.253,256.764,101.364,58.549,72.417,79.539,78.014,81.037,71.141,69.553,85.951,93.985,
"Saint Vincent and Grenadines",,,,,,,,,,,59.817,57.885,54.788,53.274,58.647,51.468,44.521,42.538,43.097,57.782,58.609,56.524,55.394,53.91,62.015,65.449,64.116,55.49,56.741,63.572,65.449,68.767,72.457,74.975,79.474,79.382,82.927,
Samoa,,,,,,,,,,,,,,,,,,,60.467,60.976,57.207,55.17,51.584,43.866,40.869,35.031,34.359,32.277,28.906,32.312,41.165,42.129,49.162,53.604,54.404,57.78,52.581,49.121
"San Marino",,,,,,,,,,,,,,,,,,,,,,,,,15.498,13.553,13.277,11.869,14.043,17.977,18.083,15.087,15.834,21.494,19.632,20.331,22.503,
"Saudi Arabia",,,,,,,,,,,,39.352,47.8,58.599,67.87,74.248,75.206,76.704,101.523,102.992,86.702,93.148,96.352,81.564,62.928,37.342,25.831,17.115,12.056,13.989,8.448,5.383,3.036,2.148,1.562,5.8,13.093,
Senegal,,,,,,,,,,,,,,,,,0.089,85.197,23.846,19.204,73.721,70.931,67.975,54.701,47.591,45.664,21.838,23.485,23.937,34.159,35.515,40.69,42.816,46.886,54.462,56.89,60.427,
Serbia,,,,,,,,,,,,,,,,,,,,,224.751,106.305,76.12,71.759,62.178,54.109,40.297,33.436,32.377,35.952,43.679,46.609,57.87,61.14,71.945,76.016,73.069,
Seychelles,,,,,,,,,,,80.353,89.223,79.905,82.18,123.453,133.522,146.661,143.013,161.24,159.787,177.837,199.787,195.86,176.975,163.226,144.064,135.071,144.048,192.102,106.125,82.224,82.508,80.069,68.199,72.731,67.994,68.989,
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,,180.656,158.815,160.348,151.598,130.898,103.229,42.166,42.374,48.05,46.849,44.751,36.765,30.545,34.966,45.267,54.883,58.428
Singapore,,,,,,,,,,,70.913,73.655,76.233,68.679,68.195,67.358,68.755,68.287,81.481,83.569,79.866,93.689,94.324,97.644,94.687,92.068,85.117,84.717,95.343,99.691,96.987,100.733,105.082,101.487,96.641,100.5,106.774,110.864
Slovakia,,,,,,,,,,,,,,,,21.672,30.5,32.981,33.861,47.08,49.624,48.281,42.882,41.589,40.639,33.818,30.677,29.817,28.144,35.893,40.701,43.156,52.165,54.739,53.524,52.341,51.819,50.427
Slovenia,,,,,,,,,,,,,,,,16.776,20.122,20.703,21.249,22.016,29.011,28.541,28.396,27.044,26.833,26.302,26,22.657,21.649,34.479,38.177,46.438,53.786,70.379,80.285,82.578,78.373,75.367
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,70.68,58.17,53.259,48.363,43.906,35.491,33.854,28.527,20.648,16.957,15.275,12.772,10.149,7.908,
"South Africa",,,,,,,,,,,,,,,,,,,,,42.21,42.402,35.547,35.428,34.393,33.209,31.348,27.061,26.506,30.078,34.675,38.227,41,44.1,46.985,49.313,51.566,
"South Korea",,,,,,,,,,,13.369,12.479,12.207,11.408,10.129,8.945,8.243,10.245,14.668,16.748,17.114,17.702,17.551,20.449,23.251,26.959,29.272,28.651,28.162,31.38,30.825,31.511,32.201,35.39,37.314,39.526,39.996,39.782
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.906,17.595,38.339,69.31,86.463,
Spain,16.577,20.017,25.141,30.378,37.075,42.059,43.301,43.139,39.626,41.033,42.51,43.086,45.421,56.16,58.683,63.384,67.526,66.206,64.212,62.459,57.959,54.163,51.268,47.64,45.261,42.284,38.907,35.51,39.398,52.704,60.065,69.46,85.737,95.451,100.367,99.439,98.988,
"Sri Lanka",,,,,,,,,,,81.596,83.204,80.567,81.838,80.52,80.427,78.795,72.509,76.743,80.312,81.87,87.205,89.21,89.362,89.412,79.169,76.791,74.268,71.099,75.2,71.57,71.108,69.609,71.776,72.217,78.487,79.609,79.424
Sudan,,,,,,,,,,,,,454.864,262.608,354.994,219.552,202.885,146.237,173.56,163.68,143.372,126.872,120.989,116.993,95.126,71.584,59.336,54.6,57.904,64.043,64.368,62.918,87.411,84.938,56.005,116.87,91.357,126.022
Suriname,,,,,,,,,,,78.038,81.066,68.943,54.665,32.656,17.409,12.603,17.968,23.176,34.588,38.269,39.826,38.118,33.506,31.57,28.896,23.953,17.432,15.632,15.574,18.468,19.979,21.449,29.561,26.343,43.026,75.845,
Swaziland,,,,,,,,,,,,,,14.703,12.721,12.007,11.028,12.09,14.826,15.765,17.121,20.323,16.241,16.638,14.159,12.9,13.998,15.403,13.954,10.23,13.655,14.163,14.831,15.258,14.279,18.428,24.771,29.173
Sweden,,,,,,,,,,,,,,66.332,68.711,68.837,69.215,68.039,65.794,60.492,50.573,51.731,49.805,48.942,47.862,48.19,43.141,38.202,36.759,40.311,38.645,37.874,38.142,40.772,45.54,44.175,42.196,
Switzerland,,,,,,,,,,,34.35,36.14,40.854,46.738,50.057,52.932,54.42,57.191,59.592,55.909,54.706,52.906,59.11,58.208,59.55,56.837,50.511,46.548,46.805,45.239,43.985,44.105,44.707,43.813,43.71,43.634,43.341,
Syria,,,,,,,,,,,189.757,182.425,173.621,171.939,162.981,152.642,141.479,147.623,151.225,147.698,152.094,144.49,132.427,133.37,113.047,50.71,44.977,42.672,37.319,31.212,30.024,,,,,,,
Taiwan,,,,,,,,,,,,,,,,,,24.948,23.649,23.663,26.17,30.011,29.639,32.027,33.292,33.911,33.117,32.053,33.262,36.591,36.736,38.211,39.182,38.999,37.83,36.553,36.232,
Tajikistan,,,,,,,,,,,,,,,,,,,96.567,107.807,111.429,99.395,98.645,69.838,49.462,45.836,36.725,34.157,30.229,36.94,36.838,35.911,32.377,29.092,27.546,34.259,41.82,47.784
Tanzania,,,,,,,,,,,,,,,,,,,,,,50.239,47.035,44.315,44.603,46.755,32.841,21.598,21.515,24.359,27.343,27.842,29.151,30.901,33.795,37.24,37.965,
Thailand,,,,,,,,,,,,,,,,,15.193,40.455,49.881,56.585,57.826,57.469,54.902,47.501,46.266,45.462,39.177,35.985,34.947,42.364,39.831,39.12,41.926,42.192,43.344,42.549,41.805,41.882
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,85.099,91.387,102.287,91.986,80.603,46.695,47.165,47.226,55.708,60.447,72.23,81.587,
"Trinidad and Tobago",,,,,,,,,66.626,52.944,50.522,51.046,50.442,60.817,55.936,52.123,48.944,47.464,44.272,44.241,41.4,37.905,36.48,31.162,24.522,20.14,17.017,16.545,13.972,18.406,20.692,29.429,24.787,25.251,25.375,27.891,37.506,41.34
Tunisia,,,,,,,,,,,,66.393,65.151,66.905,67.014,68.838,70.063,69.893,61.042,64.955,65.935,54.707,54.151,55.128,54.101,52.422,47.952,44.8,42.021,40.543,39.217,43.068,47.676,46.84,51.561,54.849,61.213,
Turkey,,,,,,,,,,,,,,,,,,,,,51.567,76.075,72.058,65.738,57.736,50.764,44.681,38.168,38.15,43.857,40.083,36.479,32.724,31.382,28.769,27.643,28.311,
Turkmenistan,,,,,,,,,,,,,,,,,,50.652,64.41,52.614,43.508,26.899,19.078,13.35,9.008,5.379,3.334,2.416,2.809,2.436,4.035,10.048,18.066,19.985,16.813,21.816,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,39.426,39.804,34.621,37.493,32.187,39.214,28.743,26.212,23.36,24.144,48.043,54.123,
Uganda,,,,,,,,,,,,,,,,,,57.342,58.508,61.913,62.986,66.629,70.987,71.543,63.533,55.225,36.016,22.026,20.311,19.194,22.415,23.4,24.609,27.66,30.798,33.484,37.238,
Ukraine,,,,,,,,,,,,,,,,,,28.892,46.537,58.959,43.79,35.34,32.344,28.299,23.885,17.088,14.256,11.815,19.662,34.121,40.626,36.876,37.542,40.519,70.317,79.331,81.248,
"United Arab Emirates",,,,,,,,,,,,,,,,,,,,4.815,3.093,2.69,3.595,4.404,5.64,6.632,6.842,7.853,12.532,24.084,21.942,17.433,16.976,15.746,15.537,18.7,20.698,
"United Kingdom",42.519,44.769,43.05,41.845,42.25,41.205,41.187,39.292,37.042,32.548,28.58,28.532,33.319,38.11,40.958,43.947,44.052,43.432,41.262,39.895,37.014,34.41,34.494,35.684,38.676,39.858,40.779,41.876,49.919,64.058,75.597,81.268,84.546,85.577,87.356,88.206,88.187,87.029
"United States",,,,,,,,,,,,,,,,,,,,,,53.022,55.379,58.401,65.801,65.24,64.085,64.628,73.724,86.979,95.667,99.967,103.535,105.399,105.074,105.295,107.166,107.785
Uruguay,,,,,,,,,,,,,,,,,,,,,,54.89,109.579,111.546,93.547,83.919,75.697,67.985,59.789,63.099,59.412,58.096,58.01,60.184,61.404,64.584,61.877,66.19
Uzbekistan,,,,,,,,,,,,,,,,,,,29.379,29.354,42.125,59.376,54.598,41.61,35.121,28.193,20.971,15.784,12.333,10.907,10.044,9.988,10.55,11.217,10.943,9.205,10.521,
Vanuatu,,,,,,,,,,,,15.908,21.036,20.274,21.599,24.062,23.058,22.943,28.046,30.619,36.108,37.036,38.806,38.264,30.413,26.276,22.162,19.11,20.612,20.521,19.355,20.707,21.193,20.386,24.094,38.027,46.059,
Venezuela,,,,,,,,,,,,,,,,,,,31.445,31.184,28.241,31.724,55.032,55.817,42.174,35.565,25.658,26.364,20.311,27.574,36.461,50.57,58.092,72.269,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,31.432,32.277,35.186,37.882,37.446,36.542,38.407,40.897,39.419,45.167,48.084,44.593,48.39,51.82,55.011,56.968,,
Yemen,,,,,,,,,,,,,,,,,,,,96.05,60.841,60.569,57.827,56.823,52.068,43.801,40.842,40.408,36.421,49.842,42.38,45.726,47.312,48.2,,,,
Zambia,,,,,,,,,,,,,,,,,,,,,260.964,210.243,180.244,159.458,129.914,75.73,24.999,21.932,19.196,20.522,18.892,20.803,25.425,27.088,36.137,62.26,60.667,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,38.195,45.561,51.606,70.561,71.673,59.29,48.35,45.286,48.347,49.604,,,
