Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Benin,85000000,79000000,56000000,64000000,94000000,77000000,85000000,93000000,106000000,118000000,103000000,116000000,206000000,236000000,131000000,149000000,180000000,170000000,189000000,151000000,141000000,123000000,150000000,
"Burkina Faso",,,,,,19000000,20000000,25000000,24000000,40000000,45000000,53000000,56000000,62000000,66000000,72000000,75000000,84000000,153000000,135000000,109000000,122000000,117000000,
Bangladesh,25000000,33000000,62000000,52000000,50000000,50000000,48000000,57000000,57000000,67000000,75000000,79000000,76000000,75000000,70000000,81000000,87000000,103000000,129000000,153000000,150000000,214000000,341000000,353000000
Bulgaria,473000000,388000000,369000000,966000000,932000000,1074000000,994000000,1096000000,1621000000,2202000000,2412000000,2612000000,3713000000,4306000000,3776000000,3343000000,3764000000,3462000000,3829000000,3927000000,3154000000,3653000000,4114000000,4479000000
Bahrain,247000000,263000000,311000000,366000000,518000000,573000000,630000000,740000000,720000000,864000000,920000000,1048000000,1105000000,1166000000,1118000000,1362000000,1035000000,1059000000,1175000000,1208000000,2705000000,3846000000,4245000000,3689000000
Bahamas,1346000000,1398000000,1416000000,1354000000,1583000000,1738000000,1648000000,1760000000,1757000000,1884000000,2071000000,2056000000,2187000000,2144000000,2014000000,2147000000,2142000000,2311000000,2285000000,2316000000,2537000000,3074000000,2996000000,3355000000
"Bosnia and Herzegovina",,,,247000000,245000000,233000000,265000000,288000000,377000000,481000000,519000000,607000000,724000000,825000000,674000000,589000000,635000000,615000000,685000000,707000000,753000000,831000000,931000000,1030000000
Belarus,23000000,55000000,25000000,22000000,12000000,93000000,211000000,234000000,267000000,270000000,253000000,286000000,324000000,363000000,370000000,440000000,487000000,685000000,791000000,868000000,729000000,711000000,801000000,883000000
Belize,78000000,93000000,95000000,99000000,101000000,111000000,111000000,121000000,150000000,168000000,214000000,260000000,289000000,278000000,256000000,264000000,248000000,298000000,351000000,380000000,372000000,391000000,427000000,487000000
Bermuda,488000000,472000000,478000000,487000000,479000000,431000000,351000000,378000000,348000000,426000000,429000000,495000000,569000000,431000000,366000000,442000000,493000000,441000000,439000000,401000000,370000000,441000000,513000000,583000000
Bolivia,55000000,61000000,64000000,69000000,87000000,68000000,76000000,100000000,166000000,192000000,239000000,244000000,292000000,275000000,279000000,310000000,380000000,594000000,574000000,664000000,699000000,713000000,787000000,823000000
Brazil,972000000,718000000,977000000,1317000000,1626000000,1810000000,1731000000,1998000000,2479000000,3222000000,3861000000,4316000000,4953000000,5785000000,5305000000,5261000000,6095000000,6378000000,6474000000,6843000000,5844000000,6024000000,5809000000,5921000000
Barbados,622000000,659000000,663000000,712000000,687000000,723000000,697000000,658000000,758000000,775000000,1073000000,1228000000,1217000000,1237000000,1112000000,1071000000,970000000,929000000,973000000,887000000,947000000,1040000000,1080000000,1125000000
Brunei,,,,,,,155000000,113000000,124000000,181000000,191000000,224000000,233000000,242000000,254000000,200000000,146000000,92000000,96000000,79000000,147000000,144000000,177000000,190000000
Bhutan,,,,,,,,,,,,23000000,28000000,37000000,42000000,40000000,47000000,61000000,83000000,84000000,94000000,92000000,105000000,103000000
Botswana,162000000,93000000,136000000,175000000,234000000,222000000,230000000,319000000,457000000,581000000,562000000,538000000,546000000,510000000,663000000,438000000,465000000,513000000,481000000,528000000,533000000,503000000,541000000,574000000
"Central African Republic",,,,,,,,,,6400000,5000000,8000000,8400000,9000000,4500000,11000000,11000000,11000000,11600000,,,,,
Canada,7917000000,8607000000,8819000000,9414000000,10203000000,10778000000,10623000000,10687000000,10602000000,13029000000,13651000000,14556000000,15604000000,15667000000,13743000000,15830000000,16838000000,17404000000,17650000000,17798000000,16531000000,18144000000,20400000000,21978000000
Switzerland,9459000000,8891000000,7945000000,7991000000,6839000000,6652000000,6782000000,7260000000,8614000000,9595000000,10047000000,10805000000,12167000000,14472000000,14140000000,14721000000,17211000000,16069000000,16783000000,17842000000,16386000000,16007000000,16506000000,16976000000
Chile,911000000,931000000,1103000000,1105000000,911000000,819000000,799000000,898000000,883000000,1095000000,1001000000,1149000000,1453000000,1594000000,1613000000,1552000000,1813000000,2150000000,2181000000,2259000000,2481000000,2665000000,3383000000,2956000000
China,8730000000,10200000000,12074000000,12602000000,14098000000,16231000000,17792000000,20385000000,17406000000,25739000000,29296000000,33949000000,37233000000,40843000000,39675000000,45814000000,48464000000,50028000000,51664000000,44044000000,44969000000,44432000000,38559000000,40386000000
"Ivory Coast",89000000,93000000,90000000,98000000,100000000,49000000,53000000,51000000,69000000,82000000,83000000,93000000,103000000,116000000,151000000,201000000,180000000,172000000,181000000,184000000,158000000,379000000,396000000,
Cameroon,36000000,104000000,84000000,85000000,60000000,57000000,73000000,62000000,182000000,158000000,175000000,181000000,226000000,156000000,270000000,159000000,409000000,349000000,576000000,595000000,450000000,505000000,524000000,581000000
"Congo (Kinshasa)",,,,,,,,,,,3200000,3100000,700000,700000,24000000,10700000,11400000,6900000,8400000,45400000,100000,4300000,6000000,60500000
"Congo (Brazzaville)",14000000,11000000,10000000,9000000,13000000,12000000,22000000,25000000,29000000,22000000,40000000,45000000,27000000,32000000,77000000,27000000,38000000,63000000,52000000,55000000,46000000,41000000,,
Colombia,657000000,1120000000,1043000000,928000000,927000000,1030000000,1217000000,967000000,893000000,1227000000,1539000000,1915000000,1993000000,2342000000,2440000000,2797000000,3010000000,3460000000,3611000000,3825000000,4245000000,4522000000,4921000000,5556000000
Comoros,,,,,,,,,,,24000000,27000000,30000000,37000000,32000000,35000000,42000000,39000000,50500000,62000000,51000000,50000000,60000000,76000000
"Cape Verde",10000000,11000000,15000000,20000000,29000000,41000000,54000000,65000000,87000000,99000000,122000000,209000000,304000000,352000000,286000000,278000000,368000000,394000000,422000000,405000000,347000000,365000000,425000000,492000000
"Costa Rica",681000000,710000000,742000000,914000000,1098000000,1454000000,1314000000,1298000000,1442000000,1628000000,1869000000,1908000000,2259000000,2561000000,2030000000,2246000000,2423000000,2529000000,2928000000,2996000000,3266000000,3648000000,3724000000,3903000000
Cuba,963000000,1171000000,1311000000,1556000000,1695000000,1737000000,1692000000,1633000000,1846000000,1915000000,2322000000,2127000000,2141000000,2258000000,2051000000,2187000000,2283000000,2326000000,2325000000,2367000000,2601000000,2907000000,3186000000,2903000000
Curacao,,,,,,,,,,,,,327000000,378000000,361000000,385000000,453000000,543000000,583000000,635000000,607000000,573000000,551000000,593000000
Cyprus,1798000000,1681000000,1659000000,1718000000,1911000000,1941000000,1993000000,1959000000,2097000000,2241000000,2318000000,2382000000,2685000000,2780000000,2199000000,2137000000,2603000000,2603000000,2930000000,2924000000,2524000000,2870000000,3274000000,3449000000
"Czech Republic",2880000000,4079000000,3620000000,3894000000,3153000000,2973000000,3104000000,2964000000,3566000000,4187000000,4813000000,5884000000,6943000000,8214000000,7241000000,7172000000,8096000000,7456000000,7042000000,6822000000,6056000000,6308000000,6970000000,7454000000
Germany,18036000000,17616000000,17702000000,18365000000,18230000000,18611000000,18036000000,19297000000,23144000000,27634000000,29111000000,32903000000,36094000000,39921000000,34752000000,34557000000,38928000000,38054000000,41283000000,43277000000,36895000000,37476000000,40011000000,42895000000
Djibouti,5400000,4600000,4200000,9300000,7600000,8100000,8600000,8900000,6900000,6800000,7100000,9800000,6800000,7800000,16000000,18000000,19200000,20500000,21600000,24700000,30900000,33500000,36200000,57000000
Dominica,42000000,44000000,48000000,47000000,51000000,48000000,46000000,46000000,52000000,61000000,57000000,72000000,74000000,76000000,77000000,94000000,106000000,76000000,82000000,216000000,202000000,198000000,161000000,111000000
Denmark,3691000000,3420000000,3156000000,3236000000,3698000000,3671000000,4003000000,4791000000,5271000000,5652000000,5293000000,5562000000,5978000000,6281000000,5617000000,5704000000,6366000000,6135000000,6490000000,7617000000,6685000000,7494000000,8508000000,9097000000
"Dominican Republic",1571000000,1781000000,2099000000,2153000000,2483000000,2860000000,2798000000,2730000000,3128000000,3152000000,3518000000,3917000000,4064000000,4166000000,4049000000,4162000000,4391000000,4687000000,5055000000,5630000000,6116000000,6720000000,7184000000,7561000000
Algeria,32000000,45000000,28000000,74000000,80000000,102000000,100000000,111000000,112000000,178000000,184000000,220000000,219000000,323000000,246000000,220000000,209000000,217000000,250000000,258000000,311000000,209000000,141000000,
Ecuador,255000000,281000000,290000000,291000000,343000000,402000000,430000000,447000000,406000000,462000000,486000000,490000000,623000000,742000000,670000000,781000000,843000000,1033000000,1246000000,1482000000,1551000000,1444000000,1548000000,1871000000
Egypt,2684000000,3204000000,3727000000,2565000000,3903000000,4345000000,3800000000,3764000000,4584000000,6125000000,6851000000,7591000000,9303000000,10985000000,10755000000,12528000000,8707000000,9940000000,6047000000,7208000000,6065000000,2645000000,7775000000,11615000000
Spain,25368000000,27168000000,26185000000,29117000000,32733000000,31528000000,32519000000,34130000000,42786000000,48746000000,51959000000,56181000000,63491000000,68875000000,59795000000,58348000000,67809000000,62936000000,68414000000,71656000000,62449000000,66982000000,75906000000,81250000000
Estonia,357000000,484000000,473000000,539000000,549000000,508000000,507000000,555000000,671000000,887000000,971000000,1024000000,1036000000,1193000000,1090000000,1065000000,1256000000,1286000000,1626000000,1864000000,1493000000,1542000000,1661000000,1786000000
Ethiopia,16000000,23000000,22000000,37000000,47000000,57000000,51000000,72000000,114000000,174000000,168000000,162000000,176000000,377000000,329000000,522000000,758000000,607000000,586000000,352000000,405000000,347000000,436000000,968000000
Finland,1640000000,1636000000,1639000000,1630000000,1521000000,1406000000,1437000000,1577000000,1869000000,2067000000,2180000000,2380000000,2837000000,3233000000,2743000000,3027000000,3844000000,3878000000,4041000000,3656000000,2573000000,2648000000,3398000000,3608000000
Fiji,291000000,298000000,317000000,248000000,280000000,189000000,205000000,260000000,345000000,423000000,485000000,480000000,499000000,658000000,503000000,635000000,724000000,730000000,717000000,809000000,816000000,878000000,942000000,969000000
France,27587000000,28352000000,27402000000,29490000000,37754000000,32857000000,32188000000,35036000000,39421000000,44906000000,43937000000,46527000000,54200000000,57262000000,49616000000,46459000000,55154000000,53327000000,56451000000,58422000000,58326000000,55338000000,59232000000,65358000000
Micronesia,,,,,,,,,,,,,,,22000000,24000000,22000000,22000000,27000000,29000000,25000000,,,
Gabon,17000000,10000000,19000000,23000000,15000000,20000000,15000000,18000000,15000000,10000000,9000000,17000000,25000000,26000000,26000000,86000000,20000000,34000000,47500000,61000000,43000000,25000000,,
"United Kingdom",20487000000,21389000000,22586000000,23689000000,22911000000,22413000000,20819000000,22874000000,25193000000,30919000000,32948000000,38468000000,43149000000,39224000000,33249000000,34715000000,38814000000,40927000000,46043000000,51582000000,50904000000,47777000000,47719000000,48515000000
Georgia,,,47000000,188000000,118000000,97000000,117000000,126000000,147000000,177000000,241000000,313000000,384000000,447000000,476000000,659000000,955000000,1411000000,1720000000,1787000000,1868000000,2111000000,2704000000,3222000000
Ghana,11000000,13000000,15000000,284000000,304000000,335000000,351000000,358000000,414000000,466000000,836000000,861000000,908000000,919000000,768000000,620000000,694000000,914000000,853000000,897000000,819000000,846000000,850000000,944000000
Guinea,900000,6400000,100000,900000,1700000,2000000,100000,116666.6667,133333.3333,150000,166666.6667,183333.3333,200000,1500000,2800000,2000000,2100000,1410000,9055000,16700000,200000,15200000,16400000,6400000
Gambia,28000000,66000000,75000000,71833333.3333,68666666.6667,65500000,62333333.3333,59166666.6667,56000000,47000000,58000000,66000000,85000000,80000000,63000000,74000000,78000000,94000000,71000000,105000000,113000000,116000000,103000000,154000000
"Guinea Bissau",,,3100000,3000000,2900000,2800000,2700000,2300000,1800000,1000000,1600000,2800000,28400000,38200000,12000000,13300000,14100000,6600000,17400000,20800000,17300000,11500000,16300000,19800000
Greece,4135000000,3723000000,3773000000,6188000000,8786000000,9221000000,9158000000,9916000000,10776000000,12721000000,13336000000,14409000000,15546000000,17438000000,14691000000,12478000000,14813000000,13210000000,16084000000,17820000000,15665000000,14727000000,16875000000,18821000000
Grenada,76000000,79000000,78000000,83000000,88000000,93000000,83000000,91000000,104000000,86000000,71000000,94000000,129000000,127000000,112000000,112000000,117000000,122000000,120000000,388000000,422000000,437000000,482000000,548000000
Guatemala,213000000,216000000,266000000,314000000,356000000,482000000,562000000,620000000,621000000,630000000,791000000,919000000,1055000000,1335000000,1359000000,1378000000,1350000000,1419000000,1479000000,1564000000,1580000000,1550000000,1566000000,1549000000
Guyana,33000000,109000000,112000000,108000000,106000000,75000000,61000000,49000000,26000000,27000000,35000000,37000000,50000000,59000000,35000000,80000000,95000000,64000000,77000000,79000000,65000000,104000000,95000000,28000000
"Hong Kong",9604000000,11994000000,9979000000,5651000000,5493000000,5868000000,5904000000,7410000000,7072000000,8918000000,10179000000,11509000000,13566000000,15018000000,15978000000,21689000000,27038000000,31205000000,36108000000,39475000000,35795000000,31398000000,31709000000,35268000000
Honduras,80000000,115000000,146000000,168000000,208000000,260000000,256000000,301000000,364000000,414000000,463000000,515000000,546000000,619000000,616000000,625000000,637000000,679000000,608000000,698000000,664000000,693000000,715000000,736000000
Croatia,1349000000,2014000000,2523100000,2733400000,2493000000,2758000000,3335000000,3811000000,6310000000,6727000000,7370000000,7990000000,9249000000,11214000000,8992000000,8069000000,9348000000,8683000000,9512000000,9863000000,8833000000,9633000000,10915000000,11855000000
Haiti,90000000,96000000,107000000,131000000,135000000,128000000,105000000,108000000,96000000,93000000,80000000,126000000,190000000,360000000,416000000,383000000,456000000,447000000,546000000,578000000,609000000,511000000,460000000,620000000
Hungary,2928000000,3562000000,3797000000,3646000000,3565000000,3733000000,4154000000,3728000000,4061000000,3914000000,4120000000,4254000000,4739000000,6443000000,5976000000,5587000000,5929000000,5057000000,5362000000,5864000000,5320000000,5674000000,6233000000,6887000000
Indonesia,5229000000,6184000000,6648000000,4255000000,4352000000,4975000000,5277000000,5285000000,4037000000,4798000000,4522000000,4448000000,5346000000,7377000000,5598000000,6958000000,7997000000,8324000000,9119000000,10261000000,10761000000,11206000000,13139000000,14110000000
India,2582000000,2831000000,2890000000,2949000000,3010000000,3460000000,3198000000,3102000000,4463000000,6170000000,7493000000,8634000000,10730000000,11832000000,11136000000,14490000000,17708000000,17972000000,18397000000,19700000000,21013000000,22427000000,27365000000,28568000000
Ireland,2211000000,2470000000,2578000000,3297000000,2621000000,2615000000,2791000000,3097000000,3862000000,4375000000,4781000000,5372000000,6072000000,6359000000,4964000000,4085000000,4215000000,3865000000,4425000000,4864000000,4786000000,5199000000,5662000000,6164000000
Iran,67000000,19000000,16000000,490000000,403000000,467000000,891000000,1357000000,1033000000,1044000000,791000000,1216000000,1677000000,1737000000,2055000000,2438000000,2348000000,2345000000,3054000000,3841000000,4388000000,3713000000,4402000000,
Iraq,18000000,15000000,14000000,15000000,1000000,2000000,15000000,45000000,86000000,127000000,168000000,144000000,516000000,845000000,1405000000,1660000000,1543000000,1634000000,1682000000,1938000000,2833000000,3120000000,2959000000,1986000000
Iceland,186000000,176000000,173000000,207000000,222000000,227000000,232000000,256000000,319000000,370000000,413000000,478000000,601000000,624000000,550000000,562000000,751000000,865000000,1078000000,1375000000,1618000000,2411000000,3024000000,3128000000
Israel,2993000000,3053000000,3295000000,3157000000,4304000000,4114000000,2560000000,2145000000,2132000000,2476000000,2189000000,3130000000,3581000000,4520000000,4301000000,4903000000,5144000000,5431000000,5808000000,5861000000,5868000000,5883000000,6810000000,7245000000
Italy,28717000000,30015000000,29714000000,29814000000,28349000000,27498000000,25829000000,26893000000,31277000000,35398000000,35310000000,38276000000,42650000000,46217000000,40407000000,38432000000,43271000000,40943000000,43825000000,45562000000,39433000000,40381000000,44580000000,49066000000
Jamaica,1069000000,1092000000,1131000000,1197000000,1280000000,1333000000,1232000000,1209000000,1355000000,1438000000,1545000000,1870000000,1910000000,1976000000,1925000000,2001000000,2013000000,2069000000,2074000000,2255000000,2401000000,2539000000,2809000000,3099000000
Jordan,660000000,744000000,774000000,853000000,795000000,723000000,700000000,1048000000,1062000000,1330000000,1441000000,2060000000,2311000000,2943000000,2911000000,3585000000,3425000000,4061000000,4117000000,4375000000,4065000000,4044000000,4639000000,5249000000
Japan,3224000000,4081000000,4329000000,3743000000,3431000000,3373000000,3306000000,3497000000,8848000000,11265000000,12430000000,8470000000,9345000000,10820000000,10329000000,13224000000,11000000000,14581000000,15093000000,18812000000,24968000000,30752000000,34065000000,42093000000
Kazakhstan,122000000,199000000,289000000,407000000,363000000,356000000,452000000,622000000,564000000,718000000,701000000,838000000,1014000000,1012000000,963000000,1005000000,1209000000,1929000000,2108000000,2000000000,1632000000,1858000000,2135000000,2255000000
Kenya,423000000,462000000,655000000,725000000,705000000,283000000,309000000,276000000,347000000,486000000,579000000,687000000,917000000,752000000,690000000,800000000,926000000,935000000,881000000,811000000,724000000,824000000,916000000,
Kyrgyzstan,5000000,4000000,7000000,8000000,14000000,15000000,24000000,36000000,48000000,76000000,73000000,167000000,346000000,514000000,253000000,160000000,356000000,434000000,530000000,423000000,426000000,432000000,429000000,433000000
Cambodia,53000000,82000000,68000000,107000000,212000000,304000000,380000000,454000000,389000000,603000000,840000000,992000000,1020000000,1101000000,1336000000,1519000000,2084000000,2463000000,2660000000,2953000000,3137000000,3212000000,3639000000,4362000000
Kiribati,,,,,,,,,,,,2300000,3300000,3300000,3900000,4300000,4900000,4900000,3400000,3200000,2000000,2800000,4100000,
"Saint Kitts and Nevis",63000000,68000000,72000000,71000000,69000000,58000000,62000000,57000000,75000000,103000000,121000000,132000000,125000000,110000000,83000000,90000000,94000000,95000000,101000000,343000000,317000000,332000000,355000000,367000000
"South Korea",5150000000,4880000000,4731000000,6908000000,6841000000,6834000000,6382000000,5932000000,5355000000,6065000000,5798000000,5717000000,6103000000,9735000000,9773000000,10263000000,12362000000,13273000000,14392000000,17460000000,14798000000,16886000000,13368000000,15319000000
Kuwait,121000000,184000000,188000000,207000000,92000000,98000000,106000000,117000000,118000000,178000000,165000000,205000000,223000000,257000000,355000000,289000000,320000000,426000000,297000000,369000000,500000000,600000000,313000000,458000000
Laos,51000000,62000000,58000000,95000000,82000000,114000000,104000000,107000000,74000000,119000000,139000000,158000000,189000000,276000000,268000000,382000000,406000000,451000000,596000000,642000000,724000000,716000000,648000000,734000000
Lebanon,,,,,,,,4284000000,6374000000,5411000000,5532000000,4981000000,5216000000,5819000000,6774000000,7861000000,6545000000,6836000000,6492000000,6523000000,6857000000,7044000000,7610000000,8400000000
Liberia,,,,,,,,,,59000000,67000000,124000000,131000000,158000000,123000000,,,,,,,,,
Libya,2000000,2000000,2000000,7000000,27000000,75000000,78000000,181000000,205000000,218000000,250000000,190000000,74000000,74000000,50000000,60000000,,,,,,,,
"Saint Lucia",230000000,237000000,253000000,283000000,263000000,281000000,233000000,210000000,282000000,326000000,382000000,294000000,302000000,311000000,296000000,309000000,321000000,337000000,354000000,778000000,810000000,776000000,875000000,989000000
"Sri Lanka",226000000,166000000,209000000,230000000,273000000,248000000,213000000,363000000,441000000,513000000,429000000,410000000,385000000,342000000,350000000,576000000,830000000,1039000000,1715000000,2431000000,2981000000,3518000000,3925000000,4381000000
Lesotho,27000000,32000000,32000000,24000000,23000000,18000000,16000000,14000000,21000000,26000000,27000000,29000000,31000000,30000000,30000000,23000000,24000000,22000000,17000000,16000000,34000000,48000000,23000000,24000000
Lithuania,77000000,316000000,360000000,460000000,550000000,391000000,383000000,505000000,638000000,776000000,920000000,1038000000,1154000000,1248000000,972000000,958000000,1321000000,1317000000,1374000000,1383000000,1153000000,1210000000,1325000000,1419000000
Luxembourg,1695000000,1640000000,1639000000,1634000000,1697000000,1686000000,1780000000,2358000000,2890000000,3617000000,3521000000,3510000000,3978000000,4471000000,4159000000,4145000000,4861000000,4901000000,5036000000,5363000000,4181000000,4249000000,4555000000,4990000000
Latvia,20000000,215000000,192000000,182000000,118000000,131000000,119000000,161000000,222000000,267000000,341000000,480000000,671000000,801000000,724000000,639000000,771000000,744000000,865000000,953000000,895000000,899000000,951000000,1057000000
Macau,,,,,,,,4205000000,5061000000,7206000000,6924000000,8176000000,10870000000,13400000000,14879000000,22276000000,30595000000,36013000000,43133000000,42738000000,30981000000,30492000000,35933000000,40358000000
Morocco,1296000000,1675000000,1446000000,1744000000,1949000000,2039000000,2583000000,2646000000,3221000000,3922000000,4610000000,5984000000,7181000000,7221000000,6626000000,6702000000,7321000000,6697000000,6851000000,7384000000,6260000000,6557000000,7494000000,7775000000
Moldova,57000000,33000000,50000000,40000000,34000000,39000000,39000000,50000000,54000000,91000000,103000000,117000000,171000000,216000000,173000000,163000000,186000000,198000000,230000000,234000000,219000000,256000000,323000000,380000000
Madagascar,58000000,65000000,74000000,92000000,100000000,121000000,115000000,64000000,76000000,157000000,209000000,235000000,271000000,350000000,257000000,309000000,478000000,560000000,574000000,668000000,621000000,750000000,671000000,697000000
Maldives,211000000,266000000,286000000,303000000,314000000,321000000,327000000,337000000,402000000,471000000,826000000,1235000000,1515000000,1559000000,1473000000,1713000000,1940000000,1958000000,2335000000,2696000000,2569000000,2506000000,2744000000,3028000000
Mexico,6179000000,6756000000,7376000000,7493000000,7223000000,8294000000,8401000000,8858000000,9362000000,10796000000,11803000000,12177000000,12919000000,13370000000,11513000000,11992000000,11869000000,12739000000,13949000000,16208000000,17734000000,19650000000,21336000000,22526000000
"Marshall Islands",,,,,,,,,,,3200000,3100000,2900000,2600000,2900000,3500000,4500000,3900000,4100000,5200000,1300000,5200000,6600000,8600000
"Macedonia (F.Y.R.O.M.)",19000000,21000000,14000000,17000000,40000000,38000000,26000000,39000000,57000000,72000000,89000000,129000000,186000000,228000000,218000000,197000000,240000000,234000000,267000000,295000000,265000000,280000000,327000000,382000000
Mali,25000000,24000000,23000000,25000000,30000000,40000000,88000000,104000000,128000000,140000000,148000000,175000000,221000000,275000000,192000000,205000000,210000000,142000000,178000000,212000000,186000000,201000000,206000000,
Malta,656000000,632000000,635000000,653000000,667000000,587000000,561000000,614000000,722000000,767000000,755000000,767000000,965000000,1082000000,899000000,1066000000,1276000000,1260000000,1402000000,1521000000,1381000000,1451000000,1746000000,1845000000
"Burma (Myanmar)",151000000,181000000,155000000,171000000,189000000,162000000,109000000,120000000,56000000,84000000,67000000,46000000,85000000,68000000,56000000,72000000,325000000,539000000,959000000,1613000000,2120000000,2197000000,1969000000,1652000000
Montenegro,,,,,,,,,,,,,630000000,813000000,745000000,713000000,875000000,809000000,880000000,908000000,903000000,933000000,1067000000,1171000000
Mongolia,21000000,10000000,13000000,35000000,36000000,36000000,39000000,130000000,143000000,185000000,177000000,225000000,307000000,247000000,235000000,244000000,156000000,177000000,197000000,215000000,246000000,316000000,396000000,461000000
Mozambique,,49000000,61000000,61000000,61000000,74000000,64000000,63000000,98000000,95000000,130000000,140000000,163000000,190000000,196000000,108000000,138000000,189000000,199000000,207000000,193000000,108000000,151000000,242000000
Mauritania,11000000,19000000,21000000,20000000,28000000,29538461.5385,31076923.0769,32615384.6154,34153846.1538,35692307.6923,37230769.2308,38769230.7692,40307692.3077,41846153.8462,43384615.3846,44923076.9231,46461538.4615,48000000,41000000,37000000,29000000,30000000,23000000,4000000
Mauritius,430000000,504000000,478000000,496000000,543000000,542000000,623000000,612000000,697000000,856000000,871000000,1005000000,1304000000,1454000000,1120000000,1285000000,1484000000,1480000000,1322000000,1447000000,1433000000,1571000000,1748000000,1891000000
Malawi,18000000,26000000,28000000,24000000,38000000,25000000,25000000,33000000,54000000,62000000,29000000,26000000,29000000,31000000,33000000,31000000,31000000,31000000,29000000,32000000,35000000,26000000,31000000,38000000
Malaysia,3969000000,4477000000,3741000000,2381000000,3588000000,5011000000,6863000000,7118000000,5901000000,8203000000,8846000000,10427000000,14050000000,15293000000,15798000000,18152000000,19649000000,20251000000,21500000000,22600000000,17666000000,18085000000,18385000000,19607000000
Namibia,278000000,293000000,333000000,288000000,287000000,160000000,236000000,218000000,333000000,405000000,349000000,381000000,434000000,382000000,399000000,321000000,266000000,512000000,247000000,452000000,465000000,278000000,341000000,380000000
"New Caledonia",108000000,114000000,117000000,110000000,112000000,111000000,94000000,156000000,196000000,241000000,149000000,122000000,142000000,152000000,141000000,129000000,166000000,165000000,168000000,187000000,158000000,159000000,,
Niger,7000000,25000000,28000000,27000000,25000000,23000000,30000000,20000000,27000000,31000000,43000000,36000000,41000000,79000000,66000000,105000000,51000000,50000000,58000000,90000000,74000000,77000000,83000000,
Nigeria,17000000,35000000,55000000,47000000,54000000,101000000,91000000,139000000,30000000,21000000,54000000,184000000,213000000,569000000,602000000,569000000,623000000,555000000,538000000,543000000,404000000,1070000000,2549000000,1962000000
Nicaragua,50000000,54000000,80000000,100000000,125000000,129000000,135000000,135000000,160000000,192000000,206000000,249000000,277000000,303000000,336000000,314000000,391000000,421000000,417000000,446000000,528000000,642000000,841000000,544000000
