Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,,4.408189774,4.7315,5.0549,5.378190041,6.195909977,7.6906,9.185230255,13.06025028,7.971869946,9.5232,11.07462025,11.22916031,11.7145,12.1998,12.6852,13.1705,13.6559,14.1412,14.6265,15.1118803,,,,,,,,,,,,,,,,,,,,,,,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,92.08827972,93.4281,94.7679,96.1077,97.44747925,97.05847168,95.6348,94.21121979,93.01390076,94.8128,96.6117,98.41066742,94.81954193,93.70439148,91.49082184,97.62856293,102.6688309,91.62477875,107.8149185,104.6993713,
Algeria,,,29.63101006,31.72050095,33.09640121,38.57183075,44.13896942,47.44477844,49.91722107,50.63687897,51.63834,54.23340988,57.94620132,60.33237076,63.61825943,74.43634796,62.60964966,65.35269928,66.71346283,69.65659332,69.12355042,70.14466858,73.36824799,73.31787109,73.21988678,75.58860016,79.40557861,81.12156677,81.075,81.02852631,79.48027802,85.6206131,87.63160706,89.14205933,91.5656662,92.87043762,82.81565857,95.3219986,107.1080093,92.71893311,95.30201721,97.20841217,101.1218414,105.633461,108.6552734,105.2015533,
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.49095154,37.13317108,36.72639084,36.41120148,,,,,
"Antigua and Barbuda",,,,,,83.61045074,80.42204285,81.0229,81.6237,82.2245,82.8253,83.4261,84.0269,84.6277,85.2285,85.8293,86.4301,87.0309,87.6317,88.2325,88.8334,89.4342,90.03497314,90.7514,91.4679,92.1843,92.9008,93.6172,94.3337,95.0501,95.7666,96.483,97.1994,97.9159,98.6323,99.3488,100.0652,100.7817,101.4981308,95.58638,101.913269,95.75834656,94.7448,93.7313,92.71781921,82.43775177,
Argentina,73.97881317,74.69290161,76.4979,78.3029,80.1079,81.91291046,81.67243958,82.3562,83.04,83.7237,84.4075,85.0913,85.7751,86.4588,87.1426,87.8264,88.5101,89.1939,89.8777,90.5614,91.2452,91.929,92.6128,93.2965,93.9803,94.6641,95.34783936,94.29480743,101.8943405,98.84342194,98.90572357,98.63903809,102.6360168,100.3577499,98.93477631,97.01966095,99.25312805,101.9550934,104.9826584,104.7269211,104.315979,104.1105881,102.7823563,100.3224335,101.2037888,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.65244293,91.45298767,101.9547882,95.86543274,97.19268799,104.6289825,106.1109772,105.2718,104.4326,103.5935,102.7543,101.9151,101.0759,100.2367477,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3400879,97.27272797,100.1457672,99.71988678,88.14015961,88.32685089,88.39849091,91.85463715,97.82330322,97.90850067,94.00798798,97.97296906,99.0201,100.0671,101.114212,101.4124298,,
Austria,,95.80568695,97.78177643,98.0464325,98.1591,98.2718,98.3845,98.4971,98.6098,98.7225,98.8352,98.9478,99.0605,99.1732,99.2858,99.3985,99.5112,99.6239,99.7365,99.8492,99.9619,100.0746,100.1872,100.2999,100.4126,100.5253,100.6379,100.7506,100.8632889,101.2662735,100.8349,100.4036,99.97225189,100.7251587,98.44490814,98.85777283,100.7773132,103.1079636,99.97389984,99.07740784,98.23737335,96.32846069,97.13803101,97.10014343,99.3006897,100.4701233,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,94.76532745,89.23786926,93.70326996,85.42227936,97.22924042,94.65310669,91.76931763,85.49742889,93.98149872,100.9912262,90.24809265,94.85749817,89.6128006,90.931427,98.49185181,89.71559906,91.42843628,88.97885132,92.18356323,91.59458923,86.54667664,97.61051941,101.6183319,
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.33692169,88.202,92.0672,95.9323,99.7974,103.6625,107.5276184,102.124649,103.7232208,102.4807816,101.8576889,94.7518692,,,,,,
Bahrain,,,,,,,,,,,,,81.91488647,84.14321899,88.82141876,89.36850739,89.32013702,93.72104645,99.87428284,107.4236908,106.1912,104.9586792,100.920929,98.83267975,96.45346069,96.73278809,94.08551788,94.8904,95.69529724,99.20014954,99.21173096,98.85118103,100.9497986,100.2469101,105.3519821,104.7388229,102.6075,100.4762,98.3448,96.2135,94.0822,91.9508667,93.63082123,92.9901123,96.41005707,100.3210678,
Bangladesh,,,,,,,28.38739014,27.1011,25.8148,24.5285,23.2422,21.95595932,23.8277,25.6993,27.571,29.4427,31.3144,33.1861,35.0578,36.9295,38.8012,40.6729,42.5446,44.4163,46.288,48.1597,50.0313,51.903,53.7747,55.6464,57.5181,59.3898,61.2615,63.1332,65.0049,66.87657928,64.6477,62.4188,60.18991089,66.47753906,69.59371185,78.57212067,87.8059,97.03975677,102.0179,106.9960175,
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5238266,96.43573761,105.8764877,103.9421234,106.9964981,95.13297272,92.49111938,90.5943222,92.33193207,95.6359787,97.6869278,98.22006226,99.14116669,99.0338,98.9265,98.81910706,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,95.08795166,95.93005371,93.37954712,94.07196808,93.95584106,96.2463,98.53671265,102.1486664,105.8492813,131.0388947,102.0157013,99.48459625,95.13729095,94.83207703,94.50823975,98.07907104,100.8486,103.6182,106.3878021,102.8470306,98.62677765,97.64746094,97.10842896,
Belgium,,,,,68.7403717,70.16873169,71.34770203,74.42394257,75.18965149,70.38347626,71.36789703,77.79885864,81.7841568,75.60753632,78.95761871,76.83865356,75.32379913,74.20967865,75.7428894,77.8296,79.9164,82.00311279,82.3262,82.6493,82.9723,83.2954,83.6185,83.9416,84.2646,84.5877,84.9108,85.2339,85.5569,85.88,86.2031,86.5261,86.84922028,88.11192322,88.60836029,89.49456787,90.70053864,90.6785,90.65641785,91.9379425,90.26914978,90.90107727,
Belize,,,,,,,,,,,,,,,,,,,,,,,93.56474304,92.1786,90.7925,89.40632629,95.0565033,96.0455,97.0346,98.02358246,97.40303802,102.0388336,100.5938,99.14868164,97.62892914,97.86312103,95.98426819,101.3972626,95.51557159,101.2159729,98.27541351,104.6409073,109.0023117,101.5286636,100.7128296,103.6456985,
Benin,,9.956979752,11.85610962,12.16987038,11.22941017,12.93949032,14.13578987,13.35956955,15.22982025,16.7000103,19.16851044,17.83348083,20.84839058,19.6619606,17.71871948,19.59214973,17.90625954,17.28853035,16.35334969,16.29380035,11.17644024,13.34912968,13.27412987,14.55523014,15.92448044,19.02494049,19.83919907,21.53953934,23.42184067,24.3742,25.32646942,28.19984055,29.73547935,34.02494812,39.04212952,42.1462,45.2503,48.3543,51.45838928,53.7136,55.96871185,61.52706909,62.71940994,68.35301208,70.19245148,72.68470764,
