Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Belgium,32479,33021,28297,30863,26619,24588,32351,27750,28063,27837,31574,28672,31876,32285,30875,20333,29115,34935,35012,27186,30203,37300,34976,35727,35838,39654,33458,39379,39208,43996,38722,41624,44670,38019,40300,44071,44784,40890,46531,,,,,,,,,,,,,,,
Belize,5479,5452,7869,7181,6634,8965,8419,7845,8074,7698,8690,5529,5287,6071,5606,5585,5053,5044,4484,5598,5684,5673,5587,6909,5906,6493,6900,6443,9164,6482,9432,6906,9173,10673,9405,9387,11532,8631,9517,10306,9501,7927,10501,9593,9209,8379,9106,8113,9480,9265,9494,10756,8423,8278
Benin,2902,2913,2388,2574,2960,2803,3100,2673,3216,3325,4047,3713,3146,3778,3819,3987,4759,4598,4639,4597,4123,4098,3788,5433,4538,5262,4981,5215,5482,5374,5696,6214,6284,6354,5851,6433,7085,6718,7058,7424,6830,7293,6996,8033,8135,8461,8503,9068,8996,8948,9335,9232,9241,9090
Bhutan,4444,4595,4500,4524,4878,4884,4889,5000,5000,5000,5000,5000,5161,5313,5373,5507,5797,5833,5867,5897,6000,5993,6024,8621,6136,6222,7170,7853,8000,6940,4862,4869,4877,4884,4892,4899,8386,8356,8584,8930,8886,9155,9642,11521,18520,19632,15524,14160,9857,9385,8673,12141,11919,11667
Bolivia,5938,6022,5709,5718,5705,5792,5885,5781,4701,7699,7912,8560,8604,9061,9616,8776,10098,9309,10016,10117,10301,10812,9771,11441,11649,11741,11199,10835,10571,10503,10888,10782,10037,10626,10046,10474,10897,10139,10081,10479,10459,10610,12067,10859,11765,12174,12257,12596,12044,12506,17029,9697,10155,9934
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11736,11397,11505,11842,12596,13026,15241,15264,8321,12615,16003,13250,18874,18854,21825,15726,17779,18426,18088,16873,14951,19240,17851
Botswana,7100,6000,6000,6000,6000,5000,6000,6000,6000,6000,5200,4800,5200,6000,5667,6000,6667,6667,6667,6000,6000,6000,5000,4333,4667,4667,4667,4667,5484,5625,5758,4688,5118,5455,4375,4543,4846,5023,5361,5491,5910,6000,6667,6849,5000,3500,2141,1654,2202,2279,2322,1697,1984,1826
Brazil,6681,6217,6427,6121,6877,6368,6867,6502,5987,6253,6744,6698,5796,5168,5426,4489,4973,4704,5121,4197,4589,4859,3863,4894,4738,4017,3807,4848,4445,4750,5010,5385,6336,6105,5838,5655,6402,6601,6796,6989,7092,7382,8046,7444,8033,8537,8338,9111,8472,9184,9311,10263,10230,10302
Bulgaria,3760,2699,4303,4922,4277,8005,7705,5173,8676,8228,7329,5610,7624,5892,7678,6979,8855,13744,10338,8762,10373,11434,8096,9760,8644,9883,9818,9539,11769,9370,9483,11912,8295,8916,12114,6209,7856,7268,8928,4599,12819,13523,10660,12449,12084,13885,12633,14772,12125,13123,12889,13965,13945,13611
"Burkina Faso",4611,4522,4494,4470,4476,4477,4461,4451,4474,4458,4545,4562,4590,4458,4418,4507,4482,4456,4473,4535,4457,4486,4512,4536,4430,4334,4403,4359,4451,4516,4695,4685,5310,5030,4808,4735,4877,5672,5517,5433,5105,5081,4998,5064,5030,4999,5207,5050,5052,5043,5081,5057,5083,5088
Burundi,9905,9785,9451,9553,9340,9306,9348,9308,9682,9861,9869,9612,9729,9115,9703,9888,9910,10016,9964,9451,9352,9085,8871,9093,9390,9434,9360,9755,8475,11808,10351,10289,9806,8558,10211,9688,9430,9520,9221,8430,9527,8750,8928,9122,7990,9184,8754,8470,8804,8567,8314,6564,7333,6869
"Cape Verde",1944,2778,3056,3529,3824,4438,3563,1307,1958,1705,1350,2300,1440,2200,2000,2000,1600,2250,2083,4450,2000,2467,2200,2828,2093,2942,2816,2818,2465,1609,1437,1321,796,650,644,594,714,1090,1454,1853,2362,2333,2357,2426,2430,2312,2222,2212,2200,2241,2281,1945,2158,2255
Cambodia,5500,5813,4000,4000,4004,5261,5380,5129,6417,6373,7775,6111,6000,5667,5357,5806,6061,6071,6000,6250,5385,4865,5000,4571,5385,6154,7931,5000,5385,4800,4815,5833,5227,6538,7773,5142,5584,5564,5949,6595,6328,6802,7342,12165,8285,7935,8383,8464,8995,11140,11607,11914,11392,11581
Cameroon,4440,4269,4450,5067,4780,4678,4206,4375,5016,4580,5256,5563,5887,5750,5927,6053,6037,6216,6244,6356,6423,6557,6033,5483,6871,7113,6019,6219,7238,7378,7849,8026,8163,8345,8480,8587,8681,8743,8750,8713,8582,8798,8775,8753,11124,11244,12049,12153,9687,9352,9393,13747,10230,11069
Canada,11412,13479,13087,13443,15956,14164,16591,12113,12111,13415,14418,16103,15717,13352,14959,14672,10017,13639,18203,14209,14897,16371,15407,13002,15831,14903,16134,10827,13711,18687,16778,16617,16548,17927,17076,18840,18225,19312,21374,18861,12986,12907,15123,20219,19984,17949,17779,20192,19919,18260,20590,19832,25480,20308
"Central African Republic",5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,6667,8197,8065,8730,9375,9231,9420,9420,9375,9373,9474,9500,9545,9524,9545,9546,9565,9575,9583,9607,9624,9641,9600,9684,9630,9728,9621,9756,9776,9631,10000,10429,10278,10097
Chad,3542,4676,4610,4828,5141,5252,5000,4380,4202,4074,4148,3852,3481,3630,3741,3926,3902,3968,4042,4123,4213,4314,4427,4556,4702,4872,5068,8343,7479,7351,6827,5960,6244,7967,6049,6097,6526,6377,6912,5925,5874,7370,5938,6068,5887,5490,6229,5628,6173,5190,5081,6413,6253,6184
Chile,7979,8269,7566,8509,7998,9737,11844,9404,8488,9277,8745,8663,7912,8576,9264,7836,10265,8989,9036,7086,9162,10755,9035,10039,10711,9120,8704,10687,10539,12012,12144,12994,11892,13858,13602,13463,11914,15366,10574,14961,17482,16373,20202,20414,20833,20858,20172,17564,14293,20973,18104,17148,17705,12690
China,8763,10182,10000,10805,10845,8750,8750,7949,8000,9079,10094,9677,10161,10690,10690,10948,10345,12910,12155,12407,12075,13125,12396,13457,12500,12273,12168,14601,11483,16131,12997,11240,14421,14112,14387,15012,14283,15311,14545,13980,13533,15457,16400,15283,15342,15947,14691,16352,15666,14069,16645,16918,16449,17238
Taiwan,7614,7224,6112,8299,8055,8227,8705,9235,10245,10373,8941,9168,10341,9007,8421,8654,11251,15484,15422,15294,15783,15644,16321,16424,16022,15426,16147,15119,15748,15878,16426,16110,17257,17994,17573,18756,19971,17666,16318,13579,12871,16511,17993,17748,12413,17872,17771,18982,22065,20993,20528,15495,20829,20002
Colombia,5342,5318,5193,5225,5225,5126,5488,5435,5692,5891,6415,6457,5899,6073,6368,5892,5643,5842,5927,6325,5856,5951,6387,6398,6618,6998,6553,6596,6491,6529,7242,7821,7469,8175,9409,9519,10989,10046,10790,11471,11393,11168,11561,12100,12405,12352,13300,13821,13014,12603,11989,13490,13030,13241
Comoros,6500,6500,6190,6429,5870,5870,5633,5640,5577,5556,5536,5517,5500,5484,5469,5485,11765,11429,11111,13514,12500,10000,10000,8714,8571,9459,8718,8605,8393,8333,8265,8092,8015,7872,8373,7925,8135,7963,8014,8016,7729,7967,7894,7731,7732,7896,7930,7826,8175,8539,8635,8680,8721,8587
"Congo (Brazzaville)",5652,5600,5696,5732,5765,5795,5889,5851,5876,5960,5922,5943,6028,6055,6023,6018,6067,5688,5645,5646,5875,5926,5938,5976,6145,6310,6588,6705,6889,7065,7158,6896,7125,7183,7218,7367,7560,7587,7697,7724,7637,7725,7696,7729,7657,7573,7542,7667,7817,7817,7677,7486,7508,7618
"Costa Rica",3984,3850,4043,3992,4009,3924,4264,4007,4025,4008,3826,4001,4134,3871,4117,5880,5811,4831,4528,5229,5189,4099,3608,4643,5366,4963,5965,5434,5411,5382,4925,5632,5651,6214,5920,6277,3166,3443,4824,5267,6618,5743,7235,6407,6179,7919,7021,6907,5176,6310,7120,6622,7581,7771
"Ivory Coast",4000,3846,5625,6190,5250,5943,6000,5333,6250,6545,5250,5417,6000,6129,6250,5833,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6081,6697,6719,6741,6763,6785,6806,8295,8303,8258,8214,8184,8251,8271,8353,8314,8140,8003,8125,8088,8040,8169,8252,8320,8246
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15233,20715,22319,24264,22290,26038,22962,32625,17591,25943,29449,21239,11096,31187,24564,10499,20070,18769,19146,16605,11768,15011,12592
Cuba,5003,5000,4615,4355,4167,3833,3667,3556,2857,3143,3143,3500,3000,2778,2667,2000,2400,2593,2963,2400,2398,3044,3291,3069,2656,3342,2398,2916,2612,2808,2595,2042,1790,1949,2607,2998,3149,4090,8309,10055,9599,10706,11894,11845,11200,9200,11600,10199,7358,7137,10733,10297,10837,10434
Cyprus,6836,7135,6540,5207,9808,9035,10448,8352,9642,6324,7880,6396,1616,6251,8242,8626,8175,11290,9985,10498,10938,10645,9616,10987,13638,11970,12152,10413,9764,11194,8047,15455,12933,14244,14548,11121,13006,12527,13593,10891,11208,11048,11122,10481,10478,9798,9886,10763,9867,12138,15615,14924,15463,14080
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24229,23045,24067,24417,20584,22896,24521,21218,23924,19047,20009,30377,24431,21889,21238,21404,20804,18128,27310,18912,20691,25573
Czechoslovakia,11025,10371,10873,10448,11496,10305,11804,10292,11342,11998,12165,12027,12514,13049,15365,11081,16890,19218,15163,19386,16210,17745,21692,23736,20456,20352,21077,23407,21675,24530,25301,23155,,,,,,,,,,,,,,,,,,,,,,
"North Korea",5660,5952,5977,5915,5882,6090,6218,6346,6413,6540,6667,6875,7188,7385,7576,8000,8308,8523,8563,8485,8408,7879,8182,8485,8657,8772,8764,9000,9143,9207,9296,8979,8926,8824,8636,8438,9032,8485,8741,8889,8750,8767,8571,8889,8714,8784,8571,8784,8933,8804,8947,8714,8611,8682
"Congo (Kinshasa)",5241,5405,5513,5643,5703,5786,5877,5953,5761,5811,5914,5904,5945,6031,6113,6108,6079,5877,6041,6033,6048,6045,6047,6043,6036,5891,5910,6070,6041,5986,5616,5554,5584,5616,5765,5517,5479,5447,5424,5357,5304,5279,5208,5076,4994,4968,5059,5018,5009,4706,4859,4877,4939,4879
Denmark,25519,19894,24747,28239,26614,22857,29000,35950,29160,34249,29517,29351,25188,36194,27555,26546,33665,33577,36775,29264,36547,37169,36680,38232,42718,38214,25484,34604,38716,48144,42226,25629,37645,37255,37980,37062,40437,36375,29239,38222,34679,37005,39841,35955,32515,30667,33448,31818,33088,32404,34744,38971,34054,39524
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703,2662,2683,2690,2696,2707,2711,2716,2727,2716,2706,2697,2717,2727,2763,2703,2727,2800,2808,2778,2759,3333,3125,3125,3095
Dominica,4250,4250,4500,4500,4500,4750,4750,5000,5000,4750,4750,5000,5000,4750,4750,5000,5000,5000,4950,4400,4650,4750,4850,5000,5100,5950,4500,3950,3950,4481,4455,4722,4350,4225,4000,4221,4262,4303,4167,4399,4460,4516,4211,4751,4886,5045,5215,5214,5555,5625,6328,7314,7314,7146
"Dominican Republic",9124,9074,9270,9007,9121,8754,9102,9908,9795,11201,10740,11417,11714,11924,10722,9394,9860,9365,10585,9867,8826,10273,9552,10159,7472,10407,10250,8811,8860,9713,9495,8955,7860,9336,9049,7616,9275,8398,9122,7302,8815,8307,9130,9284,8817,9243,9455,8464,10260,10234,10125,10363,10977,10262
Ecuador,6275,5828,5467,4978,6102,5174,5255,4914,4697,5170,5052,4941,5279,5140,5244,5518,4610,4911,5252,5477,5676,5836,5707,6022,6130,4646,4575,4792,5369,4916,4393,6088,6339,5633,6709,6942,6594,6084,5079,4866,4940,2922,2844,3357,3644,3427,3001,3333,2728,3389,3004,2912,3688,5072
Egypt,11366,19315,15958,19001,18241,19917,14411,19936,18844,19963,20940,23260,21738,20771,20488,20478,19941,20684,20622,19499,19888,20911,20362,19923,20287,20929,23089,22943,27905,29244,31388,21097,31645,21906,29035,29975,30178,30604,22791,29274,29723,29485,29626,30690,31384,31224,31776,32222,32098,28700,29666,30416,31225,30756
"El Salvador",4881,5578,5205,5790,7035,5850,6153,6712,7996,8272,8647,6886,8308,6549,7097,7569,6416,8294,8453,7436,9600,6869,7496,8411,5926,8148,3930,8479,6963,8407,8684,7825,8359,8264,8436,8732,8135,5971,8935,8625,8797,9933,9953,9685,7610,10385,8761,8825,7698,6955,6641,9238,9827,9944
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4158,5892,6487,5797,6158,6433,5979,5499,5932,5833,5875,4995,4911,5935,6757,7116,6774,6270,6144,6861,6878,6523
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,17500,17105,16579,22697,19453,13033,10438,17061,17796,21151,11310,7565,12815,11996,16697,6908,15469,17135,18108,11795,23164,20650
Ethiopia,7455,7505,7458,7722,7731,7906,7938,7997,8076,8121,8197,8340,7673,6874,6476,7061,8621,7795,10294,11181,10698,9783,11287,8796,6462,6672,8217,7289,8280,9350,12630,8243,,,,,,,,,,,,,,,,,,,,,,
Fiji,5000,4940,4940,4598,4598,4598,5296,4668,4717,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,6202,5000,5112,5319,5319,4975,5263,5262,4483,6671,12040,13907,9806,13028,11111,10000,8000,12944,8438,7712,7107,6376,4271,4000,5133,1870,1760,3782,3415,4173,4802,8167,4426,4936
Finland,13462,10929,15882,16316,17083,14545,16190,19412,16923,17333,20769,22593,20000,19692,20192,30208,12000,18382,21310,25814,18333,23333,32021,27273,34000,21200,16818,17600,21852,29355,25268,17853,23622,22419,24222,23333,21833,8571,15000,22500,21296,21765,24878,20741,21892,20952,24318,21818,26667,19672,25000,23500,25610,25357
France,11007,10754,12719,11054,12852,15292,13700,15288,14927,18398,19018,17296,19740,19112,22482,14184,22519,24807,30689,34182,34262,36131,36868,40188,44652,37927,40795,49432,43427,51276,47329,46692,49752,50103,45854,47607,49598,52366,53672,43989,38760,46331,41472,45592,39964,39653,37215,45421,46429,38496,35190,39293,36383,35058
Gabon,5000,5000,5000,5250,5250,5250,5000,5000,5000,5000,5000,5000,5000,5000,2000,5000,5000,5098,5192,5283,5370,5357,5536,5517,5667,5833,6000,6167,6333,6319,5224,5131,5037,4943,4850,4756,4663,4569,4475,4382,4465,4728,5225,5956,6344,6431,6719,8350,9347,10336,11667,12698,12698,13211
Gambia,2000,2100,2200,2300,2500,2545,2600,2600,2600,2600,2333,2143,2286,2414,2414,2667,2667,2667,2667,2667,2667,2667,2667,2667,2733,2667,2667,2667,2667,2432,2361,2367,2373,2379,2385,2391,2424,2433,2462,2500,2462,2444,2428,2423,2410,2391,2444,2312,2136,2187,2164,2083,2080,2070
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6316,5714,7652,11563,17266,11333,9857,9282,3388,10416,10207,11808,9665,24408,12000,16030,16250,19074,8676,15254,16441,12741,10997
Germany,16340,18028,16152,16510,19479,18751,21704,21519,19648,20978,21017,17515,18746,21839,21197,14640,17904,20039,21504,17666,17890,20014,18068,20740,25147,26814,27932,29763,27290,27559,32294,27595,30673,32147,33680,34918,33831,34967,37447,29504,34445,28360,25305,32885,27512,26898,23919,25486,29682,26298,25605,29103,30185,33332
Ghana,1000,1000,1000,1000,1000,1000,1000,1048,960,915,921,1169,1250,1133,1156,1025,892,932,744,1333,965,879,927,1014,1000,948,1092,1355,1117,953,1000,1000,1000,1000,1000,1000,1000,980,1000,979,3571,4291,4377,4286,4149,4760,3481,4888,5353,5391,6033,5788,5341,5287
Greece,6984,6654,6582,7693,7806,9169,9736,9122,9298,10674,10613,10194,10283,10727,12034,11773,10585,11703,11425,12867,13568,12763,12639,13323,13625,13504,13565,14045,15357,13426,16149,15166,15549,15208,15394,17092,16400,16515,17504,17876,17841,18192,17820,18692,19501,17608,15943,14918,18023,16948,17322,16664,17151,13365
Grenada,11286,11286,11429,11500,11714,11857,11429,11429,11185,10763,11373,11833,11821,11952,11846,11825,11865,13701,11547,17291,19361,17304,15109,15152,14479,15167,12626,12475,10807,10783,10800,10795,11153,11316,11362,11379,11362,10015,9854,9835,9867,9873,9722,9734,9749,9761,9692,10427,11537,12392,13243,14412,14198,14144
Guadeloupe,,,,,,,,,,,,,7625,7733,7615,7608,5042,5042,5000,5000,5433,5015,5100,5267,5310,7036,7115,7115,5306,6000,6660,6609,7561,7561,6634,38333,38333,26000,26000,21730,17909,13929,8939,4627,4026,3750,4026,4026,3750,3209,2384,2024,1792,1597
Guatemala,5996,6111,6107,6175,6159,6171,6218,6267,6874,4333,3768,5679,6184,7903,5400,5710,6723,7833,8228,8124,8862,9071,8025,8292,7715,6491,6830,7358,10026,9723,8599,9005,9205,7942,8640,7930,7482,7710,8424,8570,8728,8608,8663,8589,7770,6689,7977,5958,9213,9266,9393,10127,10259,10367
Guinea,5455,6364,4545,6000,6000,6000,6667,6167,6167,5833,6667,6667,6333,5833,5833,6667,5833,5385,6615,6615,6154,6154,6154,6923,7231,7692,7692,7692,8571,7819,8279,8308,8336,8365,8394,8422,8451,8449,8438,8462,8571,8564,8595,8625,8649,8652,8732,8778,8714,8932,9256,9344,9248,9255
"Guinea Bissau",8000,8000,8000,8000,8000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,9000,9000,9150,9500,10000,9619,9714,9810,9905,10000,10143,9773,9909,9778,9830,9200,5869,6000,6566,6216,6000,6285,6279,6216,6253,6238,6138,6084,6060,5939,5891,4145,4138,4179,4026,3966,3789,3789,3805
Guyana,7059,7059,7176,6707,7317,5786,5758,6423,8723,9506,7900,8153,6517,6722,6850,6368,5445,4783,5023,5058,4533,4774,5400,5000,5581,6000,5909,5909,5909,6222,6041,6003,5909,5949,5939,5882,5926,5923,5915,7094,6401,6384,6481,6449,6511,6518,6548,6571,6592,6614,6640,6716,6716,6704
Haiti,4262,4291,4280,4278,4345,4366,4414,4265,4526,4617,4651,4740,4734,4585,5350,5033,4422,4432,4643,4621,4872,4812,4846,4978,5182,5680,5771,6046,6431,6580,6627,6826,6851,6799,6892,6853,6838,7042,7125,6914,6570,6296,6208,6198,6284,6426,6549,6714,6823,6941,7088,7099,7073,7152
Honduras,6128,6298,6473,6649,6822,7606,6879,6578,6272,5955,5644,5323,5501,5370,4407,4123,3850,5162,4754,5248,5514,5997,6022,5576,5714,5345,5428,6634,7023,7933,7425,6542,6617,6201,5598,6515,8979,9219,4785,7040,7754,6296,6712,7607,7335,7859,8593,7609,6788,8579,8308,8180,7979,7976
Hungary,7932,8864,8233,7615,10996,7946,10274,7063,11709,11776,12213,10787,11778,19973,16779,17114,16541,19990,9888,21292,15232,16440,17335,25613,22418,20398,19317,23537,23499,21478,22446,20774,15163,22837,23394,18198,19091,22250,19905,16583,21796,19910,12943,28217,24367,24130,22317,22097,17013,20073,23000,20901,22250,23014
India,5401,4892,4760,4222,5115,4389,3865,5314,4957,5406,5141,4886,4909,4109,4733,5360,5041,4999,4968,4001,4874,4844,5367,5324,5178,5503,5309,5350,5857,5491,5784,5329,5496,6012,6541,5771,6196,5855,6912,7042,6540,6034,5810,5897,5846,6123,6055,6152,6706,6496,6163,6385,6759,6592
Indonesia,11074,11359,11088,11030,11176,11345,10952,12506,12321,11781,11223,10758,10247,10874,10669,10468,8905,9003,9613,8529,8303,8657,14864,14446,15338,14479,13765,13812,13996,13815,13992,15107,15002,18417,12422,9057,8862,9000,8871,8525,9574,8356,10719,9727,10051,10195,10497,10677,10872,11252,11437,11553,11177,11695
Iran,6903,6917,6932,6958,7016,7067,7166,7257,7387,7514,7656,6615,7474,7877,8455,8676,7162,7686,8867,7759,7347,8610,6383,6311,6113,7308,6785,5326,4397,7296,5876,6012,6139,6616,6103,5161,5277,6013,5039,5529,4876,6114,6618,7154,7035,7205,7429,5566,5844,9228,6106,5566,5716,5862
Iraq,7965,8278,8033,7438,9075,9445,9321,9471,8911,8989,8236,8640,7546,7838,7533,7720,8137,7356,8000,7095,8979,9085,8541,8012,7681,8379,9231,9867,8287,8207,13360,11233,10217,8876,8343,7613,7300,7224,5800,7143,6243,5977,6245,6103,11862,15607,12605,10908,23726,23846,26389,29330,28970,29627
Ireland,20000,28125,18000,15625,16250,28333,24000,31429,30000,27778,20833,32500,33333,25000,33333,30000,33333,30000,40000,30000,33333,32500,38012,34987,35000,25000,25000,25306,53580,43702,46667,47547,42427,44584,44976,44929,44989,44384,43810,51333,51579,47059,48929,55385,51081,48780,44138,43750,52381,54348,55172,33083,51778,58857
Israel,5574,5400,6344,10065,9311,8554,10789,10733,9578,8769,11622,17309,13989,12565,18010,13707,12148,9098,7243,10743,10657,9733,10190,9573,9050,11031,11421,9665,12316,16999,24935,22530,23217,21067,16928,23179,23648,24712,26104,29283,29814,23947,23673,28623,29035,29536,34872,30809,42353,65863,61852,100706,70520,55759
Italy,6447,6844,8323,7945,8542,8316,8958,8090,9674,9626,10885,11699,11666,12372,12458,12069,12572,13349,13054,13629,13381,12780,12093,14318,13740,13949,13330,13166,12820,13086,17008,16864,15468,15996,16084,16261,15593,15754,15005,15364,15895,16699,15646,18377,18692,19001,19234,18979,18912,19110,18392,19160,17794,17810
Jamaica,6599,6650,6631,6613,6655,6605,6683,5579,6461,7174,6839,7072,6405,7215,7158,6235,7304,7858,8714,8399,9360,9302,8639,9234,9369,9396,9012,9051,9047,8956,8934,10408,11096,11384,11253,11191,10842,10570,10897,9993,10924,10648,10264,10560,10438,11224,11173,11016,11085,10400,11260,11353,11218,11008
Japan,13826,10592,11853,8053,11904,8421,13262,12771,12381,13813,10400,15337,14930,14505,12811,13066,15464,16543,15192,11330,11211,16266,9669,17443,16594,16512,15595,15302,15785,16926,17381,15032,10442,15177,19489,16469,16079,17055,17637,18301,16049,17630,14968,21633,21117,19676,20306,21804,16078,18211,17184,21331,20136,23530
Jordan,4359,5266,2950,8732,8205,5226,10921,4659,7846,2674,9423,8035,2288,11344,3618,3967,4556,5937,1677,7023,7525,7518,8483,5326,6525,6398,9660,12488,6222,8402,6072,10909,6441,6702,8080,6322,7108,5968,12793,11465,13922,15417,10115,7653,15573,9873,12013,7990,10992,11797,17206,18484,7009,11648
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6968,7506,6819,4790,7769,8477,8695,11389,14274,13513,15549,14086,13341,13093,13599,16030,11926,11154,7454,13125,6953,8723,6934
Kenya,4264,4264,4308,4308,4351,4361,4361,4593,4926,4859,4868,5000,4655,4775,5222,5165,4989,4990,4882,5009,5054,6382,7091,5506,4921,6440,5263,4691,4763,5283,4428,4606,4500,4294,4349,3520,3239,3505,4715,4155,3886,5177,4620,3628,3924,5292,5217,3911,4602,5361,5250,5644,6126,6122
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8125,7778,10162,8000,15238,16200,15942,18636,18687,18608,18671,19269,18160,18632,16239,17081,16717,17387,32304,16508,15635,12991,16709
