Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,6.006389776,14.97600651,14.97600651,41.20089843,45,49,54.65595904,60.1,60.1,63.2529327
Algeria,5.834802164,7.375338554,10.33731747,13.46879618,12.5,14,15.22802676,16.5,18.09,38.2
Angola,,,,3.283663552,10,13.4686,16.93721011,19.1,,
Argentina,17.78461682,20.91172028,28.07662964,30.39995455,36,47.704,55.8,59.9,64.7,69.40092102
Armenia,5.337644116,5.746159554,5.746159554,6.753269838,37,15.3,39.16079157,46.3,46.3,58.24933222
Australia,70.40436616,52.04676437,56.80027008,74.00000432,76,79,82.3495485,83,84.56,84.56051935
Austria,48.93145926,51.31267929,58.98999023,73.45415681,72.7,79.8,81,80.6188,81,83.9263
Azerbaijan,8.070574967,9.787279129,10.94344234,41.76718932,35.99,50,54.2,58.7,61,77
Bahrain,21.33173322,28.4360199,33.2161026,82.03691092,55,77,88,90,90.99998,93.47830114
Bangladesh,0.260889904,0.311554313,0.315129429,0.380530808,3.7,5,6.3,6.5,9.6,14.4
Barbados,59.4795539,92.52405548,83.0955,73.66684561,70.2,71.7657,73.32981369,75,75.555,76.11
Belgium,45.66478509,46.94835663,66.99999237,76.20356306,79.2554971,78,82,82.1702,85,85.0529
Belize,,,,,14,,,,,
Benin,5.669074844,1.436253309,1.718698502,2.238392118,3.13,3.5,3.797704741,4.5489,5.3,6.787702956
Bhutan,,,,,,,25.43434891,29.9,34.37,39.8
Bolivia,5.227619255,6.200688362,10.49916267,11.1782992,20,30,34.18843423,39.5,39.02,45.1
"Bosnia and Herzegovina",20.64041464,24.28301239,33.18409348,37.74087839,52,60,65.35609448,63.078,60.8,65.0655028
Botswana,3.391650886,4.546487808,4.198338032,6.154540512,6,7,11.5,15,18.5,27.5
Brazil,17.23665459,22.55366898,35.20000076,38.71291592,40.65,45,49.84799936,51.6,57.6,59.07947791
Brunei,,41.69389725,48.17232132,79.78293014,50,56,60.27306504,63.9154,67.5577,71.2
Bulgaria,20.60192855,46.77234268,30.99999619,44.99923853,46.225426,51,55.14809787,53.0615,55.49,56.6563
"Burkina Faso",0.488358028,0.586768389,0.920246542,1.130931177,1.4,3,3.725034916,4.4,,
Burundi,0.530011925,0.765892267,0.733947337,0.78281846,2.1,1.11,1.219999945,1.3,1.38,4.866224464
"Cape Verde",,,,29.66736945,30,32,34.7434142,37.5,40.26,43.01962636
Cambodia,0.283110068,0.459898263,0.484641105,0.526836298,1.26,3.1,4.939861765,6,9,19
Cameroon,1.53167504,2.228848457,2.952152252,3.841889546,4,5,5.69898724,6.4,11,20.68014766
Canada,67.88762142,76.76835632,73,78.11197818,81.6,83,86.7658644,85.8,87.12,88.47
Chad,0.410298492,0.598056316,1.17247057,1.675865185,1.7,1.9,2.1,2.3,2.5,2.700000001
Chile,28.93104156,25.23819733,32.47349548,33.98356089,45,53.8938,61.41815456,66.5,72.35,64.289
China,8.600004196,10.3502779,22.30020142,28.53425523,34.3,38.3,42.30011749,45.8,49.3,50.3
Colombia,10.39154386,14.48808765,36.62086868,45.52989695,36.5,40.4,48.9843188,51.7,52.57,55.90497251
"Congo (Kinshasa)",,,,,,,,,,3.799999507
"Costa Rica",21.31962098,27.60698318,33.57487869,34.48392588,36.5,42.12,47.50091452,45.96,49.41,59.76295014
"Ivory Coast",,1.625655055,3.363188267,4.593117631,2.6,2.2,2.37895803,2.6,14.6,21
Croatia,32.34622144,36.97622681,49.32495117,56.50722822,60.32,70.71,63,66.7476,68.57,69.8031
Cyprus,39.04191617,42.22472,38.00003052,49.80815948,52.9936597,57.68,61,65.4548,69.33,71.7159
"Czech Republic",26.98630137,34.68733978,49.00000381,64.43114855,68.8150116,72.97,75,74.1104,79.71,81.2986
Denmark,52.55414237,58.22687149,84.89722443,86.84178343,88.7152869,90,93,94.6297,95.99,96.3305
"Dominican Republic",16.83909904,15.91821766,25.87379265,26.77144277,39.53,35.5,45,45.9,49.58,51.93023274
Ecuador,7.317810705,11.54367828,9.714320183,15.06155308,24,31.4,35.13450622,39.0673,43,48.94043379
