"Data Item",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"United States",0.33,0.37,0.36,0.36,0.34,0.37,0.36,0.38,0.39,0.38,0.4,0.42,0.42,0.44,0.45,0.45,0.43,0.44,0.46,0.49,0.52,0.49,0.48,0.49,0.5,0.5,0.5,0.53,0.54,0.56,0.58,0.61,0.61,0.62,0.65,0.65,0.67,0.7,0.73,0.77,0.73,0.76,0.78,0.82,0.86,0.89,0.98,0.93,0.96,0.97,0.96,1.05,1.03,0.98,1.01,0.99,1.03,1,0.99,0.99,0.82,0.82,0.81,0.8,0.83,0.81,0.81,0.81
