Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Mongolia,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7
Montenegro,,,,,,,,,,,,,,,,,,,,,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43
Morocco,21.78,22.014,22.248,22.482,22.716,22.95,23.184,23.418,23.652,23.886,24.12,24.266,24.412,24.558,24.704,24.85,24.996,25.142,25.288,25.434,25.58,25.64,25.7,25.76,25.82,25.88,25.9,25.94,25.99,26.3,26.8
Mozambique,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22
"Burma (Myanmar)",76.62,76.621,76.622,76.623,76.624,76.625,76.626,76.627,76.628,76.629,76.63,76.563,76.496,76.429,76.362,76.295,76.228,76.161,76.094,76.027,75.96,75.9,75.84,75.78,75.72,75.66,75.62,75.58,75.56,75.55,75.53
Namibia,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55
Nepal,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93
Netherlands,2.5,4.65,6.8,8.95,11.1,13.25,15.4,17.55,19.7,21.85,24,24.49,24.98,25.47,25.96,26.45,26.94,27.43,27.92,28.41,28.9,29.442,29.984,30.526,31.068,31.61,31.91,32.21,32.5,32.8,33.1
"New Caledonia",84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37,84.37
"New Zealand",174.49,174.392,174.294,174.196,174.098,174,173.902,173.804,173.706,173.608,173.51,157.978,142.446,126.914,111.382,95.85,80.318,64.786,49.254,33.722,18.19,51.09,83.99,116.89,149.79,182.69,183.15,183.36,183.68,183.82,183.46
Nicaragua,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5
Niger,24.23,24.191,24.152,24.113,24.074,24.035,23.996,23.957,23.918,23.879,23.84,23.807,23.774,23.741,23.708,23.675,23.642,23.609,23.576,23.543,23.51,23.472,23.434,23.396,23.358,23.32,23.27,23.23,23.19,23.14,23.9
Nigeria,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81,76.81
Niue,63.2,63.201,63.202,63.203,63.204,63.205,63.206,63.207,63.208,63.209,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.2,63.2
"Macedonia (F.Y.R.O.M.)",46.33,46.288,46.246,46.204,46.162,46.12,46.078,46.036,45.994,45.952,45.91,45.755,45.6,45.445,45.29,45.135,44.98,44.825,44.67,44.515,44.36,44.128,43.896,43.664,43.432,43.2,42.74,42.75,42.75,42.75,42.75
Norway,27.2,24.869,22.538,20.207,17.876,15.545,13.214,10.883,8.552,6.221,3.89,7.134,10.378,13.622,16.866,20.11,23.354,26.598,29.842,33.086,36.33,36.76,37.19,37.62,38.05,38.48,38.91,39.34,39.76,4.19,4.62
Oman,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,62.66,63.41,63.83,64.28,64.77,64.77
Pakistan,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15,46.15
Palau,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,264.3,,,,,
Panama,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9
"Papua New Guinea",92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7
Paraguay,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88,44.88
Peru,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46
Philippines,12.75,24.236,35.722,47.208,58.694,70.18,81.666,93.152,104.638,116.124,127.61,128.391,129.172,129.953,130.734,131.515,132.296,133.077,133.858,134.639,135.42,134.652,133.884,133.116,132.348,131.58,13.83,13.1,129.37,128.64,127.92
Poland,53,48.3,43.6,38.9,34.2,29.5,24.8,20.1,15.4,10.7,6,13.7,21.4,29.1,36.8,44.5,52.2,59.9,67.6,75.3,83,84,85,86,87,88,89,9,91,92,94
Portugal,,,,,,,,,,,,,,,,,,,,,26.39,26.386,26.382,26.378,26.374,26.37,,,,,
"Puerto Rico",31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,32.13,32.99,33.85,34.71,35.57,36.43,37.29,38.15,39.01,39.87,40.158,40.446,40.734,41.022,41.31,42.74,44.18,45.62,47.6,48.5
"South Korea",2.55,6.161,9.772,13.383,16.994,20.605,24.216,27.827,31.438,35.049,38.66,41.281,43.902,46.523,49.144,51.765,54.386,57.007,59.628,62.249,64.87,67.144,69.418,71.692,73.966,76.24,78.44,81.5,82.7,84.77,86.78
Moldova,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,12.485,18.22,23.955,29.69,35.425,41.16,46.895,52.63,58.365,64.1,64.1,64.1,64.1,64.1,64.1,64.1,64.1,64.1,64.1,64.1
Reunion,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
Romania,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,27.42,48.84,70.26,91.68,113.1,117.26,117.26,117.26,117.26,117.26
Russia,44.12,44.254,44.388,44.522,44.656,44.79,44.924,45.058,45.192,45.326,45.46,45.694,45.928,46.162,46.396,46.63,46.864,47.098,47.332,47.566,47.8,48.06,48.32,48.58,48.84,49.1,49.22,49.41,49.59,49.78,49.97
Rwanda,82.87,83.02,83.17,83.32,83.47,83.62,83.77,83.92,84.07,84.22,84.37,84.517,84.664,84.811,84.958,85.105,85.252,85.399,85.546,85.693,85.84,85.952,86.064,86.176,86.288,86.4,86.1,86.13,86.16,86.18,86.22
"Saint Bartholomew",74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9
"Saint Kitts and Nevis",126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43
"Saint Lucia",114.43,116.363,118.296,120.229,122.162,124.095,126.028,127.961,129.894,131.827,133.76,135.505,137.25,138.995,140.74,142.485,144.23,145.975,147.72,149.465,151.21,124.33,97.45,70.57,43.69,16.81,162.73,164.65,166.58,168.5,17.42
"Saint Pierre and Miquelon",16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97
"Saint Vincent and Grenadines",127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71,127.71
Samoa,59.34,59.336,59.332,59.328,59.324,59.32,59.316,59.312,59.308,59.304,59.3,59.297,59.294,59.291,59.288,59.285,59.282,59.279,59.276,59.273,59.27,59.264,59.258,59.252,59.246,59.24,59.24,59.23,59.23,59.22,59.22
"San Marino",4.8,8.954,13.108,17.262,21.416,25.57,29.724,33.878,38.032,42.186,46.34,46.927,47.514,48.101,48.688,49.275,49.862,50.449,51.036,51.623,52.21,52.76,53.31,53.86,54.41,54.96,54.96,54.96,54.96,54.96,54.96
"Saint Thomas and Principe",94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71
"Saudi Arabia",16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57
Senegal,28.4,28.356,28.312,28.268,28.224,28.18,28.136,28.092,28.048,28.004,27.96,27.882,27.804,27.726,27.648,27.57,27.492,27.414,27.336,27.258,27.18,27.164,27.148,27.132,27.116,27.1,27.9,27.8,27.7,27.5,27.4
Serbia,59.77,59.777,59.784,59.791,59.798,59.805,59.812,59.819,59.826,59.833,59.84,54.796,49.752,44.708,39.664,34.62,29.576,24.532,19.488,14.444,9.4,25.77,42.14,58.51,74.88,91.25,91.52,91.7,91.16,91.23,91.19
Seychelles,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71
"Sierra Leone",46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25
Singapore,59.68,54.322,48.964,43.606,38.248,32.89,27.532,22.174,16.816,11.458,6.1,12.079,18.058,24.037,30.016,35.995,41.974,47.953,53.932,59.911,65.89,67.734,69.578,71.422,73.266,75.11,76.6,76.6,76.6,76.6,76.6
Slovakia,7.56,15.222,22.884,30.546,38.208,45.87,53.532,61.194,68.856,76.518,84.18,85.307,86.434,87.561,88.688,89.815,90.942,92.069,93.196,94.323,95.45,76.696,57.942,39.188,20.434,1.68,11.26,11.24,11.24,11.24,11.24
Slovenia,99.97,101.708,103.446,105.184,106.922,108.66,110.398,112.136,113.874,115.612,117.35,119.77,122.19,124.61,127.03,129.45,131.87,134.29,136.71,139.13,141.55,142.134,142.718,143.302,143.886,144.47,144.51,144.6,144.2,144.81,145.44
"Solomon Islands",74.38,67.681,60.982,54.283,47.584,40.885,34.186,27.487,20.788,14.089,7.39,13.528,19.666,25.804,31.942,38.08,44.218,50.356,56.494,62.632,68.77,70.714,72.658,74.602,76.546,78.49,77.74,67.9,6.14,63.2,54.6
Somalia,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66,61.66
"South Africa",49.65,49.66,49.67,49.68,49.69,49.7,49.71,49.72,49.73,49.74,49.75,49.76,49.77,49.78,49.79,49.8,49.81,49.82,49.83,49.84,49.85,49.862,49.874,49.886,49.898,49.91,49.92,49.92,49.93,49.94,49.95
Spain,,,,,,,,,,,,,,,,,,,,,36.83,36.95,37.07,37.19,37.31,37.43,38.31,38.42,38.43,38.44,38.44
"Sri Lanka",47.23,47.231,47.232,47.233,47.234,47.235,47.236,47.237,47.238,47.239,47.24,47.244,47.248,47.252,47.256,47.26,47.264,47.268,47.272,47.276,47.28,47.264,47.248,47.232,47.216,47.2,47.2,47.2,47.2,47.2,47.19
Sudan,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68
Suriname,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9,211.9
Sweden,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.492,44.654,44.816,44.978,45.14,45.302,45.464,45.626,45.788,45.95,46.24,46.53,46.82,47.11,47.4,47.6,47.81,48.1,48.22,48.43
Switzerland,,,,,,,,,,,117.7,117.919,118.138,118.357,118.576,118.795,119.014,119.233,119.452,119.671,119.89,98.508,77.126,55.744,34.362,12.98,121.19,121.41,121.64,121.85,122.7
Syria,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.552,3.554,3.556,3.558,3.56,3.56,3.55,3.56,3.55,3.55
Thailand,82.59,82.598,82.606,82.614,82.622,82.63,82.638,82.646,82.654,82.662,82.67,82.7,82.73,82.76,82.79,82.82,82.85,82.88,82.91,82.94,82.97,83.156,83.342,83.528,83.714,83.9,83.9,83.8,83.8,83.7,83.7
"Timor Leste",9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24
Togo,73.22,73.185,73.15,73.115,73.08,73.045,73.01,72.975,72.94,72.905,72.87,72.836,72.802,72.768,72.734,72.7,72.666,72.632,72.598,72.564,72.53,72.496,72.462,72.428,72.394,72.36,72.33,72.3,72.26,72.36,72.33
Tonga,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32
"Trinidad and Tobago",53.98,54.009,54.038,54.067,54.096,54.125,54.154,54.183,54.212,54.241,54.27,54.209,54.148,54.087,54.026,53.965,53.904,53.843,53.782,53.721,53.66,53.626,53.592,53.558,53.524,53.49,53.44,53.39,53.33,53.28,53.23
Tunisia,31.4,31.628,31.856,32.084,32.312,32.54,32.768,32.996,33.224,33.452,33.68,34.103,34.526,34.949,35.372,35.795,36.218,36.641,37.064,37.487,37.91,36.304,34.698,33.092,31.486,29.88,37.98,36.48,37.1,37.2,36.9
Turkey,21.73,21.92,22.11,22.3,22.49,22.68,22.87,23.06,23.25,23.44,23.63,24.081,24.532,24.983,25.434,25.885,26.336,26.787,27.238,27.689,28.14,28.75,29.36,29.97,30.58,31.19,32.12,32.12,32.12,32.12,32.12
Turkmenistan,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.741,2.752,2.763,2.774,2.785,2.796,2.807,2.818,2.829,2.84,2.84,2.84,2.84,2.84,2.84,,,,,
"Turks and Caicos",79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57,79.57
Uganda,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9
Ukraine,53.81,55.39,56.97,58.55,60.13,61.71,63.29,64.87,66.45,68.03,69.61,70.588,71.566,72.544,73.522,74.5,75.478,76.456,77.434,78.412,79.39,79.932,80.474,81.016,81.558,82.1,83,83,84,84,84.93
"United Arab Emirates",49.96,49.961,49.962,49.963,49.964,49.965,49.966,49.967,49.968,49.969,49.97,49.968,49.966,49.964,49.962,49.96,49.958,49.956,49.954,49.952,49.95,41.04,32.13,23.22,14.31,5.4,5.4,5.4,5.4,5.4,5.4
"United Kingdom",5,10.6,16.2,21.8,27.4,33,38.6,44.2,49.8,55.4,61,62,63,64,65,66,67,68,69,70,71,71.6,72.2,72.8,73.4,74,75,76,76,78,79
Tanzania,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4
"Virgin Islands (U.S.)",16.37,16.37,16.37,16.37,16.37,16.37,16.37,16.37,16.37,16.37,16.37,17.313,18.256,19.199,20.142,21.085,22.028,22.971,23.914,24.857,25.8,26.068,26.336,26.604,26.872,27.14,29.2,31.27,33.33,35.39,37.45
"United States",47.11,47.569,48.028,48.487,48.946,49.405,49.864,50.323,50.782,51.241,51.7,51.942,52.184,52.426,52.668,52.91,53.152,53.394,53.636,53.878,54.12,54.476,54.832,55.188,55.544,55.9,56.36,56.77,57.15,57.15,57.15
Uruguay,52.8,53.22,53.64,54.06,54.48,54.9,55.32,55.74,56.16,56.58,57,57.4,57.8,58.2,58.6,59,59.4,59.8,60.2,60.6,61,50,39,28,17,6,6,6,59,59,58
Uzbekistan,3.62,6.048,8.476,10.904,13.332,15.76,18.188,20.616,23.044,25.472,27.9,28.45,29,29.55,30.1,30.65,31.2,31.75,32.3,32.85,33.4,33.264,33.128,32.992,32.856,32.72,,,,,
Venezuela,121.68,110.796,99.912,89.028,78.144,67.26,56.376,45.492,34.608,23.724,12.84,12.768,12.696,12.624,12.552,12.48,12.408,12.336,12.264,12.192,12.12,33.52,54.92,76.32,97.72,119.12,119.11,119.1,119.9,119.8,119.8
Vietnam,32.82,33.949,35.078,36.207,37.336,38.465,39.594,40.723,41.852,42.981,44.11,43.319,42.528,41.737,40.946,40.155,39.364,38.573,37.782,36.991,36.2,36.392,36.584,36.776,36.968,37.16,36.9,37.38,37.42,37.27,37.3
"Wallis and Futuna",98.11,98.048,97.986,97.924,97.862,97.8,97.738,97.676,97.614,97.552,97.49,97.428,97.366,97.304,97.242,97.18,97.118,97.056,96.994,96.932,96.87,96.806,96.742,96.678,96.614,96.55,96.55,96.55,96.55,96.55,96.55
"Western Sahara",21.78,22.014,22.248,22.482,22.716,22.95,23.184,23.418,23.652,23.886,24.12,24.266,24.412,24.558,24.704,24.85,24.996,25.142,25.288,25.434,25.58,25.64,25.7,25.76,25.82,25.88,25.9,25.94,25.99,26.3,26.8
Yemen,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,
Zambia,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6
Zimbabwe,63.17,63.174,63.178,63.182,63.186,63.19,63.194,63.198,63.202,63.206,63.21,63.206,63.202,63.198,63.194,63.19,63.186,63.182,63.178,63.174,63.17,63.16,63.15,63.14,63.13,63.12,63.24,57.15,57.15,57.15,57.14
