Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Afghanistan,0.834998383,1.573444776,1.751057213,0.713929569,1.351071291,1.098344226,1.071397212,1.446485552,3.398517888,2.876190288,1.60502158,1.279619033,16.51811731,11.83659709,3.979243783,2.704846765,1.970866367,1.843228948,1.137309619,1.035126897,1.563001881,1.553016046,0.360123305,0.525028869,0.825492991,0.986477154,1.329907914,1.323444627,1.508559542,1.663685222
Algeria,0.040922195,0.038974879,0.048927639,0.046821964,0.032475632,0.025282121,0.019239566,0.017090469,0.007541813,0.003498142,0.001400163,0.000845742,0.000727468,0.000624516,0.000545577,0.000442524,0.000407153,0.000426639,0.000117678,0.000110968,0.00020397,0.000104709,0.001290112,0.000128124,4.35322E-05,0.000312391,0.000169447,0.000112479,7.63011E-05,0.000204232
Angola,43.36339656,44.47093452,45.57834729,47.21025132,49.07725813,50.37740585,51.15005616,53.42705645,57.14743922,60.34832839,62.12195906,67.95974334,70.52992753,77.39550814,84.31832603,85.61681954,80.38577426,73.06916475,59.09442863,47.58755494,40.90401401,35.8056968,33.45571475,33.0614531,33.96529048,35.58822636,38.40587137,39.72777081,39.92905158,39.10663894
Argentina,0.02895574,0.026982482,0.025560733,0.023903596,0.022266505,0.02095364,0.019941315,0.018993323,0.018062316,0.017016663,0.015608228,0.0147085,0.013845159,0.012775523,0.011605986,0.010721069,0.01003949,0.009670001,0.008937295,0.008367552,,,,,,,,,,
Armenia,,,,,0.030050361,0.0268,0.023564921,0.021057769,0.018617389,0.016826276,0.015528019,0.014467246,0.013590973,0.012970493,0.012368552,0.011889051,,,,,,,,,,,,,,
Azerbaijan,0.035114342,0.03474542,0.036073918,0.03528581,0.034270573,0.030821354,0.028485157,0.02646903,0.024630607,0.022844844,0.021240872,0.019860769,0.018924126,0.018227381,0.017229646,0.016515566,0.015358696,0.014152453,0.013368869,0.012498204,0.011778278,0.011076364,,,,,,,,
Bangladesh,39.92237634,41.33675787,33.78749345,30.83380216,26.17858122,21.08526638,16.23340172,18.28519225,18.08471882,17.6790252,7.822068271,7.573889222,7.335641518,9.507819402,10.12352409,5.820035639,2.751915865,2.991373734,4.989645289,3.040932799,3.637076031,3.668467488,0.768351441,0.334361463,0.909762108,0.607275748,0.390392788,0.371572188,0.100973373,0.070591562
Belize,0.689591818,0.197809316,0.191208651,1.206316008,0.106199808,0.344475835,0.19936413,0.167737479,0.357918002,0.107490702,0.045134932,0.010395836,0.0089,0.0074,0.005908154,0.028200189,0.007715704,0.0054,0.0032,0.000871584,,,,,,,,,,
Benin,93.87399924,95.14000703,95.00250928,95.18214216,96.74756396,98.22460453,100.2225455,101.9571516,103.4161082,104.9168434,105.2247067,125.1442442,129.0348505,145.1714022,160.6512053,169.6928821,169.5402705,175.6403615,163.3061154,150.5830863,139.8804059,131.0985214,130.5635648,129.5169468,127.7951516,125.7253473,129.0342844,121.6610962,129.0185422,121.6711466
Bhutan,98.57167902,81.32292906,70.59417509,57.48433988,50.32069366,37.55854225,33.63316062,33.01034256,24.773612,34.46711165,14.20620336,16.03337464,16.58799071,7.840043873,4.632983908,3.880811408,2.8772802,1.52419547,0.696591061,2.257163136,0.489883902,0.349964832,0.109804752,0.043846161,0.097947022,0.061932054,0.004924106,,,
Bolivia,2.203926446,1.785557474,1.810043088,1.099401214,0.895019947,0.500991226,0.466901338,0.321773156,0.20077209,0.208958883,0.461377253,0.113827635,0.085812017,0.076058028,0.058464739,0.092102614,0.142230761,0.128559138,0.072093593,0.053305717,0.149351235,0.046802508,0.050376645,0.082845065,0.042518506,0.006458742,0.000712948,,,
Botswana,1.012446992,1.331603526,0.445722492,4.392561644,2.246733892,1.515863776,6.125654415,6.967884938,3.593771041,4.117228333,3.565774396,2.013820388,1.039183764,0.76995725,0.584856207,0.266705916,0.539813927,0.444347995,0.683749767,0.633078594,0.554709652,0.157148958,0.059507776,0.13565859,0.35215958,0.065146486,0.174459307,0.5135989,0.532904776,0.633786145
Brazil,2.742726149,2.659551581,2.610301947,1.984119277,2.056191543,1.998650351,1.42013143,0.988172062,1.016727424,1.046538403,1.036454531,0.545817585,0.472394959,0.436957165,0.470696146,0.57831658,0.522963107,0.386195886,0.211010404,0.199166022,0.189231671,0.154778883,0.143036189,0.105196989,0.073840107,0.055093096,0.046338345,0.058157009,0.057057934,0.05522535
"Burkina Faso",183.564047,192.899858,199.4486641,204.098901,209.1527796,214.2720284,219.5748163,224.6118993,230.0177123,233.8969806,235.1280646,256.0098587,260.7306065,271.0810408,264.2504189,256.3254614,246.0563106,250.9358098,251.8883582,252.3927112,248.9223569,240.2092562,235.0323189,219.6626647,202.955493,179.9765138,156.7401656,132.3812132,122.7333671,125.3976774
Burundi,166.4718781,172.3812878,178.8035142,162.3572175,171.2062508,178.4913247,179.7035792,175.7448016,176.4206733,175.0496047,169.4050469,163.8770605,153.2333487,142.4108912,122.3964836,100.0979206,87.78023194,81.18326933,76.59488774,76.95418631,68.12117025,63.95205647,50.82548752,45.85920834,43.03035775,46.62120424,58.40547719,60.53854329,50.1961594,48.46750008
"Ivory Coast",174.9531704,181.0220183,182.9920511,184.5787693,185.2776677,186.5839955,186.9072034,187.6462632,189.3715896,191.2299657,185.5256749,204.4578551,206.4826816,222.4863932,228.446096,232.4266902,232.6696139,241.2125906,233.1885188,224.0891083,210.548921,195.8268725,177.0370639,149.3598742,141.8902425,135.7236744,150.7969629,150.4071965,137.7908022,143.4485709
"Cape Verde",0.002715026,0.003280705,0.001457344,0.001567424,0.000782832,0.004541758,0.002439625,0.000646348,0.000982788,0.000731756,0.165304574,0.101387362,0.06926941,0.054787099,0.034118796,0.046121498,0.055036275,0.010829827,0.021093333,0.051746453,0.035435716,0.008083339,0.000553973,0.009522931,0.011771747,0.002718102,0.037291933,0.217519493,0.327631015,1.660517883
Cambodia,6.263595127,5.08615731,4.547435662,5.181030874,4.603975953,4.15578615,3.953888608,4.607038899,3.444122306,3.47164648,7.72420224,4.823810351,4.890230465,7.056761631,5.680212857,3.652067763,6.071394373,3.235568042,3.52122311,4.278624371,2.335892786,2.200950141,1.003434039,0.561376159,0.780996141,0.897606898,0.60742195,0.973790901,0.416602845,0.355493754
Cameroon,99.64089395,108.1076789,114.2061827,119.5904192,125.4322943,130.9992931,136.5251384,143.5521962,149.7641881,154.5703301,151.3893565,163.0207984,164.4190757,178.0901385,186.0115424,183.0606644,166.4410189,165.4293439,147.1418702,134.1691119,125.731618,116.5805891,105.3395269,101.4801351,103.1458124,101.2639042,109.785206,108.5152977,104.8391579,105.21928
"Central African Republic",59.93742688,63.25376389,65.19618859,68.9687928,72.61796353,76.75063291,83.4067282,88.52695671,94.32201898,101.6590003,107.3033515,113.4968411,119.97768,129.9808025,137.1888622,139.6367603,141.4471298,141.2070024,131.4326249,122.5097344,115.1590725,108.0824552,104.0677595,103.1308428,101.7948433,98.50556539,94.8594954,92.05249647,90.61043688,85.87880885
Chad,68.48202795,68.73500944,69.91477028,71.46329138,71.95092989,73.13937752,75.76905842,77.30988408,78.55157848,78.99881434,76.92647395,74.42089371,63.23207554,63.74593989,59.91981828,61.31655499,63.62038592,68.32975914,67.92981536,68.64455255,65.32139842,59.55144534,54.69009493,50.97807297,48.73838732,47.34199985,48.66511116,48.1261868,46.73793453,48.88074576
China,0.129614729,0.188599337,0.174003353,0.108177753,0.092722714,0.085723134,0.073798254,0.075349514,0.043901026,0.089451866,0.009431221,0.002741404,0.004645364,0.003333986,0.003667369,0.003227133,0.00255122,0.001497925,0.001019143,0.000653087,0.000859325,0.000760255,1.39146E-05,6.46517E-06,1.06804E-06,2.1697E-07,,,,
Colombia,3.634728353,5.830334745,6.45272311,3.602054938,2.728303995,5.087212002,3.138026153,4.725400179,5.263061398,1.383269973,2.08551987,3.476232338,2.310986669,1.698821723,1.04529023,0.747195506,0.743260808,0.803686472,0.301020699,0.295872481,0.450325568,0.234455991,0.347909581,0.258799007,0.269914994,0.297251941,0.402789616,0.274784588,0.122427399,0.118018608
Comoros,114.5727226,112.9537644,71.8844303,69.77014665,46.10343796,36.31736538,29.6477821,31.93584211,54.66032753,52.98742607,32.52263795,32.57160993,34.04790348,45.35250687,63.76589905,42.98826992,87.45975362,39.80665225,33.23837136,70.04214254,93.84758512,79.86156699,76.461153,64.43934661,4.224711002,2.16759839,1.666682243,3.338026197,21.19106605,27.41914386
"Congo (Brazzaville)",74.82827515,76.81594927,78.34025643,79.4914341,83.57526524,86.5981699,89.55571487,92.95973159,92.54695083,94.06878816,91.43480998,89.08190954,82.20106622,82.93627868,81.47765086,78.50691241,71.37900912,64.98048546,56.44041439,50.63407718,48.97646299,49.62654833,49.99762413,50.38115073,51.00750817,49.10721848,50.37680172,51.88281726,51.02851721,48.6659634
"Costa Rica",0.024688827,0.022754313,0.021707004,0.020338654,0.019690995,0.018995632,0.01709309,0.016274025,0.015443263,0.014665314,0.012984491,0.012301342,0.011516071,0.010792383,0.010051786,0.008856811,0.008560793,0.007388121,0.006989086,0.006542825,0.006749964,0.006241747,,,,,,,,
"North Korea",,,,,,,,,0.025571935,0.024554233,0.023447509,0.022313698,0.021206133,0.02001894,0.018781118,0.017644111,0.016599537,0.015566987,0.014717896,0.013824937,0.012969788,0.012149463,0.011349774,0.010585391,0.009905877,0.009265467,0.008680046,0.008116766,0.007518199,0.006974524
