Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,2.798501303,2.807544734,2.802714526,2.783860715,2.750838243,2.704163864,2.71312076,2.709968446,2.693829492,2.664203033,2.621290453,2.624256371,2.615582404,2.596546573,2.568980617,2.534843132,2.54122587,2.531509761,2.506093566,2.466457674,2.414561188,2.432312846,2.425855779,2.391254884,2.322547764,2.211481747,2.244858888,2.268907439,2.277320428,2.2611041,2.211833444,2.225539738,2.242935547,2.263906981,2.291191728,2.329483581,2.325560779,2.312132156,2.293559282,2.272249856,2.248399951,2.227795885,2.21176844,2.200083582,2.192472575,2.189611196,2.214220199,2.234100939,2.252807583,2.275048099,2.303284913,2.337387233,2.377717688,2.420284102,2.459510679,2.493139921,2.541557556
Albania,5.410511621,5.390592562,5.405192318,5.434914947,5.456084938,5.457762542,5.403676484,5.33713782,5.270817036,5.220100655,5.193206727,5.181525271,5.178219966,5.181649807,5.188379042,5.196851896,5.21799787,5.239821564,5.261465482,5.282021836,5.301243194,5.329962136,5.354777116,5.375737347,5.390937113,5.399862074,5.413535714,5.417391784,5.423439671,5.448271114,5.502621704,5.657270753,5.837059767,6.036463074,6.242320325,6.445317529,6.577425727,6.696969099,6.812513472,6.936630658,7.074571505,7.331905376,7.610477492,7.906319662,8.211322616,8.521784541,8.927716086,9.34502946,9.775304673,10.21823478,10.67258398,11.05383306,11.41861461,11.77179136,12.13698419,12.53670444,12.83391449
Algeria,3.221174002,3.306538029,3.403188992,3.493660815,3.558336593,3.589250993,3.598338925,3.581638042,3.553254139,3.528743949,3.51554505,3.543657336,3.574089069,3.59844722,3.60680079,3.595974864,3.581776844,3.551681543,3.513257999,3.47559462,3.443478198,3.435161162,3.431547727,3.426686908,3.41327769,3.389640256,3.382831198,3.370605702,3.360320716,3.361291571,3.378873107,3.413951827,3.457885102,3.511296717,3.575579838,3.652055483,3.765024566,3.893884529,4.035247938,4.183251606,4.335062016,4.46369388,4.58771336,4.708439955,4.825827319,4.93964616,5.052058423,5.157860292,5.260041281,5.361799663,5.467201523,5.51705971,5.56972401,5.635777367,5.731986958,5.869785076,6.020834037
Angola,2.542430848,2.574385228,2.585261217,2.579703054,2.565234952,2.54492005,2.564198061,2.577398735,2.583436533,2.578947622,2.562149324,2.583471206,2.595395467,2.598612798,2.594584296,2.584374132,2.599279559,2.608428398,2.612024359,2.610026638,2.602615931,2.609127777,2.612251356,2.611653635,2.60698289,2.599179078,2.604505415,2.600071598,2.588343132,2.571547353,2.550141762,2.544839082,2.536630542,2.524766606,2.50858644,2.488647763,2.488127869,2.481539343,2.469595889,2.452443503,2.429699207,2.428078321,2.422184612,2.412080972,2.397862875,2.380109962,2.374151254,2.367308361,2.357879943,2.343231108,2.323458241,2.310326809,2.293196367,2.280595607,2.283381722,2.306313815,2.349443383
"Antigua and Barbuda",4.080305029,4.068110573,4.035419292,4.000411706,3.971507291,3.942021355,3.960747031,3.983585859,3.995050653,4.003944773,4.003099943,4.074030621,4.135827455,4.193189279,4.269307825,4.375148375,4.541744484,4.721783877,4.916534832,5.07969753,5.198660167,5.418388854,5.595737633,5.741286171,5.867797808,5.97575306,6.228836344,6.48979291,6.771749829,7.09021868,7.468213986,7.550477662,7.662180134,7.756870371,7.806857318,7.791466877,7.595070609,7.348949691,7.080687781,6.820153731,6.579010337,6.521509106,6.496186215,6.524005361,6.600043056,6.723583521,6.729715064,6.743196069,6.744306754,6.72251846,6.666948374,6.639225232,6.586275665,6.532139352,6.52642225,6.583068963,6.728207363
Argentina,5.578994208,5.720901994,5.858204759,5.993620339,6.130228443,6.269948154,6.427658002,6.581940688,6.732566457,6.878602449,7.019759432,7.168794751,7.306862472,7.434312279,7.550736208,7.655986166,7.793598798,7.913845103,8.020132606,8.117741841,8.211140669,8.290242173,8.373177514,8.45737959,8.537305557,8.611470226,8.725238067,8.815109827,8.891825851,8.969453186,9.053481911,9.160937254,9.270646267,9.377085934,9.470363184,9.5471489,9.649298941,9.735770548,9.80737876,9.865412278,9.911588093,9.975047976,10.01773321,10.04810075,10.07663671,10.11025077,10.16038367,10.21342037,10.27121501,10.33432667,10.40473644,10.50346811,10.60134373,10.70165262,10.80895822,10.92630171,11.06082386
Armenia,6.348046016,6.100620606,5.876261367,5.682971734,5.531427069,5.427989487,5.402738363,5.416942411,5.458240669,5.50849092,5.557124272,5.636807273,5.685640811,5.718043587,5.752903924,5.797285118,5.867290702,5.944649109,6.005182472,6.01409266,5.959414159,5.879211916,5.751066323,5.605827714,5.484181708,5.410656982,5.348476058,5.316022112,5.334482663,5.434233977,5.631958939,6.075057107,6.6219164,7.231487159,7.833332318,8.381297357,8.781600996,9.086919414,9.346237829,9.640866334,10.01567637,10.43021908,10.91635609,11.39615999,11.7472369,11.89970412,11.90430962,11.73035905,11.45140326,11.18066845,10.99359784,10.86563028,10.81660087,10.82550633,10.8608777,10.90923739,11.06428575
Aruba,2.482890926,2.584869584,2.690973766,2.800952465,2.929934072,3.078800558,3.234860955,3.396778917,3.574487035,3.778564861,4.004198906,4.360699865,4.735962567,5.120926913,5.491673275,5.855878134,6.042650117,6.241924262,6.440610286,6.647215739,6.850705538,6.985652253,7.107343712,7.194418096,7.269717996,7.317614953,7.38139327,7.455565798,7.53286727,7.609123083,7.655794944,7.392219368,7.173737818,7.016164625,6.929595828,6.912006374,6.986778846,7.090613334,7.229854372,7.390596034,7.580377093,7.757971108,7.955406771,8.167640723,8.38287572,8.591336686,8.91879562,9.229401304,9.548804673,9.891279706,10.28828847,10.5837163,10.91862698,11.29502747,11.7038393,12.1371273,12.6061323
Australia,8.577630053,8.597076968,8.607508131,8.610287793,8.603417425,8.587548367,8.513936289,8.433123222,8.351869008,8.278677307,8.220413026,8.323088755,8.42026606,8.519929428,8.633690937,8.768374934,8.921633687,9.103349935,9.295760002,9.470815177,9.614697517,9.774361199,9.887830416,9.981026859,10.0915439,10.23827432,10.37711736,10.54479763,10.72647714,10.90147064,11.06252169,11.26248374,11.44355456,11.60451413,11.74628358,11.87148039,11.9821954,12.07735953,12.16290665,12.24841646,12.34462458,12.43706514,12.53805418,12.64911683,12.76805306,12.89425618,12.95920608,13.02376837,13.10971966,13.2461921,13.44754699,13.70789392,14.0169931,14.35065393,14.67564099,14.9770273,15.25289391
Austria,12.15172444,12.33807453,12.52980194,12.72161759,12.90754209,13.08719127,13.30244932,13.49722752,13.67199676,13.82894975,13.97068401,14.17440804,14.34853202,14.49787796,14.62469956,14.72878773,14.93731832,15.12129258,15.25339225,15.28634461,15.19540978,15.06867041,14.81265705,14.50494811,14.25797587,14.13625292,14.18637702,14.35253933,14.5800539,14.7856938,14.92147346,15.08034337,15.17326224,15.21099745,15.21311444,15.18985758,15.24527171,15.27790296,15.30337456,15.3368733,15.38990611,15.5200557,15.65033834,15.79435391,15.97298463,16.19731876,16.4900024,16.82314132,17.17391703,17.50565529,17.7983838,18.05263063,18.27278226,18.46984454,18.65645727,18.84048419,19.02745561
