"Data Item",1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
"Average length of military conscription period",17.39,17.192,16.994,16.796,16.598,16.4,16.202,16.004,15.806,15.608,15.41,15.363,15.316,15.269,15.222,15.175,15.128,15.081,15.034,14.987,14.94,14.307,13.674,13.041,12.408,11.775,11.142,10.509,9.876,9.243,8.61,8.422,8.234,8.046,7.858,7.67,7.482,7.294,7.106,6.918,6.73
