Togo,860,860,820,700,770,850,930,1040,1000,1000,990,970,960,1000,1020,1030,1080,1110,1010,1020,1030,1050,1090,1110,1250,1310,1370
Tonga,2370,2580,2620,2770,3080,3170,3230,3270,3440,3520,3630,3820,4000,4120,4220,4430,4520,4480,4660,4730,5040,5260,5350,5240,5350,5540,5760
"Trinidad and Tobago",7300,7490,7480,7630,8080,8560,9300,10400,11480,12540,13400,14480,15930,18370,20930,22420,25940,27940,29340,27870,29140,27260,27630,30200,30190,32180,30810
Tunisia,3510,3650,3920,3950,4110,4260,4550,4860,5100,5440,5740,6060,6180,6570,7100,7440,8040,8650,9050,9400,9750,9640,10150,10460,10920,11090,11150
Turkey,6040,6190,6610,7200,6770,7340,7890,8480,8990,8640,9440,9010,9150,9430,10720,11760,13480,14700,15890,15320,17310,19490,20480,22110,22910,23780,23990
Turkmenistan,,,,4430,3750,3380,3600,3280,3430,3950,3970,4330,4380,4630,4930,5380,6350,7150,8040,8400,8920,10130,11280,12540,13940,15220,16060
Tuvalu,,,,,,,,,,,,4730,5830,4050,4470,4420,4440,5170,5140,5280,4710,4750,4050,5050,4590,6030,5920
Uganda,500,520,530,580,610,670,730,760,780,830,830,850,920,960,1020,1070,1190,1290,1380,1440,1480,1600,1630,1660,1720,1770,1820
Ukraine,6920,6520,5880,5040,4060,3630,3370,3350,3330,3380,3690,4210,4560,5150,5970,6380,7070,7890,8320,7090,7550,8090,8330,8480,8580,7850,8190
"United Arab Emirates",,,,,,,,,,,,84430,80050,82540,85500,83520,83040,77120,69730,59770,56400,58420,60960,64970,67660,70590,72850
"United Kingdom",16800,17150,17760,18580,19990,19600,20850,22300,23350,23960,26210,27630,29090,30400,32190,33040,34720,35530,36190,34520,36200,36900,37430,38780,40180,41190,42100
"United States",23730,24180,25180,26000,27350,28550,29980,31620,33230,34850,36930,37860,38590,39960,42260,44740,47390,48420,48640,47250,48880,50710,52850,54000,56190,57640,58030
Uruguay,6130,6600,7270,7600,8250,8260,8830,9740,10220,10190,10180,9990,9440,9260,9970,11220,12100,13200,14270,14890,16110,17300,18250,19290,20180,20520,21090
Uzbekistan,,,1760,1730,1640,1630,1650,1720,1800,1880,1950,2050,2150,2260,2490,2730,2970,3460,3840,3990,4280,4650,5070,5540,5920,6200,6640
Vanuatu,1690,1560,1550,1680,1640,1760,1750,1810,2040,2070,2130,2130,1940,2000,2080,2170,2420,2530,2830,2790,2790,2830,2770,2970,3050,,
Venezuela,9190,10230,10640,10690,10390,10880,10840,11450,11400,10820,11290,11660,10460,9680,11500,13110,14740,16470,17230,16370,16010,16550,17530,17700,,,
Vietnam,910,990,1100,1190,1320,1470,1610,1730,1830,1920,2070,2220,2370,2550,2780,3050,3310,3580,3810,3950,4230,4510,4800,5070,5390,5720,6050
"West Bank and Gaza",,,,,1350,1500,1480,1580,1720,1760,1650,1440,1230,1340,1410,1560,1570,1730,2040,2110,2500,2860,3000,3270,3310,3250,3290
Yemen,2140,2170,2310,2350,2440,2460,2410,2500,2690,2660,2840,2960,3020,3070,3150,3340,3580,3700,3770,3940,4130,3530,3690,3830,3730,2710,2490
Zambia,1380,1350,1340,1470,1350,1390,1470,1500,1460,1540,1590,1680,1740,1860,1920,2040,2170,2310,2550,2880,3000,3200,3530,3550,3750,3800,3790
Zimbabwe,1620,1720,1550,1580,1720,1720,1920,1950,1970,1970,1930,1990,1830,1540,1460,1400,1360,1310,1040,1190,1340,1540,1770,1850,1890,1930,1920
