Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24863,25011,25158,25305,25452,25599,25746,25893,26040,26187,26334,26481,26907,27650,28469,29288,30108,30927,31746,32565,33107,34205,34525,31607
Mali,,,,,,,,3026,7643,4977,6761,6146,5397,7175,7152,5014,6850,7163,7429,6200,6667,7143,7143,7143,7143,6667,6667,6667,6667,6993,7067,6286,5536,6667,6500,6979,6500,6371,6289,6217,6156,6105,6168,6132,6102,6063,6035,6006,5973,5769,5714,5791,5684,5696
Mozambique,10000,10000,10000,10000,10000,10000,15000,12000,8333,11333,9500,6667,7500,7500,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,5351,6038,6000,6667,6364,6667,6429,6347,6761,6806,5500,5556,5469,5492,5455,5500,5469,5500,5484,5500,5441,5493,5429,5429,5337
"Burma (Myanmar)",8160,7286,5784,5492,6614,5940,5976,7085,6637,7027,7019,8224,8566,8595,8556,8829,8240,9599,10109,10305,10825,9692,10868,10550,10360,10998,11227,11358,10897,10773,9540,8317,8162,8882,9238,9087,9095,9708,8953,9078,9469,9496,9046,8729,8464,9448,9000,9946,10131,10385,10933,10539,11147,11605
Nepal,10667,11333,11543,11160,12129,12105,11875,9787,9348,9478,9669,10036,10191,12116,12531,12059,13636,13950,13947,11845,11410,12079,12842,10584,12178,12948,11820,10934,13003,12347,11429,12667,11111,12222,12994,13408,12727,12674,13015,10440,14520,14494,14375,14326,14500,14280,14340,14657,15121,16000,13655,13685,13717,13119
Nigeria,,,,,,,,,,,,,,,,,,,,,5300,5000,5000,5500,6000,7000,8400,8500,8600,7859,8800,8900,9000,9633,9856,10076,10293,10507,10717,10925,11129,11330,11539,11756,11969,12178,12383,12581,12774,12960,13138,13900,13900,13536
Pakistan,8519,7320,7030,7429,6701,7327,6190,6514,6774,6970,6708,6869,6721,7113,6815,6982,7050,7572,7116,6641,6570,6714,6973,7044,7029,7231,6158,6091,6264,6327,6317,6373,6421,6611,6563,6573,6653,6750,6754,6964,6869,7114,6987,6157,6162,6415,6344,6240,6221,6207,6193,6181,6174,6160
Peru,9600,9518,9475,9512,9600,11552,12546,12979,15133,15463,16843,16926,14268,13708,15787,15056,15000,15000,15000,17600,14938,15411,15922,16093,16111,16111,15789,15789,15789,15789,18000,16471,16667,19444,18163,20000,20160,15526,18125,17000,16667,18000,16667,16800,16538,16429,16667,15625,15766,15689,15541,14737,14737,15036
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22500,21429,21294,19988,21155,21248,21509,21429,21429,20909,21026,20870,21700,22652,27322,29526,35414,36462,37398,38636,38636,38636,37879
"South Africa",10000,10000,10000,10000,10000,11000,10909,10000,10000,10000,10000,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,9097,9890,9850,9810,9770,9730,9690,9873,9826,10000,10000,9652,9515,9330,9101,8868,8634,8405,8185,7979,7792,7626,7043,7500,7350
Spain,17665,17931,17250,16667,16667,18182,64722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,12556,11844,13897,14038,14128,13274,12278,12717,10426,9776,9438,9901,11353,10110,11173,12881,10139,12198,10714,12999,11159,9953,11256,11435,11511,11331,10958,12789,12718,13270,13747,13965,15038,15491,15044,15092,15373,16826,17281,14508,14634,13598,15336,14730,13388,14204,14561,17452,16471,16967,16383,14957,14408,14123
"Soviet Union",15800,16800,17800,15360,16478,17870,22826,19522,22826,21739,22980,23438,23921,24094,22625,27000,26000,25853,26583,29083,25000,25000,25000,25000,25000,25000,22500,21429,20455,21798,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159375,155192,114783,83846,77000,85000,100000,105000,100000,105000,100000,100000,100000,100000,100000,100000,100000,101586,103722,105719,108108,110526,108108
Vietnam,13951,14082,13583,15385,15944,13130,15833,16667,15000,17949,15851,16000,15000,18333,19919,19866,16695,17367,17804,16944,19619,22021,19594,22050,21361,20920,17997,21499,23694,20265,24095,22155,16250,19394,19733,18750,19224,21791,22927,20545,18718,20816,26042,30213,22500,16825,21966,22941,26475,33033,21554,24248,33951,38189
Zimbabwe,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6609,6682,6667,6660,6645,6667,6610,6593,6576,6560,6667,6537,6525,6520,6518,6513,6719,6454,6395,6334,6274,6217,5952,5952,6063
