Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Albania,5.603882349,5.636186753,7.205801993,8.059727571,8.207809318,9.900371802,10.12083404,10.57403911,10.45524649,8.843607921,9.422987853,9.97881937,9.439993604,10.20613031,9.815683148,10.37002328,11.20048442,12.42588232,12.87935389,13.00613525,13.61458632,13.343947,15.07460102,13.10832418,13.25406912,
Algeria,11.95634779,11.16771392,11.10639582,10.83453179,11.13924955,11.08188709,11.91438156,11.75483486,11.93745773,11.54065292,11.79519089,12.12534521,11.97154374,12.07591011,12.44078836,12.65261384,12.01486065,11.70417245,11.84064772,11.00351888,11.59591284,11.43739232,10.75650112,10.67913609,10.20584223,
Angola,9.091264969,8.772102662,8.12153925,5.904929947,6.029176958,6.661531633,7.198759844,7.601910109,8.139739224,8.00053767,8.02333199,8.00956786,7.12463351,6.948907598,7.488827387,9.164426619,10.08470491,11.59048567,12.18734149,11.48507198,11.32205843,11.32802152,10.85484921,11.57984101,11.48562866,
"Antigua and Barbuda",11.05474789,11.1597,11.2647,11.3698,11.4748,11.5798,11.6848,11.7898,11.8948,11.9998,12.1048,12.2098,12.3148,12.4198,12.52476074,13.1178889,14.17674987,15.17535126,,,,,,,,
Argentina,7.684963016,8.399511546,8.940717557,9.44132273,9.393206973,8.99632255,9.155652562,9.591174798,9.631059104,9.148310734,8.969789414,9.013693046,8.263847285,8.405801252,8.389454263,9.077520755,9.01537725,9.701763926,9.58685497,9.275885109,9.805719068,10.1521169,10.01253323,9.983497187,9.327942057,
Armenia,1.717859088,1.439050401,1.647416734,2.830510731,4.744910032,4.251715148,4.156304886,4.108003346,4.327809138,4.623816342,4.456353351,4.903785228,5.933086667,6.408099038,6.695205242,6.356487724,7.065260236,7.207736327,7.317201606,7.230357418,7.76666017,7.435876649,7.286928214,7.709672133,7.829626859,
Australia,5.64707291,5.705364217,5.625273202,5.584706886,5.815028099,5.922765638,5.7784675,5.857202662,5.962221576,6.127071652,6.251061189,6.513837542,6.535560817,6.654526059,6.814633491,6.983146744,6.905524661,6.926935906,6.926892739,7.028872305,7.143810579,7.272514594,7.632138764,7.845105441,8.129418182,7.984104833
Austria,9.649448368,9.375813809,9.961994983,9.901139057,10.16651487,9.992044688,9.627660493,9.911905239,10.09371567,10.47875796,10.8702041,10.42606502,10.50422504,10.00218828,10.12280879,10.07325397,10.37656409,10.87546105,10.97492717,11.17911724,10.65734072,11.27972526,11.41440178,11.26784964,11.71781159,11.58496818
Azerbaijan,2.689409068,2.695543094,2.57466676,2.209427226,1.954881952,1.834982953,2.199374884,2.415262083,2.559333247,2.955644075,3.177207299,3.446306225,3.773750607,3.98968812,4.18095257,5.032420458,6.868041119,9.381987173,9.4487027,11.53821281,12.46549578,11.50483139,10.78705013,11.25722532,11.12798646,
Bahamas,9.645150624,9.8258,10.0064,10.1871,10.3677,10.5484,10.729,10.9097,11.0903,11.2709,11.4516,11.6322,11.8129,11.9935,12.17417112,12.00878332,12.13665088,12.26011343,,,,,,,,
Bahrain,3.370642955,3.808683366,3.693489782,3.955605768,3.712044163,3.809823157,3.967739785,3.628660307,3.619167512,3.80981394,3.798334203,3.788324464,3.785630661,3.78325975,4.03205624,3.749211744,3.726035786,3.85618918,3.779286469,3.990101963,4.027044937,4.105830019,4.297399715,4.151476955,4.19270647,
Bangladesh,10.73684439,11.27233991,11.26077308,11.16787738,11.10856568,10.73309101,11.15247521,11.15514984,11.25462402,11.62599147,11.83066751,11.36441824,11.52471874,11.45550049,11.83663817,12.14420141,12.09080088,12.38978084,12.51427923,12.49527523,12.18040267,12.50006031,12.68889695,13.1722763,13.37876308,
Barbados,10.75369409,10.7423,10.7309,10.7195,10.7081,10.6967,10.6853,10.6739,10.6625,10.6511,10.6397,10.6283,10.6169,10.6055,10.59405913,10.59049122,10.96588168,11.07586461,,,,,,,,
Belarus,1.87081847,1.897130444,2.055271787,2.229850231,2.318656863,2.245706689,2.248083074,2.510736994,2.778345793,2.950230748,3.07133282,3.202887708,3.300267962,3.431595456,3.698109,4.049827379,4.185075278,4.640176011,5.106323859,5.388874442,5.598253317,5.541832981,5.424423373,6.127389858,6.127398204,
Belgium,6.382962814,6.222131697,6.24852259,6.338322316,6.165639198,6.202022888,5.983242078,6.20481703,6.22408674,6.420152958,6.571020152,6.642784722,7.034829852,6.807991933,7.02125673,7.176951591,7.421669692,7.808266678,7.636302313,7.769623761,7.417053445,8.107139689,8.479044794,8.177433038,8.7836064,8.900388027
Belize,9.119712546,9.47,9.8204,10.1707,10.5211,10.8714,11.2217,11.5721,11.9224,12.2727,12.6231,12.9734,13.3237,13.6741,14.02441664,13.84994333,13.55828301,13.24594089,,,,,,,,
Benin,4.383234781,4.499796404,4.521309276,4.675278655,4.668256071,4.844166264,4.339912768,4.422858942,4.661308793,4.707139872,5.770947232,5.715684349,5.575726918,5.468802205,5.470278163,5.544360191,4.884270988,4.761313517,4.88577019,4.764666283,4.579733211,4.589267674,4.64332164,4.762037632,4.801222393,
Bhutan,22.31901957,21.8248,21.3305,20.8362,20.342,19.8477,19.3534,18.8592,18.3649,17.8707,17.3764,16.8821,16.3879,15.8936,15.39935069,14.55545173,15.03645123,15.33369787,,,,,,,,
Bolivia,9.736407056,9.942277801,9.541254147,9.305520722,8.848327904,8.253545253,8.011609863,7.709793832,8.010939889,8.18662423,7.501570552,9.803626941,8.380944548,8.279848248,8.614881095,8.247976592,6.906114498,8.86336711,8.846197083,8.777586676,8.39019711,8.3582316,7.642412599,8.117856249,8.018245882,
"Bosnia and Herzegovina",,,,,4.050305109,4.699158529,7.602154409,6.617498428,6.154959643,6.816953085,5.483572162,5.923991761,5.946158693,6.194177213,6.011527167,6.23860426,6.251559253,6.604660187,6.198392133,5.772681354,5.580161591,5.107420208,5.409129366,5.736033206,4.782829434,
Botswana,9.173058728,9.678308404,8.643426628,8.782712591,9.236423788,9.652839256,10.47080198,10.78064594,9.619227892,10.21536805,10.02230459,9.931026997,10.36995692,10.88476175,11.36801672,11.5177506,12.07676397,12.65269787,12.70294539,12.57648424,12.47378471,13.76890142,12.68169443,13.35153128,12.70449785,
Brazil,11.01938036,10.97839054,10.81437722,11.04254605,11.04893038,11.15509013,10.82554939,10.6523116,10.43794791,10.25447831,10.63343409,10.5963563,10.63836448,10.58574422,10.60568002,10.67639349,10.72649575,10.76669555,10.7179797,11.06624013,10.76149043,11.0167406,10.76211548,10.6330007,10.35135068,
Brunei,12.68868904,11.57425038,11.27643012,11.74969516,13.06171025,11.38982403,11.64027012,11.10493582,11.08968204,11.20829352,11.46664524,12.72454123,13.525785,11.98742612,13.14016944,13.65975399,10.03592955,9.815623819,8.768212861,10.0284964,9.661916769,8.386620205,8.557837258,10.54516692,8.8144597,
Bulgaria,2.871756914,3.388909029,3.362823421,3.089428996,3.244165619,3.075068666,3.141519588,3.427512927,3.686310706,3.805401836,3.93351041,3.934646226,4.280970125,4.389467132,4.808658405,4.881212769,5.068047223,5.549577738,5.942698259,6.452743052,6.323976941,5.98979263,6.275281833,6.868354821,6.579695603,
"Cape Verde",19.50237997,19.7636,20.0248,20.2859,20.5471,20.8083,21.0695,21.3307,21.5919,21.8531,22.1143,22.3755,22.6367,22.8978,23.15903672,22.25889587,23.32904967,26.60737044,,,,,,,,
Cambodia,,,,,,4.142202851,4.174742368,4.339083763,4.002500368,4.473618909,4.900193137,5.272000984,4.825071173,5.082338917,6.808377406,7.60581545,8.441155536,9.172889628,9.756989868,6.705485616,6.812282063,6.972108856,7.181152397,7.471262651,7.4934567,
Cameroon,6.708623584,6.39111522,6.126374942,5.45163763,5.377535451,5.50339184,5.634537291,5.769692093,5.882557525,6.074407892,6.068166234,6.268103271,6.368537044,6.366519449,6.40273024,6.511074232,7.05240289,7.722293632,7.876083125,7.42580522,7.610430269,8.22362827,8.340171282,8.37794302,8.49328674,
Canada,4.116926589,4.039343084,3.982371244,3.955565415,3.992361807,4.045549441,4.030824116,4.160329785,4.344260187,4.442642143,4.541316954,4.690248839,4.816519441,4.656909363,4.691800435,4.815573097,5.00033644,5.070500853,5.077507362,5.120327176,5.225588789,5.254270719,5.410066375,5.478390381,5.45416253,5.655429233
Chile,8.499407573,8.960807866,9.211750316,9.580477465,9.358951276,9.487751473,9.148479024,8.776912651,8.842877033,8.288453101,8.681458728,9.139011058,9.102259465,9.377154637,9.439986146,9.682112139,9.88944081,10.00229423,10.45547486,10.57303314,10.71024537,10.43081263,9.923389054,9.927928013,10.84381793,11.1078777
China,1.990114863,2.23337512,2.466983257,2.65189999,2.862514224,2.957971638,3.163660374,3.459338071,3.705033592,3.913464888,4.116569666,4.285439034,4.381341081,4.218698706,4.072634212,4.103818157,4.23122648,4.4690249,4.750893017,4.864801753,4.873233346,4.976962615,5.171647388,5.39862154,5.704152579,
