Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,5.11,5.07,4.75,4.99,4.91,5.24,5,5.11,4.95,4.96,4.91,4.97,4.93,4.87,4.65,4.81,4.67,4.76,4.91,5.06,5,5.15,4.85,4.81,4.91,4.85,4.79,4.74,4.73,4.77,4.57,4.59,4.56,
Bulgaria,,,,,,,,,,,,,,,2.32,2.56,2.7,2.19,2.49,2.85,3,2.54,3.01,3.18,2.97,2.81,2.89,2.72,2.92,3.29,2.85,3.11,3.33,3.17,3.32,3.8,3.85,3.63,4.1,4.64,3.95,3.99,4.04,4.76,4.93,4.99,4.94,4.86,5,6.09,5.25,5.64,5.63,5.53,5.69,5.22,5.24,6.3,5.36,5.53,5.79,5.5,5.91,
Canada,7.85,8.75,8.67,8.14,7.99,7.74,8.16,7.77,7.47,7.81,6.89,6.9,7.04,6.55,6.41,6.64,6.59,6.15,5.86,5.69,5.71,5.38,4.94,4.41,4.33,3.59,3.4,3.74,3.6,3.24,2.76,3.01,3,2.84,2.64,2.52,2.52,2.33,2.33,2.17,2.25,2.14,1.84,1.99,2.08,1.84,1.97,1.86,1.71,1.82,1.67,1.65,1.48,1.51,1.51,1.42,1.43,1.43,1.29,1.3,1.31,1.4,,
Chile,,,,,,7.83,7.14,8.12,9.12,8.71,10.48,9,9.51,10.98,11.55,10.57,13.61,12.22,13.72,13.29,15.35,14.89,15.06,16.19,16.11,15.37,14.8,14.19,14.55,14.78,14.78,13.37,13.64,13.22,12.8,13.79,12.94,13.3,12.57,12.36,12.63,11.62,11.19,12.1,10.48,10.1,9.54,9.33,9.05,8.54,7.95,7.58,6.94,7.09,6.86,6.56,6.45,5.73,5.48,5.6,4.88,4.84,4.67,
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,4.35,4.24,3.16,3.8,3.29,3.04,3.01,2.51,2.45,2.97,2.56,2.73,2.56,,,,,,,,,,,,,
Colombia,,,,4.57,2.58,2.92,2.35,2.87,5.03,4.56,5.09,5.48,6.59,7.22,7.68,7.27,8.2,7.48,8.97,8.05,8.2567,8.4633,8.67,8.745,8.82,8.59,8.11,9.77,9.8157,9.8614,9.9071,9.9529,9.9986,10.0443,10.09,10.67,10.45,10.54,9.68,9.87,9.15,8.8,9.38,9.14,9.65,9.97,10.55,9.84,9.83,10.01,9.74,9.28,9.44,9.53,8.67,8.59,7.98,7.65,7.54,7.13,6.94,6.32,,
"Costa Rica",,,,,,,,,,,,12.05,13.76,9.91,12.84,15.73,12.38,15.45,11.39,13.03,8.44,8.68,6.36,11.05,9.94,7.71,12.5,10.5,10.68,10.02,9.6,9.93,9.36,9.81,10.13,10.45,13.06,11.54,9.43,9.64,9.52,10.42,9.93,10.44,11.22,11.02,10.22,9.97,9.61,8.01,7.76,8.59,5.2,5.75,6.57,5.55,4.77,4.24,4.72,4.76,5.33,4,5.04,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,3.68,4.64,3.14,3.26,3.37,3.17,3.16,2.86,2.62,2.91,2.6,2.38,2.89,2.47,2.29,2.2,2.55,2.65,2.3,2.56,2.29,2.84,3.1,2.59,2.94,2.48,2.48,2.83
Cuba,,,,,,,,,,,,,,,3.09,3.3725,3.655,3.9375,4.22,4.92,5.22,5.24,4.67,4.49,4.37,5.35,5.16,4.54,4.69,5,4.08,3.83,4.9,4.76,4.55,4.86,6.27,6.13,6.96,6.09,5.37,5.38,5.54,5.31,5.39,5.49,6.06,5.94,5.64,5.77,5.94,5.34,5.74,6.53,5.86,6.02,6.25,6.01,5.7,5.6,5.13,5.51,5.1,
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28,6.35,6.43,6.16,5.01,5.92,5.63,5.76,5,5.27,4.77,4.82,4.57,4.5,4.28,4.71,4.4,4.36,4.35,3.93,4.04,3.39,3.33,3.27,3.6,3.23,3.52,3.62
Czechoslovakia,,,,3.87,5.17,5.69,6.46,6.21,5.91,8.09,6.9,7.91,6.62,6.62,7.12,7.49,6.57,6.95,5.29,5.11,5.52,5.57,5.36,5.42,4.97,5.05,4.93,5.42,5.17,5.04,5.19,5.14,5.08,5.82,5.65,5.97,5.79,5.92,6.05,5.7,5.14,5.58,,,,,,,,,,,,,,,,,,,,,,
Denmark,,,8.44,7.43,7.66,9.04,12.77,10.83,10.27,10.4,11.33,12.11,10.42,11.6,11.07,10.45,11.19,11.63,11.8,10.31,9.04,10.39,8.48,8.42,8.61,8.14,8.79,8.68,8.21,7.66,7.17,8.51,6.96,6.84,6.18,6.24,6.08,4.73,5.69,5.33,4.99,5.34,5.23,4.25,4.26,3.67,3.6,4.17,3.61,4.3,3.01,2.92,2.34,2.69,2.51,2.88,1.99,2.51,2.18,1.76,2.17,1.38,1.94,
"Dominican Republic",,,,,,,,,,,,,,,,1.6,1.4,2.81,3.38,3.19,3.97,3.04,2.99,3.68,2.95,4.45,3.71,3.25,2.95,3.85,4.79,3.5,3.45,2.72,5.67,6.41,4.29,4.7,5.16,3.74,3.65,3.51,4.4,4.275,4.15,3.76,4.73,4.36,4.03,4.91,3.36,4.16,3.825,3.49,3.87,3.61,3.68,3.05,3.38,3.71,4.12,3.99,,
Ecuador,,,,,,,,,,,,,,,,,,,3.54,3.67,3.99,3.41,4.9,4.35,6.21,4.12,4.635,5.15,5.72,6.34,6.13,5.03,5.75,6,5.62,7.47,5.59,6.6,5.52,7.04,6.7,6.06,6.4,5.74,5.61,8.81,8.6,6.31,6.74,5.62,5.71,4.53,4.39,4.09,4.19,4.89,3.88,4.64,4.77,5.03,4.67,4.83,4.41,
Egypt,,,,,,0.23,0.19,0.25,0.17,0.09,0.14,0.21,0.19,0.1937,0.1974,0.2011,0.2047,0.2084,0.2121,0.2158,0.2195,0.2232,0.2268,0.2305,0.2342,0.2379,0.2416,0.2453,0.2489,0.2526,0.2563,0.26,0.2637,0.2674,0.2711,0.2747,0.2784,0.2821,0.2858,0.2895,0.2932,0.2968,0.3005,0.3042,0.3079,0.3116,0.3153,0.3189,0.3226,0.3263,0.33,0.32,0.4,0.32,0.28,0.29,0.29,0.32,0.26,0.28,0.34,0.37,,
"El Salvador",3.92,5.05,4.72,4.03,4.32,3.51,4.32,2.46,3.37,2.52,2,2.3,2.69,3.2,4.01,3.5,2.88,3.31,2.3,4.49,6.02,4.69,4.72,3.5,4.17,4.2671,4.3643,4.4614,4.5586,4.6557,4.7529,4.85,5.11,5.11,4.49,4.72,4.95,5.18,5.41,5.64,5.87,5.19,4.63,4.03,5.38,6.73,8.18,6.66,11.91,11.72,9.96,8.39,7.43,8.06,8.25,8.98,7.49,6.2,6.83,7.25,7.11,5.82,7.12,
"England and Wales",8.1,7.76,7.59,7.38,7.04,7.18,7.21,7,7.65,7.13,7.26,6.88,6.91,6.74,7.08,6.74,6.61,6.55,6.54,6.33,6.15,6.11,5.79,5.82,5.22,5.49,5.64,5.48,5.49,5.33,5.27,5.07,4.92,4.94,4.83,4.9,5.2,4.84,4.79,4.45,4.32,4.02,3.85,3.5,3.07,3.09,3,2.74,2.58,2.4,2.42,2.27,2.08,1.99,1.96,1.87,1.75,1.78,1.73,1.65,1.72,1.74,1.59,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03,5.2,5.5367,5.8733,6.21,7.32,6.01,5.81,6.27,5.27,7.3,6.5,8.54,5.69,5.17,6.4,7.36,6.23,5.55,4.99,4.86,4.92,4.99,4.62,4.97,4.72,4.4,5.44,4.46,5.65,5.36,5.62,
Finland,,,2.99,4.41,4.47,4.57,4.98,4.9,5.35,5.04,5.2,5.35,4.58,6.16,6.14,5.15,5.41,5.36,4.69,5.22,4.68,5.12,3.85,3.18,3.24,2.95,2.96,3.26,3.01,2.76,2.93,2.22,2.42,2.21,2.05,2.12,1.94,1.61,2.02,1.54,1.34,1.76,1.23,1.6,1.18,0.89,1.22,1.41,1.19,1.3,1.48,1.24,0.86,0.86,0.98,0.95,1.02,0.69,1.15,1,1.01,0.89,0.9,0.88
France,1.9,2.05,2.2,2.53,2.24,2.59,3.07,3,2.75,2.87,3.05,3,2.83,2.81,2.74,2.93,2.86,2.56,3.16,2.7,2.5,2.65,2.55,2.54,2.53,2.41,2.38,2.33,2.37,2.02,2.42,2.2,2.11,2.09,2.11,2,1.99,1.92,1.86,1.96,1.69,1.75,1.66,1.66,1.69,1.58,1.36,1.52,1.6,1.48,1.39,1.45,1.41,1.43,1.37,1.38,1.26,1.22,1.4,1.39,1.33,1.35,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.48,4.9267,4.3733,3.82,5.76,4.99,5.17,4.61,4.8,4.24,4.19,3.77,3.35,5.12,3.92,3.04,3.28,3.6,2.73,3.83,3.35,2.87,2.39,1.86,1.45,1.15,1.905,2.66,1.73,3.43,4.21,
Germany,,,,,,,,,,,,,,,,,,,,,,,,6.65,6.42,6.24,5.93,5.8,5.47,5.135,4.8,4.72,4.27,4.33,4.27,4.18,3.9,3.77,3.63,3.64,3.49,3.33,3.33,3.18,3.11,2.79,2.7,2.63,2.52,2.54,2.36,2.29,2.17,2.11,2,1.93,1.75,1.86,1.89,1.89,1.81,1.86,1.85,1.75
Greece,,,,,,,,,,,,0.5,0.54,0.42,0.25,0.51,0.95,0.5,0.47,0.79,0.83,0.87,1.08,1.29,0.67,0.84,1.1,1.41,1.45,1.28,1.24,1.22,1.37,1.34,1.6,1.41,1.33,1.1,1.21,1.41,1.37,1.53,1.38,1.36,0.79,0.99,0.91,1.05,1.26,1.38,1.08,0.83,0.98,1.01,0.98,0.89,0.99,1.07,1.02,1.23,1.65,1.43,1.38,
Guatemala,,,,,,,,,,,,,,4.3,3.51,3.29,4.29,4.95,4.05,0.32,4.92,0.27,1.9967,3.7233,5.45,5.27,5.07,3.86,6.39,4.03,3.05,4.88,5.15,5.42,5.69,5.26,4.83,4.58,2.64,4.04,3.32,4.15,3.79,4.45,4.77,4.05,3.89,3.57,3.95,4.04,4.74,4.44,5.05,5.43,5.5,6.18,6.84,6.88,6.41,8.41,8.85,7.09,8.38,
"Hong Kong",,,,,,11.61,12.78,12.34,12.34,11.26,11.11,10.64,10.96,10.33,10.01,8.25,10.55,9.71,9.61,8.99,8.45,8.93,8.86,8.24,7.94,7.36,6.78,8.18,5.53,6.38,5.81,6.11,4.21,5.3,4.71,5.06,5.24,4.54,3.85,3.99,3.78,4.31,3.85,3.96,3.57,4.08,3.23,3.3,3.14,3.35,2.43,2.43,2.15,1.82,2.2,2.13,2.1,2.01,1.85,1.92,2.1,2.24,1.78,1.88
Hungary,,,,,,1.44,1.99,2.65,3.28,4.62,4.6,5.06,3.92,4.98,4.96,5.36,5.56,5.61,5.67,6.23,6.52,6.21,6.69,6.46,6.43,6.46,6.51,5.95,6.62,7.3,8.03,7.68,8.48,7.65,7.07,7.63,7.4,7.82,6.91,7.12,7.02,6.41,6.36,6.36,6.11,6.2,6.44,6.25,5.5,5.77,5.36,6.09,5.96,5.36,5.56,4.9,4.75,4.84,4.97,4.36,4.19,4.49,4.62,4.55
Iceland,,4.71,0.76,6.99,0.74,4.71,5.24,4.94,3.12,7.11,5.77,3.5,11.76,4.24,7.02,5.36,7.64,11.52,4.67,18.16,5.68,8.02,5.16,2.43,8.01,5.97,6.79,0.87,3.87,2.83,3.84,2.12,0.4,4.86,8.39,0.31,2.5,2.88,3.25,0.97,1.47,4.59,3.47,0.5,2.58,1.58,1.92,2.27,4.33,3.08,2.04,1.67,0.91,2.51,0.8,0.39,1.28,0.44,0.39,1.11,,,,
Ireland,1.56,1.68,2.1,1.87,1.97,2.7,2.38,2.75,3.04,1.37,2.57,1.95,2.55,2.98,3.05,2.56,3.28,4.18,3.75,4.14,4.24,3.36,4.2,4.27,2.65,3.91,2.62,3.06,2.55,3.19,2.64,3.15,2.77,2.74,2.44,3.19,2.68,3.03,3.42,3.24,2.99,2.64,3.12,3.29,2.73,3.35,3.64,3.4,3.36,3.21,2.72,2.57,3.03,2.5,3.28,3.12,3.12,2.91,2.78,3.09,2.94,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,1.51,1.1,1.88,1.4,0.78,1.48,1.12,1.77,1.41,1.47,1.39,1.04,1.44,1.57,1.66,1.34,1.3,1.57,1.58,1.87,1.7,1.44,1.69,1.38,1.47,1.43,1.53,1.5,1.44,1.31,1.31,1.46,1.75,1.56,1.43,1.53,1.53,
Italy,,1.13,1.2,1.21,1.71,1.67,1.74,1.81,1.8,1.97,1.87,1.66,1.9,1.89,1.81,1.74,1.65,1.64,1.73,1.65,1.58,1.53,1.35,1.28,1.15,1.07,1.04,1.1,1.05,1.17,1.08,1.13,0.89,0.86,0.75,0.76,0.68,0.96,0.91,0.94,0.96,0.79,0.83,0.87,0.9,0.84,0.8,0.79,0.78,0.72,0.67,0.71,0.65,0.63,0.6133,0.5967,0.58,0.7,0.61,0.6,0.64,0.72,0.68,
Japan,1.45,1.21,1.19,1.47,1.79,2.19,2.12,1.88,3.86,4.27,4.09,3.69,3.65,3.8,3.58,3.63,3.39,3.17,3.04,2.83,2.61,2.47,2.6,2.21,2.33,2.35,2.42,2.34,2.37,2.44,2.3,2.2,2.12,2.04,2,1.99,1.89,1.9,1.89,1.83,1.83,1.8,1.85,1.75,1.7,1.99,1.91,1.91,1.93,1.89,2,1.93,2.02,1.92,1.97,1.97,1.93,1.9,1.97,1.93,2.02,2.11,2.05,2.03
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37,7.24,7.3367,7.4333,7.53,7.76,7.48,7.45,6.93,6.99,6.75,6.51,6.01,6.56,5.99,6.93,6.52,6.4,6.57,6.77,6.32,6.04,6.36,6.84,6.36,6.41,6.1,6.76,7.31,6.64,6.805,6.97,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,0.23,0.83,1.43,2.03,1.71,3.11,2.5,0.18,0.75,0.7,2.69,3.02,2.37,2.58,2.35,2.73,2.8983,3.0667,3.235,3.4033,3.5717,3.74,3.46,2.38,1.3,1.68,0.47,0.62,1.91,0.79,1.5,1.28,1.47,2.19,1.43,0.81,1.46,1.51,1.05,1.51,1.6,1.5
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,7.62,7.2333,6.8467,6.46,5.69,7.14,6.77,5.57,6.21,7.84,6.79,5.67,5.54,5.89,6.92,6.32,6.06,6.8,6.68,5.88,7.14,7.33,10.03,6.54,7.71,8.59,9.77,8.92,8.34,8.59,8.79,9.14
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.91,6.22,4.4,4.06,5.42,4.75,4.55,4.9,5.05,4.61,4.43,3.9,4.53,5.13,4.16,4.3,4.41,4.47,4.86,4.47,5.49,5.06,4.58,5.16,5.49,4.97,5.36,4.89,5.37,4.48,7.42,6.21,6.27,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,6.94,7.0333,7.1267,7.22,7.24,6.47,7.04,6.66,6.95,6.78,6.34,7.45,7.35,8.11,7.1,8.37,7.85,8.12,9.13,8.09,9.38,8.23,8.94,7.5,8.43,7.22,8.23,7.24,8.52,7.74,6.86,
Luxembourg,,,,,,,,,,,,,,,,,,7.66,8.43,6.15,3.8,7.76,4.59,7.25,3.58,6.01,6.18,3.54,3.01,3.13,3.75,1.96,2.59,1.51,2.53,1.93,2.89,4.31,2.41,3.04,3.98,3.33,2.73,1.55,1.77,0.98,1.1,0.74,1.75,2.55,0.97,1.93,1.67,0.3,0.81,0.83,1.66,1.31,3.74,1.43,1.1,1.57,1.38,2.42
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,2.42,2.8,2.75,2.59,3.97,3.2,3.43,3.16,4.27,3.56,3.31,3.2,3.06,2.74,2.31,2.55,2.9,2.38,1.92,,,
Malta,,,,,,,,,,,,,,,,5.39,4.43,3.47,2.66,1.89,4.71,3.71,2.48,2.36,1.74,3.11,2.83,2.15,1.51,3.16,0.36,5.21,2.19,4.12,0.5,2.43,2.09,2.52,2.48,2.01,2.02,1.92,1.25,2.85,0.4,2.37,2.1,3.47,1.66,0.59,1.6,1.5,3.5,2.22,2.17,0.77,1.17,1.43,1.38,0.87,0.35,1.2,1.67,
Mauritius,,,,,,,,,,,,24.86,7.63,8.23,5.92,10.9,8.29,10.69,12.5,13.84,11.05,10.52,8.34,4.91,6.28,4.39,5.66,5.49,4.5,3.12,4.75,5.76,8.33,5.44,4.89,6.59,4.89,5.48,3.43,4.3,3.19,3.53,5.29,3.95,6.76,4.24,5.36,2.08,2.63,3.93,3.2,4.08,2.64,3.08,3.88,3.79,2.76,2.67,3.29,3.19,3.03,2.53,2.86,4.06
Mexico,,,,,,2.41,3.62,4.75,4.96,5.35,5.26,5.81,6.31,6.76,7.7,7.51,7.22,7.72,7.86,7.49,9.11,8.83,9.38,10.12,9.94,10.15,10.86,10.6,10.81,11.3,11.67,11.71,12.81,12.8,13.37,13.98,13.76,14.38,14.74,14.77,14.32,13.64,13.65,13.3,12.81,12.56,12.48,12.08,11.7,11.43,11.1,10.44,9.69,9.35,8.91,8.74,8.11,7.55,7.26,7.18,6.63,6.34,5.98,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59,7.91,7.9467,7.9833,8.02,7.51,7.22,7.18,5.52,6.72,7.27,7.42,7.41,6.06,7.03,7.07,4.97,6.54,6.2,5.04,6.71,5.85,6.33,6.72,7.41,8.17,6.09,6.35,5.92,7.09,5.73,5.42,5.9
Netherlands,5.49,6.21,6.02,5.48,5.82,6.62,5.91,6.44,6.1,5.95,6.29,6.52,6.36,5.73,5.4,5.82,5.61,5.38,5.22,6.02,5.42,5.45,4.99,4.37,4.88,4.53,4.42,3.75,3.84,4,3.44,3.36,2.73,2.92,3.03,2.62,2.79,2.66,2.81,2.4,2.42,2.4,2.13,1.96,1.74,1.73,1.68,1.81,1.97,1.8,1.9,1.67,1.27,1.4,1.41,1.62,1.36,1.37,1.62,1.3,1.3,1.21,1.33,1.42
"New Zealand",7.22,7.48,7.43,7.05,6.69,7.76,7.23,6.11,6.71,8.71,6.76,6.46,5.86,5.51,6.46,7.16,6.17,6.36,5.07,5.71,5.64,5.78,5.29,5.18,5.5,5.17,5.4,5.25,5.94,4.29,5.25,5,5.81,4.73,5.34,4.94,4.2,5.72,4.75,4.08,4.94,4.63,3.59,3.24,3.28,4.03,3.39,2.8,2.88,2.66,2.45,2.13,2.21,1.82,2.41,1.69,1.5,1.94,1.69,1.24,1.57,1.56,,
Nicaragua,,,,,,,,,,,,,,1.04,1.026,1.012,0.998,0.984,0.97,0.956,0.942,0.928,0.914,0.9,1.6287,2.3573,3.086,3.8147,4.5433,5.272,6.0007,6.7293,7.458,8.1867,8.9153,9.644,10.3727,11.1013,11.83,13.47,11.32,15.17,14.56,14.66,15.28,15.15,15.02,13.47,12.93,11.48,11.52,13.29,13.2,13.04,13.93,12.02,11.11,12.25,11.06,12.23,12.7,11.92,10.7,
"Northern Ireland",6.3,5.39,6.26,5.93,4.67,5.97,4.89,4.85,4.41,4.5,5.55,4.07,4.69,5.93,3.87,5.12,4.53,4.55,4.66,6.24,5.16,4.13,5,5.22,3.62,4.96,4.04,3.54,2.65,2.99,3.31,4.2,4.86,4.16,2.75,2.61,3.31,3.38,3.02,3.71,3.35,3.79,2.93,2.82,3.22,1.7,3.69,2.22,2.54,2.69,2.58,2.02,1.74,2.15,2.56,1.21,2.1,1.18,1.87,1.35,1.36,1.67,1.72,1.36
Norway,,5.89,6.2,7.73,7.95,6.6,7.85,7.21,6.68,6.92,6.54,5.93,6.39,5.43,5.99,5.78,6.32,5.63,5.82,5.57,6.31,6.12,5.34,5.75,4.69,5.72,5.79,4.69,5.94,5.29,4.97,5.2,5.41,4.79,3.73,4.43,4.2,4.42,5.21,3.98,3.68,4.45,4.16,3.46,3.31,2.97,3.47,3.16,3.45,3.06,2.71,2.66,2.5,2.64,2.01,1.77,1.86,2.12,2.15,1.71,1.7,1.48,1.56,1.63
Panama,,,,,,11.23,6.78,11.07,13.04,10.3,9.92,10.49,10.14,10.97,8.47,11.03,8.99,9.08,9.84,10.95,10.97,7.65,14.94,9.59,7.63,10.13,10.71,9.25,8.59,12.26,11.07,9.58,11.76,8.01,10.72,8.92,10.05,9.05,9.55,10.17,10.0929,10.0157,9.9386,9.8614,9.7843,9.7071,9.63,9.65,10.11,10.42,8.3,9.16,8.44,9.73,8.61,7.87,7.66,6.32,6.41,6.26,7.22,7.39,6.87,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46,6.78,6.67,5.56,5.44,7.46,8.4,7.46,7.26,8.68,9.27,9.82,9.58,9.05,8.48,9.12,9.83,9.03,
Peru,,,,,,,,,,,,,,,,,6.33,6.13,5.62,6.24,7.49,6.71,6.87,6.81,6.6625,6.515,6.3675,6.22,6.16,6.26,6.36,6.14,6.97,6.36,6.5467,6.7333,6.92,5.18,6.1,5.88,5.05,5.64,7.09,6.665,6.24,7.3,8.01,6.87,7.06,7.7,8.06,5.39,5.27,5.87,6.39,7.28,6.54,7.21,6.95,7.93,8.12,7.35,7.04,
Philippines,,,,,,,,,,,,,,0.7,0.77,0.75,0.94,0.85,0.76,0.76,0.8296,0.8991,0.9687,1.0383,1.1078,1.1774,1.247,1.3165,1.3861,1.4557,1.5252,1.5948,1.6643,1.7339,1.8035,1.873,1.9426,2.0122,2.0817,2.1513,2.2209,2.2904,2.36,2.64,2.83,2.59,2.44,2.74,2.83,3.37,3.46,3.55,3.62,3.71,3.806,3.902,3.998,4.094,4.19,,,,,
Poland,,,,,,,,,,3.26,3.63,3.9,4.81,6.17,7.43,7.79,7.96,8.37,8.44,8.73,8.76,9.37,9.39,9.2,8.71,8.65,8.46,9.26,8.5,8.44,8.71,8.29,8.1,8.07,8.46,8.33,8,8.26,8.14,7.95,7.65,7.93,7.6,7.51,7.51,7.17,7.17,6.91,6.65,6.39,6.8,6.07,6.16,5.98,5.92,5.67,5.63,5.85,5.29,5.28,5.15,4.85,4.85,4.65
Portugal,,,,,,8.75,10.02,8.81,9.58,9.41,9.34,9.23,9.46,9.23,8.78,8.16,8.91,9.45,9.01,9.19,9.39,8.01,6.87,6.2,6.59,5.13,5.13,4.42,4.64,5.07,2.51,2.77,2.32,2.35,2.37,2.36,2.3,2.35,2.12,2.37,2.38,2.26,2.42,2.45,2.48,2.63,2.62,2.42,2.53,2.36,2.64,3.21,2.41,2.42,2.4225,2.425,2.4275,2.43,2.54,2.76,2.17,2.4,2.09,1.83
