Country,2011,2012,2013,2014,2015,2016,2017
"Ivory Coast",,,,39.20249176,41.6674,44.1322,46.59710693
Jamaica,75.07346344,76.4478,77.8221,79.19644165,,,
Japan,95.97159576,96.0599,96.1482,96.23654175,96.9768,97.7171,98.45735168
Jordan,33.67042542,33.5518,33.4331,33.31449509,40.9701,48.6257,56.28128052
Kazakhstan,40.22807312,44.1529,48.0777,52.00246048,53.6334,55.2643,56.89526367
Kenya,45.64564133,56.6497,67.6538,78.65789795,81.0506,83.4434,85.83609772
Kosovo,57.2689476,57.9919,58.7149,59.43781281,60.0078,60.5777,61.14765549
Kuwait,92.70277405,88.2349,83.7671,79.29921722,80.635,81.9708,83.30651855
Kyrgyzstan,3.551900864,8.3511,13.1502,17.94939804,25.689,33.4285,41.16805649
Laos,27.43523788,27.2153,26.9955,26.7756,26.5557,26.3358,26.11588287
Latvia,86.74363708,87.9209,89.0981,90.27533722,91.5431,92.8108,94.0785141
Lebanon,49.39614105,53.7343,58.0725,62.41069412,60.5038,58.5968,56.68987656
Lesotho,20.24225807,24.3026,28.3629,32.4232,36.4835,40.5439,44.6041832
Liberia,22.99234772,26.4362,29.88,33.3239,36.7677,40.2116,43.65539932
Libya,,,,,,,70.68833923
Lithuania,71.00917053,73.3197,75.6302,77.94071198,80.3344,82.7282,85.12188721
Luxembourg,93.748703,94.3781,95.0075,95.63692474,96.8736,98.1103,99.34699249
"Macedonia (F.Y.R.O.M.)",75.871315,77.16,78.4486,79.73726654,79.9464,80.1555,80.36463928
Madagascar,6.498591423,7.2471,7.9957,8.744260788,12.3654,15.9865,19.6076355
Malawi,16.17184639,18.2707,20.3695,22.46834946,27.6263,32.7842,37.94211197
Malaysia,69.21938324,73.8172,78.4151,83.0129776,84.6474,86.2819,87.91629028
Mali,9.563053131,14.9213,20.2795,25.63768959,32.2443,38.851,45.45759583
Malta,96.56858826,96.7428,96.9169,97.0911026,97.3194,97.5477,97.77603912
Mauritania,23.30327034,23.8156,24.328,24.84032249,25.3222,25.8041,26.28592873
Mauritius,85.81563568,85.4058,84.9959,84.58604431,87.2927,89.9993,92.70597076
Mexico,33.1920929,35.2614,37.3307,39.40007782,39.9663,40.5326,41.09882736
Moldova,19.09438133,18.196,17.2977,16.39936066,25.2465,34.0937,42.94079971
Mongolia,72.84185028,78.6605,84.4791,90.29776764,90.4693,90.6409,90.81244659
Montenegro,52.15089417,55.3987,58.6466,61.89439392,64.3252,66.756,69.18686676
Morocco,,,,,,,41.4695549
Mozambique,,,,,,,51.06655502
Namibia,,,,61.12337112,67.6156,74.1078,80.59994507
Nepal,29.55824661,31.947,34.3357,36.72447968,41.1434,45.5624,49.9813385
Netherlands,98.97060394,99.1202,99.2697,99.41924286,99.4257,99.4322,99.43869781
"New Zealand",99.42394257,99.5708,99.7176,99.86442566,99.5742,99.2841,98.99388885
Nicaragua,15.70303154,18.7065,21.7099,24.71339798,28.9496,33.1859,37.42212677
Niger,1.590795279,4.0795,6.5681,9.056806564,12.6854,16.3139,19.9424572
Nigeria,33.27689362,40.3054,47.334,54.36248016,53.3774,52.3924,51.40733719
Norway,,,,100,99.8309,99.6618,99.49265289
Oman,83.7498703,,,,,,
Pakistan,17.28152847,18.5118,19.7421,20.9723568,25.5175,30.0626,34.60765839
Panama,26.54854012,33.372,40.1954,47.0188446,48.2989,49.579,50.85903931
Paraguay,20.67565918,25.7671,30.8586,35.95,41.0415,46.133,51.22441101
Peru,23.44541931,27.5165,31.5876,35.65865326,40.7634,45.8682,50.97298431
Philippines,19.00310135,20.8027,22.6023,24.40195084,26.2745,28.1471,30.019701
Poland,72.37171173,76.0011,79.6304,83.25980377,83.9649,84.67,85.37514496
Portugal,85.13703156,86.3701,87.6032,88.83629608,90.6332,92.4302,94.22710419
"Puerto Rico",,,,73.7037735,,,
Qatar,68.57001495,,,,,,
Romania,48.53237534,54.0723,59.6123,65.15222168,64.2342,63.3162,62.39824295
Russia,48.78086853,53.7871,58.7933,63.7995224,67.6342,71.4689,75.30352783
Rwanda,37.5087204,41.3537,45.1987,49.04363251,51.2776,53.5115,55.74546432
"Saudi Arabia",72.721138,73.5894,74.4576,75.32588196,77.0629,78.8,80.5369873
Senegal,6.236536026,10.7999,15.3632,19.92650223,28.8593,37.7921,46.72496033
Serbia,62.10524368,69.1464,76.1875,83.22864532,79.7778,76.327,72.87622833
"Sierra Leone",18.04779243,18.3421,18.6363,18.93057442,20.8777,22.8248,24.77190399
Singapore,98.23233795,97.7028,97.1733,96.64381409,97.6568,98.6697,99.68266296
Slovakia,80.33152771,78.3163,76.301,74.2857132,77.9638,81.6419,85.32002258
Slovenia,96.0617981,96.5503,97.0388,97.5273056,97.7366,97.9458,98.15512085
Somalia,,,,43.56793213,,,
"South Africa",56.3800354,61.0092,65.6384,70.26760864,69.6435,69.0194,68.39532471
"South Korea",92.98252869,93.7854,94.5883,95.39125824,95.2668,95.1424,95.01789856
"South Sudan",,,,,,,12.50307274
Spain,95.20492554,95.9974,96.7899,97.58232117,97.0152,96.4481,95.88104248
"Sri Lanka",69.98698425,74.0667,78.1464,82.22611237,79.4469,76.6678,73.88859558
Sudan,9.446403503,13.0389,16.6314,20.22382545,,,
Swaziland,29.73595047,,,,,,
Sweden,98.97025299,99.2071,99.444,99.68082428,99.6143,99.5478,99.48123169
Switzerland,,,,99.3637085,98.9031,98.4425,97.98191071
Syria,26.76664543,,,,,,
Tajikistan,2.958498716,6.6041,10.2497,13.89532948,26.6282,39.361,52.09381104
Tanzania,20.7948513,29.0124,37.2299,45.44747925,47.4828,49.5182,51.55356979
Thailand,72.70007324,75.5477,78.3953,81.24291992,82.0591,82.8752,83.69137573
Togo,11.18664455,14.6225,18.0584,21.49432373,32.0127,42.531,53.04940414
"Trinidad and Tobago",81.98603058,83.0258,84.0656,85.1053,86.1451,87.1849,88.22463226
Tunisia,,,,34.24933624,38.0766,41.9039,45.73112869
Turkey,82.05687714,77.757,73.457,69.15709686,73.7696,78.3821,82.99456024
Turkmenistan,,,,,,,45.71255493
Uganda,25.78301048,34.6406,43.4981,52.35565948,56.9294,61.5032,66.07699585
Ukraine,43.87786102,47.2579,50.6379,54.01789474,57.6883,61.3587,65.02908325
"United Arab Emirates",68.77622986,75.8448,82.9134,89.981987,90.8787,91.7754,92.67215729
"United Kingdom",96.70703125,97.5453,98.3835,99.22170258,98.3725,97.5233,96.67408752
"United States",91.98194122,92.1084,92.2348,92.36125946,92.7643,93.1673,93.57034302
Uruguay,23.21250725,32.3289,41.4452,50.56155777,56.243,61.9244,67.60585022
Uzbekistan,23.81780815,29.9426,36.0674,42.19218445,40.9058,39.6195,38.33316803
Venezuela,53.05916214,55.7424,58.4257,61.10890961,66.5079,71.9069,77.30594635
Vietnam,24.00456429,25.9425,27.8804,29.81833839,30.2806,30.7428,31.20509911
Yemen,6.364833355,8.0405,9.7161,11.39170361,,,
Zambia,19.39292336,25.6403,31.8877,38.13508606,42.6504,47.1656,51.68092346
Zimbabwe,42.54557419,40.3484,38.1511,35.9539032,43.7118,51.4696,59.22750092
