Country,2011,2012,2013,2014,2015,2016,2017
Afghanistan,15.41545677,15.5385,15.6616,15.78466702,18.0353,20.2859,22.53649521
Albania,33.66467667,36.6163,39.568,42.51969147,42.361,42.2022,42.04350281
Algeria,46.12782288,51.0549,55.982,60.90908051,59.3577,57.8063,56.25493622
Angola,39.48096848,38.3647,37.2484,36.13212967,,,
Argentina,34.61397171,39.5623,44.5106,49.45896149,48.4614,47.4639,46.46637726
Armenia,16.71599579,18.1839,19.6519,21.11982346,32.6637,44.2076,55.75141907
Australia,99.59469604,99.2867,98.9786,98.670578,99.0652,99.4599,99.85453796
Austria,97.73665619,97.1766,96.6165,96.05639648,96.6826,97.3088,97.93496704
Azerbaijan,15.61625862,21.282,26.9478,32.61355591,31.5544,30.4952,29.43609428
Bahrain,78.97544861,82.7321,86.4888,90.24554443,88.9349,87.6243,86.31370544
Bangladesh,37.29164505,36.6508,36.0101,35.36925507,45.1082,54.8472,64.58615875
Belarus,59.24351883,63.5008,67.758,72.01527405,74.9882,77.9612,80.93417358
Belgium,95.29615784,95.7609,96.2257,96.69043732,97.2767,97.863,98.4492569
Belize,,,,44.08619308,,,
Benin,11.15056705,14.0204,16.8903,19.76019669,29.3812,39.0022,48.62320709
Bhutan,,,,38.99401855,,,
Bolivia,31.12358475,36.0012,40.8787,45.75632858,48.8323,51.9084,54.98439026
"Bosnia and Herzegovina",67.22573853,64.4243,61.6228,58.82137299,60.273,61.7247,63.17635345
Botswana,32.15952682,39.8512,47.5428,55.23449707,55.5597,55.885,56.21025085
Brazil,61.09773636,64.628,68.1582,71.68842316,72.0748,72.4612,72.84754181
Bulgaria,49.89767838,54.1969,58.496,62.79522324,65.4033,68.0114,70.61953735
"Burkina Faso",15.69542313,15.8238,15.9522,16.08062744,27.8141,39.5475,51.28095245
"Burma (Myanmar)",,,,28.59667015,27.7337,26.8707,26.00771141
Burundi,8.620593071,8.2455,7.8703,7.495164871,,,
Cambodia,3.597645521,10.4948,17.3919,24.28903961,23.4745,22.66,21.84545708
Cameroon,18.81156349,17.2673,15.7231,14.17889786,22.5341,30.8893,39.24445343
Canada,94.27522278,95.8512,97.4272,99.00320435,99.1996,99.3959,99.59230042
"Central African Republic",3.187134027,5.6697,8.1523,10.6348,13.1174,15.5999,18.08250046
Chad,11.46305847,13.4615,15.46,17.45852852,21.3159,25.1734,29.03078842
Chile,43.44199371,51.5672,59.6924,67.81759644,71.1297,74.4418,77.7538681
China,67.58479309,72.1795,76.7742,81.36897278,82.2349,83.1007,83.96663666
Colombia,35.93574905,38.7644,41.5931,44.42184067,46.0969,47.7719,49.44697189
Comoros,25.69715118,,,,,,
"Congo (Brazzaville)",12.51453018,14.7294,16.9442,19.15900612,23.1777,27.1964,31.21514702
"Congo (Kinshasa)",4.657936573,9.9949,15.3319,20.6689167,22.909,25.149,27.38909721
"Costa Rica",60.2028923,63.2098,66.2167,69.22360992,71.3029,73.3821,75.46135712
Croatia,89.72317505,87.8978,86.0723,84.24691772,86.1106,87.9743,89.83805847
Cyprus,87.61608887,88.4116,89.2072,90.00276947,89.1069,88.2111,87.31524658
"Czech Republic",80.80306244,82.2569,83.7108,85.164711,84.6354,84.1062,83.57689667
Denmark,100,100,100,100,99.9443,99.8886,99.83296204
Djibouti,16.62570381,,,,,,
"Dominican Republic",39.18198395,43.519,47.856,52.1929512,54.2473,56.3016,58.35587311
Ecuador,40.46427155,44.2657,48.0672,51.86861038,54.6578,57.4469,60.23606491
Egypt,12.81298542,14.7959,16.7789,18.76186371,25.3924,32.0229,38.65347672
"El Salvador",17.61581612,25.7009,33.786,41.87102509,40.4397,39.0084,37.57714462
Estonia,96.28678894,96.8316,97.3765,97.92133331,97.7965,97.6716,97.54672241
Ethiopia,,,,22.62205696,28.7293,34.8366,40.94387436
Finland,99.45904541,99.6394,99.8197,100,100,100,100
France,97.48921967,97.5888,97.6884,97.78791809,97.5182,97.2485,96.97882843
Gabon,20.76060295,25.6465,30.5324,35.41836548,44.8797,54.341,63.80234528
Georgia,30.64698219,33.6154,36.5839,39.55236816,45.8655,52.1786,58.49179077
Germany,97.53622437,97.7072,97.8782,98.04924774,98.3925,98.7357,99.07892609
Ghana,31.84533501,35.1206,38.3959,41.67123795,48.3781,55.0849,61.79167557
Greece,80.33687592,83.0513,85.7657,88.48008728,87.8029,87.1257,86.44856262
Guatemala,29.89146996,36.1798,42.4681,48.75642014,47.9566,47.1568,46.35696411
Guinea,4.44588232,6.2304,8.0149,9.799424171,15.621,21.4426,27.26420975
Haiti,22.96293068,22.5366,22.1102,21.68379784,26.2408,30.7977,35.35472107
Honduras,26.27481842,29.5465,32.8183,36.08998108,40.8069,45.5239,50.24082184
"Hong Kong",88.25115204,90.8358,93.4204,96.00505066,96.001,95.9969,95.99282074
Hungary,72.21408081,72.1361,72.0581,71.98016357,74.041,76.1018,78.16255951
India,43.73707581,50.0792,56.4213,62.76336288,69.5119,76.2605,83.00899506
Indonesia,19.96723938,24.8508,29.7344,34.61792755,38.4939,42.3698,46.24571609
Iran,85.16744995,89.1578,93.1481,97.13841248,96.9095,96.6806,96.45176697
Iraq,13.4774847,13.8417,14.2059,14.57006359,18.3206,22.0711,25.82157326
Ireland,95.74240875,95.3787,95.0149,94.65115356,94.8926,95.134,95.37540436
Israel,88.40424347,88.8981,89.392,89.88588715,90.5555,91.2252,91.89485168
Italy,79.1312027,83.3773,87.6233,91.86936951,93.2914,94.7134,96.13545227
