"Data Item",1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Bismuth,82,75,87,67,84,67,120,120,75,83,90,78,83,53,41,20,35,136,136,26,33,43,55,28,8.4,45,31,22,19,17,11,3.5,14,13,8.8,47,540,540,540,540,540,540,1130,909,665,742,603,700,710,720,730,788,805,711,653,702,686,733,564,725,693,671,866,987,980,1330,1450,1140,1070,1150,1000,748,1050,1320,1040,638,1090,1080,1140,1240,1040,1090,851,1040,1200,1200,1320,1600,1530,1350,1120,1260,1300,1300,1490,2150,1520,1530,1990,2050,2130,1700,1780,2040,2130,2460,2120,2740,1560,1010,581,1120,940,978,1420,1370
