Country,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"El Salvador",,,,,,,,94.95099,93.56494,95.95747,95.02206,96.03446,96.54509,96.8846,97.22419,97.5868,97.94933,
"Equatorial Guinea",,97.13137,,,,,,,,,,,,,,,,
Eritrea,,,,77.94529,79.4502,80.9552,82.4601,83.965,85.47,86.97491,,,,,,,,
Estonia,,99.7705,99.7867,99.8029,99.8192,99.8354,99.8516,99.8678,99.884,99.9002,99.9165,99.9327,99.9489,,,,,
Ethiopia,,,,,,49.9,44.60597,49.7945,54.98298,,,,,,,,,
Gabon,,,,,,,,,,,,,,88.50414,,,,
Gambia,,52.55502,53.1875,53.8201,54.4526,55.0851,55.7177,56.3502,56.9827,57.6153,58.2478,58.8803,59.5128,60.1454,60.7779,,,
Georgia,,,,99.82542,99.8152,99.805,99.7947,99.7845,99.7742,99.764,99.7538,99.7435,99.7333,99.7231,99.7128,99.70261,,
Ghana,,70.66306,72.1684,73.6737,75.179,76.6843,78.1896,79.6949,81.2002,82.7055,84.2108,85.71615,,,,,,
Greece,,,98.94053,99.0877,99.2349,99.382,99.52918,99.5456,99.56192,99.5265,99.49109,99.0928,98.69457,,,,,
Greenland,,,,,,,,,,,,,,,,,100,
Guatemala,,,,82.22026,83.3636,84.5069,85.6502,86.7935,87.9369,89.0802,90.2235,91.3668,92.5101,93.65347,91.85192,94.35425,,
Guinea,,,,,47.09126,44.8506,42.6099,40.3692,38.1285,35.8878,33.6471,31.40642,35.1286,38.8507,42.5729,46.29505,,
"Guinea Bissau",,59.49285,59.5578,59.6228,59.6877,59.7527,59.8177,59.8826,59.9476,60.0126,60.0775,60.1425,60.2075,60.2724,60.3374,60.40235,,
Guyana,,,,,,,,,,,93.09894,93.8171,94.5352,95.2534,95.9715,96.68967,,
Haiti,,,,,81.61633,78.5265,75.4366,72.34672,,,,,,,,,,
Honduras,,,88.94272,89.773,90.6033,91.4335,92.2638,93.094,93.92431,94.3331,94.7419,95.15069,95.925,94.98095,95.06649,95.67707,96.00751,96.12654
India,,,76.4257,77.3667,78.3078,79.2488,80.1898,81.13086,82.1337,83.1365,84.1393,85.1421,86.14488,,,,,
Indonesia,,,,,,98.70546,97.6783,96.65104,98.0556,99.46011,99.47374,99.1259,98.778,99.0787,99.3795,99.68022,99.67007,99.66881
Iran,,,,,,,97.43153,96.64371,97.2576,97.87143,97.9072,97.9429,97.9787,98.0144,97.7773,97.93787,,
Iraq,,84.7968,82.2985,79.8002,77.3019,74.8036,72.3053,69.807,67.3087,64.8104,62.3121,59.8138,57.3155,54.8172,52.31889,,,
Italy,,,99.81213,99.8169,99.8216,99.8264,99.8311,99.8359,99.8406,99.8454,99.8501,99.8549,99.85964,,,,,
Jamaica,91.60341,,,,,,,,,,,,,,,,,
Jordan,,,,,99.13259,99.054,98.97539,98.9624,98.94934,98.887,98.8247,98.76235,99.14868,99.10572,,,,
Kazakhstan,99.84513,99.8441,99.843,99.8419,99.8409,99.8398,99.8388,99.8377,99.8366,99.8356,99.83451,99.89736,,,,,,
Kenya,,92.52818,91.0799,89.6317,88.1834,86.7352,85.287,83.8387,82.39047,82.9812,83.5719,84.1627,84.7534,85.3442,85.9349,86.52563,,
Kuwait,,,,,,,99.73336,98.51217,98.44723,98.64335,98.7712,98.89911,98.8407,98.78226,99.15375,99.2064,99.25909,
Kyrgyzstan,99.69563,99.7013,99.7069,99.7125,99.7181,99.7237,99.7294,99.735,99.7406,99.7462,99.75185,,,,,,,
Laos,,80.59856,78.45799,79.8263,81.1945,82.5628,83.93106,81.9519,79.9728,77.9936,76.0145,74.0354,72.05623,,,,,
Latvia,,99.75026,99.758,99.7657,99.7735,99.7812,99.789,99.7967,99.8045,99.8122,99.8199,99.8277,99.83543,,,,,
Lebanon,,,,,,,,,98.71479,98.9791,99.24335,,,,,,,
Lesotho,,90.9269,90.0677,89.2086,88.3494,87.4902,86.6311,85.7719,84.9127,84.0536,83.19441,83.882,84.5695,85.2571,85.9446,86.6322,,
Liberia,,,,,,,,,49.07411,,,,,,,,,
Lithuania,,,99.70167,99.7171,99.7325,99.7479,99.7633,99.7787,99.7941,99.8096,99.825,99.8404,99.8558,,,,,
Madagascar,,70.23622,69.6478,69.0593,68.4709,67.8825,67.294,66.7056,66.1171,65.5287,64.94025,68.9032,72.8662,76.82916,,,,
Malawi,,,,,,,,,,,,72.13956,73.1251,74.1107,75.0963,76.08191,72.93561,
Malaysia,,97.2378,97.3559,97.474,97.5921,97.7102,97.8283,97.9463,98.0644,98.1825,98.3006,98.41871,,,,,,
Maldives,,98.17012,98.3586,98.5471,98.7356,98.924,99.1125,99.30101,99.2969,99.2929,99.2888,99.2847,99.2806,99.2765,99.2725,99.26838,,
Mali,,,,,,,,38.81612,40.1875,41.5589,42.9303,44.30171,47.13698,47.6944,48.2518,48.8091,49.36653,
Malta,,,,,,,98.26503,98.3678,98.4707,98.5735,98.6763,98.7791,98.88194,,,,,
"Marshall Islands",,,,,,,,,,,,,98.45878,,,,,
Mauritania,,61.33665,60.5918,59.8469,59.102,58.3571,57.6122,56.8673,56.12243,,,,,,,,,
Mauritius,,94.53896,94.8655,95.1919,95.5184,95.8449,96.1714,96.4979,96.8244,97.1509,97.4774,97.8039,98.13035,,,,,
Mexico,,96.61228,97.1084,97.60458,97.5845,97.56444,97.63584,97.89566,98.15609,98.3823,98.52466,98.43452,98.46177,98.87542,98.5645,99.00004,98.94471,
Mongolia,,97.71012,97.7851,97.8601,97.9352,98.0102,98.0852,98.1602,98.2352,98.3102,98.3852,98.46025,,,,,,
Montenegro,,,,,99.41027,99.3855,99.3607,99.3359,99.311,99.2862,99.2614,99.2366,99.21182,,,,,
Morocco,,,,,,70.45759,72.3089,74.1603,76.0116,77.86296,79.47369,80.4919,81.51007,91.22096,,,,
Mozambique,,,,,61.89289,62.769,63.6451,64.5213,65.3974,66.2735,67.14964,,,,,,,
"Burma (Myanmar)",,94.58631,93.9716,93.3569,92.7422,92.1275,91.5128,90.8981,90.2834,89.6687,89.054,88.4393,87.8246,87.2099,86.5953,85.9806,85.3659,84.75116
Namibia,,,92.42438,91.5362,90.6481,89.7599,88.8717,87.9836,87.09541,88.9264,90.7574,92.5884,94.41944,,,,,
Nepal,,,70.05362,71.524,72.9943,74.4647,75.935,77.4054,78.8757,80.3461,81.8164,83.2868,84.75715,,,,,
Nicaragua,,,86.22252,86.4192,86.6159,86.8126,87.00925,,,,,,,,,,,
Niger,,,19.79119,23.9801,28.169,32.3579,36.54678,34.6864,32.8259,30.9655,29.1051,27.2446,25.3842,23.52378,,,,
Nigeria,,,,,68.99378,68.4717,67.9497,67.4276,66.9056,66.38354,,,,,,,,
Oman,,,,,97.28133,97.351,97.4207,97.4904,97.5601,97.62982,97.6868,97.74373,98.0814,98.419,98.7567,99.09432,99.15373,98.70356
Pakistan,,,,,,,65.08658,69.1658,70.1394,71.11291,70.67627,71.25962,70.76933,72.58342,71.63622,72.7954,,
Palau,,,,,,,,,,,,,,,99.83838,99.2514,98.66444,
"West Bank and Gaza",,,,,,98.94182,99.0166,99.09138,99.06206,99.01731,99.23326,99.24204,99.31232,99.28733,99.34833,99.36351,99.34061,99.38371
Panama,,96.07985,96.2357,96.3916,96.5475,96.7033,96.8592,97.0151,97.1709,97.3268,97.4827,97.63853,,,,,,
"Papua New Guinea",,66.67899,,,,,,,,,,,,,,,,
Paraguay,,,,,,,,,98.79446,97.96424,98.49729,98.61045,98.6294,98.6483,98.6673,98.68621,98.32855,
Peru,,,,,,96.75563,97.12376,97.75713,97.35622,97.6246,97.893,98.1614,98.4298,98.69816,98.8378,98.97753,99.00954,98.88349
Philippines,,95.08975,95.0789,95.0681,95.05721,95.5959,96.1346,96.6734,97.2121,97.7508,97.8223,97.8938,97.9653,98.0368,98.10835,,,
Portugal,,,,,,,,,,,,,99.43512,,,,,
"Puerto Rico",,,,,,,,,,,,98.83418,,,,,,
Qatar,,,,,,95.92071,96.9672,98.0136,99.0601,95.68699,97.75925,96.82016,97.87751,99.06457,98.96033,98.71272,,
Moldova,,99.52508,99.5193,99.5136,99.5079,99.5021,99.4964,99.4906,99.4849,99.4791,99.4734,99.4676,99.4619,99.45616,,,,
Romania,,,,97.76149,97.8986,98.0358,98.1729,98.31,98.4472,98.5843,98.7214,98.8586,98.99569,,,,,
Russia,,,,99.7246,99.7227,99.7209,99.719,99.7171,99.7152,99.7134,99.7115,99.7096,,,,,,
Rwanda,,77.62033,77.5928,77.5652,77.5376,77.5101,77.4825,77.4549,77.4273,77.3998,77.3722,77.34463,79.8377,82.33075,,,,
Samoa,,,,,,,,,,,,,99.23566,,,,,
"Saint Thomas and Principe",,,95.41546,93.2423,91.0691,88.8959,86.7227,84.5495,82.3763,80.20316,84.337,88.4708,92.6046,96.7384,,,,
"Saudi Arabia",,95.91316,95.8973,95.8814,95.8656,95.84969,96.2244,96.599,96.9737,97.3484,97.7231,98.0977,98.4724,98.8471,99.22177,,,
Senegal,,,,49.12449,49.5563,49.9881,50.4199,50.85166,55.5727,60.2938,65.01491,65.5238,66.03274,60.9643,55.89594,,,
Serbia,,,,,,,,,,,,,99.30869,99.3909,99.4731,99.5554,99.6376,99.71982
Seychelles,,,,99.06477,99.0531,99.0414,99.0297,99.0181,99.0064,98.9947,98.983,98.97134,,,,,,
"Sierra Leone",,,,,,47.92761,48.9381,49.9486,50.9591,51.9696,52.9801,53.9906,55.0011,56.0116,57.02213,,,
Singapore,,99.5046,99.5293,99.554,99.5788,99.6035,99.6282,99.6529,99.6777,99.7024,99.7271,99.75182,99.8872,99.89494,99.89861,99.90047,99.7849,99.92658
"South Africa",,,,,,,,,97.57078,97.9679,98.36509,98.64413,98.78966,98.88204,98.8822,98.88228,98.95578,
"South Sudan",,,,,,,,,,36.70228,,,,,,,,
Spain,,,,,,99.5582,99.53779,99.5536,99.56934,99.56431,99.599,99.59463,99.6994,99.67278,99.66926,99.72276,99.65568,99.62216
"Sri Lanka",,,95.58863,95.9677,96.3468,96.7259,97.105,97.48406,97.7329,97.9818,98.0699,98.15793,,,,,,
Sudan,,78.15559,76.6118,75.068,73.5243,71.9805,70.4367,68.8929,67.3491,65.80535,,,,,,,,
Suriname,,,,,,94.88114,96.015,97.1488,98.2826,99.41642,98.8965,98.37664,98.0223,97.6679,,,,
Swaziland,,91.86324,92.0271,92.1911,92.355,92.5189,92.6828,92.8467,93.0106,93.1745,93.3384,93.5023,,,,,,
Syria,,,,95.18883,93.8213,92.45381,,,,,,,,,,,,
Tajikistan,,99.84706,,,,,,,,,,,,,,,,
Thailand,,97.97539,97.9905,98.0056,98.0207,98.0358,98.0509,97.7602,97.4696,97.1789,96.8882,96.59757,97.1697,97.7418,98.31388,98.2303,98.14663,
"Macedonia (F.Y.R.O.M.)",,,,98.7427,,,,,,,,,,,,,,
"Timor Leste",,,,,,,,,,,,79.52868,,,,,,
Togo,,74.43957,74.7751,75.1107,75.4463,75.7818,76.1174,76.45294,78.214,79.975,81.73599,80.811,79.88591,80.987,82.088,83.1891,84.29011,
Tonga,,,,,,,,99.42476,99.4272,99.4297,99.4321,99.4346,99.43703,,,,,
Tunisia,,,,,,94.33898,94.9926,95.6461,96.29969,96.79426,96.983,97.17172,97.30444,96.865,96.5371,96.2091,,
Turkey,,,,,,95.6035,96.11855,96.1815,96.36235,97.0849,97.80747,98.22459,98.70935,99.01602,99.22743,99.35848,99.49439,
Uganda,,,,80.79116,81.6098,82.4284,83.247,84.06565,84.9014,85.7372,86.573,87.40883,85.5339,83.65888,,,,
Ukraine,,,99.80486,99.8199,99.8348,99.8498,99.8648,99.8798,99.8948,99.9098,99.9248,99.9398,99.9548,99.96976,,,,
"United Arab Emirates",,,,,,,95.00645,,,,,,,,,,,
Tanzania,,,,78.39605,77.9166,77.4372,76.9577,76.4783,75.9988,75.5194,75.04,74.56052,80.2503,85.94,85.8784,85.8168,85.75514,
Uruguay,,,,,,,,98.71252,98.75914,98.96814,98.86148,98.78419,98.86222,98.95525,98.92976,98.83889,98.9276,
Uzbekistan,,99.87435,99.884,99.8937,99.9033,99.913,99.9227,99.9323,99.942,99.9517,99.9613,99.971,99.9807,99.9903,100,100,100,
Venezuela,,,97.19934,97.3992,97.5992,97.7991,97.999,98.1989,98.39878,98.466,98.5333,98.0462,97.55916,97.9213,98.2834,98.6455,99.00763,98.75951
Vietnam,94.09706,94.83651,95.0871,95.3377,95.5882,95.8388,96.0894,96.34,96.5905,96.8411,97.09167,,,,,,,
Zambia,69.45722,69.3344,69.2116,69.08881,68.081,67.0731,66.0653,65.0575,64.04964,72.2713,80.4929,88.71456,,,,,,
Zimbabwe,,,,,,,,,,,,,90.9307,90.7632,90.5956,90.42812,,
