Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Afghanistan,27.55031967,27.55031967,27.55031967,27.55031967,27.55031967,27.55031967,27.55031967,27.55031967,27.55031967,27.55031967,27.3916893,27.04856491,26.70740318,26.25496101,25.91951752,25.68628883,25.37508774,24.9999733,24.63863754,24.31991959,24.24636078,24.18988609,24.12737083,24.02523422,23.95610809,24.01226807,24.14834023,24.25116348,24.29516792,24.16090202,24.04760933,24.04588699,24.14836311,24.25766373,24.29520607,24.32184982,,,,,,,,,,,,,
Albania,24.02812195,24.02812195,24.02812195,24.02812195,24.02812195,24.02812195,24.02812195,24.02812195,24.02812195,24.02812195,23.96105957,23.81635857,23.6720047,23.47252083,23.32551384,23.22827911,23.09177589,22.91729927,22.74873734,22.59919357,22.56020546,22.52871895,22.49334145,22.43787003,22.40037155,22.42311859,20.31552505,20.0482769,22.25692749,22.82521057,23.99879646,30.75883102,50.68890381,51.63710022,54.09405136,57.39969254,68.10080719,71.49488068,74.74163055,72.05027771,74.33143616,73.0542984,72.04442596,70.79830933,81.62568665,80.32705688,82.06604004,83.65836334,85.78574371
Algeria,38.26196671,38.26196671,38.26196671,38.26196671,38.26196671,38.26196671,51.01698685,51.01698685,51.01698685,51.01698685,50.98558044,48.88047791,47.97237015,46.91174316,45.92230988,45.49429703,46.18904495,46.02670288,46.10387421,45.92397308,45.87646103,45.82599258,45.77441025,45.97388458,45.76631546,45.25605011,46.47356415,48.09919357,45.09493256,46.56317902,50.78881454,49.22706604,42.85189056,48.17321396,53.56975555,56.58496475,57.63693237,56.96193695,58.22624207,59.25900269,54.37434387,51.29807663,52.43830109,53.3758812,45.91022491,45.10693741,45.56488037,45.45665741,45.13862991
Angola,,,,,,43.2661438,43.2661438,43.2661438,43.2661438,43.2661438,43.35695267,43.39264297,43.4325676,43.3166008,43.35229492,43.48796844,43.53097916,43.38412094,43.22647858,43.08854675,43.14531708,43.21064758,43.27932358,43.33919144,43.57584763,43.95615768,44.37012482,44.65190506,44.89172363,44.86743164,45.37675095,42.8177948,40.6995697,40.50743866,39.98438263,40.49616623,44.41435242,43.09500504,39.10375214,35.30373764,41.37626266,43.3701973,44.01493073,42.64249039,33.07829285,31.87108421,34.39981079,35.84582901,38.85067749
"Antigua and Barbuda",,,,,,,,,,,,4.176653862,4.135049343,4.079872608,4.038965225,4.010523319,3.972571373,3.926825762,3.882760525,3.843892574,3.834922075,3.828034878,3.820411205,3.807955503,3.799525738,3.806374073,3.822968483,3.835507393,3.840873718,3.824500322,3.810683727,1.562094808,2.129188538,1.567260027,1.568175673,1.568825483,,,,,,,,,,,,,
Argentina,44.47275162,44.47275162,44.47275162,44.47275162,44.47275162,44.47275162,45.06955338,45.06955338,45.66635513,46.26315689,34.84620667,34.27704239,33.7042923,33.11262512,32.53264618,32.01866913,31.94373894,31.48274803,31.29900169,31.40916824,31.20202446,36.90174484,38.18635178,38.6783638,40.41296768,46.0431366,43.23391342,40.72344208,40.77832413,40.31886292,39.89271927,40.18645859,26.97256279,24.56837654,32.12942505,30.57697868,28.26232719,29.51728249,28.66759491,41.36603165,38.85581589,34.83096695,37.46931839,40.94561386,36.28523636,40.08450699,41.17661667,43.06405258,43.85905838
Armenia,,,,,,,,,,,,,,,,,,,,,,50.01937485,50.08779907,64.86493683,65.29566193,66.48033142,67.12088776,67.37081909,67.63585663,67.77124023,67.76830292,67.98614502,67.73287964,67.23769379,66.73969269,67.82504272,69.70529938,68.77054596,71.09022522,73.78119659,73.18985748,72.11508179,70.90593719,72.21670532,77.65653229,71.04406738,70.84289551,70.49710846,70.508461
Australia,52.23592758,52.23592758,52.23592758,51.9058342,52.23592758,51.57574463,52.17254639,52.25024033,53.57060623,52.77926254,53.27907181,53.71680069,53.61880493,54.77397537,54.61381531,54.41592407,54.11497498,54.82176971,54.82281113,54.18931961,54.49207687,56.69152451,58.07284164,59.89035034,62.29687119,63.96314621,67.6684494,70.68473053,72.95057678,75.01709747,76.62155151,77.2888031,76.31144714,76.52131653,77.46405029,79.93588257,81.25341034,81.82357788,81.51454163,81.10151672,82.75233459,83.10736084,80.03302765,78.74589539,80.80397797,78.71403503,77.9178772,78.73776245,79.85031128
Austria,64.33518219,64.33518219,66.13166809,67.30158997,67.96177673,69.94232178,71.00037384,71.72833252,73.7766571,74.57239532,75.80801392,76.6619339,76.94921112,76.90808105,76.93106842,77.38166046,77.67206573,77.84739685,77.96370697,77.91170502,78.1160965,78.7915802,79.55653381,80.80690765,81.7264328,87.27194977,89.69790649,92.42279053,93.30492401,94.03214264,96.67518616,95.15335846,95.58862305,96.87495422,95.33252716,93.83073425,90.65561676,91.72530365,90.60340118,91.08436584,90.53390503,88.89532471,88.17868042,86.71353912,92.63356018,91.71819305,91.96069336,92.48784637,92.14830017
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,16.86916733,16.9036293,31.66205597,31.97778511,34.66503143,39.65500641,49.24510193,48.75255585,49.45384979,49.71944427,50.02120209,50.88288498,51.27173233,51.60997391,51.24089813,53.85495758,55.29555893,55.29327774,54.48464203,57.26276779,56.74770737,60.05298996,60.34223557,61.1841774,64.04903412,64.75022888,66.24131012,68.36881256
Bahamas,,,,27.85863686,27.85863686,27.85863686,27.85863686,27.85863686,27.85863686,27.85863686,27.43891525,26.66556168,26.09160233,25.29140472,24.67684174,23.90271759,23.32411194,22.85946274,22.44936371,21.84338951,21.56663132,21.30332184,21.01432419,20.65576553,20.08621597,19.81989861,19.34007454,18.77924347,18.86641502,18.52323914,18.63430405,19.11815262,19.60212708,20.0507412,21.13860321,22.64487076,22.84118271,25.31726265,26.13661957,23.66771507,23.95993805,24.2172451,23.99220085,23.91004372,25.07172585,26.84819794,27.90447998,24.86728287,28.72431564
Bahrain,,63.2852478,63.2852478,63.2852478,63.2852478,60.64451599,60.97460938,60.97460938,60.97460938,60.97460938,63.94623184,64.44358063,62.66371918,57.56075668,57.38668442,58.63576126,58.10883713,58.18743515,56.78170013,56.6638031,57.04296112,56.53066635,54.72119141,55.32633972,54.32495499,55.31143951,56.1045723,55.76416779,72.0759201,75.22660065,79.30704498,79.15253448,80.78321838,80.39255524,76.91893768,78.73339844,79.80504608,79.36022186,79.06900024,79.86000061,80.41777802,79.76604462,77.93097687,78.71234131,74.31378937,71.95994568,72.02870178,73.54572296,73.40629578
Bangladesh,,16.03150749,16.03150749,16.03150749,16.03150749,16.03150749,16.03150749,16.03150749,16.03150749,16.03150749,15.81953049,15.4882946,15.1544466,14.82759571,14.49147511,14.1811018,13.86126423,13.61106586,13.38177586,13.17683411,13.05045033,12.93304634,12.80485439,12.64146614,12.37674713,12.12531567,12.71226025,13.14160919,13.85233879,15.16926289,16.58716965,16.40079689,17.47633362,18.52770233,15.39009285,15.05194378,33.98362732,35.24100876,36.02733231,35.76144791,35.93468857,35.69126892,36.68420792,38.74126053,30.67982292,29.78380966,29.54823112,29.5253334,28.85895157
Barbados,42.2688446,42.2688446,42.2688446,42.2688446,29.15452766,29.15452766,29.15452766,29.15452766,29.15452766,29.15452766,29.06030083,28.84371567,28.62657738,28.3538456,28.14187431,27.9821949,28.25517082,28.26949692,28.0518322,28.10124588,28.05689621,28.26830292,28.4778347,28.41727829,28.38528442,28.69078255,28.26843834,27.81010056,27.02830887,26.3855648,25.75026894,25.74483871,25.80337906,25.88875008,25.34114075,29.23506355,31.54377747,32.30452728,31.60559654,32.29794312,33.10164261,47.39621353,45.29802322,49.10275269,36.92189026,35.86862183,36.73081589,35.44033813,40.99011993
Belarus,,,,,,,,,,,,,,,,,,,,,,59.11164474,58.87667465,61.72585297,66.64904785,70.67564392,70.7802124,67.87993622,68.11182404,69.04940796,70.65029144,70.27135468,68.70951843,67.86595917,70.37915039,69.99773407,70.80111694,64.07480621,62.47190094,65.07204437,68.55952454,64.7794342,65.82433319,68.22872925,71.2230835,67.09590149,68.81515503,66.952034,64.81702423
Belgium,73.59768677,79.22921753,79.22921753,80.57006073,80.83822632,80.83822632,81.70030975,80.62763977,80.62763977,80.65642548,80.80547333,80.62130737,81.00525665,81.22659302,81.39084625,82.15236664,82.04703522,82.02561951,82.00427246,82.65860748,82.62678528,82.94911194,84.28582764,85.30622864,85.2352066,84.41617584,85.34861755,89.00191498,91.18927765,92.37062836,94.4363327,92.80950928,93.99999237,93.71104431,93.14576721,91.01985168,86.4028244,87.81630707,86.92282867,88.70705414,89.38244629,86.78665924,85.43318939,82.97426605,90.10016632,89.55043793,88.111763,88.13964844,86.58562469
Belize,,,,,,,,,,,,25.85211182,25.47025108,25.04704475,24.62409782,24.28293991,24.37122917,24.26216125,23.96134377,23.69864845,23.74192429,23.55016136,23.94529533,23.32292366,23.20545578,22.54552841,25.96567917,25.50219727,25.74397469,26.02042389,26.11481857,25.88396645,25.69848824,27.09388351,27.67815208,33.33092499,33.74991989,35.65019608,37.06460571,36.16897583,27.19827843,38.16945267,38.84859085,37.55663681,40.24211884,35.11410141,38.54169083,28.83144188,29.12534904
Benin,12.5787487,12.5787487,12.5787487,12.5787487,12.5787487,12.5787487,12.5787487,12.5787487,11.2583828,11.2583828,11.13514614,10.95530605,11.0972805,10.90604401,11.03136826,11.17532825,11.22746944,11.85885239,11.96028709,12.62757015,12.80361271,13.28994083,14.01989651,14.23950386,14.63930893,15.39088154,16.19273758,17.31067085,19.00331116,20.15786362,22.44365501,20.35378075,19.88103485,20.57946396,21.25810242,21.65052414,23.50202179,26.82680511,26.5480957,27.43915558,25.32985687,24.21774101,24.72583199,34.06946182,25.00447464,20.54945183,21.37366676,21.91049767,23.29402161
Bhutan,40.00903702,40.00903702,40.00903702,40.00903702,40.00903702,40.00903702,40.00903702,40.00903702,40.00903702,40.00903702,39.90341568,39.53386688,39.16039276,38.4248848,37.46813965,37.49897766,37.17810059,37.16721725,36.83397293,36.53068924,36.50350189,36.19218445,35.57673645,35.83958054,34.90468979,34.70006561,35.50236511,34.97292328,34.95149994,35.01746368,34.77680588,34.28824615,33.9222641,32.99583054,33.130867,31.57507515,47.59154129,47.85718918,47.49580383,47.18948746,47.60647964,47.23168945,46.84504318,47.20571899,44.85487747,54.23638535,56.01322937,54.93879318,55.18003845
Bolivia,23.40348816,23.40348816,23.40348816,23.40348816,23.40348816,23.40348816,23.40348816,23.40348816,23.40348816,23.40348816,23.23995781,22.98648834,22.73257446,22.44021797,22.17374611,21.96098518,26.61025429,24.72126389,28.98883247,30.18840218,33.25267029,34.82865524,34.88916397,37.84786224,38.82619476,40.59514999,41.99253464,41.4678154,41.28446579,42.49476624,42.46355057,41.52051544,44.0321579,45.24999619,45.00841904,44.85353088,44.65100479,44.76231766,44.3769722,43.21150589,42.47284317,41.78634644,42.14733505,40.99596786,35.23158646,35.68276215,36.1865654,35.86021805,35.80550003
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,35.86578369,35.76911163,35.7496376,35.80105209,35.8777504,36.00068665,36.17770386,36.30330658,36.4408493,51.15471649,51.84372711,51.97834015,58.28523636,49.39052963,75.86599731,76.98182678,79.03974915,79.59866333,81.33570862,80.16934967,78.81761169,77.0656662,85.14074707,82.0471344,80.34107208,82.49440765,82.85712433
Botswana,48.20368958,48.20368958,48.20368958,48.20368958,48.20368958,48.20368958,48.20368958,48.20368958,48.20368958,48.20368958,47.90837479,48.12939453,48.17635345,48.99117661,49.72303391,50.21478271,48.73171997,46.39128494,45.02896881,43.45769501,41.53768158,35.84762573,32.30455399,34.28365707,32.25642014,31.66105652,34.53620529,35.31182098,36.72321701,40.40198135,61.26066589,64.19416046,64.23338318,61.63809586,53.51857376,44.71234131,46.56394196,46.09367371,47.77500534,47.27927399,49.66234207,48.69714355,46.63753891,46.59662247,58.74957275,56.63083267,62.18809128,58.8885994,59.15906906
