Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,3.7,5.2733,6.8467,8.42,9.9933,11.5667,13.14,14.7133,16.2867,17.86,19.4333,21.0067,22.58,24.1533,25.7267,27.3,27.3,27.7,27.7,27.3,27.7,27.7,27.7,27.7,27.7,27.7,27.7
Albania,28.8,26.1778,23.5556,20.9333,18.3111,15.6889,13.0667,10.4444,7.8222,5.2,5.2,5.7,5.7,5.7,6.4,7.1,7.1,7.1,7.1,16.4,16.4,15.7,15.7,17.9,20,20.7,20.7
Algeria,2.4,2.5143,2.6286,2.7429,2.8571,2.9714,3.0857,3.2,3.2,3.2,3.4,3.4,6.2,6.2,6.2,6.2,6.2,7.7,7.7,7.7,7.7,8,31.6,31.6,31.6,31.6,31.6
Andorra,,,,,,,,7.1,7.1,7.1,7.1,14.3,14.3,14.3,14.3,28.6,28.6,28.6,25,35.7,35.7,50,50,50,50,39.3,39.3
Angola,14.5,13.7857,13.0714,12.3571,11.6429,10.9286,10.2143,9.5,15.5,15.5,15.5,15.5,15.5,15.5,15,15,15,15,37.3,38.6,38.6,38.2,34.1,34.1,36.8,36.8,36.8
"Antigua and Barbuda",,,,,,,,5.3,5.3,5.3,5.3,5.3,5.3,5.3,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,11.1,11.1,11.1
Argentina,6.3,9.3429,12.3857,15.4286,18.4714,21.5143,24.5571,27.6,27.6,27.05,26.5,28.6,30.7,30.7,33.7,36.2,35,40,40,38.5,38.5,37.4,37.4,37,36.6,36.2,35.8
Armenia,35.6,31.4143,27.2286,23.0429,18.8571,14.6714,10.4857,6.3,6.3,3.1,3.1,3.1,3.1,4.6,5.3,5.3,5.3,9.2,8.4,9.2,9.2,8.4,10.7,10.7,10.7,10.7,10.7
Australia,6.1,7.4429,8.7857,10.1286,11.4714,12.8143,14.1571,15.5,15.5,22.4,23,24.15,25.3,25.3,24.7,24.7,24.7,26.7,26.7,27.3,24.7,24.7,24.7,26,26,26.7,26.7
Austria,11.5,13.6,15.7,17.8,19.9,22,24.1,26.2,26.2,26.5,26.8,26.8,30.35,33.9,33.9,33.9,32.2,32.8,27.3,27.9,27.9,27.9,27.9,33.3,32.2,30.6,30.6
Azerbaijan,,,,,,,,12,12,12,11.25,10.5,10.5,10.5,10.5,13,11.3,11.4,11.4,11.4,16,16,16,16,15.6,16.9,16.9
Bahamas,4.1,5.6571,7.2143,8.7714,10.3286,11.8857,13.4429,15,15,15,15,15,17.5,20,20,20,20,12.2,12.2,12.2,12.2,12.2,13.2,13.2,13.2,13.2,13.2
Bahrain,,,,,,,,,,,,,,,,,2.5,2.5,2.5,2.5,2.5,10,10,10,7.5,7.5,7.5
Bangladesh,10.3,10.1286,9.9571,9.7857,9.6143,9.4429,9.2714,9.1,9.1,9.1,9.1,5.55,2,2,2,14.8,15.1,10.7,6.3,18.6,18.6,19.7,19.7,19.7,19.8,20,20
Barbados,3.7,4.7,5.7,6.7,7.7,8.7,9.7,10.7,10.7,10.7,10.7,10.7,10.7,13.3,13.3,13.3,13.3,13.3,10,10,10,10,10,16.7,16.7,16.7,16.7
Belarus,,,,,,,,,,,,10.3,10.3,10.3,29.4,29.1,29.1,29.1,31.8,31.8,31.8,31.8,26.6,26.6,26.6,27.3,27.3
Belgium,8.5,9.1,9.7,10.3,10.9,11.5,12.1,12.7,12.7,23.3,23.3,23.3,23.3,35.3,34.7,34.7,34.7,35.3,35.3,38,39.3,38,38,38,39.3,39.3,39.3
Belize,,,,,,,,3.4,3.4,6.9,6.9,6.9,6.9,3.3,6.7,6.7,6.7,3.3,3.26,3.22,3.18,3.14,3.1,3.1,3.1,3.1,3.1
Benin,2.9,3.5143,4.1286,4.7429,5.3571,5.9714,6.5857,7.2,7.2,6,6,6,6,6,7.2,7.2,7.2,10.8,10.8,10.8,10.8,8.4,8.4,8.4,8.4,7.2,7.2
Bhutan,2,2,2,2,2,2,2,2,2,2,9.3,9.3,9.3,9.3,9.2,9.3,2.7,2.7,8.5,8.5,8.5,8.5,8.5,6.4,8.5,8.5,8.5
Bolivia,9.2,9.4556,9.7111,9.9667,10.2222,10.4778,10.7333,10.9889,11.2444,11.5,11.5,11.5,18.5,18.5,19.2,16.9,16.9,16.9,16.9,22.3,25.4,25.4,25.4,25.4,53.1,53.1,53.1
"Bosnia and Herzegovina",,,,,,,,,,,,7.1,11.9,16.7,16.7,16.7,14.3,11.9,11.9,19,16.7,21.4,21.4,21.4,21.4,21.4,21.4
Botswana,5,5.5,6,6.5,7,7.5,8,8.5,8.5,12.75,17,17,17,17,11.1,11.1,11.1,11.1,11.1,7.9,7.9,7.9,7.9,7.9,9.5,9.5,9.5
Brazil,5.3,5.4857,5.6714,5.8571,6.0429,6.2286,6.4143,6.6,6.6,5.7,5.7,6.8,6.2,8.6,8.6,8.6,8.8,9,9,8.8,8.6,8.6,8.6,8.6,9.9,9.9,9.9
Bulgaria,21,19.5429,18.0857,16.6286,15.1714,13.7143,12.2571,10.8,10.8,10.8,10.8,26.2,26.2,26.2,26.3,22.1,22.1,21.7,21.7,20.8,20.8,20.8,22.9,24.6,20,20.4,20.4
"Burkina Faso",,,,,,,,9,8.1,8.1,8.1,8.1,11.7,11.7,11.7,11.7,11.7,15.3,15.3,15.3,15.3,15.3,15.7,15.7,18.9,9.4,9.4
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,4.3,3.5,6,6,5.6,12.7,9.9
Burundi,,,,,,,,,11.9,6,14.4,14.4,18.4,18.4,18.4,30.5,30.5,30.5,30.5,31.4,32.1,30.5,30.5,30.5,30.5,36.4,36.4
Cambodia,,,,,,,,5.8,5.8,8.2,7.4,7.4,7.4,9.8,9.8,9.8,9.8,19.5,16.3,21.1,21.1,20.3,20.3,20.3,20.3,20.3,20.3
Cameroon,14.4,13.1429,11.8857,10.6286,9.3714,8.1143,6.8571,5.6,5.6,5.6,5.6,5.6,8.9,8.9,8.9,8.9,8.9,13.9,13.9,13.9,13.9,13.9,13.9,31.1,31.1,31.1,31.1
Canada,13.3,14.3429,15.3857,16.4286,17.4714,18.5143,19.5571,20.6,20.6,20.6,20.6,20.6,20.6,20.6,21.1,21.1,20.8,21.3,22.1,22.1,22.1,24.8,24.7,24.7,25.1,26,26
"Cape Verde",12,11.8714,11.7429,11.6143,11.4857,11.3571,11.2286,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,15.3,18.1,18.1,18.1,18.1,20.8,20.8,20.8,20.8,20.8,20.8
"Central African Republic",3.8,3.7571,3.7143,3.6714,3.6286,3.5857,3.5429,3.5,3.5,7.3,7.3,7.3,7.3,8.3667,9.4333,10.5,10.5,10.5,10.5,9.6,9.6,12.5,12.5,,,,
Chad,,,,,,,,2.4,2.4,2.4,2.4,2.4,4.1,5.8,6.5,6.5,6.5,5.2,5.2,5.2,5.2,12.8,14.9,14.9,14.9,14.9,14.9
Chile,,,,,,,,7.5,10.8,10.8,10.8,10.8,12.5,12.5,12.5,15,15,15,15,14.2,14.2,14.2,14.2,14.2,15.8,15.8,15.8
China,21.3,21.3625,21.425,21.4875,21.55,21.6125,21.675,21.7375,21.8,21.8,21.8,21.8,21.8,20.2,20.2,20.3,20.3,20.6,21.3,21.3,21.3,21.3,21.3,23.4,23.4,23.6,23.6
Colombia,4.5,5.5286,6.5571,7.5857,8.6143,9.6429,10.6714,11.7,11.75,11.8,11.8,11.8,12,12,12,12.1,8.4,8.4,8.4,8.4,12.7,12.1,12.1,12.1,19.9,19.9,19.9
Comoros,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3
"Congo (Brazzaville)",14.3,14.0125,13.725,13.4375,13.15,12.8625,12.575,12.2875,12,12,12,12,10.25,8.5,8.5,8.5,8.5,7.3,7.3,7.3,7.3,7.3,7.4,7.4,7.4,7.4,7.4
