Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Serbia,10.71186057,10.63037574,10.6258488,10.64848348,10.50135808,10.50588502,10.46401086,10.49117248,10.58057945,10.82729742,10.74015392,4.86645541,4.481665912,4.512222725,4.844952467,4.562019013,4.562019013,4.562019013,4.59370756,4.59370756,4.592575826,4.413761883,4.413761883,4.310774106,4.310774106,4.591444092,4.602761431,4.591444092,4.592575826,4.592575826,4.592575826,4.592575826,4.581258488
Slovakia,,,,,,,,,,,,,,7.466857026,7.475015297,7.481134,7.491331838,7.797266979,7.479094432,7.468896594,7.468896594,7.468896594,7.458698756,7.458698756,7.464817459,7.462777891,7.460738323,7.401590863,7.325379831,7.387846656,7.314884679,7.390488621,7.327269761
Slovenia,5.21953626,5.21953626,5.21953626,5.21953626,5.21953626,5.21953626,5.426739023,5.426739023,5.426739023,5.900345338,5.900345338,5.925012333,5.925012333,5.925012333,5.925012333,5.925012333,5.925012333,5.925012333,5.925012333,5.925012333,5.929945733,6.063147509,6.063147509,6.063147509,6.063147509,6.05821411,6.05821411,6.05821411,6.05821411,6.05821411,6.05821411,5.964479526,5.964479526
"South Africa",1.935542085,1.935542085,1.934311659,1.941120016,1.945713606,1.953998474,1.951455594,1.936444397,1.928241557,1.742611292,1.773213052,1.774684396,1.774684396,1.823737378,1.855564396,1.666735024,1.666735024,1.656071332,1.656071332,1.646309953,1.858517419,1.858517419,1.858517419,1.643931129,1.660828979,1.644423299,1.644423299,2.008629387,2.008629387,1.808808209,1.808808209,1.681582164,1.681582164
"South Korea",3.158371952,3.14426758,3.14426758,3.140237759,3.140237759,3.137215394,3.136207939,3.153334677,3.17348378,3.154342132,3.114043925,3.114043925,3.11505138,3.121096111,3.124118477,3.124118477,3.123111022,3.141245215,3.143260125,3.1448,3.14628249,3.137432188,3.141881715,3.152610442,3.140935555,3.403913698,3.402889246,3.408543923,3.386757488,3.381381381,3.382382382,3.640640641,3.653653654
Spain,2.6581553,2.676535109,2.682266448,2.682266448,2.682859345,2.51190735,2.514081306,2.507164173,2.480286172,2.483250657,2.482262495,2.484238819,2.577323663,2.490365422,2.499258879,2.426925433,2.427715963,2.429692286,2.431470978,2.778513409,2.745742574,2.74602986,2.742024856,2.846825098,2.848408097,2.866018956,2.895898055,2.934879395,2.977224608,2.976630983,3.029469937,3.101265823,3.098299051
"Sri Lanka",2.214601433,2.214601433,2.214601433,2.214601433,2.214601433,2.214601433,2.214601433,2.214601433,2.214601433,2.214601433,2.214601433,2.228318854,2.272519433,2.272519433,2.272519433,2.272519433,2.272519433,2.272519433,2.272519433,2.205456485,2.2061,2.2067,2.2073,2.2079,2.208504801,2.2138,2.2192,2.2245,2.229843012,,,,
Sudan,0.190996125,0.190996125,0.190996125,0.190996125,0.190996125,0.190996125,0.190118165,0.1903,0.1905,0.1907,0.19091631,0.19091631,0.189,0.1871,0.1853,0.183373839,0.183373839,0.183373839,0.1834,0.1835,0.183533468,0.235492715,0.182695416,0.2007,0.218611946,0.218611946,0.218611946,0.218611946,0.182695416,0.179901908,0.179901908,0.250511145,0.229493324
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.728110599,1.728110599,1.728110599,1.728110599,1.728110599
Sweden,2.526537864,2.518321119,2.611592272,2.611592272,2.584277149,2.50188763,2.495225405,2.48589829,2.459693538,2.447701532,2.238729736,2.436153675,2.186542305,2.300910504,2.145458583,2.172329558,2.255829447,2.271374639,2.268709749,2.26982012,2.235842771,2.190761714,2.188985121,2.194536975,2.19742394,2.191205863,2.211192538,2.180990451,2.182989118,2.208749722,2.211192538,2.223850766,2.208305574
Switzerland,7.129360465,7.151162791,7.160852713,7.172965116,7.228682171,7.233527132,7.233527132,7.243217054,7.243217054,7.252906977,7.214147287,7.223837209,7.231104651,7.22625969,7.22625969,7.235949612,7.240794574,7.119670543,7.049418605,7.03003876,7.206879845,7.168120155,7.223837209,7.243217054,7.606589147,7.877906977,8.066860465,8.766957364,8.47625969,8.585271318,8.582848837,8.657945736,8.602228682
Syria,0.834323361,0.839723512,0.87320445,0.905605357,0.909385463,1.156712388,1.213413976,1.229614429,1.259855276,1.289016092,1.289016092,1.294956259,1.30035641,0.823523059,0.823523059,0.823523059,0.823523059,0.823523059,0.823523059,0.823523059,0.956366778,0.956366778,1.323037045,1.019548547,1.2393,1.459120855,1.103250891,1.103250891,1.155092343,0.972567232,1.155092343,1.155092343,1.155092343
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,0.432129078,0.432129078,0.432129078,0.432129078,0.432129078,0.435636619,0.435636619,0.435636619
Tanzania,0.46912277,0.46912277,0.46912277,0.46912277,0.46912277,0.46912277,0.46912277,0.46912277,0.46912277,0.46912277,0.46912277,0.470811781,0.470811781,0.470811781,0.470811781,0.471339597,0.274992083,0.287342975,0.287342975,0.483637707,0.483690489,0.483690489,0.483690489,0.483690489,0.483690489,0.274464267,0.274464267,,,,,,
Thailand,0.727899906,0.727899906,0.727899906,0.727899906,0.727899906,0.727899906,0.726535703,0.726535703,0.74407546,0.726535703,0.752455566,0.752455566,0.754209542,0.754209542,0.754209542,0.78753508,0.78753508,0.78753508,0.788119738,0.788119738,0.799618023,0.788119738,0.788119738,0.788119738,0.788119738,0.8069,0.8256,0.8444,0.86315092,0.86315092,0.86315092,1.038158715,1.038158715
Tunisia,1.251146018,1.253590856,1.332436893,1.33610415,1.35138439,1.35138439,1.361163743,1.377055192,1.377055192,1.387445755,1.387445755,1.387445755,1.392335432,1.186357802,1.186357802,1.136849826,1.112401442,1.112401442,1.136849826,1.222419168,1.381333659,1.32204633,1.166799095,1.166799095,1.166799095,1.166799095,1.355662857,1.355662857,1.355662857,1.216918281,0.683943524,1.323268749,1.323268749
Turkey,1.045612333,1.045612333,1.040890296,1.04254939,1.04254939,1.04254939,1.042677013,1.04254939,1.041911277,1.0758589,1.075731278,1.075731278,1.0758589,1.0758589,1.078666599,1.091045995,1.098448109,1.098448109,1.098448109,1.108019807,1.106615958,1.106615958,1.106615958,1.109934147,1.109934147,1.109934147,1.109934147,1.109934147,1.110189392,1.108530298,1.22441166,1.230537547,1.230537547
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,0.51813153,0.51813153,0.628764597,0.651710715,0.634091375,0.638188896,0.638188896,0.638188896
Uganda,0.510039329,0.510039329,0.510039329,0.510039329,0.510039329,0.510039329,0.510039329,0.510039329,0.510039329,0.510039329,0.510039329,0.513765266,0.513765266,0.513765266,0.513765266,0.517491203,0.517491203,0.517491203,0.381,0.2445,0.108052163,0.107224177,0.107224177,0.107224177,0.107224177,,,,,,,,
Ukraine,3.744449599,3.75273378,3.75273378,3.75273378,3.760686593,3.760686593,3.76101796,3.76101796,3.777586321,3.770793293,3.863079064,3.776757903,3.749585791,3.748653798,3.738546931,3.745671444,3.744843012,3.735564576,3.729599867,3.723469472,3.695137105,3.681385138,3.658189048,3.6526,3.646922376,3.645265512,3.645265512,3.627040013,3.591417447,3.591748819,3.596222351,3.589594897,3.585949797
"United Kingdom",7.243134518,7.155289192,7.155289192,7.072780264,6.963589344,6.897500103,6.867123681,6.842904643,6.826484955,6.813759698,6.809244284,6.807602315,6.784614753,6.787898691,6.787898691,6.841262674,6.841262674,6.837157752,6.838389229,6.834284307,6.564180452,6.835515783,6.835515783,6.7255,6.615491975,6.653257255,8.195886868,6.653257255,6.699642872,6.638890029,6.6871,6.735355691,6.741513074
"United States",2.760820965,2.716231618,2.665360901,2.611022869,2.546014883,2.441593399,2.346066333,2.214727088,2.136586853,2.080992546,2.005984621,1.953522624,1.893723987,1.8496539,1.831345802,1.813456462,1.767555577,1.707921796,1.681866824,1.662802211,1.659276393,1.635328149,1.668430266,1.651728743,1.627253239,2.377473907,2.358661674,2.353667918,2.309492642,2.300816456,2.324291996,2.321291439,2.321291439
Uruguay,1.705254795,1.730791057,1.708092158,1.702984905,1.703552378,1.69731018,1.69731018,1.69731018,1.69731018,1.69731018,1.69731018,1.69731018,1.69731018,1.698615367,1.7005,1.7023,1.70411985,1.70411985,1.70411985,1.70411985,1.70411985,1.70411985,1.70411985,1.70411985,1.70411985,1.7027,1.7013,1.6999,1.698445125,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,0.813813143,0.813813143,0.813813143,0.814707197,0.8685,0.922217255,0.922217255,0.922217255,0.897183728,0.897183728,0.895172105,0.945462673,0.945462673,0.944792132,0.951721055,0.936969155
Venezuela,,,,,,,,,,,,,,,,,0.043418672,0.0418,0.0401,0.0385,0.036840086,0.036840086,0.036840086,0.036840086,0.036840086,0.036840086,0.036840086,0.036840086,0.036840086,,,,
Vietnam,,,,,,,0.853718834,0.857181777,0.85715583,0.85715583,0.855420959,0.855343442,0.85526594,0.855214279,0.855214279,0.855214279,0.855214279,0.855214279,0.855304884,0.855304884,0.954319038,0.8636,0.772851503,0.805320215,0.789520033,0.806432134,0.950146734,0.950146734,0.950608819,0.708954209,0.70915557,0.70915557,0.70915557
Zambia,,0.148151101,0.148151101,0.148151101,0.169809064,0.169809064,0.169809064,0.169809064,0.16914471,0.16914471,0.16914471,0.16914471,0.16914471,0.16914471,0.16914471,0.16914471,0.16914471,0.16914471,0.16914471,0.16914471,0.16914471,0.16914471,0.16914471,0.16914471,0.16914471,,,,,,,,
Zimbabwe,0.868563824,0.868563824,0.868563824,0.868563824,0.868563824,0.868563824,0.706059986,0.706059986,0.706059986,0.706059986,0.706059986,0.706059986,0.706059986,0.706059986,0.706059986,0.706059986,0.706059986,0.706059986,0.702,0.6979,0.6938,0.6897,0.6856,0.6815,0.6774,0.6733,0.6692,0.6651,0.661019552,,,,
