Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,0.052819754,0.051487957,0.052399262,0.04823579,0.053209373,0.054773301,0.053816273,0.054865353,0.051925693,0.051077818,0.046707546,0.048533838,0.04592382,0.050265885,0.051857847,0.05082222,0.047714605,0.04824479,0.041601062,0.040752853,0.034933686,0.030373701,0.030698024,0.034816562,0.035779513,0.034720674,0.035214889
Albania,0.014446758,0.015506981,0.015518788,0.015459201,0.015616709,0.016469453,0.013806665,0.014555203,0.01255183,0.012538647,0.011358646,0.010171896,0.00960241,0.009213985,0.008855571,0.008834097,0.008638573,0.008621874,0.008705526,0.008140839,0.007692408,0.007375454,0.007233334,0.007520228,0.006746034,0.007233566,0.006975894
Algeria,0.023555805,0.023208659,0.020426383,0.019804071,0.019676891,0.01995704,0.019282985,0.019647708,0.019944043,0.018716022,0.017795842,0.017229466,0.016346127,0.016122623,0.015559748,0.013218691,0.012817253,0.012399018,0.011714661,0.010841156,0.010712747,0.010141943,0.010152824,0.01013054,0.009947089,0.009826722,0.009431308
"American Samoa",0.016440839,0.016180749,0.016000062,0.016686225,0.015020347,0.015409223,0.015569953,0.015139449,0.014181485,0.013968918,0.013956092,0.01394521,0.012818186,0.01269323,0.012575848,0.012210999,0.011457478,0.010869688,0.010866909,0.010395716,0.010633465,0.011316856,0.010473411,0.010567213,0.01071225,0.010199165,0.010152526
Andorra,0.006888947,0.007165815,0.006871905,0.007307897,0.007393563,0.007370337,0.00687494,0.006678699,0.006662839,0.006687983,0.006247814,0.006546716,0.006628274,0.006646221,0.006737587,0.006538743,0.006634767,0.007010291,0.006928076,0.007305953,0.007464669,0.007471565,0.007676126,0.007725447,0.008153635,0.008616677,0.008213302
Angola,0.268863172,0.244395555,0.248542732,0.245699503,0.256997334,0.246298279,0.242927732,0.230552377,0.224319399,0.206419422,0.223701029,0.233603907,0.215918424,0.206747296,0.207835235,0.196858572,0.20368228,0.185069755,0.187643764,0.188142634,0.182325974,0.172342764,0.162397804,0.151660228,0.141147645,0.143892108,0.135771076
"Antigua and Barbuda",0.023500418,0.022989964,0.021366261,0.02269832,0.020338621,0.021564269,0.020482938,0.019882183,0.017441777,0.01733736,0.015474679,0.016791996,0.015191796,0.014937326,0.0147209,0.014074332,0.01334831,0.013996853,0.013370361,0.013420161,0.01301774,0.013379914,0.012520199,0.012760432,0.012700634,0.012991655,0.012416073
Argentina,0.019516443,0.018135953,0.018448954,0.01774099,0.016798152,0.016974104,0.018226381,0.017763607,0.017043682,0.017958247,0.016033917,0.016483082,0.016845447,0.016137594,0.015981287,0.015426731,0.016012799,0.014410841,0.013715761,0.013895249,0.013632491,0.013383446,0.013758518,0.013461196,0.01252571,0.01272184,0.012641685
Armenia,0.133560029,0.132758703,0.145461657,0.152615872,0.142268623,0.148210142,0.140150639,0.131112945,0.126080494,0.117611749,0.101099563,0.094152995,0.073679554,0.058971748,0.036632195,0.024180213,0.014393573,0.012545308,0.01016251,0.008573156,0.008775239,0.008288004,0.008368707,0.006741992,0.007580481,0.007843972,0.00795209
Australia,0.012589977,0.011769847,0.012173479,0.011927192,0.01333797,0.013124457,0.012781555,0.01279603,0.012930754,0.012833756,0.01230469,0.012281803,0.012441931,0.011671076,0.011541108,0.011551163,0.010684134,0.010713226,0.010420679,0.009938562,0.009468501,0.008808413,0.009235853,0.008732485,0.008970432,0.009347325,0.009414908
Austria,0.009424386,0.00840508,0.008056812,0.006877089,0.006380521,0.006090254,0.00559231,0.005258411,0.004812919,0.004733363,0.00519193,0.005232644,0.006183156,0.006912491,0.007267648,0.008058864,0.00770864,0.007848568,0.008823098,0.008825691,0.008571353,0.008595636,0.008887967,0.008403361,0.008590587,0.00831722,0.008404615
Azerbaijan,0.114276766,0.109770246,0.104430566,0.105527961,0.102237577,0.091537736,0.089027436,0.076156387,0.074774619,0.06800406,0.054886673,0.047250407,0.044595855,0.043983355,0.043227113,0.044424798,0.038338591,0.035384114,0.036086006,0.03479974,0.03440561,0.030963161,0.029387159,0.028443968,0.026117675,0.025088253,0.023429411
Bahamas,0.021974594,0.019128542,0.019881505,0.018730621,0.018758566,0.018119719,0.017412775,0.016887398,0.016110663,0.01390679,0.014285421,0.01333073,0.014330175,0.013674102,0.012942035,0.011766952,0.011413375,0.01126639,0.011447696,0.010701187,0.011385999,0.011702456,0.012313465,0.012328181,0.012987806,0.013034775,0.01389836
Bahrain,0.012847673,0.013965,0.014640329,0.014263141,0.014049657,0.013700235,0.011797891,0.011400473,0.011788215,0.010516692,0.009406591,0.009450358,0.00856657,0.008355224,0.007575361,0.006430547,0.006327166,0.00553693,0.005101498,0.004982901,0.004364935,0.004392349,0.00430204,0.004433079,0.004411085,0.004208284,0.004478501
Bangladesh,0.023913921,0.025413018,0.024609449,0.022669569,0.017843069,0.01736107,0.016328518,0.017080949,0.016811759,0.016441903,0.0155868,0.017561982,0.019055316,0.020519465,0.019950962,0.020635227,0.020628476,0.018642757,0.019229488,0.019775251,0.017664474,0.019781468,0.01934509,0.017458986,0.018326808,0.017635827,0.017449927
Barbados,0.024349881,0.021868562,0.022487195,0.0221408,0.0222356,0.021369033,0.020302907,0.021105536,0.01901856,0.018273021,0.017949068,0.01581646,0.015310982,0.015352793,0.015629051,0.014573606,0.014897024,0.014731696,0.013696212,0.013291618,0.012771265,0.013413524,0.013235733,0.013059584,0.013618448,0.014562327,0.015286805
Belarus,0.043698622,0.044729846,0.045709401,0.04564118,0.044971829,0.046273291,0.041222807,0.042366501,0.040520526,0.037409535,0.035837671,0.031781909,0.025069684,0.021531661,0.020944665,0.018656696,0.016162266,0.014780063,0.01309011,0.012670436,0.011726249,0.011675815,0.010556692,0.010721155,0.00994353,0.010216443,0.009555279
