Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Afghanistan,,,,,,,,8.98702764,5.57518482,6.98490607,5.49062004,6.29710557,2.94919278,6.92608989,12.7289712,14.40415287,10.17410763,11.668976,10.591285,11.99862788
Albania,5.51378745,6.62760291,6.75492041,6.30005144,7.18862706,7.07697796,7.25259439,7.19203721,7.76289649,9.17533619,9.66766224,9.04057427,8.88017452,8.36560747,8.46326188,8.46326188,9.85079071,9.71053128,9.76242119,9.36900452
Algeria,8.52112843,8.57530023,8.24929802,8.10682491,7.98116979,8.79335148,8.53556126,8.37185157,8.50323435,8.48441296,8.19110067,7.80450045,8.14056074,8.07079154,9.00945409,9.64613475,9.3656612,9.98819159,9.94780509,9.90462275
Andorra,23.56390609,23.83743034,23.23849591,28.70354938,20.77702145,19.0780762,19.23781887,19.99027288,21.97569102,22.69979118,19.49576618,19.38069555,22.84986475,24.03934868,25.09789318,24.04150838,19.30886114,18.88417767,22.32499002,27.91529512
Angola,5.17679801,2.81774827,4.09428019,3.29001253,2.6157028,2.86214414,5.77495563,3.37718946,4.61274675,6.25413121,6.08001916,9.56466881,6.4167073,6.46450754,6.35844866,5.43233059,5.58480061,5.57303128,7.42322054,5.0042944
"Antigua and Barbuda",12.89552239,12,12,12,11.84538653,11.42215511,10.74757146,9.87861602,11.88615893,10.6863954,12.08302914,10.07190438,10.80805582,12.26851746,11.38425212,16.35557274,15.17565915,17.15825866,16.28771257,18.0845175
Argentina,19.42932517,18.2596477,18.03378461,17.88195118,18.09488418,17.5926503,17.14336091,18.22622041,17.27175452,16.91734041,16.67158723,16.35093116,15.36736969,15.79489415,17.12723141,14.07339845,11.81500096,8.7412893,7.72304601,6.91697394
Armenia,8.30391229,8.43477769,8.08459103,7.68096046,6.56334647,5.26357812,7.6576139,7.02800385,7.87952865,8.02397087,10.23427085,11.33176388,10.41632671,7.00308606,6.71988178,6.96733436,7.39885161,7.43875474,7.27372925,7.04461968
Australia,14.92027167,15.11367855,15.97402141,15.27887143,15.48584652,16.00274234,15.69623806,16.45629398,16.32155531,16.94720969,16.94705394,17.13257779,17.48171484,17.20871916,16.77921974,17.11436101,17.65066229,17.31142544,17.31142544,17.31142544
Austria,12.67442842,12.70337854,13.75812648,13.92451023,14.31759816,14.50897578,14.6277761,15.01069523,15.07468594,14.4934811,15.66748852,15.74624548,15.99877963,16.20703242,16.09120887,15.90639731,16.18287608,16.29661859,16.33091808,16.27325511
Azerbaijan,6.93309678,8.42568381,6.59079327,5.88636106,5.71042613,5.35368344,5.57275542,5.15132003,4.80265595,5.92115217,5.15284585,4.27429355,4.56771056,3.07215385,4.53831434,4.21557212,3.65643773,3.805179,3.4957035,3.88256056
Bahamas,14.24007303,13.90857302,14.10201375,14.14703434,14.66554788,14.78524743,13.78840381,15.04668389,15.23513827,15.56240957,14.73641167,17.13894616,16.80487176,18.19199819,17.65104954,17.63028862,16.29669303,15.13047272,13.44797791,14.76375693
Bahrain,10.78367075,11.64768352,9.42992961,10.75358987,10.0535679,10.22909784,8.94205236,8.10614416,8.54389813,8.70582298,8.64948552,8.812304,9.35480777,9.78171479,10.72125869,9.08452427,8.66784911,9.34712667,10.57740809,10.46992799
Bangladesh,8.38334454,8.79247765,8.17283546,7.9507162,9.01701114,8.10084165,7.97412274,8.60774049,8.02160242,8.80052748,7.864223,8.56333123,8.56470829,6.8994914,7.82325269,8.26960239,7.46217144,6.92130549,5.54641825,5.65505405
Barbados,11.44389205,10.50212633,9.4697726,9.85531801,9.91387918,9.85700978,10.19517058,10.13898373,10.00567557,10.28720177,9.2184338,10.15901342,9.97095765,10.53930179,10.97848294,9.71187047,10.11550073,10.69198533,10.69953958,10.92094276
Belarus,11.50743436,11.45523432,12.11652223,10.10639099,9.96793146,10.08509937,10.12562744,9.82995307,10.30542091,10.78443505,10.45574111,9.46880502,9.08148529,7.8747379,8.39629426,13.39529256,12.99160749,13.21285743,13.90624867,13.79462392
Belgium,11.21885255,11.79632106,11.44124372,11.71447689,12.01889746,12.34436419,12.73108147,12.54563255,13.55397908,14.49611257,13.71201933,14.36269107,14.4129836,14.85387211,14.96840526,15.00193431,14.94846286,14.85258063,15.0973108,15.09731075
Belize,10.50289575,8.17013997,8.94773414,7.70627919,6.11404756,6.50624252,7.35602509,7.39083403,8.50126521,8.04553811,9.29538205,9.24635902,10.60845363,11.4598321,12.91270727,13.11900024,13.41403015,12.4715247,13.41928526,13.81204476
Benin,10.44260929,11.16876659,10.24822371,12.47590489,12.53197064,9.98683094,11.97304389,9.67272133,10.72416554,10.83824584,11.05186976,12.13213867,9.7919972,9.27417574,8.9492276,12.44315695,13.34995067,10.16968907,9.55089804,9.55089804
Bhutan,6.91207627,12.97554667,14.98126261,17.54265501,12.63978405,12.18622449,9.7533548,17.15897334,10.9224736,10.30922453,11.66964244,12.67250018,16.02805318,16.85626903,15.50750906,11.02358727,11.79340525,7.78580725,8.38859599,8.03238717
Bolivia,7.86631254,9.39846514,8.26784299,10.17398315,10.47658498,8.6715206,10.03247853,11.22315494,11.0401711,10.92094404,11.81250058,12.05053777,11.18054212,10.40307066,11.33358807,11.86824079,11.06042644,11.33462372,11.9592305,11.75192516
"Bosnia and Herzegovina",9.11731307,9.11731307,9.11731307,7.7930252,10.37701806,11.32594965,9.39928861,8.5827363,10.07984532,10.30798043,10.53618595,11.11290032,10.96868768,11.47894865,13.73440346,13.6688533,14.42747145,14.70695061,14.10585357,14.10585357
Botswana,5.52864293,5.81045462,6.36139617,5.68966362,5.88678509,7.4888974,9.80605485,10.77840207,7.18833409,9.58536156,11.77404719,10.41900998,8.97026831,8.47880512,8.23082262,8.61620298,8.75119605,10.75512459,10.43662681,8.83910109
Brazil,8.3604738,8.03808427,7.03161204,5.62541235,5.47974941,4.08448287,4.74593891,5.00335636,4.41139538,5.1466089,4.97638733,5.16962546,5.39960914,5.98616735,6.064482,9.89642313,8.23753559,6.8625061,7.05216777,6.78191967
Brunei,3.45366839,5.81143162,5.71172718,6.19773733,5.74051804,6.25523499,6.55462611,5.59286978,7.57764349,6.86605548,6.88329595,6.2639185,6.27406256,6.69016734,6.70138421,6.28589947,6.26894688,6.06669378,6.38384636,6.473376
Bulgaria,8.51649175,7.38554839,11.1569513,9.40311535,9.73588186,9.00031382,10.42387995,11.57059654,11.93289655,11.35531255,11.71831247,11.26670952,9.97142117,10.47537232,9.50899583,11.02347312,11.02347312,11.5357273,10.95201537,10.95201537
"Burkina Faso",9.05243931,11.13376148,9.14236373,9.80641654,9.31345782,8.7630929,9.81180705,11.93697709,12.52088125,15.34273973,18.66207578,15.20094231,15.55554223,18.91959399,14.67738071,15.71920612,12.8250426,11.69373226,12.72407194,11.15812496
Burundi,6.83172224,6.83172224,6.83172224,6.83172224,6.09985374,7.13329046,7.94332069,7.88585776,5.08413176,8.80639601,11.22025698,12.80553383,9.70207481,8.15134447,8.14217182,13.46501176,13.5786437,14.05947053,14.01828211,13.18522664
"Cape Verde",8.2175556,8.27780082,9.11186673,10.56616021,9.33132361,9.89115923,11.88166327,11.301326,11.81650124,12.14569202,10.35167811,11.2862542,11.10103267,9.90530936,9.86532571,8.66044729,10.02089722,9.62511549,9.15300009,11.72759401
Cambodia,6.95409368,16.87065903,16.55556627,10.12083198,8.58265993,8.90775464,8.61555866,9.00743122,15.34171526,17.25482246,13.122306,9.53716186,9.14213916,7.11950865,6.54525348,7.2393903,6.8155278,7.258156,6.81614184,6.13494591
Cameroon,6.10420167,5.92806337,6.57346869,4.85509402,5.02898371,6.08776267,6.78618977,7.94243133,8.20485266,7.07308043,7.66839369,7.40600879,6.76807564,5.57404755,7.33615431,8.53335928,6.41716148,5.45882966,4.62177535,4.26453239
Canada,13.22682461,13.34964127,13.86641321,14.32255033,14.61350552,15.06547317,15.4671507,16.11999141,16.63628593,17.23624191,17.50047079,17.57887183,17.84465269,18.01085861,18.12343641,18.22610273,18.40415949,18.56502884,18.57342332,18.76736586
"Central African Republic",8.03693667,11.77063123,9.17841195,7.72735929,10.84906934,12.63816385,13.83876323,12.44529691,16.10929575,13.254883,12.5097036,13.49059251,15.12406221,14.73515301,8.98628479,9.74336449,11.84178665,10.5066313,15.51645354,14.16568905
Chad,11.14113127,11.14113127,11.14113127,11.14113127,10.5167529,12.9452874,13.61829932,13.3042163,10.36449298,15.92407461,13.48845649,8.07978074,7.29787973,5.28346403,5.08706645,4.85507268,6.85440807,5.93769915,7.75779581,8.96652448
Chile,12.70796302,12.75900809,13.04652054,13.57974298,13.38852351,14.50477165,14.96379802,15.14490641,12.01584924,12.67176029,12.54157551,13.45303834,13.71548294,13.56056913,14.05518594,13.80161645,14.33965772,14.65070469,15.31763039,15.88420857
China,15.9494224,15.90329762,15.31767379,14.24459122,12.22525333,10.81523021,9.28649285,9.26155615,9.54096752,9.99552988,9.79346707,9.93674719,11.06281576,10.13371551,10.31396151,10.23713459,10.61685285,10.48547293,10.28492085,10.43262803
Colombia,17.20967816,20.36290815,22.12822196,22.68503519,20.99568734,19.30496151,16.8816462,16.71941133,18.59795763,15.37872082,15.70597986,16.43640642,16.69975205,18.00168356,18.29034748,18.10473843,20.55019034,18.87406411,18.14280077,18.14111324
Comoros,8.17902244,8.13780008,8.84923122,8.59467993,10.5302858,9.32021687,4.98115975,6.79407552,8.28115158,10.16567945,11.24700908,11.88425187,12.48696686,11.7333506,7.32344649,6.15457298,7.19253261,9.94122903,7.38351558,8.66237231
"Congo (Kinshasa)",2.16385226,1.62055093,2.4461828,2.02361176,2.60176071,1.7848314,2.79408818,2.44139872,10.74010747,4.95197107,6.18407057,8.32080297,9.88512813,12.66208191,18.68659787,7.81443346,7.16120239,11.6025168,9.28150182,11.05626274
"Congo (Brazzaville)",5.71659061,5.78783894,5.07018094,5.17732137,5.3423389,4.7927365,4.23145959,3.6399372,4.36428882,5.12516855,6.18350296,5.46004559,5.30908802,5.23692975,4.62370304,6.46768627,7.58731932,8.70635969,8.70635969,8.70635969
"Costa Rica",20.85702467,21.70893728,21.13937274,25.30537395,23.8016841,24.25268202,21.81131103,24.43943341,25.68254902,23.5725426,21.34630336,22.05601594,24.6336161,26.08989871,30.60737344,28.9922897,26.45466662,25.72010815,24.05637088,23.34114592
"Ivory Coast",6.83274145,8.31196595,9.17110786,9.02382101,9.01286826,10.03101834,8.04103402,7.61619558,7.38911818,7.72954766,6.99114132,7.65879086,7.53564557,7.47907297,8.48701216,8.22452331,8.86960331,8.52093645,8.20381845,7.34924624
Croatia,12.84234361,13.09315602,10.59316854,11.59549233,12.12684834,13.02050918,12.4132074,10.78375304,11.92169495,11.91797109,13.65672895,13.69153069,14.90907663,15.26080521,15.26080521,15.26080521,13.15571696,13.99284874,13.99284874,13.99284874
Cuba,8.02375263,9.28708003,9.99004944,10.29728136,11.06842754,10.80359778,11.39178682,11.1846544,10.89011083,10.32043238,13.73156972,11.20669737,14.48242925,13.17875649,14.93340098,13.8676483,15.0994241,11.54663288,14.1460338,18.01094643
Cyprus,5.08119822,5.01615201,5.34497079,6.37641749,6.51166706,6.48267796,6.45222253,6.88569557,6.91818462,6.63321597,6.17487152,6.25681086,6.23771093,6.76700332,7.16034795,7.41931831,7.58121063,7.45557803,7.58416196,7.58416196
"Czech Republic",11.47697152,13.94921855,13.57456703,13.51058309,13.60524051,13.69261734,13.13185446,13.48702878,12.80949608,14.22047471,14.07687302,13.83319448,13.53960035,13.67951156,14.70344844,14.23114675,14.62935112,14.24886832,14.90725275,14.90725275
Denmark,11.31097743,11.48807908,11.83157532,11.88440245,13.54537598,13.59251121,14.13653364,14.44735121,14.60026059,14.94499477,15.63456979,16.28283846,16.59071461,16.73300024,16.79450644,16.33999471,16.05835563,15.85160701,16.77062335,16.77062335
Djibouti,6.22406084,6.72200795,7.81325411,10.35987317,13.22588674,11.965921,11.84238509,10.70104727,11.47966709,12.26931177,13.41162991,12.5758477,14.13973888,14.13973888,14.13973888,14.13973888,14.13973888,14.13973888,14.13973888,14.13973888
Dominica,11.94824311,10.68797142,10.7606679,8.95338067,8.44832442,6.64010624,8.50099178,9.09366475,7.89473684,8.21818678,7.94239874,10.66995056,8.24480939,8.68422268,9.98185943,10.59142745,12.15602049,9.62106618,10.58155898,10.47270176
"Dominican Republic",10.68779265,10.97291541,11.81626979,13.82123253,14.09314328,15.86291579,11.88478332,12.15000091,12.34624006,7.53833797,7.86671331,9.02037348,10.61083899,9.59807051,11.86819745,12.18682821,14.64881919,14.35662097,15.53786666,17.36030647
Ecuador,9.62004569,11.20473227,10.51116071,9.36099864,8.53668187,5.08158663,7.52778223,8.57534194,7.47277639,5.87994468,5.62242249,5.07249078,5.44893617,4.62710229,6.63294517,7.09136509,6.60079179,7.32124371,8.76083351,10.22916129
Egypt,5.34540478,5.46405205,6.28727621,8.07225797,7.19965798,7.33037018,7.69204152,6.72147783,6.09782988,5.92930389,6.05239126,6.05707562,5.80358024,5.63595284,5.95168047,5.60240095,6.25830761,5.84574557,5.54561079,5.58768476
"El Salvador",13.46709748,13.91070913,14.14467491,14.84108268,14.47627628,15.07832953,14.20262448,11.94898065,15.88216333,15.14227649,15.53947878,15.9085738,15.62352804,15.01391126,12.37396042,13.50724583,14.70327771,15.45819278,16.77614018,16.69398283
"Equatorial Guinea",15.25743453,11.679724,12.90806831,8.65785724,8.65785724,8.65785724,8.65785724,8.65785724,8.65785724,6.49876742,6.49876742,6.49876742,6.49876742,7.05279315,6.95716349,6.95716349,6.95716349,6.95716349,6.95716349,6.95716349
Eritrea,2.99805407,2.13967781,3.42184906,2.40851688,2.05079173,2.61121857,2.59625963,3.22580645,2.97142857,3.56603774,1.83168317,3.55612493,3.5952381,3.5952381,3.5952381,3.5952381,3.5952381,3.5952381,3.5952381,3.5952381
Estonia,13.74489432,14.72689172,14.75448673,12.23769075,11.29997211,11.29553728,10.97411483,10.44912634,10.84898537,11.41696543,11.46589125,10.93664022,11.47685066,11.88166066,11.66063122,12.31235082,12.30300811,12.99489496,13.5387037,13.5387037
Ethiopia,6.97462124,7.01380155,7.28993711,7.67231419,6.92107756,9.35782201,9.74012739,9.71818182,9.22731707,10.11121951,11.16303621,11.45152831,12.51852694,11.85051895,14.15898428,19.83680575,19.01085534,18.53255031,15.94214416,15.74970497
Fiji,9.35154921,8.8754033,8.71788238,8.44631933,9.37736596,11.31596345,8.6674593,9.12209764,8.95441854,10.32475073,10.75504323,10.38562259,10.22636458,10.93992532,10.08113512,10.70323524,9.22784396,9.49297449,9.66773865,9.24746846
Finland,9.14623775,9.57563823,9.835989,10.06261751,10.18654296,10.64226155,11.14390148,11.54843051,11.79420115,11.98071317,12.35777624,12.76388961,12.72822012,12.70790964,12.28902169,12.07930216,12.25088429,12.4167336,12.32317814,12.35047449
France,14.87190134,14.82184427,14.73477852,14.9859653,15.04367008,15.17648318,15.32497093,15.56767063,15.39818209,15.62413733,15.6327997,15.57000193,15.54421349,15.41661045,15.40933898,15.37649652,15.6138175,15.53038182,15.62424977,15.68728706
Gabon,5.20995749,6.24436943,3.78146841,3.57319337,4.47127476,5.30079123,4.61975763,5.05201798,7.02399665,7.07678983,5.2421127,5.56674501,6.53473221,5.68564619,6.85052085,10.65750424,7.77798827,8.23641676,10.05956155,7.38011364
Gambia,6.88744839,6.04501582,6.71870238,10.39426357,10.40186103,10.37205159,8.22562783,8.66303012,12.87075052,11.65616319,13.04760814,14.16588453,18.60343979,18.55989873,14.7044574,14.54806029,14.48222372,12.38943206,15.31002479,15.31002479
Georgia,2.47680704,4.51678263,6.51806727,5.89208995,5.4778089,6.91480174,7.77650445,7.77349921,7.06300184,5.59784136,6.15010483,5.87598714,4.25590968,4.77994782,6.07107715,6.55262795,5.34094183,3.81764393,4.22120686,5.00484907
