Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Germany,14.0480917,16.58559601,16.82512635,16.86097443,16.79932902,17.87481338,17.12662282,17.31038115,17.33614684,17.10100136,17.33049608,17.58202104,18.05930495,18.13454838,18.30717945,18.14760105,18.5811272,18.81069824,19.25261037,19.64679604
Ghana,10.83659278,10.78938395,10.97074229,11.02027175,9.89834927,7.84956549,9.3357493,8.45066667,8.33336508,12.58204988,15.07607425,13.98460999,16.15749752,13.14973119,16.44812389,14.92779308,14.02724033,9.31846833,10.5809681,6.81968861
Greece,9.35083744,9.5948506,9.68366044,9.12209354,9.40420088,9.82691575,11.1904898,11.03927331,11.04672785,10.30931188,12.35101016,12.83522565,12.06266891,11.51304611,12.54351914,11.84871013,12.32195036,11.37497184,9.98286342,9.98286342
Grenada,10.43162791,9.23076923,9.25266904,9.50819672,11.76470588,13.22404372,15.06413302,9.70188679,10.35057771,10.73338256,10.76680255,9.79066472,10.30361233,9.49705348,10.97544202,10.97839396,10.56277802,11.42228229,9.80811604,9.21308531
Guatemala,14.95739934,14.94397756,15.05052451,13.14115951,12.78756068,14.41523293,14.34955846,14.70055695,14.22313457,15.39751279,14.93828001,15.06445348,15.03424651,16.0885179,16.9009719,15.68842497,14.36330149,14.68703536,16.85986748,17.82988741
Guinea,7.04436544,4.67322177,4.30169053,6.42162374,6.42162374,6.42162374,6.29502604,6.61430793,6.4389737,4.90110641,3.28508214,3.49798008,2.82764532,4.49540452,5.68731922,6.77798484,9.20472719,8.03499368,9.49268407,8.99599526
"Guinea Bissau",9.1782964,6.14579465,5.06020368,8.90140883,4.64623453,2.25332722,2.20292536,7.67473981,6.90590182,3.4374051,5.02029739,5.14377009,6.45398911,4.84681755,8.66292336,9.07834844,5.83547674,10.39683595,13.32170805,7.78711165
Guyana,10.30753719,10.09689299,10.2387934,10.76509896,10.67975,10.76508617,10.67956509,11.29278164,10.66942764,10.22095146,8.0849403,8.76744941,15.59086723,19.14959819,17.18480809,14.71599512,15.59427421,13.14109634,8.77040591,9.44736498
Haiti,23.58080965,20.30651823,20.20312684,16.82168374,14.86231802,16.00599457,14.69321225,12.78667781,13.41782778,16.59683777,8.19331442,12.60623096,9.21972111,9.45834681,6.1763866,5.48087477,5.48087477,3.44225018,6.13942346,6.13942346
Honduras,11.43066128,9.56896271,9.33306395,11.54581562,9.78321224,15.2573913,13.53968225,13.67338943,16.79804205,15.45636672,15.52516137,13.42208907,13.96953084,13.23855228,15.76088151,15.62753324,15.12734389,16.69053405,14.58942374,15.40435806
Hungary,11.01654953,11.24888449,11.11550868,10.48046077,10.76805812,10.62900704,10.44167146,10.34789191,12.26640914,11.66115464,11.80429493,11.04050768,10.18236385,10.16232514,9.87601179,10.45022015,10.23280466,10.28327255,10.1389949,10.1389949
Iceland,16.12742671,16.10243203,16.32990596,17.26099197,18.70440291,18.25776395,17.66386737,18.58521773,18.38960804,18.13194036,18.0889354,17.86540797,17.61811743,13.06911405,15.41231279,14.40564569,15.25241467,15.38332209,15.98721792,15.72585167
India,4.52014824,4.42679532,4.59741428,4.59563048,4.52503679,4.38714412,4.25354251,3.82039385,3.60425477,4.03832739,4.50839964,4.39922564,4.42518742,4.34361163,4.36884071,4.2912175,4.42150035,4.48916295,4.65673641,5.04773107
Indonesia,4.92798563,5.22690799,3.67348262,3.88639724,4.22366378,4.35404996,4.54123484,4.80198481,5.13602596,4.81992562,4.23545453,4.53665671,5.5296502,4.73966351,5.58445321,6.11740868,5.82675601,6.09337672,6.02900479,5.73006505
Iran,6.19932967,7.45428953,8.46052689,9.71642741,9.16432211,10.60745991,11.87777443,9.90751418,10.71814189,11.06638222,9.55435014,10.15977165,11.37091573,10.06964177,12.8322075,12.65274276,12.72739096,17.53158028,17.53158028,17.53158028
Iraq,,,,,,,,,1.69323064,3.16640353,3.19772344,3.20037553,4.68982682,4.24575238,4.96854308,4.81591164,4.87188757,6.46038337,6.46038337,6.46038337
Ireland,11.43653616,11.6439523,12.72220423,12.99033102,13.1342278,14.46313097,15.10872884,15.64767577,16.40354896,16.88216864,16.53845137,16.0790809,15.96424552,15.5607276,14.65886862,9.29384899,12.14805153,13.44324909,13.44324909,13.44324909
Israel,9.79607017,10.14818688,10.37261372,9.19651348,9.13349477,9.28964979,9.43486172,9.22950675,9.1448002,9.52848999,9.60881908,10.53208816,10.67554019,10.59330686,10.83466235,11.17887416,11.26701653,11.76268565,11.76268565,11.56967868
Italy,9.69551045,9.84960029,10.65676436,10.97507889,11.37232437,12.54325244,12.57529852,12.99406495,12.85448809,13.7017661,14.09979852,14.16494471,13.87202955,14.30039044,14.17603189,14.55601166,14.19287095,13.77259868,13.65742359,13.65207191
Jamaica,5.59562979,6.04500109,7.71517272,8.37941331,6.46930461,7.37318815,4.71704985,5.86782627,4.4945304,5.1677114,3.52444677,4.4965148,5.53711929,6.44701905,5.49192244,8.4728926,6.46004895,7.13426811,9.71888518,8.0754906
Japan,14.99313024,14.46171595,15.25071588,15.45913996,15.17577224,15.37760832,16.20672284,16.25761701,16.5942932,17.89573112,18.26592321,18.34510749,18.70560153,18.59154817,18.52104508,19.35960855,19.71636486,20.04513562,20.12174712,20.28215968
Jordan,14.75382018,14.74191217,14.80003027,14.74246703,14.80439075,13.71078814,14.39388773,14.30358566,12.10516279,12.43907617,12.2566371,12.34711011,13.50867761,15.81248335,19.1484318,19.45968616,17.7788851,17.46491791,13.69326129,13.6752807
Kazakhstan,11.51014448,13.95046803,14.6862413,14.20498145,9.88471392,9.15282392,8.41232227,8.75089906,8.74270657,10.17525306,9.32793996,10.43691404,7.38153568,8.31591492,11.27785905,11.42313318,10.54495128,10.90237004,10.90237004,10.90237004
Kenya,6.44624896,7.26655926,6.84744127,8.85831673,8.28836829,10.55287957,9.20629579,8.2667346,8.20835835,7.9109569,7.61106539,7.53954313,7.13061094,6.06206637,7.06544528,5.85072607,11.10961256,13.35301606,13.05253545,12.80118836
Kiribati,10.890625,10.74647887,10.87012987,7.98876404,9.93548387,10.38823529,8.15748031,8.56390977,10.528,9.3537415,9.1958042,10.57723577,13.09307266,11.858415,12.51449407,10.22142857,10.07746479,8.36309524,7.96,5.81
"South Korea",6.2738728,6.96635649,7.14185932,7.19477576,7.92997836,8.37408616,9.95407992,9.57452802,7.88428337,8.79149607,9.55933228,10.44658014,11.05089289,10.51197753,10.76738763,12.43532409,11.81378702,11.76885119,12.31071301,12.2824337
Kuwait,5.64143147,6.18370653,6.75757274,6.74000486,6.48254431,5.21732861,6.8441663,6.79614592,7.00149593,6.42538808,6.75053504,5.72229665,5.57651137,3.74164532,7.98880945,5.21545319,5.76990192,5.76990192,5.76990192,5.76990192
Kyrgyzstan,10.71091136,11.3266677,11.74002942,11.88210199,12.13751258,11.9691905,11.86957905,10.66450717,10.21346903,11.39321944,11.92432373,14.74129314,13.96844342,13.05960206,12.99204137,11.88696911,11.56241533,12.15141399,13.22084977,11.91937948
Laos,7.6070234,8.62463539,11.33220895,9.14945026,6.29409371,5.17434114,5.10413752,6.21098731,6.49155867,5.42024508,4.14984285,6.95040549,5.79363759,5.95807731,8.78893153,5.22265078,3.61323754,3.44296158,3.44296158,3.44296158
Latvia,9.940488,9.51392493,9.56854716,9.28074246,8.95555804,8.68143638,9.03247257,9.11084044,9.30922828,10.26265114,10.14995285,11.37362075,11.83810092,10.55233842,9.31161691,9.07618018,10.08457049,9.80509388,9.80509388,9.80509388
Lebanon,13.82510025,11.60816219,12.6523133,9.18982307,8.38680094,7.58453104,9.72178735,10.29319179,9.72850301,11.04095133,11.7990468,9.94847586,10.45103958,9.07177623,9.66311136,9.18652058,9.55777038,10.72474485,10.72474485,10.72474485
Lesotho,6.39400922,6.31228548,5.05606503,6.00581858,5.89028068,6.28777838,8.80729843,7.38424933,8.32996625,8.69083864,6.71485195,7.76923077,10,9.83493976,11.03478261,13.20408163,14.47826087,13.12222222,12.82058824,13.08214286
Liberia,,,,6.90291721,6.70156574,6.65229157,9.59930458,5.87556836,7.30882718,11.95011571,13.284539,8.83047737,17.25022604,17.21096138,16.61061889,12.80275475,15.91986014,11.57961378,9.91608082,11.86425744
Libya,5.54717794,5.54717794,5.54717794,5.54717794,5.54717794,6.03982069,5.78298683,7.75643208,6.30860008,5.42119866,5.78062486,5.27548711,4.81507197,3.70380054,4.09074219,4.33415097,6.42166824,7.9391271,4.9278207,4.9278207
Lithuania,11.57447359,10.80609382,8.28493086,11.22315058,11.37415907,11.31780573,12.1368632,13.54726355,14.58177515,11.27593563,11.62183701,12.59564294,12.86237951,12.62154685,12.22309434,11.88339255,12.25268725,12.05943164,12.52527772,13.36456215
Luxembourg,12.96586,12.75297848,12.72503932,12.75576565,13.3494149,16.92091994,16.35453436,17.01899916,15.44877104,16.34487658,16.24484618,17.09941994,16.05075939,16.59295258,15.54905998,15.15210806,14.71364834,13.63881515,13.63881515,13.63881515
"Macedonia (F.Y.R.O.M.)",13.25196957,14.29028246,16.48266274,19.3225973,15.30188317,14.95025619,12.39530642,13.59324467,14.51688969,14.7707278,14.71681187,15.5049126,14.13685777,14.06175902,13.27942214,13.20467891,13.41337361,13.30669833,13.21230255,12.88853695
Madagascar,8.08935541,10.65011563,12.21560604,9.72104816,11.33030275,14.04539517,15.27888304,18.11510285,11.72149482,9.67600382,12.28445994,13.15424267,14.670817,13.51258557,17.11762478,18.56151688,17.32428079,13.51079454,17.22073677,10.18389375
Malawi,5.06288928,5.06288928,5.06288928,5.18458524,6.54113803,8.98017671,8.71631432,12.96215697,16.72729587,21.0227587,19.99219356,20.03049522,13.25149579,19.93714616,18.51720963,20.12188586,20.68988973,22.09774352,16.76806522,16.76806522
Malaysia,5.22959989,5.28535279,4.70060246,4.73868508,4.94531861,5.25377772,5.36972224,5.20289996,5.92483333,6.36517224,5.32250219,5.87803481,5.64192878,5.1527295,5.8901179,6.74730448,6.35886503,5.70728098,5.87616872,6.44961324
Maldives,10.03500583,11.30846655,10.97308489,13.99147727,13.22360498,13.75,13.82941989,13.28329607,14.31895573,15.87546567,17.79616725,14.09006698,12.27651104,18.49067961,16.82672223,14.38215107,16.61554951,19.25503431,22.87089278,26.59159495
Mali,12.05552931,13.56660965,11.37641915,9.60201817,7.88502994,8.88998762,11.93015396,10.09534884,10.69900476,13.00415468,12.33765759,12.98408229,13.74137203,14.81370134,12.14200869,12.22612866,12.17793361,12.41679295,4.74362147,5.64283619
Malta,9.75803025,9.87569642,10.51453237,10.7002672,10.50907983,11.79440488,11.58794422,13.11315705,12.26238571,13.38045429,14.19370511,14.28397948,13.30915837,12.11137513,12.54001033,12.70990619,15.77902276,15.63718885,15.63718885,15.63718885
"Marshall Islands",19.40564496,19.40564496,19.40441772,19.3940291,19.42194815,21.14542673,18.85996531,17.33077757,18.2306422,18.13680561,18.93271028,25.06122449,23.98909091,24.48252427,23.20380952,22.70480769,22.86111111,24.36952381,24.00867691,23.76062488
Mauritania,9.20309042,5.40654273,6.50010851,9.80712545,13.58491872,10.79534536,6.20342087,8.7603756,5.61375386,8.00447355,7.09420499,5.91202335,6.48940833,5.29287272,7.5854886,6.76698594,5.68634196,4.58019427,6.01028983,6.01028983
Mauritius,8.98685391,8.5069038,7.74300316,9.93285122,8.21321508,8.70826783,10.85322069,9.341391,8.81739175,9.74233013,9.38288535,8.81728674,8.85502248,7.94728889,8.53124347,10.29367418,9.98643352,9.84821038,9.52140394,9.99251732
Mexico,8.89975947,7.51223683,8.19972727,9.25702409,9.89797945,10.51976479,10.81977643,10.69557975,11.56949685,12.79013202,12.04719401,11.18444417,11.33363628,10.64564422,11.38335512,11.5345302,11.35873486,11.46749923,11.58149111,11.58149111
Micronesia,11.27001386,11.29721571,11.30898874,8.95258438,9.7097842,10.91982919,12.46224708,12.49504755,13.48151371,13.95904189,19.08097166,18.26963351,18.80408971,19.79571984,18.92255892,18.62164741,19.10408531,17.76101985,20.39812855,21.22835718
