Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,26.1333,26.1667,26.2,25.3,24.4,23.5,23.7,23.9,24.1,27.2,25.4,24.3,23.4,24,21.8,23.8,22.8,21.7,22.9,22.2,22.3,18.2
Germany,,,,,,,,,,,,,,,,,,,28.5,28.1909,27.8818,27.5727,27.2636,26.9545,26.6455,26.3364,26.0273,25.7182,25.4091,25.1,25,24.9,24.8,24.6333,24.4667,24.3,24.4,24.5,24.6,24.7,24.6,24.5,24.4,24.3,23.75,23.2,22.875,22.55,22.225,21.9,21.65,21.4,21.15,20.9,,
Denmark,,,,,,,,,,,57.5,56,55,54.5,55,53,54,53,51.5,51,50.5,49,48,48.5,47,46.5,49,46,44.5,44,44.5,44,42.5,42,37,35.5,34,32,31,31,30.5,29.5,28,28,26,26,25,24,23,19,20.9,19.6,18.3,17,17,17
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,41,39.7,38.4,37.15,35.9,34.95,34,33.05,32.1,32.9,33.7,33.45,33.2,32.825,32.45,32.075,31.7,29.9,28.1,27.5333,26.9667,26.4,26.3333,26.2667,26.2,25.05,23.9,23.6,23.3,23,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,29.2,30.9,32.2,33.5,32.7,31.9,30.8,29.7,30,30.3,29.3,28.3,30.55,32.8,30.3,27.8,27,26.2,26.2,26.2,26.1,26,24.05,22.1,
Finland,,,,,,,,,,,,,,,,,,,26.6,27.2,26.1,27.2,24.4,24.9,24.6,22.8,25.1,26.7,26.7,25.9,25.9,27,26,23.9,22.7,24,22.4,24.1,25.1,23.2,23.4,23.8,23.4,22.2,23,21.8,21.4,20.6,20.4,18.6,19,17.8,17,15.8,15.4,17.4
France,32,30.6,29.2,27.8,26.4,25,25.5,26,26.0476,26.0952,26.1429,26.1905,26.2381,26.2857,26.3333,26.381,26.4286,26.4762,26.5238,26.5714,26.619,26.6667,26.7143,26.7619,26.8095,26.8571,26.9048,26.9524,27,28,31,31,29,29,28,29,24,28,28,28,27,27,26,24.7,23.4,24.65,25.9,26.05,26.2,24.75,23.3,23.7,24.1,23.25,22.4,
"United Kingdom",51.5,51,49.5,48.5,47.5,48,49.5,49,49,49,49.5,46.5,46.5,46,45,43.5,42,41,40,39.5,39,37,35,34.5,34,33.5,33,32.5,32,31,30,29.5,29,28,27,27.5,28,27.5,27,27,27,27,26,26,25,24,22,21,21,21,20,20,20,19,19,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,36.3,35,35.9,36.8,37.7,38.6,39.3,40,39.85,39.7,31.9,30.98,30.06,29.14,28.22,27.3,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,34.6167,33.7333,32.85,31.9667,31.0833,30.2,30.2667,30.3333,30.4,29.75,29.1,28.45,27.8,27.15,26.5,26.36,26.22,26.08,25.94,25.8,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,31.58,32.06,32.54,33.02,33.5,34.06,34.62,35.18,35.74,36.3,37.1,37.9,38.5667,39.2333,39.9
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,20.7,19.8,18.9,18,17.1,16.42,15.74,15.06,14.38,13.7,13.15,12.6,12.1333,11.6667,11.2
Ireland,,,,,,,,,,,,,,45.6,44.675,43.75,42.825,41.9,40.975,40.05,39.125,38.2,37.275,36.35,35.425,34.5,31.5,30.5,28.5,29.5,30,28.5,30,28.5,28,29.25,30.5,31.75,33,31.5,30,28.5,27,26.4,25.8,25.2,24.6,24,23.375,22.75,22.125,21.5,20.875,20.25,19.625,19
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,32.5,31.9,30.2,29.8,28.3,26.2,26.4,26.5,27.4,26.8,24.6,25,22.4,22.9,21.1,21.9,19.8,19.2,18.8,19,17.6,15.4,14.2,14.3,13.8,11.4,12.6,10.9
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,24.4,24.3,24.2,24.1,23,21.9,21.75,21.6,20.55,19.5,19.1,18.7,18.6,18.5,17.7333,16.9667,16.2,17.1,
Italy,,,,,,,,,,,,,,,,,,,,,35.5,34.2333,32.9667,31.7,30.8333,29.9667,29.1,28.775,28.45,28.125,27.8,27.1,26.4,25.7,25.4,25.6,26.4,25.2,24.7,24.7,24.4,24.1,24,24.2,23.25,22.3,23,22.4,22.4,23.3,23.1,22.5,22.1,21.1,19.7,19.8
Japan,,,,,,49,50.9,50,47,47.3,46.6,46.1,46.6,46.7,47.8,45.7,45.3,45.1,45.5,44.3,42.3,43.1,42.8,39.8,39.8,39.2,37.6,37.5,37.2,28.7,28.5,27.8,27.1,24.7,24.5,28.2,27.1,28.7,27.6,26.2,27,24.4,24,27.7,26.4,24.2,23.8,24.1,21.8,23.4,19.5,20.1,20.7,19.3,19.6,18.2
"South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6,34.6333,34.6667,34.7,34.8667,35.0333,35.2,33.7,32.2,30.7,29.1667,27.6333,26.1,26.05,26,25.95,25.9,24.95,24,26.3,25.6,22.9,23.2,21.6,19.9,20,17.3
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,24.0444,23.5889,23.1333,22.6778,22.2222,21.7667,21.3111,20.8556,20.4,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,28,27,23,21,21,20,19,18.3,16.9,16.8,15.7,15.3,15
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,27.2667,26.6333,26,25.3667,24.7333,24.1,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,12.4,12.4,12.55,12.7,12.85,13,11.2,9.4,7.6,8.25,8.9,11.8,10.4,9,7.6
Netherlands,,,,,,,61,60,59.6667,59.3333,59,55,54.5,54,53.5,53,51.3333,49.6667,48,45,43,42,37,42,39,39,38,37,33,33,37,38,37,36,37,36,36,36,35,34,32,28.8,27.6,26.7,25.4,25.2,25.2,23.1,23.3,22.6,20.9,20.8,18.4,18.5,19.1,19
Norway,,,,,,,,,,,,,,41,42,40,40,37,38,38,36,35,37,37,38,37,35,36,38,36,35,34,35,37,33,33,33,34,33,32,32,30,29,26,26,25,24,22,21,21,19,17,16,15,13,13
"New Zealand",,,,,,,,,,,,,,,,,36,35.2,34.4,33.6,32.8,32,32.5,33,32,30,30,30,29,27,28,26,27,27,27,27,26,26,25,26,25,25,25,23,22,22.5,20.7,18.1,17.74,17.38,17.02,16.66,16.3,15.6,15.7,15
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,30.72,29.94,29.16,28.38,27.6,27.1667,26.7333,26.3,25.8,25.3,24.8,24.3,23.8,23.58,23.36,23.14,22.92,22.7,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19.0556,19.1111,19.1667,19.2222,19.2778,19.3333,19.3889,19.4444,19.5,19.8667,20.2333,20.6,20.3143,20.0286,19.7429,19.4571,19.1714,18.8857,18.6,18.375,18.15,17.925,17.7,17.475,17.25,17.025,16.8,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30.5571,31.1143,31.6714,32.2286,32.7857,33.3429,33.9,34.4,34.9,35.1,35.3333,35.5667,35.8,35.4,35,34.6,34.2,33.8,29.75,25.7,24.95,24.2,22,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,21.6667,21.2333,20.8,20.3667,19.9333,19.5,20.18,20.86,21.54,22.22,22.9,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7,22.9,22.1,21.3,20.5,19.7,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,
Sweden,,,,,,,,,,,,,,,,,,,,,32.4,30.4,30.6,29,30.5,28.5,27.6,27.7,27,25.9,25.8,25.1,25.9,23.3,22.7,22.8,22.3,19.2,19.1,19.3,18.9,18.9,17.5,17.2,15.9,15.7,15.2,13.8,14.6,14,13.6,13.1,12.8,10.7,11.9,11.2
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4,46.7667,46.1333,45.5,44.8667,44.2333,43.6,42.1625,40.725,39.2875,37.85,36.4125,34.975,33.5375,32.1,32.5333,32.9667,33.4,30.4,27.4,26.4,25.4,24.6,23.8,25.55,27.3,
"United States",,,,,,42.4,42.6,39.1,37.7,37.55,37.4,37.325,37.25,37.175,37.1,36.6,36.1,36,34.1,33.5,33.2,32.8333,32.4667,32.1,31.1,30.1,29.45,28.8,28.1,26.8,25.5,22.1,22.3,20.4,21,20,20.15,20.3,19.9,19.2,19.1,18.7,18.4,17.5,17,16.9,16.7,15.4,16.5,16.1,15.1,14.8,14.2,13.7,12.9,11.4
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,23.52,23.14,22.76,22.38,22,21.66,21.32,20.98,20.64,20.3,20.05,19.8,19.5333,19.2667,19
