Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Tanzania,10000.8525,11260.95991,11490.97952,11080.94457,11981.02129,12271.04601,12421.0588,12721.08437,12831.09375,13461.14746,14011.19435,13851.18071,15111.28812,16061.36911,16941.44413,17551.49613,19801.68794,20601.75614,21661.84651,22061.88061,23341.98973,24322.07327,25952.21223,26792.28384,27412.33669,28832.45775,30892.63336,31762.70753,32682.78596,33082.82006,33362.84393,32992.81238,33422.84904,33272.83625,34102.90701,34022.90019,35132.99482,36923.14742,38483.2804,39773.39038,41203.51228,42057.17898,42302.77321,42813.05041,43483.93564,45036.5287,47083.18408,48742.99513,50550.61488,52997.46535,55612.26093,58947.80922,63014.51902,67021.22826,71853.93608,76491.9324,80056.89248,86833.21548,91666.86719,96600.69824,102743.4247,110864.7877,116564.3606,125030.5014,133739.0414,143039.6435,152985.2077,163493.934,172811.7371
Thailand,26110.33338,27955.19785,29503.48083,32754.71562,32497.99723,35337.84479,35940.57492,36342.39502,37656.28294,42186.32612,47301.55968,49765.09953,53633.41518,57976.89903,61932.91352,66863.18227,74390.9309,80606.38614,87212.4998,94045.03589,100203.0883,105056.8199,109489.5971,120404.115,125798.3903,132025.0072,144130.6348,158342.6288,173981.7219,183096.0221,191527.8659,202841.0149,213698.1301,225631.549,238610.9758,249699.2969,263517.4434,288602.4977,326952.3987,366809.125,407770.8565,442035.0337,482833.7561,524720.8441,566682.2708,612698.355,647330.3572,629505.5295,581450.7541,608036.4175,635128.5504,657003.9259,697402.3077,747540.8608,794555.8625,827830.5504,868956.4836,916185.0729,931995.3847,925557.7818,995100.4048,1003458.845,1076139.041,1105544.253,1115654.667,1148468.697,1185655.893,1232040.103,1281024.477
Tunisia,7058.818993,7136.466001,8011.759557,8315.288773,8498.818067,8061.171289,8597.641533,8244.700583,9317.64107,8929.406026,10030.58179,10898.81652,10644.69904,12254.10977,12783.5212,13588.22656,13927.04987,13835.28523,15289.40194,15832.931,16771.75393,18550.57631,21839.98596,21698.80958,23442.33787,25122.33679,27105.86493,28030.57022,29837.62788,31792.92074,34150.56629,36035.27096,35858.80048,37538.7994,39684.68038,41915.26718,41265.85583,44025.85406,44075.26579,45705.85298,49312.90948,51354.23231,55468.50752,56840.7436,58903.96381,60478.14244,64621.61416,68322.27211,71713.93364,76027.71835,79297.72774,83141.93521,84555.53302,89180.7472,94496.9455,98275.46081,103832.5303,110326.3213,115245.9337,118834.6716,121907.6046,119569.4505,124233.5934,127272.4637,130143.4541,131574.0832,132890.3593,135362.6221,139184.1867
Turkey,73885.60661,83343.58502,93318.86398,103736.0038,100780.9244,108909.0093,112454.6735,121395.3514,126936.9335,132773.8081,136690.2043,138981.4147,147478.0762,161367.596,168017.0635,172450.7603,192621.171,201266.5564,214787.4996,226165.9563,237249.1206,258749.4248,275744.9033,288520.0715,312167.1729,340243.6603,369872.0494,385830.7714,396840.6514,393441.5557,390486.4763,407404.3598,427839.8869,443608.9321,469098.9167,493039.1551,527543.1019,573574.2292,595887.1263,602685.3177,658254.174,664349.5851,704106.9138,760733.8368,719228.8908,770941.3645,824961.6718,887061.9726,914493.2544,883498.4817,942164.077,885989.1906,942959.9705,995844.391,1091886.074,1190263.923,1274888.783,1339021.317,1350338.974,1286813.02,1396029.445,1551177.168,1625477.306,1763501.729,1854616.083,1967486.149,2030127.349,2163841.047,2249990.134
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19084.26581,19279.77287,19477.28279,19829.05063,19608.84386,19676.66295,20236.74154,20733.76809,22622.09223,20739.08551,20806.67474,19828.76102,16854.44687,17107.26357,14147.70697,13128.64585,12249.07598,10864.819,11593.27334,13505.46598,16016.3086,19281.76017,22322.47583,26138.14292,29978.02723,33887.65718,37604.51796,41762.13236,47921.05882,50860.0621,55518.48886,63691.32034,70729.81667,77917.49115,85978.92336,91526.60688,97218.62511,103537.8357,110046.1829
Uganda,6360.634191,6106.208823,6487.846875,6774.075413,6678.6659,7117.54966,7511.908979,7836.301323,7887.186397,8287.906351,8682.265671,8593.216792,8943.051672,9967.113777,10724.02925,10959.37271,11639.96057,12263.30272,12574.9738,13961.59205,14171.49298,14591.29483,14686.70435,14597.65547,14623.098,14324.1482,14432.27898,14654.90118,13853.46127,12326.90906,11907.10721,12365.07287,13382.77434,14375.03327,13153.79151,13414.57751,13459.10195,14311.42693,15341.84967,16461.32129,17116.46661,17420.86829,18440.02984,19672.90101,21186.44901,23130.10736,24655.45607,25794.58442,27361.35296,29537.42926,30701.60364,33392.74354,35749.24853,37950.99717,40153.4224,44171.74164,47285.56769,51098.60879,56427.16974,60980.18437,65655.08736,70133.18484,71704.43045,75084.27387,78508.65339,82960.33337,84887.59659,89174.8314,94331.64554
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529651.3777,545962.3453,562775.6201,587043.8764,601287.1378,597693.4138,600789.8147,617663.7725,623688.0218,649016.378,619809.0195,565885.6348,509862.9569,437462.417,337283.5235,296134.9337,266521.4403,258525.7971,253613.8069,253106.5793,268039.8675,292699.5353,308328.7713,337671.008,377500.5161,389094.6697,418554.4579,452942.2817,463103.9135,393006.3595,394033.2922,415569.3075,416561.1937,416449.8484,389161.4769,351128.8272,359231.4828,366416.1124,377408.5958
"United Arab Emirates",9792.011331,10614.54028,11251.02102,12367.31031,13777.35994,14110.28833,15158.03354,15706.38617,16479.95507,18173.97303,20034.45518,21894.93734,24342.94017,26839.90306,29591.45824,32607.39773,35936.68158,39608.68583,43652.78651,48137.5277,53062.9094,61944.26368,72304.21167,84407.13767,111746.4333,115330.3095,132671.9615,155810.4843,152158.0641,190023.7719,240217.622,246934.9417,226587.1422,215218.617,224403.5237,219155.0056,172633.1598,178802.1269,178361.4864,197309.0283,220966.5277,225697.7853,232683.6832,232616.8936,249744.007,266176.2138,280390.613,304372.9916,306780.364,318288.3109,357528.6762,362004.0707,370975.9771,403670.9613,442330.3553,463857.7249,509460.2911,525922.4551,542829.0645,514446.9208,522818.2118,556063.7191,584448.8095,618288.0568,638598.4805,663049.3686,683182.5052,692063.8778,712825.7941
"United Kingdom",595173.7177,612940.8124,611830.369,635888.8357,661798.6118,685857.0785,694369.3373,705473.7715,703993.7506,732493.991,774689.1299,800227.6175,808372.0099,839462.7145,883878.7402,906826.7635,924222.5697,944949.7062,983443.9373,1001293.16,1024920.453,1046631.419,1083669.583,1156539.652,1140822.343,1139503.157,1172663.434,1201312.719,1251790.039,1298625.228,1272292.109,1262482.849,1287865.84,1342238.508,1372790.923,1430384.063,1475073.122,1553348.747,1642629.473,1684835.364,1697164.993,1678724.593,1685002.526,1727581.379,1794612.094,1838934.258,1885618.41,1961764.35,2023320.853,2088405.49,2164927.426,2220005.944,2274571.001,2350221.2,2405790.988,2480276.479,2541192.113,2601080.504,2588789.352,2480377.064,2522408.288,2559049.44,2596957.323,2650257.085,2731202.52,2795274.922,2849385.59,2898886.771,2936914.784
"United States",2477066.707,2676691.798,2785699.26,2916450.371,2899965.984,3106590.191,3172832.838,3239565.458,3215822.224,3437711.559,3525879.326,3615952.54,3837077.428,4004174.946,4235132.168,4510307.108,4807773.514,4939692.846,5182189.366,5344873.732,5355681.474,5532176.93,5823349.688,6151967.888,6120153.724,6108055.268,6437039.813,6733697.537,7108204.125,7333939.514,7316001.089,7505811.992,7362383.985,7703443.168,8262643.172,8612874.588,8915325.779,9223951.527,9611724.791,9965485.821,10156760.97,10149235.59,10510081.93,10798673.26,11234684.97,11540154.25,11978204.1,12515669.53,13072605.68,13685083.35,14245101.11,14384130.71,14641049.65,15051991.11,15621820.79,16144404.45,16574915.31,16869711.82,16820516.12,16353657.72,16767719.35,17036246.77,17415138.16,17707247.76,18162181.24,18681907.86,18959386.35,19386202,19951130.19
Uruguay,17558.54298,18916.99442,19178.03692,20155.22891,21446.70234,21627.02775,21994.54812,22209.22123,22827.47978,20823.29163,21560.04974,22174.87353,21680.26668,21786.74455,22222.9603,22477.13327,23246.52169,22283.06877,22636.85006,24015.91012,25139.07982,24898.64594,24029.64919,24211.69199,24972.49349,26458.03141,27522.81003,27830.22193,29295.15123,31101.84012,32982.37656,33617.80896,30438.92955,28659.71882,28345.43739,28759.32714,31309.64369,33791.26483,33791.26483,34227.48059,34528.02295,35749.90071,38585.45521,39610.9319,42495.08508,41879.91053,44215.99101,46447.85184,48435.93903,46999.82581,46165.28843,44567.66263,41425.13391,42389.19346,44355.8794,47374.57066,49316.28848,52542.30437,56312.82609,58702.52117,63283.28094,66550.09297,68904.67661,72100.15114,74435.3399,74711.32688,75797.21752,78450.08112,80882.02138
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58685.96327,60769.52159,62927.05357,64855.67689,62743.94723,64398.52648,63623.64839,63215.56699,68608.73029,69958.98875,68642.18046,68298.96956,60717.78393,59293.36791,56210.01006,55704.15335,56651.10114,59597.08165,62165.02486,64838.10523,67301.90987,70128.77297,72933.95242,75997.19582,81620.96435,87334.32058,93884.49448,102803.4644,112055.8204,121132.2821,131428.5917,142337.1791,154008.8312,166329.4235,179802.1024,194186.3505,209332.8074,222666.551,236471.8771
Venezuela,73312.60131,78416.25833,85267.55502,88552.96068,97718.7521,105899.9025,115091.1926,132228.2608,134436.838,142514.0323,142967.1241,138561.7383,144679.4579,151293.4208,164148.6737,175038.5676,178180.7884,188952.9961,201863.1692,209112.6375,225186.6072,228495.5501,231414.1672,247854.9255,253099.806,260337.5056,280442.2268,297995.1194,305058.2512,307459.0491,293695.6512,292750.239,286663.9024,275905.4248,279826.3358,284100.3053,298616.8947,309314.5678,327322.5137,299270.053,315100.8046,345758.6995,366713.7722,367724.6797,359080.0036,373270.4992,372533.576,396266.2823,397428.3536,373705.095,387479.8903,400631.1352,365154.8962,336840.0392,398429.8133,439546.3491,482939.7886,525208.9479,552928.5977,535223.5453,527259.106,549272.3249,580175.8609,587970.2409,565068.9351,529913.9191,442711.3398,389585.979,366210.8203
Vietnam,25815.98538,26998.3733,28180.76121,29457.55445,30828.753,32199.95155,33476.74479,34799.96686,36171.16542,37590.34044,39150.34963,41095.71823,46300.39174,47699.4476,50022.43747,50554.82156,51033.03866,44616.5723,43842.75822,47515.27985,48433.02335,50899.94264,55428.30264,59178.20568,56866.04921,52820.54919,61717.8635,63983.59113,64415.37938,64803.83405,62943.585,65159.78853,70457.31973,74351.15219,81026.07245,85863.95809,88301.47245,91506.61037,97013.07137,101547.6219,106722.8905,112922.4061,122746.5277,132662.0326,144380.9449,158155.5795,172927.3449,187023.8432,197805.4689,207247.8827,221314.4592,236573.8723,253324.0377,271921.0019,293102.1375,315223.3055,337219.5086,361261.5515,381715.4106,402319.9177,428162.0018,454880.5749,478749.8285,504707.04,534906.8664,570634.9443,606076.009,646384.1131,695603.7683
Yemen,6795.218395,6973.931724,7156.170017,7348.72849,7541.286962,7740.89536,7947.298976,8160.752518,8377.731021,8601.504743,8835.598645,9070.201961,9318.65042,9597.804714,9845.998467,10125.15276,10417.89749,10721.47182,11008.94957,11333.41896,13628.74726,16004.88584,17280.94051,19404.68726,20531.03335,22091.02253,25542.82977,28359.25686,30769.68545,32477.8232,32653.14785,34640.27618,35221.91762,37239.27416,38679.68761,38367.02093,39204.92925,40797.28443,42536.89213,44024.98575,44039.81042,46811.51551,50653.56549,52680.85108,56221.97818,59409.49858,62163.0471,65414.85962,69344.12068,71962.23903,76410.89715,79317.43712,82438.58185,85527.87815,88925.53856,93898.05847,96875.1412,100109.3924,103760.9472,107772.3593,116073.4851,101314.8699,103739.2189,108742.9919,108537.9119,78042.30991,70410.29848,68992.29987,74885.14969
Zambia,5910.44486,6288.713331,6690.623582,7116.175612,7571.279866,7393.96652,8274.622804,8635.159941,8410.563036,10165.96516,10940.23344,10963.87522,10845.66632,11082.08411,12559.69533,14847.03749,14037.30654,15124.8284,15337.60441,15254.85818,15981.8429,15975.93246,17441.72278,17270.31988,18677.00576,17950.02104,19007.99067,18085.96127,18198.25972,17642.67791,18180.52839,19297.60247,18753.84154,18387.39396,18322.37907,18623.81175,18753.84154,19256.22935,20461.96011,20668.82568,22530.61581,22380.33648,22839.38085,22821.94229,19784.55596,20357.97675,21623.81084,22448.55201,22361.87212,23402.03076,24313.96472,25606.46954,26760.49171,28618.72384,30631.33849,32848.08684,35444.38026,38404.83178,41389.90244,45206.38196,49861.96381,52636.74599,56635.81746,59500.86981,62292.57765,64114.39397,66304.47159,69079.73364,72192.72146
Zimbabwe,4336.180157,4618.031867,4839.177055,5255.450351,5537.302061,5975.256257,6825.147567,7302.127385,7397.523348,7796.451923,8156.354876,8576.964351,8707.049756,8620.326153,9379.15768,9990.559082,10142.32539,10987.88052,11204.68953,12600.93954,15332.73304,16676.94888,18086.20744,18632.56614,19100.87359,19274.3208,19113.88213,17578.87436,18077.53508,18077.53508,20137.22065,22665.21368,23254.93418,23623.5095,23172.54676,24781.2696,25436.0328,25123.82783,27474.03748,29264.87988,29845.92802,31496.93972,28657.31113,28958.63086,31633.01798,31683.00629,34965.58649,35902.87197,36938.74591,36527.22424,34981.6798,34822.68279,32140.77739,26926.61083,25238.43672,23365.5455,22535.4876,21768.56085,18216.84829,19563.64647,22584.58961,26274.25546,29849.34993,31422.95267,32290.42163,32751.04532,32963.82072,33392.72898,33703.11751
