"Data Item",1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Abrasives,16300,17000,11900,16800,25900,39400,17200,14400,9610,12600,31400,12200,18500,38300,73700,78600,114000,107000,108000,88600,131000,53100,76700,100000,94400,91900,97700,80100,93900,93100,69600,47700,28300,46600,42300,57700,59300,66800,37100,56900,51800,68100,39700,30400,35800,37800,47700,52600,45900,44600,88500,76200,60800,60000,60700,72200,74000,84300,73400,84500,87800,83200,91200,86100,74800,83900,97700,70500,97500,86200,70900,81500,91300,105000,89900,85500,123000,123000,131000,141000,118000,104000,105000,106000,138000,138000,118000,122000,133000,117000,123000,108000,111000,138000,89000,80200,98900,82100,80200,85600,72600,61200,67300,69900,94200,91300,76200,96600,132000,79700,110000,73700,120000,110000,93200
