"Data Item",1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Agriculture and fishery",3040000,3460000,3660000,3300000,3560000,3680000,3740000,3310000,3570000,3490000,3380000,3710000,4090000,3800000,3890000,4000000,4140000,4120000,4050000,3860000,3750000,3520000,4170000,4220000,4260000,4560000,4600000,4860000,4750000,4930000,4410000,4280000,3640000,4180000,3620000,4070000,4360000,5010000,4040000,5280000,6420000,7280000,6410000,6640000,6260000,6070000,6800000,6800000,7310000,6630000,7100000,6860000,6710000,6820000,6680000,6880000,6830000,5990000,5800000,6390000,6380000,6740000,7220000,7400000,7650000,7120000,7540000,8020000,9100000,6930000,6560000,6750000,7540000,5410000,4770000,5840000,5880000,5610000,5340000,5800000,5040000,4940000,5330000,5270000,5650000,6550000,6160000,6480000,5870000,5680000,5490000,5480000,5250000,7120000,7080000,5660000,5770000,6070000,5690000,5780000,5280000,4740000,4920000,4450000,4540000,4210000,3890000,3870000,3520000,3430000,3470000,3290000,3350000,2940000,2750000
