Country,2007,2008,2009,2010,2011,2012,2013,2014,2015
Cambodia,2.962765957,2.964238423,2.88309846,3.090203722,3.221806218,3.381479642,3.511846137,3.298133588,2.94676017
Cameroon,3.233882435,3.719047619,4.296285938,3.767360289,3.513222054,3.70038593,3.855797803,4.257880515,4.288913619
Canada,5.661317094,6.056898668,6.301519552,6.231164385,6.243134937,6.31088419,6.191835423,6.027463719,6.127415964
"Cape Verde",,,,,4.294216,4.474329348,4.479806663,4.353945428,4.42737605
Chad,2.433014359,2.249807722,2.373705497,2.445742944,2.557958516,2.646248462,2.437213136,2.306475157,2.64907625
Chile,5.232023785,5.563147794,6.064564385,6.234075866,6.323624261,6.224432766,6.058852302,6.167079288,6.285863932
China,4.144109307,4.361501904,4.704656115,4.672731875,4.591262452,4.571721967,4.466581193,4.415333762,4.299935082
Colombia,4.357688881,4.129051305,4.096042679,4.137845687,4.287107121,4.33400694,4.163678463,4.154690886,4.044211938
"Costa Rica",3.93768582,3.960540253,3.909657109,4.346206989,4.6336576,4.676309902,4.80835524,4.868823834,4.952978405
Croatia,3.708353224,4.312697041,4.625742272,4.372242092,4.436325283,4.6949559,4.683327739,4.567870217,4.443936212
Cyprus,5.045775457,4.986343128,5.519161184,5.383425257,4.966425576,5.24985679,5.099843628,4.781529618,4.720493004
"Czech Republic",3.851836122,3.767847369,3.754655356,3.888690189,3.790826363,3.62776367,3.802782728,3.89242714,4.068897604
Denmark,6.458991597,6.620792564,6.622773977,6.483010424,6.195962492,6.336520794,6.192564486,6.091052931,6.042509219
"Dominican Republic",2.804168392,2.699141217,2.345277111,2.33061345,2.309877024,1.9691546,2.038709372,2.332936238,2.562737799
Ecuador,2.844236453,2.52390125,2.42918329,2.795543573,3.030514114,3.139682753,3.192971,3.64829823,
Egypt,4.665526856,4.42867581,4.690905472,4.516546141,3.9578757,3.890745524,3.504818537,2.91294442,3.334197296
"El Salvador",3.789574817,3.480419968,3.547422893,4.01543304,3.548484384,3.142185779,3.112334252,3.119025077,3.719354901
Estonia,4.786175196,4.679265036,5.160342773,5.537248,5.383720473,5.511786392,5.461785954,5.316605867,5.263478427
Ethiopia,4.057769962,4.185490823,3.961217454,3.869027308,4.396019921,4.127680194,3.96971055,3.94202863,3.780835556
Finland,6.507775524,6.701979224,6.70888879,6.635323627,6.638299833,6.703761716,6.643465791,6.692994668,6.732062621
France,5.563555134,5.773927844,5.928200696,5.700826785,5.59765015,5.397209677,5.296330783,5.253018698,5.32820188
Gabon,,,,,,,3.656846,3.470869843,3.52879735
Gambia,3.757443609,4.41784875,5.061017437,5.224245904,5.050241338,4.865984988,4.948649008,4.639730507,4.621584154
Georgia,4.182899962,4.64783336,5.030566945,4.868473665,4.732907105,4.97575891,5.090372,5.158926934,5.367492559
Germany,6.405156266,6.579290841,6.485063309,6.249052025,6.190801482,5.888714188,5.911444943,5.966881921,5.911856445
Ghana,,,3.788396,3.818428733,4.177706373,4.499380433,4.552043941,4.523279352,4.08337094
Greece,5.007157412,4.736532193,4.388787731,3.918320467,3.712824477,4.016653623,3.921042047,4.044564989,4.376708074
Guatemala,2.312575236,2.40350438,2.357567208,2.465814374,2.330588529,2.282400988,2.616372332,2.796044194,2.907987869
Guinea,,,,,,,3.028528,3.218083845,3.036647229
Guyana,1.972534723,2.502043893,2.79063657,2.941138005,3.265962862,3.215116976,2.840512371,2.800777931,2.791418284
Haiti,,,,,,2.584716,2.624780781,2.962225598,3.014237064
Honduras,3.297365251,3.272418541,3.277498501,3.13028755,3.412994129,3.605592538,2.972097752,2.350708489,3.192748088
"Hong Kong",6.059752214,6.299443564,6.356346504,6.25379005,6.327189952,6.225960381,6.162224213,6.272529921,6.211251398
Hungary,4.518231816,4.772909842,4.769443544,4.44320213,4.228216125,4.247338792,4.238578531,4.207880723,4.14695143
Iceland,6.285,6.392349727,6.479561303,6.35812355,6.353603189,6.273037927,6.17470844,6.111740986,6.129229819
India,4.437169312,4.350075415,4.441452466,4.535387976,4.219080148,4.087500886,4.270008038,3.9727296,3.829163548
Indonesia,3.281108736,3.616256542,3.879448838,3.963870911,3.959133207,3.73874845,3.909306321,4.022306834,4.13186904
Iran,,,,,4.563208,4.460875578,4.508273816,4.309831993,4.032777129
Ireland,5.399765166,5.570649351,5.781352929,5.909145909,5.978817048,6.032108769,6.01724391,6.116090911,6.11185715
Israel,4.703375543,4.520685112,4.15248397,3.621548124,3.985513619,4.614452483,4.763728508,4.468592054,4.11441417
Italy,4.776365462,4.758854575,4.625648701,4.586692181,4.7898248,5.059425246,5.077717349,5.010043702,4.847377284
Jamaica,2.835131041,2.90433781,3.340582036,3.568062034,3.394732442,3.535718408,3.713663875,3.65170803,3.564371034
Japan,5.560584494,5.728147615,5.882418299,5.845477392,5.817245442,5.859081942,5.690556757,5.763581814,5.971872629
Jordan,5.898560733,5.853837819,5.91856475,6.007154556,5.699754662,5.5831153,5.586894771,5.531765,5.281877035
Kazakhstan,3.747855568,3.634568497,3.52217881,3.376202684,3.280615746,3.304102,3.732957373,3.9274446,3.815928529
Kenya,3.051466881,3.517463398,3.800921484,3.507198294,3.13514906,3.209984007,3.405223989,3.685126925,3.870993022
"South Korea",4.953941714,5.544702088,5.393413275,4.843963285,4.728662861,4.896977256,5.0304336,4.753458174,4.625950034
Kuwait,5.345544762,5.376883167,4.986276017,4.848005589,5.042254297,4.996035386,4.796740085,4.758576654,4.401220827
Kyrgyzstan,2.467286063,2.727520017,2.998715583,2.767508098,2.62023615,2.757487353,2.9166056,2.956703885,3.055900426
Laos,,,,,,,,4.277339,4.225022918
Latvia,4.273236748,4.349686697,4.351584763,4.120192782,4.062724808,4.204277091,4.328591985,4.376862154,4.641414284
Lebanon,,,,,3.406975,3.365756705,3.491948805,3.161790312,2.760589106
Lesotho,3.243589744,3.43516154,3.435841912,3.5426782,3.528073334,3.360961465,3.465394425,3.879148923,4.664641644
Liberia,,,,,,,4.014999,3.655669992,
Libya,,3.452380952,3.666473338,3.887667568,3.541704706,3.4354,3.329151,2.736863,2.003730371
Lithuania,3.590875421,3.957854441,4.334122857,4.182057841,4.049274664,4.1590661,4.324538295,4.237854012,4.307409913
Luxembourg,5.662549042,5.796272906,6.050642475,6.1704136,5.98056183,5.873200677,5.88156695,6.01902375,6.139767064
"Macedonia (F.Y.R.O.M.)",3.803509852,3.96213322,4.054232454,4.210648463,4.189951691,4.155077449,4.272159405,4.397862151,4.517825262
Madagascar,3.599721722,3.861230447,4.235349864,3.519411853,2.747221088,2.455780841,2.339532533,2.768561929,2.805983622
Malawi,,,4.445909,4.502417219,4.563741451,4.213640213,3.804802928,3.938047661,3.964760862
Malaysia,5.236140866,5.396158736,5.096869913,4.689372881,4.630975971,5.029640803,5.022520367,4.912013889,5.131924243
Mali,4.147624873,4.618603749,4.526665194,4.03204286,3.318789293,3.390195721,3.567838173,3.467955979,3.822566658
Malta,5.269580894,5.456055056,5.582460263,5.454390637,5.3012805,5.154658911,4.996222709,5.28299848,5.263006445
Mauritania,4.163265306,3.984904853,3.818257098,3.574249399,2.730836578,2.646004951,2.898131417,2.965524029,2.998833595
Mauritius,3.977571635,4.30016835,4.329553026,4.315305118,4.265707296,4.281738365,4.506263656,4.552197429,4.536748384
Mexico,2.900857939,2.636823633,2.526266177,2.682185878,2.535053192,2.585157099,2.811424049,2.973860484,2.820881992
Moldova,,,,,3.196609,3.045967118,3.067268536,3.040903949,3.089540494
Mongolia,2.971669661,2.789319876,2.850581775,3.290129559,3.637631192,3.651157573,3.839724909,3.727354922,3.741282347
Montenegro,,3.944444444,4.574820852,4.830916853,4.715346235,4.912183567,5.01902787,4.651432164,4.321271428
Morocco,5.022739628,4.971480876,4.759755757,4.526665629,4.324856403,4.204939,4.337496255,4.67863838,4.864600335
Mozambique,3.159694017,2.924425287,2.81663775,3.194942539,3.716828351,3.591603956,3.418143,3.164255149,2.861831843
"Burma (Myanmar)",,,,,,,,2.974489,2.857290446
Namibia,3.087523852,3.352980189,4.004995491,4.318414868,4.541147702,4.584146179,4.166292472,4.037667183,3.87883696
Nepal,3.070422535,3.002424333,3.121418546,3.130528555,2.864806682,2.925230645,3.484881231,3.682604,3.831194898
Netherlands,5.616870597,5.917111921,6.227060158,6.181311713,5.983806883,6.104579077,6.230773572,6.096810523,6.029237815
"New Zealand",5.232862841,5.756030212,5.8632058,6.110708089,6.182821944,6.199737159,6.330170627,6.435969864,6.486122473
Nicaragua,4.325975121,4.459539645,4.598433407,4.125502738,3.54156015,3.47613016,3.785903559,3.887668796,3.699052734
Nigeria,2.604944537,2.778551958,2.772479125,2.878424036,2.84241092,3.000961543,3.247825138,2.935500503,2.62124019
Norway,5.987553077,6.248502808,6.298385596,6.254205067,6.222254199,6.001101015,5.967455311,6.043953626,6.062442277
Oman,,5.106918239,5.706854544,5.869221723,5.885123031,5.934451381,5.745131414,5.780032,5.561678409
Pakistan,3.131603341,3.557699638,3.204171926,2.99764007,3.060504916,3.162651966,2.961031596,2.800739379,2.841513509
Panama,4.465041478,4.011882598,3.448336502,3.438099028,3.8599294,4.383394271,4.678410468,4.709826051,4.530706942
Paraguay,2.587043512,2.326933545,1.888404643,2.160023195,2.281637863,2.488947316,2.598491822,2.204494841,2.25381733
Peru,3.116459807,2.764838603,2.584875966,2.716904916,3.082376863,3.214367674,2.95322636,2.78758469,2.61584582
Philippines,3.276943109,3.456332294,3.471081426,3.506405372,3.421200425,3.277769434,3.63076248,3.767148019,3.636906598
Poland,3.956149265,3.966532438,3.84434916,4.081630098,4.378311481,4.36708653,4.306484918,4.074618523,4.064311752
Portugal,5.397668998,5.390003179,5.162862631,5.032303683,5.053936349,5.019049757,5.151505905,5.247358495,5.333201398
"Puerto Rico",,4.93220339,4.830056258,4.769783332,4.90996175,4.706688435,4.600596832,4.772182291,4.811875318
Qatar,5.559479167,5.758486664,6.103850248,6.174445743,6.2221502,6.272333,6.269902177,6.322934716,6.293527313
Romania,3.623288064,3.937101883,4.225254451,4.172732,4.159685734,3.721393524,3.43896855,3.643493326,4.216674186
Russia,2.952575733,2.954048365,3.240735517,3.114073642,2.735419801,2.633119719,2.822585441,3.047086776,3.195336467
Rwanda,,,,,5.817708,5.890516425,5.944558,5.834948532,5.771866
"Saudi Arabia",,4.645833333,4.778114181,5.056942682,5.491654094,5.665147,5.636757092,5.448927664,5.209748919
Senegal,,4.620253165,5.143548175,4.873213423,4.236705612,4.069581066,4.367612825,4.536980249,4.626441384
Serbia,,4.104651163,4.304490064,3.975493463,3.626345006,3.867914394,4.03647175,4.003607652,3.82852256
Seychelles,,,,,,,3.719722,3.92736586,4.118438494
"Sierra Leone",,,,,,,3.56737,3.83582775,3.395485235
Singapore,6.5,6.473975116,6.459418352,6.432117757,6.431848209,6.417466708,6.358949879,6.257133687,6.161861813
Slovakia,4.227589445,4.068559219,3.433947016,3.575794858,3.757604206,3.800430943,3.880775318,3.612912365,3.559864815
Slovenia,4.459748527,4.632501024,4.594235363,4.815683451,4.706356925,4.386732,4.705379498,4.961402519,4.932682393
"South Africa",3.302824403,3.200826962,3.12527572,3.305730382,3.43137183,3.63097125,3.810274112,3.751305479,3.636589706
Spain,5.256703153,5.644156925,5.724504673,5.665225898,5.685477571,5.835545048,6.016634265,5.9493511,5.805687723
"Sri Lanka",3.165867136,3.684679967,3.667370852,3.461760405,3.716087648,4.061327276,4.192887,3.946338744,3.65095998
Suriname,,,,,,4.709162,4.745112051,4.71106301,4.447299614
Swaziland,,,,,4.376626,4.235401147,4.162790804,4.279841799,4.5716047
Sweden,5.368305653,5.686130536,6.201791032,6.216683954,6.125664893,6.317035328,6.059861661,5.93368193,5.681315552
Switzerland,6.262886594,6.450983839,6.499626079,6.360104698,6.262330347,6.316271095,6.37503112,6.253667483,6.222384201
Syria,,3.895833333,4.280193232,4.178357273,3.681942635,3.614392918,,,
Taiwan,5.098597848,4.876379696,5.006596719,5.263504228,5.3792896,5.411313683,5.333682113,5.168671024,4.995972228
Tajikistan,3.860895028,4.186214327,4.16362313,3.8108277,3.784564833,4.091861184,4.049822962,3.9512,3.852631569
Tanzania,3.820846367,3.92024117,4.275130805,4.1260266,3.808003014,3.769433211,3.577007472,3.474432846,3.466247273
Thailand,4.602124506,4.601618357,4.244969657,3.759758681,3.788232897,3.718772864,3.627892477,3.540607654,3.200921393
"Timor Leste",3.599881933,3.238359364,3.464170451,3.625123913,3.699519772,3.596410479,3.950905648,3.71621991,3.575783486
"Trinidad and Tobago",2.339158652,2.485409981,2.451055401,2.921387864,3.409819722,3.104406595,3.151106887,3.107713123,3.078699813
Tunisia,5.475856164,5.633110517,5.803496564,5.550583406,5.504286321,4.55646625,4.2436,3.930678439,4.08437622
Turkey,4.236360165,4.553492866,3.957856551,3.625462809,3.575668711,3.51607728,3.988763415,4.015008437,3.579741257
Uganda,3.339982285,3.634935963,3.728183797,3.841617417,4.026968195,3.970133969,3.857682037,3.743039931,3.724281659
Ukraine,3.267624912,3.141959873,3.21502802,3.201327114,2.981408776,2.96962965,3.023616072,2.832986574,2.648389975
"United Arab Emirates",5.869032393,6.07112385,6.307896638,6.342611464,6.19463089,6.129732971,6.091022759,6.051995,6.190833889
"United Kingdom",5.455918663,5.417047258,5.27017367,5.381160878,5.463873479,5.663004923,5.863774231,5.671841136,5.607035395
"United States",5.840017079,5.694298999,5.937972444,5.885497519,5.628988164,5.557865194,5.548501058,5.67785808,5.735173544
Uruguay,4.040403727,3.807814501,3.771258825,4.084917763,4.486145013,4.614602722,4.236307931,3.93501503,4.082310125
Venezuela,2.195617847,1.969076188,1.878676374,1.958692713,2.113397681,2.194124284,2.120860779,1.916834261,1.728851809
Vietnam,4.575196745,4.616241844,4.727942352,4.838346224,4.925948129,5.17335754,4.61033425,3.757148732,3.668698589
Yemen,,,,,,2.063313,2.190805286,2.293122516,2.2707034
Zambia,3.968421053,4.060417413,4.063273738,4.193948767,4.162074122,4.02071978,4.351204719,4.209477682,4.043374242
Zimbabwe,2.916889881,2.484722222,2.210383858,2.551031657,2.819564167,2.821546967,2.988880633,3.045721603,2.960346312
