Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.400000095,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,19.10000038,19.1429,19.1857,19.2286,19.2714,19.3143,19.3571,19.39999962,18.92,18.44,17.96,17.48,17,16.6,16.2,15.8,15.4,15,14.60000038,14.24,13.88,13.52,13.16,12.80000019,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,
"United States",,,,,,,,,,,,,,,,,,,,,,1.200000048,1.15,1.1,1.05,1,0.95,0.9,0.85,0.8,0.75,0.699999988,0.899999976,0.899999976,0.899999976,0.899999976,0.85,0.8,0.75,0.699999988,0.6,0.5,0.400000006,,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.199999809,4.4333,4.6667,4.900000095,4.900000095,5.300000191,4.6,3.9,3.200000048,3.45,3.7,3.95,4.199999809,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69999981,12.45,11.2,9.95,8.7,7.45,6.199999809,5.725,5.25,4.775,4.300000191,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,35.70000076,34.8,33.9,33,32.1,31.2,30.29999924,26.70000076,24.85,23,24.20000076,23.5,22.60000038,21.89999962,22,19.89999962,16,12.10000038,,,,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.299999952,2.6667,3.0333,3.400000095,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,27.89999962,30.8833,33.8667,36.85,39.8333,42.8167,45.79999924,45.1333,44.4667,43.8,43.1333,42.4667,41.79999924,40.7875,39.775,38.7625,37.75,36.7375,35.725,34.7125,33.70000076,36.35,39,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,20.10000038,19.625,19.15,18.675,18.20000076,17.7,17.2,16.70000076,18.5667,20.4333,22.29999924,20.44,18.58,16.72,14.86,13,13.0667,13.1333,13.2,13.2667,13.3333,13.39999962,,
Zimbabwe,,,,,,,,,,,,,,,,,,,7.199999809,7.6333,8.0667,8.5,8.9333,9.3667,9.800000191,9.92,10.04,10.16,10.28,10.39999962,10.8167,11.2333,11.65,12.0667,12.4833,12.89999962,12.5,12.1,11.7,11.30000019,8.699999809,8.975,9.25,9.525,9.800000191,
