Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Benin,,,,,,,,,,,,16.8,16.02,15.24,14.46,13.68,12.9,11.9667,11.0333,10.1,9.1667,8.2333,7.3,,,,
"Burkina Faso",,,,,,,,,,71.6,72.85,74.1,75.35,76.6,76.4857,76.3714,76.2571,76.1429,76.0286,75.9143,75.8,,,,,,
Cameroon,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,
"Central African Republic",,,,,43.4,,,,,,,,,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,44.9,44.25,43.6,42.95,42.3,41.65,41,40.35,39.7,39.05,38.4,,
"Ivory Coast",,,,,,,,,44.5,44.1,43.7,43.3,42.9,42.5,42.1,41.7,41.2,40.7,40.2,39.7,39.2,38.7,38.2,,,,
Egypt,,,,,,97,97.06,97.12,97.18,97.24,97.3,97.2,97.1,97,96.4,95.8,95.7,95.6,95.5,94.9667,94.4333,93.9,93.3667,92.8333,92.3,,
Eritrea,,,,,,94.5,93.6714,92.8429,92.0143,91.1857,90.3571,89.5286,88.7,,,,,,,,,,,,,,
Ethiopia,,,,,,,,,,,79.9,78.78,77.66,76.54,75.42,74.3,73.4727,72.6455,71.8182,70.9909,70.1636,69.3364,68.5091,67.6818,66.8545,66.0273,65.2
Gambia,,,,,,,,,,,,,,,,,,,,,,,,74.9,,,
Ghana,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,
Guinea,,,,,,,,,,98.6,98.1,97.6,97.1,96.6,96.1,95.6,95.7857,95.9714,96.1571,96.3429,96.5286,96.7143,96.9,,,,
Kenya,,,,,,,,,37.6,36.52,35.44,34.36,33.28,32.2,31.18,30.16,29.14,28.12,27.1,26.0833,25.0667,24.05,23.0333,22.0167,21,,
Mali,,,,,,,93.7,93.28,92.86,92.44,92.02,91.6,90.32,89.04,87.76,86.48,85.2,86.2333,87.2667,88.3,89.3333,90.3667,91.4,,,,
Mauritania,,,,,,,,,,,71.3,,,,,,,,,,,,,,,,
Niger,,,,,,,,,4.5,4.2125,3.925,3.6375,3.35,3.0625,2.775,2.4875,2.2,2.1667,2.1333,2.1,2.0667,2.0333,2,,,,
Nigeria,,,,,,,,,,25.1,23.575,22.05,20.525,19,21.12,23.24,25.36,27.48,29.6,28.64,27.68,26.72,25.76,24.8,,,
Senegal,,,,,,,,,,,,,,,,28.2,27.7,27.2,26.7,26.2,25.7,25.45,25.2,24.95,24.7,,
"Sierra Leone",,,,,,,,,,,,,,,,,,,91.3,90.96,90.62,90.28,89.94,89.6,,,
Sudan,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,17.9,17.4875,17.075,16.6625,16.25,15.8375,15.425,15.0125,14.6,14.6,14.6,14.6,14.6,14.6,14.6,13.68,12.76,11.84,10.92,10,
Togo,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,
Uganda,,,,,,,,,,,,,,,,,0.6,0.76,0.92,1.08,1.24,1.4,,,,,
Yemen,,,,,,,,22.6,22.3438,22.0875,21.8313,21.575,21.3188,21.0625,20.8063,20.55,20.2938,20.0375,19.7813,19.525,19.2688,19.0125,18.7563,18.5,,,
