Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,8.33161,9.35029,10.34861,10.83169,10.9764,11.04103,11.93622,12.77696,13.44863,15.1954,16.94214,19.58524,10.77397,11.7264,12.67882,13.46313,12.43842,12.9912,13.54388,13.0112,11.22283,16.3063,16.4174,16.52857,23.1541,22.56602,20.9798,19.3936,17.8074,16.2212,14.635,13.04874,13.1829,13.31708,18.66479,19.7837,29.93046,30.08316,40.22338,46.73276,53.24683,54.61618,56.67734,56.68866,55.65616,55.64441,
Albania,,,,,,,84.97827,85.7455,86.51271,88.25961,90.20202,91.20017,87.0645,82.02884,82.28929,85.33975,88.47091,87.93179,88.72785,88.95282,90.26128,91.1052,77.9228,70.54801,68.96015,68.93171,68.13892,69.67037,71.65516,71.91153,71.4528,72.90516,73.00286,75.01899,74.17028,76.88706,77.95589,81.28087,83.64892,85.40931,88.41164,90.84835,92.74147,95.83157,96.42609,95.76549,
Algeria,,10.03636,12.07172,13.52412,14.74798,16.02827,18.39504,21.51011,25.32871,27.99378,30.06515,32.18463,35.23465,38.52776,41.89046,45.08651,49.42614,51.91699,52.977,59.65123,59.12105,57.57352,57.27878,57.39975,58.40698,58.33717,58.6382,59.15799,62.2184,65.27889,64.72483,68.41097,71.55985,73.75566,77.2134,78.78223,79.79158,70.28121,76.75585,93.07003,97.17192,99.86019,,,,,
Andorra,,15.36829,14.71306,13.81905,17.33879,25.93956,34.14492,36.323,38.5011,40.6791,42.8572,45.0353,47.2134,49.39144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,,6.23419,7.08836,8.12509,8.4021,8.679,8.956,9.2329,9.5099,10.8499,12.18995,15.66875,11.06635,10.04539,12.50289,10.74187,12.27909,11.93808,10.07974,11.1814,10.37002,11.00465,12.42604,12.3597,12.2934,12.2271,12.1608,12.0944,12.02812,12.02433,13.77945,15.57359,16.80757,17.9321,19.0566,20.1811,21.3056,22.4301,23.55459,24.99245,28.78131,28.89872,,,,,
"Antigua and Barbuda",,,88.81265,61.16552,84.52498,78.77971,83.63347,84.6718,69.34014,72.9566,76.5732,80.1897,83.8062,87.4227,91.0392,94.6557,98.2722,101.8887,105.5052,109.1217,112.7382,116.3548,119.97126,114.7092,109.4471,104.185,98.9229,93.6608,88.3987,83.1366,77.87454,81.4171,84.9596,88.5021,92.0447,95.5872,99.1297,102.67226,110.87124,108.52251,106.20672,106.11655,105.39351,103.8559,102.31822,102.70546,
Argentina,44.50374,45.52537,47.247,49.58715,52.29315,53.87589,55.4216,55.50465,55.58721,55.5337,56.45949,57.61167,59.23363,59.75911,65.21991,70.20801,70.19964,69.98517,70.44679,70.7993,71.15185,71.63714,70.6681,69.6991,68.73015,73.5529,78.37558,75.16732,81.42908,93.0149,96.52345,97.46162,96.56709,95.75099,95.49693,94.00599,93.34507,93.70675,95.24628,98.83082,101.80112,103.59968,105.19255,106.32314,106.7779,,
Armenia,,,,,,,,,,,,,,,,,,,,,,91.31586,91.2517,93.37306,95.05888,93.2448,91.43074,91.31016,78.92293,78.67649,90.74996,87.13641,87.5312,87.926,88.32074,91.05856,93.88583,94.87297,92.70561,96.63288,95.2778,93.9227,92.5676,91.2125,89.8574,88.50236,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.79692,96.48602,97.9878,100.50573,99.09117,97.25244,95.92882,97.35637,102.54636,94.64913,96.72344,95.82354,97.01512,111.17452,,,,
Australia,80.77742,83.0745,85.3715,87.6686,89.9657,92.2627,94.5598,96.8569,99.1539,101.451,103.7481,106.0451,108.3422,110.6392,112.9363,115.2334,117.5304,119.8275,122.1246,124.4216,126.7187,129.0157,131.3128,133.60987,131.92213,142.5077,147.87846,152.17312,155.08263,157.53703,162.61005,154.98397,154.31172,156.19435,149.94206,148.36611,127.38962,126.36638,128.03405,130.31855,132.4567,134.26811,136.87962,137.58152,137.56479,,
