Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Bhutan,0.000117388,0.000419643,0.000544516,0.000495808,0.000457228,0.000599228,0.002440987,0.008789178,0.011760731,0.011762166,0.012233436,0.01224026,0.013233436,0.013233436,0.012892236,0.014895648,0.015895648,0.0176497,0.01627438,0.016294852,0.01629144,0.017277792,0.019622688,0.020919816,0.019612452,0.022683872,0.03498181,0.048686832,0.052820598,0.055424496,0.058873604,0.055808332,0.053510976,0.061261283,0.06
Bolivia,0.074484672,0.084250655,0.073250678,0.075441557,0.072417396,0.067372469,0.068393326,0.067496517,0.077502376,0.087489912,0.092353336,0.090420252,0.098499086,0.096487643,0.108508496,0.123504984,0.121475744,0.135514108,0.125530322,0.140565872,0.161605446,0.144592102,0.15758005,0.198583722,0.20156827,0.197007999,0.207774992,0.23530753,0.240482082,0.23834592,0.242204656,0.240736188,0.282295168,0.297491747,
"Bosnia and Herzegovina",,,,,,,,,,,,,0.1513412,0.1090472,0.1136824,0.1879764,0.1181996,0.1701524,0.2011524,0.203058,0.216588,0.2162468,0.2212468,0.199588,0.2065172,0.197675738,0.198317866,0.187099912,0.211863832,0.24808564,0.270456628,0.26511612,0.24756014,0.252744384,0.25
Botswana,0.013,0.01403412,0.013279784,0.0136824,0.0126824,0.0176824,0.0186824,0.020245664,0.023245664,0.02622178,0.029286608,0.0303412,0.03527296,0.0346824,0.0350236,0.0350236,0.0343884,0.0373884,0.0423884,0.0430708,0.052412,0.0450944,0.046118,0.0454828,0.0514828,0.0567387,0.054530284,0.057594828,0.065307936,0.061529716,0.06918482,0.063710268,0.062164064,0.076618428,0.071
Brazil,4.0096588,3.893092408,3.960885364,3.955358548,4.3165772,4.588175152,4.98732188,5.10396988,5.263388704,5.437033292,5.757864116,5.976096704,6.085272704,6.318498468,6.632130964,7.03342,7.458473384,7.859494577,8.104092709,8.285484415,8.560723774,8.473998216,8.54083145,8.614261253,8.98883246,9.295882596,9.529128358,10.03395211,10.48230417,10.42850636,11.46652548,11.87826077,12.26471159,12.67057868,
Brunei,0.082,0.085,0.093,0.073,0.064,0.076,0.051,0.081,0.072,0.083,0.075,0.038,0.055,0.052,0.051,0.062,0.058,0.062,0.056,0.062,0.065,0.073,0.085,0.09,0.1,0.12,0.18,0.187,0.193,0.128,0.148,0.152,0.146,0.136,0.153
Bulgaria,1.3009656,1.2856008,1.3368712,1.3601888,1.3601888,1.386354,1.4013068,1.4026716,1.4080128,1.3110364,1.1846244,0.9431652,0.9358712,0.9106824,0.929,1.0166588,1.021294,0.933058,0.867737194,0.785813754,0.885457815,0.9084336,0.881616303,0.891295446,0.87606964,0.89555158,0.920271745,0.822099573,0.820726172,0.739788918,0.756687496,0.825579916,0.802854466,0.741123103,0.796
"Burkina Faso",0.006,0.006,0.006,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.007093618,0.008135668,0.00820684,0.009484523,0.009742752,0.009969328,0.011,0.017,0.015795366,0.016,0.016989497,0.016772841,0.016992272,0.018207428,0.018327552,0.018421081,0.018266409,0.020513323,0.029789145,0.025771681,0.026445316,0.026475936,0.026680232,0.04482653,
"Burma (Myanmar)",0.073,0.076,0.083,0.094,0.102,0.106,0.093,0.089,0.085,0.089,0.087,0.086,0.089,0.093,0.109,0.116,0.118,0.126,0.138,0.142,0.167,0.165,0.186,0.209,0.217,0.284667033,0.266653348,0.287414372,0.25871162,0.23978128,0.240306824,0.263316188,0.271159008,0.352340635,0.427
Burundi,0.001153844,0.002160798,0.001147152,0.002364792,0.00252658,0.002623866,0.002725918,0.00302033,0.005040944,0.005044356,0.005054592,0.006078476,0.006078476,0.00611942,0.006146716,0.006098948,0.00611942,0.00611942,0.007098948,0.007111342,0.006102058,0.00711942,0.00711942,0.007177424,0.007116396,0.006192157,0.006168448,0.006409268,0.004353106,0.004485104,0.004699736,0.004795188,0.005240988,0.005688286,0.006
Cambodia,0.004509012,0.004554009,0.00557497,0.005420801,0.0063132,0.006365645,0.00641784,0.006468855,0.0065162,0.006563328,0.006644924,0.007667904,0.007692914,0.007711321,0.007732436,0.020752776,0.02379618,0.027582141,0.03250985,0.032449944,0.034479447,0.039327147,0.042329074,0.046541409,0.052482172,0.055688889,0.060828983,0.065974128,0.074532952,0.06502026,0.06007886,0.066240868,0.070514604,0.092697797,
Cameroon,0.047,0.052,0.06,0.06,0.061,0.064,0.07,0.066,0.067,0.077,0.078,0.079,0.079,0.069,0.074,0.076,0.076,0.08,0.08,0.078,0.082,0.082,0.078,0.083,0.087,0.085336266,0.097938333,0.099138836,0.107786514,0.108238216,0.118456152,0.124886424,0.130471548,0.138616037,
Canada,9.5746528,9.2554276,8.758346,8.7472152,9.37762712,9.75968174,9.88628178,10.18747857,10.62150528,10.76319296,10.59831206,10.70987348,11.02437072,11.31421283,11.65247987,11.80559702,12.14819212,12.14988509,11.82650409,12.44807972,12.48863725,12.53144232,12.704465,13.05548277,13.26389895,13.31619035,13.40809976,13.4375542,13.14260491,12.86002013,13.32787872,13.82662879,13.7985936,14.43623711,14.583
"Cape Verde",0.005,0.005,0.002,0.002,0.002,0.002,0.000801187,0.000887332,0.001,0.001,0.001,0.002,0.002,0.002020618,0.00205158,0.002061872,0.00207238,0.002071491,0.002081576,0.002081808,0.003081608,0.002061998,0.002061038,0.002051205,0.004060132,0.004059994,0.004069433,0.005069188,0.005059124,0.00506832,0.005,0.005,0.005,0.011,0.011
"Cayman Islands",0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.007,0.008,0.01,0.008,0.008,0.008,0.008,0.008,0.008
"Central African Republic",0.002685608,0.003679445,0.003710872,0.003673281,0.00372036,0.00362682,0.003793896,0.003760587,0.003763976,0.003771968,0.003790552,0.0047827,0.004796334,0.004793793,0.004814964,0.00482496,0.00483754,0.004847679,0.004825957,0.004828306,0.005846683,0.005847306,0.005834186,0.005840375,0.006,0.005329867,0.006378741,0.006344224,0.006340144,0.0063176,0.006307304,0.0064574,0.00647498,0.00724033,0.007
Chad,0.004,0.004,0.004,0.004,0.002,0.002,0.004,0.003,0.002,0.002,0.005,0.005,0.005,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005
Chile,0.425,0.406,0.349,0.382,0.391,0.39,0.396,0.41,0.45,0.503,0.57,0.572,0.633,0.673,0.723,0.788,0.846,0.937,0.927,0.9673412,0.9840944,1.019849131,1.047212811,1.108872087,1.181552954,1.245566399,1.268909975,1.261976248,1.280704936,1.293504336,1.26018342,1.335286976,1.340984004,1.374644391,1.396
China,17.6850236,17.5146824,18.1130236,19.2403648,20.67762724,21.72361672,22.46895792,23.74629912,25.37598152,25.50132272,27.98421733,26.0686684,27.09821221,29.26925723,31.53961662,34.13198975,35.40316186,34.75977881,35.21791756,36.94644224,39.50420202,41.89126959,44.95772252,52.22476118,60.8368683,67.98889183,75.0746168,80.82455365,84.53426071,90.93385489,99.60958125,109.3910129,117.1913972,122.4532067,123.184
Colombia,0.6890853,0.704225192,0.748129656,0.751133068,0.83210236,0.85301706,0.89501706,0.846,0.907,0.9596824,0.9456824,0.9686824,0.9670236,1.0620236,1.1100236,1.1280236,1.196672164,1.2153412,1.222071652,1.172044356,1.197214956,1.19645408,1.185980096,1.2131615,1.23288452,1.263556842,1.314233078,1.334533367,1.337743468,1.351889568,1.406482812,1.536721028,1.595951422,1.608113852,
Comoros,0.000633776,0.000631906,0.000631908,0.00063204,0.00064188,0.000547894,0.000548973,0.000871548,0.000912488,0.000915148,0.001020804,0.001020872,0.001020684,0.001020618,0.001020632,0.001020624,0.00102068,0.001020426,0.001020394,0.001020452,0.001020402,0.001020666,0.001030519,0.0010405,0.00105008,0.002049995,0.002049595,0.00204942,0.00204927,0.0020488,0.00204878,0.00204858,0.002028548,0.003019082,
"Congo (Brazzaville)",0.011442684,0.013693028,0.012716912,0.010927384,0.01200586,0.017286608,0.01476,0.0183412,0.0153412,0.017208132,0.019047768,0.0172559,0.0163412,0.0153412,0.0143412,0.0153412,0.0153412,0.0153412,0.0133412,0.0126824,0.0130236,0.0160236,0.0153648,0.0173648,0.0183648,0.026935865,0.028052524,0.034813476,0.040143466,0.0486928,0.073114828,0.076699752,0.083382432,0.103295145,0.1
"Congo (Kinshasa)",0.08869292,0.089706568,0.091696332,0.095689508,0.093682684,0.095341484,0.100327836,0.096327836,0.106669036,0.10999346,0.104805516,0.100665624,0.110912424,0.106404036,0.09343446,0.103079896,0.1039056,0.0946352,0.08982286,0.08842394,0.087745236,0.079946544,0.07763264,0.077574636,0.091226612,0.094505113,0.095524732,0.100997616,0.09798194,0.100698536,0.109945136,0.119024696,0.119437296,0.129735393,0.165
"Cook Islands",0.000417,0.000837,0.000823,0.00083,0.00083,0.000828,0.000758592,0.000758592,0.00075652,0.00066842,0.00066842,0.000557824,0.000667628,0.000668113,0.000669451,0.000667625,0.000667627,0.000669441,0.000669439,0.000669442,0.000800839,0.00000103,0.00000102,0.00000102,0.0000013,0.000979308,0.001001289,0.000960297,0.001000296,0.001000293,0.001,0.001,0.001,0.001,0.001
"Costa Rica",0.05610388,0.05810453,0.05576334,0.060409436,0.058746424,0.059903162,0.05844566,0.06478659,0.069840232,0.075348024,0.0746824,0.07910436,0.093877592,0.101095755,0.103010476,0.105561144,0.10669276,0.119557544,0.121979029,0.133703116,0.140542481,0.145141728,0.152952589,0.155809168,0.162497996,0.160530982,0.173719098,0.180483006,0.19063149,0.182071764,0.185161612,0.186278144,0.18928084,0.189714511,
"Ivory Coast",0.074,0.081,0.076,0.074,0.066,0.077,0.078,0.087,0.091,0.091,0.078,0.066,0.064,0.071,0.075,0.080116008,0.10077168,0.09472448,0.0969528,0.1255644,0.1329056,0.1099056,0.1065408,0.1075644,0.1142232,0.113458601,0.114195125,0.118949572,0.13463465,0.129644912,0.126121724,0.122659804,0.1324644,0.152021138,
Croatia,,,,,,,,,,,,,0.314956852,0.317033162,0.337345096,0.34799356,0.344245,0.350327226,0.370428585,0.374209252,0.369658201,0.379587533,0.3695772,0.3886008,0.404296132,0.402216054,0.404508446,0.395275444,0.400331058,0.391110996,0.394717156,0.34814462,0.352835672,0.367820833,
Cuba,0.453614978,0.460941297,0.499773989,0.457934931,0.473846,0.482804971,0.498815268,0.489275096,0.496486698,0.503844992,0.499,0.462,0.40782736,0.402835029,0.410505484,0.418752776,0.42897196,0.472,0.448978912,0.455001023,0.458908909,0.465776008,0.46601119,0.463011265,0.518879652,0.449680932,0.354928418,0.370237338,0.348005209,0.411873968,0.396469214,0.410557552,0.407480396,0.402880866,
Cyprus,0.042,0.036,0.039,0.043,0.043,0.045,0.047,0.053,0.053,0.065,0.069,0.069,0.081,0.081,0.092,0.092,0.09,0.092,0.099,0.104,0.102,0.111,0.109,0.11,0.116,0.119009999,0.123009919,0.125009884,0.13,0.125,0.12,0.118,0.111,0.098,
"Czech Republic",,,,,,,,,,,,,,1.716864181,1.649664601,1.692394189,1.752,1.716588,1.6501288,1.558764,1.6378564,1.6742448,1.669782346,1.763448964,1.79923782,1.78769772,1.798552642,1.772972561,1.766872232,1.688252767,1.732622279,1.692462804,1.682811421,1.649201858,1.648
Denmark,0.83021724,0.693431243,0.700116712,0.672961601,0.68507708,0.754614889,0.771644134,0.773490951,0.758001968,0.715875744,0.724714094,0.786788536,0.757913976,0.798372743,0.841962828,0.85857976,0.94633406,0.902627647,0.883600966,0.867479632,0.849363431,0.860252457,0.829170509,0.860525107,0.839030876,0.822921003,0.872585755,0.852035352,0.81957754,0.771448408,0.8116139,0.774699744,0.736936076,0.742049494,
Djibouti,0.022,0.018,0.018,0.013,0.011,0.011,0.01,0.01,0.01,0.023,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0.026,0.026,0.026,0.024,0.023,0.017,0.017,0.017,0.017,0.017,0.013,0.013
Dominica,0.000476492,0.00061453,0.000604086,0.0006678,0.00067904,0.000726258,0.000717714,0.000772713,0.000962792,0.001011636,0.001011156,0.0010117,0.001007888,0.001050643,0.001175372,0.001195928,0.00119646,0.00120426,0.001275319,0.001327232,0.001326432,0.001278991,0.00230519,0.002293625,0.002340544,0.001269973,0.002267813,0.002207564,0.00219708,0.00222936,0.002229266,0.002344918,0.002247416,0.002343476,
"Dominican Republic",0.087768712,0.085773522,0.091857228,0.107957322,0.093,0.100511903,0.107511854,0.12052095,0.131289072,0.127323392,0.138270452,0.136271336,0.140279234,0.133360815,0.14546422,0.158422792,0.1724136,0.181490224,0.186326304,0.212378362,0.234387638,0.243392654,0.251396747,0.266460845,0.26170154,0.270128087,0.276645901,0.288188276,0.306923702,0.2765668,0.284307174,0.294157708,0.313290572,0.317290097,
Ecuador,0.186044356,0.19303412,0.211,0.197,0.208,0.22,0.238,0.235,0.243,0.238,0.253,0.267,0.299,0.288,0.315,0.309,0.333,0.343,0.351,0.3370853,0.36906824,0.3920853,0.40018766,0.414524596,0.44933978,0.47745782,0.505371261,0.534248266,0.558833112,0.575005788,0.59169004,0.61919072,0.645902736,0.679829981,
Egypt,0.707,0.822,0.917,1.052000526,1.152000522,1.215000522,1.244001045,1.294001042,1.306001032,1.350001043,1.42900104,1.430001044,1.427001034,1.51301134,1.567104192,1.603105182,1.732105468,1.800104173,1.856104009,1.931247469,2.01666084,2.237978467,2.270272435,2.444272448,2.594613604,2.758514946,2.60073472,2.785847864,3.174170738,3.23209362,3.30771898,3.400800976,3.670317184,3.600237669,3.49
"El Salvador",0.045062328,0.041271778,0.04120908,0.04327352,0.04525056,0.044250728,0.048571852,0.046204419,0.051264572,0.051253584,0.053225266,0.053184036,0.060477342,0.062424183,0.068345012,0.084952688,0.085271524,0.086494257,0.099364187,0.104258798,0.10093362,0.105434599,0.103414594,0.114443481,0.111030734,0.117497255,0.121418307,0.123244628,0.125727306,0.118344468,0.124333692,0.126478644,0.127994052,0.12477733,0.127
"Equatorial Guinea",0.000846776,0.000844906,0.001020908,0.00102104,0.00102088,0.001020894,0.001020892,0.001020838,0.001020648,0.002020864,0.002020804,0.002020872,0.002020684,0.002020618,0.002020632,0.002020624,0.00202068,0.002030639,0.002770087,0.002770174,0.004020402,0.003020666,0.049050865,0.050070875,0.006070112,0.050069993,0.050069433,0.059069188,0.066068978,0.06306832,0.068068292,0.070068012,0.068066612,0.064066787,
Eritrea,,,,,,,,,,,,,,,0.014,0.015,0.016,0.016010213,0.017010197,0.014010226,0.009010201,0.011010333,0.010010173,0.011010241,0.010010022,0.010009999,0.010019838,0.01,0.006,0.007,0.01,0.007,0.008,0.008,0.008
Estonia,,,,,,,,,,,,,0.117750742,0.093233509,0.090277748,0.078352896,0.08700158,0.092700343,0.114808549,0.088126642,0.084123019,0.094466727,0.09791679,0.094993617,0.099459588,0.085623393,0.09473047,0.09317614,0.094419964,0.084656744,0.081082616,0.07930162,0.092412252,0.088976353,
Ethiopia,0.03,0.03,0.034,0.039,0.038,0.046,0.045,0.05,0.049,0.052,0.053,0.046,0.062,0.059,0.044,0.048,0.039,0.04,0.052265122,0.06120452,0.065051005,0.069001033,0.074,0.081,0.085,0.091047195,0.102998694,0.112121284,0.132291558,0.13028688,0.1378044,0.165563068,0.185658396,0.2070647,
"Falkland Islands",0.000172,0.000173,0.000173,0.000173,0.000174,0.000215,0.00021605,0.00021605,0.000432732,0.000393519,0.000349946,0.000349946,0.00034899,0.000348135,0.000349946,0.000393519,0.000437627,0.000482399,0.000393895,0.000393895,0.000394859,0.00000207,0.00000203,0.00000256,0.00000251,0.000525682,0.000570362,0.000652965,0.000682553,0.000674189,0.000654669,0.000654669,0.000656463,0.000611215,
"Faroe Islands",0.006509012,0.000512197,0.000512246,0.000515481,0.00051156,0.000511903,0.007511854,0.008510531,0.008640088,0.009740672,0.009769748,0.008772264,0.008858386,0.008756918,0.009779941,0.009779278,0.009725289,0.009772266,0.009785648,0.009715973,0.009773083,0.009782198,0.010977503,0.010889555,0.01101118,0.011083072,0.012139812,0.011177837,0.011063148,0.011039313,0.010787895,0.011039612,0.01104676,0.010059051,
Fiji,0.015,0.015,0.015,0.012515481,0.01401044,0.014010447,0.01720892,0.01520838,0.01420648,0.01620864,0.01820804,0.01620872,0.01620684,0.01720618,0.01720632,0.01820624,0.0192068,0.019204464,0.01820496,0.021205543,0.02320504,0.026207693,0.030204477,0.035205844,0.040201442,0.038590641,0.040581751,0.040317592,0.03507481,0.0236848,0.02309752,0.023479076,0.024062512,0.036075812,
Finland,0.9260944,0.8718476,0.8661888,0.8683776,0.9087424,0.9200364,0.9544484,1.0291072,1.0332488,1.0430256,1.0881672,1.106918036,1.112691826,1.109982745,1.158601728,1.109007744,1.12574848,1.141115034,1.199976328,1.1873609,1.21173648,1.219546376,1.227909418,1.279032895,1.307762444,1.235747548,1.295369936,1.297303473,1.278803161,1.193927702,1.266105068,1.209445345,1.204101359,1.195780395,
Czechoslovakia,2.9538004,2.9281652,2.8751416,2.8881888,2.8945536,2.9302832,2.9747768,3.0676008,2.990236,2.9888948,2.9606952,2.6762596,2.4291996,,,,,,,,,,,,,,,,,,,,,,
"Serbia and Montenegro",,,,,,,,,,,,,0.6620944,0.5466588,0.551,0.471,0.7423176,0.755095536,0.7756588,0.6251416,0.624648,0.6605772,0.7382832,0.7345536,0.7523176,,,,,,,,,,
"Soviet Union",48.4971956,48.8913716,50.9293716,52.0105476,54.9751356,57.3237108,59.1730992,60.5616744,62.550344,61.75402723,62.60968485,59.26871348,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,1.9716352,2.1147768,2.193824,2.2527532,2.6142468,2.7263884,2.7253648,2.7863648,2.803882,2.8296352,2.7226352,2.5129872,,,,,,,,,,,,,,,,,,,,,,,
France,8.398648,7.79394,7.758058,7.9152556,8.1260648,8.293818,8.4813588,8.6167108,8.7331444,8.8850372,9.0944364,9.71387,9.819046,9.784865018,9.77707198,10.04287036,10.38969158,10.31560274,10.54235514,10.69642236,10.81833388,11.086278,10.9622524,11.039808,11.2465032,11.33905767,11.37404361,11.19178996,11.28333231,10.68500471,10.93539076,10.71271504,10.54158939,10.59211085,10.231
"French Guiana",0.005,0.004,0.006,0.006,0.005,0.005,0.005,0.006,0.007,0.008,0.01,0.011,0.009,0.012,0.012,0.013,0.013,0.013,0.014,0.014,0.014,0.019,0.02,0.021,0.02,0.021159384,0.021338241,0.020553092,0.019789406,0.01791008,0.021190172,0.0173154,0.015872192,0.0167705,0.016
"French Polynesia",0.003,0.005,0.006,0.00816832,0.01225056,0.011334304,0.01436561,0.014364665,0.014598792,0.014667648,0.013717738,0.013772264,0.01293078,0.012969046,0.010990336,0.011,0.011,0.011,0.012,0.010889662,0.011,0.011,0.011,0.014,0.014,0.014769823,0.015963962,0.01617448,0.017059486,0.01703008,0.017663388,0.016661436,0.016513044,0.015412068,0.016
Gabon,0.029,0.032,0.03,0.042,0.037,0.032,0.029,0.033,0.036,0.043,0.043031206,0.044083488,0.045082736,0.043082472,0.045092844,0.042092808,0.04407238,0.046071491,0.044071379,0.040071582,0.037071407,0.038072331,0.037071211,0.038071687,0.040070154,0.039109189,0.042353617,0.0449072,0.049799622,0.05221344,0.049848692,0.049171156,0.060640528,0.064529561,
Gambia,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.006,0.006,0.006,0.007,0.006,0.006,0.007,0.007
Georgia,,,,,,,,,,,,,0.323412,0.1967296,0.1530708,0.1507296,0.1580236,0.1056824,0.1646588,0.143,0.1370236,0.1260236,0.1433648,0.1310708,0.1354356,0.151326378,0.13929557,0.168041424,0.175465656,0.17696406,0.189168268,0.17734604,0.18334576,0.207237716,0.215
Germany,,,,,,,,,,,,14.61759844,14.22756937,14.11144293,13.96189621,14.21113218,14.33265208,14.10235983,14.0139449,13.82071878,13.82184806,14.161648,14.00612,13.901764,13.995766,13.82013255,14.01192771,13.48749498,13.84821547,13.11334434,13.67184701,13.09037329,13.19105671,13.33906738,
"East Germany",4.570118,4.5791416,4.6450944,4.6554356,5.0170236,5.1423412,5.155412,5.1009656,5.0538004,4.9090708,4.205412,,,,,,,,,,,,,,,,,,,,,,,,
"West Germany",11.084472,10.580296,10.346884,10.219532,10.181648,10.653236,10.88806,10.936648,11.01543265,10.77802086,10.95662961,,,,,,,,,,,,,,,,,,,,,,,,
