Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,1.336140037,1.4942,1.652179956,1.840270042,1.746649981,1.828060031,2.069540024,2.123209953,2.790390015,3.127820015,3.2056,3.2834,3.3612,3.4389,3.5167,3.5945,3.672260046,3.5134,3.3544,3.1955,3.036629915,2.95,2.8633,2.7766,2.69,2.6033,2.5166,2.43,2.3433,2.2566,2.17,2.0833,1.9966,1.909980059,1.913439989,2.768,3.6226,4.4772,5.3318,6.18637991,5.8371,5.48788023,8.0874,10.687,13.2865696,,
Albania,,18.23135948,19.67300034,17.4533,15.2336,13.0138,10.7941,8.5744,6.354670048,5.9428,5.531,5.119180202,5.5892,6.059160233,6.873079777,7.551760197,7.695020199,7.500889778,7.625020027,7.880440235,7.932899952,8.407429695,8.817669868,11.03487015,10.06552982,9.840040207,10.28853035,11.23128033,11.95055008,12.10844994,12.81340981,12.73633957,12.86007977,13.02565002,15.71782017,19.06238937,22.82168961,25.82061958,27.57294083,28.01712036,37.4955101,41.68214035,49.36133957,52.70928955,52.42961121,48.71669006,
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.34008026,18.26452065,18.85305023,19.68489075,22.1441,24.60330963,24.50077057,25.54631996,26.08398056,27.21138,27.46730042,28.94648933,
Angola,,,,,,,,,,,,,,,,,,,,,0.955799997,0.9249,0.8941,0.8632,0.8323,0.8014,0.7706,0.7397,0.708829999,0.669799984,0.768,0.8662,0.964339972,1.9884,3.0125,4.0365,5.0606,6.0846,7.1087,8.1328,9.1568,10.18087959,10.6044,11.02797985,10.7074,10.38683987,
"Antigua and Barbuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.208939552,9.058930397,9.696629524,15.07151031,,,,
Argentina,15.13486958,16.7075901,17.53764915,20.99292946,24.41037941,27.6737709,27.75715065,24.81454086,21.14658928,22.27861977,21.56587029,21.66950989,22.45926094,23.11379051,26.89888954,33.71837997,35.07115173,36.42390823,36.4336,36.4432,36.4528,36.4625,36.4721,36.4818,36.4914,36.5011,36.5107,36.5204,36.53,36.53966141,41.83206177,47.12849045,50.10390091,51.68867111,53.94345093,52.05973053,53.14925003,52.79943085,54.18902969,56.36714935,59.13731003,60.65692902,61.59141159,61.53789902,63.5388298,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.72871971,27.90772057,29.59877968,30.68708038,29.31208038,30.45000076,33.8217392,35.71419907,37.07683945,39.27565002,40.2656517,40.98041916,36.13941956,37.77312088,40.05559921,41.56879044,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.02578926,23.54948997,23.13513947,21.34145927,22.00646973,21.20738029,25.89422035,25,28.65081978,29.6939106,29.13084984,31.11734962,31.25185966,30.49152946,10.23873043,10.14455032,9.44699955,
Australia,20.84412003,22.07298088,23.3658905,24.41642952,26.21516037,27.1588707,27.17107964,27.36882019,27.2638607,27.08884048,26.96639061,27.50925064,27.33000946,27.75834084,28.23862076,28.55509949,29.55586052,28.91843987,30.08530998,30.53467941,32.61766815,34.89781189,36.06394958,65.42851257,66.16098022,68.70133972,72.95877838,77.78109741,61.85060883,60.77320099,60.3479805,60.29922867,68.3126297,65.86239624,64.1803894,64.20101929,62.78657913,63.23677826,63.02780151,65.46755981,68.39689636,70.15621185,71.44722748,72.46238708,75.4020462,,
Austria,,16.96392059,18.36615944,19.71487045,20.58543968,20.90033913,22.80764961,23.40237999,23.41383934,23.89343071,24.65051079,25.46369934,25.29467964,25.43232918,26.29006958,27.71102905,28.69177055,29.84103966,31.31547928,32.64434052,34.58089828,37.06087875,39.86367035,41.8909111,44.14545059,46.3572998,48.39537811,50.0940094,52.42404938,53.4466095,54.37963104,53.58699036,43.18597031,42.85646057,43.29761124,43.54257965,44.86262894,46.66220856,51.60634995,55.87200928,63.42990112,65.16161346,65.91094971,73.04258728,72.79084015,74.25894928,
Azerbaijan,,,,,,,,,,,,27.00749016,26.731,26.4545,26.1781,25.9016,25.62513924,26.1437,26.6623,27.1809,27.6995,28.21814919,29.20012093,24.86821938,20.7602005,18.72422028,17.77433968,17.4252491,17.6376,17.8499,18.0622,18.2745,18.4868,18.6991,18.9114,19.1237,19.33599091,19.17565918,19.22743034,19.1840992,19.36224937,19.4906292,19.97291946,20.32954025,21.67637062,23.64263916,
Bahamas,,,,,,,,,,,,,,,,,,,13.02326012,12.3309,11.6385,10.9461,10.2537,9.5613,8.869,8.176569939,,,,,,,,,,,,,,,,,,,,,
Bahrain,,1.269320011,1.16790998,1.047889948,1.886669993,1.924399972,1.783599973,2.85939002,3.19611001,2.961100101,3.217020035,4.848750114,5.732429981,7.2392,8.746,10.25273037,9.879570007,8.287739754,10.37880039,11.7785,13.1782,14.57785034,13.30130005,14.08623028,13.21341038,12.84068966,13.32423019,14.2078,15.0913,15.97482967,16.6185,17.2622,17.9058,18.54952049,15.7797,13.00988007,12.15771008,16.4464,20.7351,25.0239,29.3126,33.60128021,29.96298027,25.84814072,29.03906059,30.90534019,
Bangladesh,3.799000025,4.0751,4.351180077,5.1909,6.030550003,5.4511,4.871590137,5.123539925,4.0384202,5.652569771,5.4260602,5.156809807,5.776219845,7.347949982,7.94547987,7.936130047,7.722839832,6.775400162,5.99326992,5.913770199,6.777959824,6.8348,6.8916,6.9484,7.0053,7.0621,7.1189,7.1758,7.2326,7.289410114,7.267560005,8.373649597,8.204199791,8.259189606,7.660820007,8.152230263,9.116200447,9.847249985,11.05455017,13.1267004,14.3916,15.65651989,15.51564026,15.4749,15.43412018,,
