Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,4.72642847,4.706440157,4.525669498,4.689549924,5.130554971,4.84356455,4.73144705,4.742335362,5.034694127,5.0510558
Algeria,4.353197861,3.479663032,3.507864635,4.063121804,3.562180217,2.920892279,3.352384103,3.597416176,3.571987229,3.790967582
Angola,,,,4.231594,3.931127242,3.5244,3.117647,3.205059746,,
Argentina,3.527352764,3.682515738,3.646545889,3.424037761,3.348587368,3.308228595,3.310078413,3.462803973,3.607015162,3.713354947
Armenia,4.685059114,4.618379708,4.625180344,4.504288,4.624808645,4.781800825,4.792810769,4.669506119,4.625801205,4.747850574
Australia,4.774568203,4.835763752,4.656586477,4.663335089,4.759719262,4.337097286,4.033175448,3.915431498,4.339273859,4.554961274
Austria,5.889567448,5.874756817,5.823964159,5.631899736,5.585553187,5.664803575,5.536860149,5.43152852,5.662886607,5.728936188
Azerbaijan,4.452964744,4.716750881,4.8217995,4.499961681,4.564527651,4.736304264,4.596857794,4.31068136,4.31068136,4.576458454
Bahrain,4.381519497,4.403901562,4.236239572,4.463951603,5.011225982,5.041633552,4.93722401,5.134012685,5.382307478,5.197994255
Bangladesh,4.356934464,4.043114581,3.973725016,4.1027746,4.025262858,4.176229413,4.083571803,3.983790307,4.042895368,4.187847683
Barbados,4.86785982,4.787534494,4.864762594,5.038704738,5.168933349,5.189147171,5.185504366,4.856918427,4.5876,4.318226748
Belgium,3.956189041,4.242278905,4.337437341,4.389466867,4.448007172,4.448027527,4.190364075,4.22642497,4.688761234,4.768824476
Belize,,,,,4.143062,,,,,
Benin,4.413890956,4.284600426,4.383065532,4.643631528,4.532013668,3.946408915,3.693444591,4.021,4.348484993,4.098484969
Bhutan,,,,,,,4.228498,4.349911299,4.803385335,5.056908128
Bolivia,4.166362995,3.661881953,3.439942503,3.670879311,3.605731779,3.752966556,3.859773586,3.747813365,3.648148076,3.498922704
"Bosnia and Herzegovina",3.839344751,4.08131534,4.354439267,3.907172186,3.5532,4.1391502,4.618564,4.0469,3.475247622,3.663859137
Botswana,4.650431087,4.431864157,4.634614053,4.572567104,4.337515363,3.875414952,3.990687868,4.298972974,4.252212686,4.367702029
Brazil,4.172766665,4.323340771,4.203791157,4.081182669,4.178169122,4.256359055,4.136500075,3.74148107,3.566907553,3.766959638
Brunei,,5.05341,5.287499417,5.332195942,5.165879147,5.149118204,5.112213405,4.9802,4.8482,4.716216087
Bulgaria,3.914997566,3.821005556,3.818728507,3.853588837,3.889601943,4.011648115,4.062554107,3.89914233,3.989081545,4.185976546
"Burkina Faso",4.651722227,4.677854896,4.197559865,3.65723905,3.955519792,4.064720099,3.964831147,4.063502508,,
Burundi,4.404213771,4.325957944,3.755522432,3.615667283,4.101051374,3.454656234,3.22899059,3.361638748,3.361638748,3.800648426
"Cape Verde",,,,4.07559,3.978205216,3.890287103,3.847330604,3.859868148,3.906601689,4.014787197
Cambodia,3.936372939,3.816533505,3.950280345,4.191216888,4.239879037,4.247474847,4.337557471,4.247747052,4.293168319,4.363241007
Cameroon,4.325037658,3.930071332,3.927161607,4.040404839,3.942324689,4.090928179,3.728934115,3.604638377,4.056199293,4.100312624
Canada,4.833261845,4.868776017,4.920384968,4.993778189,5.060032667,5.045328977,4.926059887,4.956019198,5.085258175,5.236988005
Chad,3.646351412,3.425419786,3.297274373,3.457799003,3.553062942,3.435729972,3.304492139,3.605796826,3.74156173,3.528198196
Chile,5.007183699,4.696737152,4.563015446,4.737258348,4.757420498,4.698595994,4.640718175,4.556400727,4.500316172,4.497023033
China,4.326508943,4.515263966,4.465752412,4.456742295,4.516222994,4.412880873,4.401206143,4.418849298,4.396026887,4.619362557
Colombia,4.810633214,4.685464139,4.575312478,4.637348148,4.55937677,4.345467222,4.461028688,4.559260853,4.620160389,4.602138169
"Congo (Kinshasa)",,,,,,,,,,4.221052647
"Costa Rica",5.616801075,5.633957525,5.507031568,5.576136,5.461752319,5.332469132,5.338933393,5.422614581,5.317544266,5.160445215
"Ivory Coast",,4.263181,4.393958693,4.318579058,4.509229159,4.840513237,4.776973849,4.685256759,4.507976645,4.495981857
Croatia,3.916483516,3.741265506,3.513509404,3.343168763,3.398273,3.367346796,3.493419063,3.688568523,3.556870519,3.5000072
Cyprus,4.823158543,5.015103616,5.249684524,5.202173582,4.820529234,4.572280652,4.672222553,4.782860405,4.700889278,4.399659139
"Czech Republic",4.616459457,4.628882362,4.604631137,4.547491954,4.47073873,4.312398934,4.229393875,4.524310121,4.695148599,4.682704484
