Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Hong Kong",37636,33717,39296,26926,39741,36512,46485,45927,42247,48237,48245,48378,38880,97143,102381,83125,131154,129900,116304,101433,127692,122000,126154,124500,115000,120000,123684,101000,152500,143667,139905,139243,133871,152571,139162,138203,135618,133552,133333,134709,134253,133793,133334,129412,132786,132730,129730,130667,131081,128767,130556,138889,138889,133228,133327,133972
China,27778,27778,27778,27778,28571,28571,28571,28571,26000,26000,26000,26000,26923,26923,26415,28302,28302,28302,30189,25714,28571,31429,30588,29897,20000,20000,20909,15246,14851,24211,26842,24211,24335,26027,20656,16303,20167,21595,28745,29503,22454,23683,25000,28629,29365,30952,31094,32283,32813,32730,32403,33081,33573,34065,34557,35049
Taiwan,54937,63043,55315,37226,66513,71306,82715,86775,78690,106071,95303,99562,117405,97679,89867,103415,83713,83564,82454,77489,85739,87071,92989,96897,88476,83553,96480,96321,83911,93957,93889,90251,96245,101053,90796,137014,134178,118722,130891,122359,134881,147599,148722,144222,128480,136111,138159,123043,131248,137113,137730,145327,149161,154830,148395,147165
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,54737,56842,57895,63158,83333,86364,91667,105089,106518,105513,102300,106717,104559,99805,103284,104045,105755,113609,112533,107458,108132,117451,112889,110598,111422,107489,106951,115313,115398,112147,112796,113277
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,42241,43103,44828,45690,46379,44553,45625,45937,46242,46588,47656,47692,46269,46868,47814,46667,46881,46068,48000,47782,48052,48101,48050,48124,48146,48241,48336,48431,48525,48620,48715,48810
"Congo (Brazzaville)",35714,35714,35714,36207,36207,36207,36207,36667,36667,36667,36667,37500,37500,37500,38235,38235,38235,38889,38889,38889,39474,39474,39474,39474,41026,41026,41026,41026,43590,40000,42371,43074,43767,44448,45116,45769,46423,47143,50000,48102,48519,48925,49326,50000,49477,50000,50000,50000,49943,50909,50893,47321,49104,50019,49929,49958
"Cook Islands",15254,15546,15833,16116,16393,16667,16935,18000,20000,16667,10000,11667,21667,18000,15000,18000,20896,23704,24265,24453,24638,24820,25000,25177,25352,25524,25694,25862,26027,26014,26000,25276,26667,24690,24248,23791,23315,22820,22303,21761,21193,20596,19968,19262,18526,17763,16978,16177,15370,14564,13769,8519,12453,14435,15221,14846
"Costa Rica",,,,,,,,,,,,,,,,,,,,,,,,,58252,60194,60194,65049,62992,50903,67089,67442,67578,68293,71895,72222,71500,70870,71154,71905,72083,67647,68571,76364,81111,81911,82036,78571,70000,69677,70619,70588,70253,60038,53317,53372
"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,61000,60000,60000,60000,56364,53333,54103,54400,54130,55385,54815,54286,53793,53333,53770,58065,54296,59091,43333,50847,51692,51820,52184,50000,52280,51429,50556,54054,54054,52511,52465,52689
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17347,17347,30773,17550,19829,36459,32995,37337,65614,135699,169310,168510,166711,169868,163800,157083,216097,132894,153997,114994,91544,164902,106447,155813,180206,174615,136843
Cyprus,97259,98185,97077,100800,98294,100625,100625,103071,91400,139178,94953,96500,96500,63482,55900,66100,76200,73511,58298,62660,64894,60396,62745,65686,51402,56075,56075,63636,63636,58333,62400,58400,63200,36667,52174,43478,43478,57609,51304,49130,47826,49569,45914,46109,43420,42593,42857,53035,75000,67917,65294,56933,54070,45153,61837,58573
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75721,74667,73414,71938,69909,68257,66602,64986,63454,62029,60000,60018,59461,59132,59036,59180,59567,60204,61096,62162,64000,65184,61222,61727
Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,76190,77143,70476,67619,81810,75363,77527,39655,,,,,,,,,,,,,,,,,,,,,,,,
"North Korea",64286,67143,68571,70000,62500,65000,67500,70000,72500,66667,69231,66667,66667,65000,62800,63667,65625,68571,71429,74286,70000,75000,66000,63636,64912,68421,71930,72807,75088,72727,71802,71149,70313,70176,69902,69811,69924,70000,70995,71817,72727,72345,72388,72121,72059,69286,65260,61380,56546,53584,50882,50952,50952,50137,44862,42152
"Congo (Kinshasa)",66667,66667,69333,62857,62857,70000,65574,65574,64516,66290,70159,69855,69014,69577,67703,70139,66757,61566,61446,62048,61905,62500,63095,63095,64286,64706,65882,67059,68235,65512,70515,70243,74605,74419,74713,72101,69876,67442,67345,67068,66667,66751,66607,66316,66717,66327,64242,62365,59565,66667,74231,81818,82857,83659,73770,74324
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,36563,53438,59688,53750,63500,64727,68692,70105,73238,68966,68808,68619,68442,68592,68528,68457,68378,68290,63750,67480,67394,67348,67337,67367,67449,51765,67085,86957,69373,68671,68899,68999
"Dominican Republic",,,,,,,,,,,,,,,,,,,,,,,,,49412,52941,50000,46970,42424,46970,45455,45455,42169,54217,42169,42169,42169,42169,44706,44706,46250,46250,44118,45539,44706,44706,44706,43228,42749,42364,41981,39130,39130,41012,41103,40837
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,57315,56897,46521,38546,41529,43583,52259,56946,58791,53765,46854,52249,47772,49992,98155,92000,102381,102564,102778,106667,106936,103000,105556,105946,105882,108071,112853,110320,111440,112560,113679,114799
Egypt,128571,139881,154762,114719,166667,121776,116572,118731,109524,144558,156463,145503,142857,166667,169173,172297,158288,157968,175667,150103,148238,158456,126394,131293,134694,85699,95964,93235,119831,122804,129110,125000,132000,128846,126792,125185,121429,117931,116271,116667,130076,143176,153758,168208,190000,167778,197053,204436,227635,190974,196823,188462,202594,213346,216697,220649
"El Salvador",,,,,,,,,,,,,,,,,,,,,,,,,63704,64444,64444,65185,66667,67407,67356,67584,67815,68051,68293,68542,68800,69069,68571,69718,70098,70490,70892,71324,71764,72211,72665,73125,73588,74055,74525,75758,75287,75239,75098,75445
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107143,125000,118421,114286,125000,122222,128571,105823,95042,69231,83523,81772,80235,71429,77241,75971,74680,73369,72044,71429,67929,65465,63338,60957
Ethiopia,108000,119565,120000,120000,120000,124074,125000,128947,132586,137119,142333,145902,148387,150794,150794,156250,156250,153846,156061,156716,158824,159420,160000,159155,158333,157534,156757,156000,155263,154545,153846,153165,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,90909,86957,86957,85714,85714,85714,85714,86667,86667,86667,90000,87500,87879,88235,88235,88235,88235,88571,88571,88889,89189,89474,89744,90000,89474,90000,90000,90000,90000,88372,90909,90909,90909,90909,90909,90909,90909,91837,88221,90909,85720,83957,82010,79665,73994,70632,67182,63600,59906,56132,52312,35484,44135,57178,57326,55730
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26957,25235,24662,23333,188678,192716,146617
"French Guiana",,,,,,,,,,,,,,,,,,,,,,,,,36235,39294,41412,47059,53931,52174,44620,42660,40791,38492,35588,35588,35588,35588,35588,35550,35082,34286,34391,34333,34306,35000,34101,33727,34704,34682,34661,34641,34621,34602,34583,34565
"French Polynesia",70833,75000,79167,79167,79167,79167,75000,66667,58333,60833,64167,66667,66667,86667,88105,87700,94050,66400,68250,47500,47050,56550,47300,71850,79143,47133,43333,46667,43667,42131,43269,44516,52295,57117,61655,66811,71429,72083,75000,77778,80000,77626,75000,80000,80000,77500,78655,80021,80793,81607,82353,82424,85000,85000,84502,86080
Gabon,11458,11458,11458,11458,11458,12115,12308,12500,12692,13077,12885,12500,12157,12115,12308,12500,12000,12182,12364,11500,11667,11833,11154,11308,11538,12308,12576,12687,13235,13703,14242,14114,14058,14000,14123,14254,14391,14533,14676,14820,14961,15097,15227,15511,14685,14667,16719,17453,18264,19132,20038,25000,21551,20581,20848,21250
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,48000,48000,48000,48000,48000,49054,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164,50164
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61000,60000,72857,55000,60000,80000,76333,48600,68333,58336,50000,42600,31000,39489,44140,45954,47400,56316,51751,46739,47342,46880,46418,45956,45494
Ghana,30000,30000,30000,30000,30000,29091,30909,30909,30000,30000,30000,30000,29167,30000,30000,30526,31579,30000,30000,28667,29231,29231,27500,28333,29167,30000,30000,30000,30000,32699,30099,30544,30988,31432,31876,32320,32557,33300,34400,34119,34351,34595,34857,34091,36187,37184,38187,39198,40385,41318,43226,43750,42722,42767,44151,45232
Greece,,,,,,,,,,,,,,,,,,,,,,,,,44100,47364,55128,52231,66944,57524,31956,32166,32376,32585,32795,33005,33214,33424,33634,33843,34053,34263,34472,34788,35103,35419,35735,36050,36366,36723,30441,37500,37838,38008,38332,38575
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,25974,45455,64935,45455,36364,36232,49108,50370,49740,50000,50000,49036,50000,47984,47304,46594,45857,45096,44314,43426,42522,41602,40669,39718,38719,37546,35758,28889,28545,33159,34620,33924
Guam,40000,40000,40000,40000,40000,40000,42000,43000,46000,50000,51000,52000,54000,70000,70270,50000,59459,62200,63333,76400,77350,59750,60000,62500,65000,70000,65000,67500,70000,74536,69900,75144,72891,73410,69495,73348,70815,69339,64301,61307,58496,70000,57381,63127,57412,67191,70877,78218,48006,48367,45584,55468,54662,54933,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,56053,50789,55276,60163,62602,64901,63358,62312,62275,61871,61493,61164,60063,60607,60475,60000,61481,60727,60634,60725,59714,59275,58848,58283,57974,57549,57138,56667,56667,55556,55298,55516
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,59091,63636,68182,68182,68182,69662,67462,67630,68085,67548,67623,68000,67719,67739,67749,67753,67751,67747,66667,67869,68033,68267,67273,69277,70107,71022,71992,76667,73827,71950,72040,72287
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667,6746,6667,6667,7500,7000,6902,6855,6661,6803,6777,6752,6727,6500,6713,6754,6762,6750
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,47170,47170,48113,48113,47170,54615,44239,44444,44211,45000,45097,45455,44830,44477,43296,42308,40000,40000,40000,40000,40154,40181,40000,43159,45777,48402,50990,54545,54545,57119,53839,55149
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,48611,50000,51389,52778,54167,54772,52627,52922,53444,55327,57209,59092,60975,62858,62010,55616,58571,74058,79367,84381,89190,94017,98896,103834,108835,113905,119048,137692,127543,128293,125795,130255
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80200,48661,44347,40395,36941,30235,29871,13667,36049,38710,30769,40000,40061,34545,42222,20000,40330,45496,47368,57053,37488,30041,135931,141278,129430,36583,64637
India,60000,63704,59310,64333,60000,66061,67647,66667,70278,66667,66000,60000,69000,68780,70244,69500,70952,70698,72558,72222,71042,74167,76250,77083,72500,77471,76098,73030,75000,78452,75732,81308,85656,87207,89012,90909,89474,102949,88800,88462,94000,103651,138542,62482,62161,66983,61449,65836,66796,65167,59945,59465,66441,66523,63189,59069
Indonesia,50870,51304,50000,50833,49200,48846,48889,51071,51667,53333,54333,54098,53226,54194,53968,54063,54688,53939,55882,53611,55405,56579,57692,57317,59524,59302,57778,58889,58696,68750,81330,81633,97738,114000,108333,123810,130769,121620,121849,108471,106275,108253,92719,130199,128902,131592,125929,122502,117277,118442,126298,124732,125435,126139,126842,127546
Iran,63187,65027,66848,68919,70968,72872,75263,78125,80928,84184,82828,85000,88670,92233,95694,99057,102326,106977,100000,119048,130435,139882,122477,141065,122091,110673,115446,110358,101014,98136,1772,1767,2635,4036,3771,2108,9057,2789,12520,10026,10568,8513,9005,10790,13547,8970,6987,9095,9661,11310,13500,13358,12467,13141,13429,13931
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,61803,64378,64378,64807,65236,65371,64351,63651,62951,62251,62154,61209,60870,62661,59058,54783,57340,56645,55948,55224,54494,54545,52862,52013,51153,50281,49397,47879,47532,47116,46684,45930
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,66667,66667,53333,53333,53333,61475,93577,94784,95991,97199,98406,99614,100821,102028,103236,104443,105651,106858,108065,109942,110351,112299,114286,114286,117647,117647,117647,142222,139007,131794,131997,133874
Israel,,,,,,,,,,,,,,,,,,,,,,,,,90698,80233,77326,87791,87209,98125,83333,98885,112400,140984,219531,178947,187037,167480,158140,190000,163694,196154,199212,203939,209333,207368,205000,214500,245834,246624,241773,240274,243566,246858,250150,253442
Italy,100958,67774,72760,110386,91304,100975,110429,105785,129297,116417,104124,98023,92225,106075,105963,106694,49831,61533,102754,80642,79975,34593,32879,30345,30961,34092,27882,32048,34168,35743,58592,50818,45436,41002,41667,43769,43676,43572,43596,43420,43304,43200,43070,43018,41739,42719,41333,42642,41250,42601,42631,42963,44444,42946,42997,43275
Jordan,65000,66000,63000,46000,51000,46780,38330,61379,43885,44444,56751,45338,18639,84085,31093,44035,112011,131579,83672,138986,133180,133333,34622,35702,25224,34286,29465,32879,40662,68240,66903,75693,103039,102828,88644,61298,109400,56962,56653,78303,86723,141493,87625,86900,83333,91224,91606,73529,78947,108449,122999,138991,153698,183845,248861,219142
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,11008,12391,15000,18000,11111,13000,12611,10650,11200,11182,12000,13636,14683,14524,12955,12210,12146,12481,63877,64726,69344
Kenya,45000,50769,52239,52239,52239,52239,52941,52857,53521,54167,53333,53333,53333,53333,53333,53750,54878,55294,55556,56522,57895,58763,59000,59406,59804,60784,60784,61765,62328,58320,99831,129634,111367,83333,123368,105116,106756,111592,102829,98902,110448,117309,104496,108434,113095,110880,110648,109609,109873,110137,110401,110665,110929,111193,111457,111721
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,85714,87143,97143,83000,92909,83333,110735,161860,16538,163214,163438,163030,162927,162766,161500,163143,162840,162184,161391,161869,162212,161228,159106,161186,161261,161983,466029,483357,468531,449514,219124,306796
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37143,27692,29333,4615,4615,21429,25333,22353,58824,100000,85837,37778,60000,43000,55000,85714,93333,100000,80000,86364,83636,79167,83333,73333,77069
Laos,50667,52000,52667,40500,41500,42000,40000,45000,47500,52500,46500,47500,47500,48500,44000,45000,40000,40000,48000,52000,56000,42857,45714,51429,43956,48352,52747,57143,61538,62854,68095,70213,70000,67273,63872,58333,59826,59667,60030,58462,61439,62456,63418,64325,65149,65939,66546,68750,68293,64798,62251,57143,57306,63580,64012,63983
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10335,19464,3788,13793,18889,6471,9253,6963,25787,10708,6100
Lebanon,95652,110191,112598,157044,129167,141369,166399,296768,246305,142248,183357,182841,88204,133305,177778,200000,187500,187500,212500,200000,204082,221939,220000,204082,148148,146667,145000,136000,140000,157143,156171,155789,156863,158491,163636,167119,128056,104390,97143,99217,93963,111648,144555,177192,168092,171963,169361,166071,157931,148408,109289,83124,80279,82105,83930,85756
Lesotho,44444,44444,44444,44444,44444,46429,46429,46429,46429,46667,46667,46667,53333,53333,53333,53333,56667,56667,56667,50000,50000,50000,59016,59016,59016,59016,59016,59016,59016,57967,47993,47927,47860,47791,48527,49125,50000,48530,48063,46774,46875,46970,47059,47143,46944,47297,47368,47500,44851,43171,41752,35556,39030,41307,41108,40644
Libya,,,,,,,,,,,,,,,,,,,,,,,,,61111,62222,63333,64444,65556,63627,62242,62266,62289,62313,62336,62554,62554,62500,63438,62746,62500,62500,63636,62818,62781,62382,62201,62009,61855,60000,61749,62500,61928,61786,61893,61852
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5757,5774,5791,6085.4444,6379.8889,6674.3333,6968.7778,7263.2222,7557.6667,7852.1111,8146.5556,8441,7609,9818,11783,14625,14886,14990,14335,15123,15912,16701,17489,18278,19067
Madagascar,50000,51667,49231,50769,48571,50000,48000,49333,47500,48750,50000,48235,49412,50588,51765,50000,51111,52222,53333,51579,52632,53684,54737,55789,56842,57895,58947,60000,61053,60020,67781,67819,67857,67895,67933,67970,67932,67964,68182,67975,67983,67992,68002,68002,68004,66667,69231,68421,68451,68480,68510,69231,68462,68723,68758,68758
Malawi,51364,52273,50870,51739,52609,51250,52083,53333,54500,54500,54000,56000,55769,57692,57407,57143,57143,57857,58214,58929,59286,57931,58621,57333,58000,58667,58667,59667,60000,58306,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111,51111
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,63380,64789,66197,70423,73239,63670,67500,69512,72289,75000,74091,75294,74620,74848,75148,75454,75765,76071,76613,76480,76557,76623,76675,76563,76538,76923,79070,77165,77070,78164,78069,78206
Maldives,114286,113889,113514,113158,112821,112500,112195,111905,111628,112766,114286,115686,115385,118269,115741,114286,115789,115517,115254,115000,114754,114286,115385,115152,114925,114706,114493,114286,114286,111111,111628,106818,102439,102410,103529,102222,115152,112500,113333,110000,108238,107143,107407,107692,100000,104000,113636,120000,114286,107682,102618,96154,100000,100000,101900,104759
Mali,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50955,48954,48962,48970,48978,48986,48995,49003,49011,49019,49027,49035,49043,49051,49161,49218,50000,49165,49008,48867,48000,49020,49231,48864,48829,48888,48885
Malta,,,,,,,,,,,,,,,,,,,,,,,,,56250,59375,60938,62500,65625,61377,62857,62500,64394,66667,70423,70175,71429,70530,69609,68692,64343,62199,59907,57781,55556,54611,53775,52632,52861,52707,52589,52632,52171,49519,48052,46873
Mauritania,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39706,40000,40476,40476,40000,40000,42000,42000,42000,44000,44000,44000,46000,47005,47914,47662,47411,47749,47758,48077,47273,45000,45938,45927,46154,45752,45471,45714,44629,44025,43467,42889,42282,41643,40973,39490,39492,40729,41132,40846
Mauritius,62500,60000,60000,58333,58333,57143,57143,60000,56250,56250,57500,57500,58750,62500,62500,61111,60000,65000,66667,66667,66667,66667,66667,66667,68571,68571,69048,69048,69048,71569,63939,64218,64497,64777,64561,63655,65000,66667,67636,68182,66667,67500,68333,68000,67500,67778,68317,68627,69706,71667,74156,77500,84194,88678,80264,81670
Mexico,117317,74471,74462,75111,76889,77476,81075,83473,79805,80425,77145,78756,80030,70284,70131,71556,67089,71132,59413,58524,63070,56751,87853,82657,106039,88704,81575,75292,79603,88819,67953,60324,58031,64093,46439,70368,73240,70588,68840,69565,68630,68638,68650,69565,68704,68793,68860,68925,70015,68638,68353,67857,67857,67906,68202,68176
Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79730,71777,70207,68653,67115,65593,64085,62592,61112,59505,57910,56325,54743,53138,51421,49284,45950,38356,36011,40142,40767,39470
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,6250,7500,5714,6667,8000,10000,6667,7200,6000,7351,7208,7462,7549,7589,7727,7714,7143,7895,7368,7895,8750,10750,10987,4872,5303,12243,3072,6186,4319,5221,3367
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21429,20000,20000,20000,20000,20000,20000,20000,20000,19920,19916
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,60000,60000,60000,62000,62000,64000,67969,69770,71057,72112,73074,74004,74922,75837,76753,77670,78590,79512,80436,81784,83134,84487,85842,87200,88561,89925,91291,96154,93628,94228,94805,96316
