Country,2012,2013,2014,2015,2016,2017,2018
Afghanistan,,,0.302538675,0.304958696,0.311350045,0.3324,0.353414638
Albania,0.34,0.3366,0.333177909,0.463466476,0.424289103,0.4279,0.43146271
"Antigua and Barbuda",,,,,0.578869237,0.5372,0.495469745
Argentina,0.26,0.2793,0.298686855,0.313274561,0.336601397,0.3601,0.383632461
Australia,0.81,0.8085,0.807079033,0.791229443,0.802360862,0.7957,0.789026175
Austria,0.69,0.7351,0.780233369,0.774563929,0.81470856,0.8055,0.796225515
Bahamas,,,,,0.452398376,0.4421,0.431785409
Bangladesh,0.26,0.2643,0.268587429,0.333069908,0.355938022,0.3561,0.356359901
Barbados,,,,,0.457161393,0.494,0.530909397
Belarus,0.49,0.4965,0.503082863,0.561036354,0.533781773,0.5439,0.554020806
Belgium,0.74,0.7487,0.757455605,0.750399779,0.770261424,0.7445,0.718639267
Belize,,,,0.275623545,0.197775846,0.229,0.260305089
Bolivia,0.36,0.3608,0.361518418,0.327327242,0.351165901,0.3319,0.312568951
"Bosnia and Herzegovina",0.39,0.4069,0.423849504,0.468966703,0.431571337,0.3921,0.352658344
Botswana,0.7,0.6928,0.685540082,0.588249621,0.491376523,0.5139,0.536493132
Brazil,0.38,0.3921,0.404107381,0.363366005,0.361797939,0.343,0.324256423
Bulgaria,0.34,0.3385,0.336933231,0.333017039,0.332393859,0.3365,0.340604897
"Burkina Faso",0.36,0.3781,0.39624053,0.240095214,0.368780304,0.3629,0.357027768
"Burma (Myanmar)",,,0.525739716,0.528463265,0.507850404,0.5034,0.498995372
Cambodia,0.37,0.3728,0.37558152,0.277097789,0.318313559,0.3082,0.298159654
Cameroon,0.38,0.4075,0.434953922,0.432246737,0.429427206,0.4239,0.418440738
Canada,0.71,0.7322,0.754393119,0.765604108,0.803186787,0.8004,0.797674238
Chile,0.59,0.6208,0.65161988,0.645956176,0.616419618,0.593,0.569503318
China,0.37,0.4117,0.453459874,0.568369346,0.481720347,0.4835,0.485347489
Colombia,0.44,0.45,0.460009038,0.450566555,0.412710306,0.4155,0.41837811
"Costa Rica",,,,0.6293831,0.617116253,0.6082,0.599351348
Croatia,0.48,0.5181,0.556218395,0.535282948,0.483649879,0.4692,0.454698952
"Czech Republic",0.53,0.561,0.591913549,0.658940803,0.650709659,0.6569,0.663161008
Denmark,0.89,0.9137,0.937381639,0.921190983,0.928534829,0.9232,0.917865069
Dominica,,,,,0.439976052,0.4473,0.454589707
"Dominican Republic",0.37,0.3609,0.351748104,0.309998256,0.246655337,0.2699,0.293242509
Ecuador,0.34,0.3537,0.367494106,0.3072607,0.321279965,0.3439,0.366614087
Egypt,0.49,0.4937,0.497367691,0.543751628,0.373045796,0.3847,0.396328331
"El Salvador",0.28,0.29,0.30000632,0.297056806,0.353784793,0.3631,0.372374698
Estonia,0.78,0.7949,0.809898099,0.829525855,0.811489911,0.8047,0.797861088
Ethiopia,0.49,0.4783,0.466572471,0.440104938,0.367490339,0.373,0.378575046
Finland,0.87,0.876,0.881916861,0.90258547,0.899445355,0.9114,0.923432565
France,0.71,0.7332,0.756471254,0.750701919,0.720179988,0.7036,0.687011361
Georgia,0.59,0.5838,0.577551429,0.583860042,0.523413827,0.4821,0.440849486
Germany,0.76,0.7698,0.779686999,0.80691513,0.808567669,0.808,0.807389445
Ghana,0.55,0.5508,0.551576865,0.561934162,0.562070004,0.5769,0.591816669
Greece,0.44,0.4784,0.516737646,0.504097035,0.479448171,0.5077,0.535867427
Grenada,,,,,0.458944907,0.4461,0.433318343
Guatemala,0.26,0.3064,0.352846064,0.307675017,0.379017893,0.3923,0.405573414
Guyana,,,,,0.386761132,0.4081,0.429412519
Honduras,,,,0.38641086,0.365891675,0.3252,0.284527452
"Hong Kong",0.76,0.7851,0.810112596,0.829486007,0.835273532,0.7891,0.742946587
Hungary,0.57,0.576,0.581929923,0.444278938,0.402239575,0.3767,0.351119301
India,0.36,0.3763,0.392619824,0.380220946,0.382139372,0.3816,0.381133644
Indonesia,0.59,0.5795,0.568923029,0.548517531,0.561786669,0.549,0.536153047
Iran,0.29,0.3073,0.324574735,0.414665831,0.465719038,0.4748,0.483862941
Italy,0.54,0.5578,0.575641617,0.551227153,0.56398137,0.5728,0.58157797
"Ivory Coast",0.41,0.4285,0.446956524,0.40614098,0.346584247,0.37,0.393408646
Jamaica,0.4,0.4172,0.434488575,0.457805647,0.451306885,0.4483,0.445280536
Japan,0.79,0.7765,0.763081986,0.773653027,0.756578101,0.7722,0.787794817
Jordan,0.58,0.5867,0.593371774,0.568316745,0.578390032,0.5789,0.579474219
Kazakhstan,0.37,0.4101,0.450106185,0.46676061,0.498572203,0.4941,0.489533145
Kenya,0.34,0.3817,0.423473944,0.428391355,0.336060246,0.3227,0.309398582
Kyrgyzstan,0.31,0.35,0.390035319,0.427044037,0.460946385,0.455,0.449077103
Lebanon,0.43,0.4491,0.468299805,0.384570593,0.339445488,0.3143,0.289189278
Liberia,0.32,0.3372,0.354498875,0.321700231,0.323227843,0.3452,0.367152865
