Country,2012,2013,2014,2015,2016,2017,2018
"Macedonia (F.Y.R.O.M.)",0.43,0.4441,0.458205487,0.43532101,0.342461235,0.342,0.341623306
Madagascar,0.44,0.4191,0.398251575,0.358597308,0.381565018,0.3851,0.388663851
Malawi,0.44,0.4419,0.443833309,0.503531487,0.476614196,0.4575,0.438323036
Malaysia,0.58,0.5721,0.564285526,0.547061546,0.498469772,0.5017,0.504913758
Mexico,0.29,0.3026,0.315206405,0.292075258,0.214095884,0.2325,0.250967857
Moldova,0.29,0.2956,0.30116585,0.272919001,0.273955175,0.2871,0.300312683
Mongolia,0.38,0.4164,0.452899213,0.48626675,0.443444842,0.4282,0.412901508
Morocco,0.49,0.5146,0.539141373,0.579895086,0.541688136,0.5265,0.51127745
Nepal,0.32,0.3683,0.416659562,0.500721889,0.501756237,0.464,0.426218562
Netherlands,0.77,0.8054,0.840725926,0.858643926,0.884373944,0.8657,0.846940511
"New Zealand",0.8,0.8248,0.849637045,0.846528582,0.84129742,0.8265,0.811648791
Nicaragua,0.19,0.2116,0.233188174,0.255325923,0.232662132,0.221,0.209428589
Nigeria,0.32,0.3546,0.389211934,0.434533508,0.453666398,0.4664,0.47905717
Norway,0.89,0.9136,0.937107446,0.923071012,0.898324816,0.8978,0.897190708
Pakistan,0.3,0.2885,0.276960158,0.302745246,0.347780478,0.3646,0.38141749
Panama,0.27,0.2676,0.265250599,0.347225438,0.324017329,0.3354,0.346713425
Peru,0.38,0.4001,0.420275759,0.417699881,0.446222857,0.451,0.45584455
Philippines,0.43,0.4477,0.465466278,0.522107183,0.485196931,0.4597,0.434222225
Poland,0.61,0.6024,0.594847507,0.695907969,0.62368996,0.5976,0.571545412
Portugal,0.56,0.5834,0.606862243,0.649092855,0.701812099,0.6938,0.685817305
Romania,0.47,0.4769,0.483745106,0.530028771,0.599079835,0.5793,0.55948955
Russia,0.29,0.3187,0.347362269,0.386509454,0.370508134,0.3678,0.365007022
"Saint Kitts and Nevis",,,,,0.614288974,0.5922,0.570183906
"Saint Lucia",,,,,0.461341318,0.4612,0.461025383
"Saint Vincent and Grenadines",,,,,0.509081436,0.5237,0.53829466
Senegal,0.51,0.5376,0.565297032,0.564019264,0.571507308,0.5538,0.536015805
Serbia,0.31,0.3268,0.343679843,0.323358797,0.292823681,0.2904,0.288044169
"Sierra Leone",0.45,0.481,0.512051713,0.489378434,0.45652233,0.4782,0.499860822
Singapore,0.82,0.8554,0.890758165,0.919974825,0.939703789,0.9363,0.932956382
Slovenia,0.49,0.5032,0.516318322,0.592721745,0.523280239,0.4926,0.461872314
"South Africa",0.43,0.4478,0.465698793,0.496318375,0.484162593,0.48,0.475890797
"South Korea",0.6,0.6493,0.698533106,0.736359334,0.68705375,0.6896,0.69207992
Spain,0.58,0.5803,0.580677682,0.622658652,0.60723119,0.6178,0.628422448
"Sri Lanka",0.48,0.4725,0.465040127,0.458440336,0.417656834,0.419,0.420362433
Suriname,,,,,0.426143436,0.4269,0.427643932
Sweden,0.88,0.8697,0.859403975,0.858477398,0.836127399,0.8336,0.831016565
Tanzania,0.5,0.4902,0.480381141,0.449758493,0.56105306,0.575,0.588912102
Thailand,0.48,0.4613,0.442640809,0.408464758,0.412452044,0.4357,0.459022515
"Trinidad and Tobago",,,,,0.374641024,0.3826,0.390550569
Tunisia,0.5,0.4899,0.479760093,0.476794483,0.432002724,0.4342,0.436375752
Turkey,0.45,0.46,0.470078596,0.341834,0.270304517,0.277,0.283711649
Uganda,0.44,0.4578,0.475590978,0.446196943,0.401948772,0.4025,0.402982281
Ukraine,0.25,0.2866,0.323200096,0.315436812,0.309574936,0.297,0.284504017
"United Arab Emirates",0.72,0.7315,0.74304443,0.765501073,0.785785569,0.7668,0.747786727
"United Kingdom",0.74,0.7601,0.78025957,0.803111199,0.809218481,0.8015,0.793747857
"United States",0.66,0.6675,0.675074445,0.675140636,0.688793485,0.6776,0.666492395
Uruguay,0.64,0.6651,0.690169172,0.724959693,0.71781536,0.691,0.664238267
Uzbekistan,0.36,0.3908,0.421627612,0.374901868,0.388432992,0.4246,0.460739144
Venezuela,0.14,0.1206,0.101283224,0.110104428,0.082765211,0.0941,0.105528314
Vietnam,0.58,0.5647,0.54941533,0.547677581,0.625418424,0.6212,0.617049784
Zambia,0.52,0.5699,0.61986387,0.5483424,0.537986594,0.5324,0.526826672
Zimbabwe,0.36,0.3529,0.345808646,0.355558289,0.316701193,0.3283,0.339928292
