Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Benin,2255,2258,2265,2274,2287,2304,2323,2346,2371,2400,2432,2466,2503,2543,2586,2632,2682,2735,2792,2851,2912,2977,3044,3114,3187,3265,3347,3433,3524,3619,3717,3820,3928,4040,4157,4279,4405,4535,4673,4820,4978,5149,5332,5522,5714,5906,6094,6282,6470,6664,6866,7077,7295,7521,7750,7982,8217,8455,8697,8945,9199,9461,9729,10004,10287,10576,10872.298,11175.692,11485.674,11801.595,12122.985,12449.613,12781.511,13118.725,13461.351,13809.467,14162.973,14521.715,14885.608,15254.549,15628.437,16007.138,16390.564,16778.622,17171.208,17568.229,17969.567,18375.045,18784.441,19197.485,19613.944,20033.64,20456.429,20882.131,21310.569,21741.574,22174.967,22610.581,23048.329,23488.116,23929.846,24373.388,24818.542,25265.096,25712.796,26161.405,26610.714,27060.566,27510.929,27961.798,28413.096,28864.707,29316.363,29767.686,30218.228,30667.609,31115.56,31561.943,32006.601,32449.448,32890.347,33329.135,33765.583,34199.421,34630.379,35058.195,35482.662,35903.626,36321.062,36734.926,37145.176,37551.659,37954.195,38352.559,38746.538,39135.904,39520.51,39900.236,40274.841,40644.077,41007.74,41365.702,41717.89,42064.272,42404.839,42739.575,43068.481,43391.504,43708.64,44019.833,44325.028
"Burkina Faso",4284,4324,4367,4413,4463,4517,4575,4636,4699,4764,4829,4895,4960,5028,5099,5175,5256,5343,5434,5528,5625,5723,5825,5930,6040,6155,6274,6399,6531,6672,6823,6985,7158,7341,7531,7728,7931,8140,8356,8580,8811,9050,9297,9552,9817,10090,10373,10666,10969,11283,11608,11945,12293,12655,13031,13422,13829,14252,14690,15141,15605,16082,16571,17073,17586,18111,18646.433,19193.382,19751.651,20321.56,20903.345,21496.961,22102.342,22719.682,23349.262,23991.225,24645.549,25312.044,25990.54,26680.772,27382.488,28095.447,28819.358,29553.841,30298.44,31052.714,31816.28,32588.733,33369.534,34158.075,34953.797,35756.3,36565.204,37379.889,38199.768,39024.308,39853.032,40685.652,41522.143,42362.617,43207.053,44055.23,44906.697,45760.92,46617.273,47475.204,48334.32,49194.359,50055.102,50916.382,51778.001,52639.58,53500.714,54361.074,55220.315,56078.054,56933.922,57787.46,58638.114,59485.278,60328.379,61166.972,62000.608,62828.769,63650.944,64466.612,65275.32,66076.64,66870.222,67655.758,68432.881,69201.314,69960.617,70710.255,71449.584,72178.105,72895.435,73601.435,74296.081,74979.473,75651.639,76312.509,76961.876,77599.489,78225.114,78838.567,79439.752,80028.64,80605.325,81169.984,81722.867
"Cape Verde",178,186,192,195,197,197,198,198,199,200,202,206,211,217,224,231,240,249,258,265,270,273,274,273,272,272,274,276,279,282,287,292,297,303,309,315,320,325,330,335,342,350,359,369,379,389,399,408,417,426,435,444,452,460,468,475,481,486,492,497,502,508,514,520,526,533,539.56,546.388,553.335,560.349,567.348,574.312,581.247,588.146,595.016,601.854,608.651,615.385,622.042,628.608,635.072,641.408,647.63,653.712,659.663,665.467,671.121,676.628,681.976,687.17,692.212,697.101,701.821,706.387,710.805,715.082,719.211,723.188,727.022,730.694,734.199,737.529,740.697,743.704,746.529,749.193,751.689,754.013,756.16,758.131,759.914,761.513,762.933,764.161,765.196,766.042,766.696,767.151,767.424,767.501,767.399,767.116,766.651,766.026,765.241,764.313,763.247,762.056,760.738,759.311,757.775,756.141,754.415,752.607,750.723,748.776,746.771,744.706,742.595,740.432,738.22,735.964,733.674,731.338,728.977,726.569,724.139,721.675,719.184,716.658,714.086
"Ivory Coast",2630,2695,2770,2852,2939,3029,3123,3220,3324,3436,3559,3694,3841,3997,4158,4322,4487,4656,4834,5028,5242,5479,5737,6014,6305,6609,6923,7249,7586,7934,8294,8664,9044,9433,9826,10223,10620,11020,11424,11839,12268,12710,13163,13623,14084,14541,14995,15446,15885,16300,16687,17040,17367,17679,17998,18336,18699,19086,19498,19936,20401,20895,21419,21966,22531,23108,23695.919,24294.75,24905.843,25531.083,26171.75,26827.728,27498.056,28182.319,28879.988,29590.631,30314.031,31050.231,31799.349,32561.655,33337.306,34126.217,34928.213,35743.151,36570.885,37411.246,38264.047,39129.144,40006.316,40895.356,41796.024,42708.064,43631.197,44565.118,45509.489,46463.968,47428.299,48402.13,49384.946,50376.128,51375.178,52381.65,53395.312,54416.142,55444.236,56479.575,57521.895,58570.721,59625.535,60685.714,61750.672,62819.984,63893.284,64970.171,66050.268,67133.154,68218.449,69305.704,70394.351,71483.752,72573.371,73662.698,74751.421,75839.392,76926.539,78012.713,79097.637,80180.822,81261.687,82339.475,83413.62,84483.569,85549.031,86609.945,87666.372,88718.229,89765.27,90806.881,91842.161,92869.979,93889.433,94899.947,95901.275,96893.344,97876.125,98849.519,99813.323,100767.176,101710.581,102642.899,103563.352
Gambia,271,273,277,284,293,304,317,331,344,357,368,377,384,389,395,401,408,416,426,436,447,460,475,490,506,521,536,552,568,585,604,625,648,673,701,732,767,804,843,881,917,949,980,1008,1037,1066,1097,1128,1161,1195,1232,1270,1311,1354,1399,1444,1491,1539,1589,1640,1692,1746,1802,1859,1918,1978,2038.501,2100.568,2163.765,2228.075,2293.493,2359.954,2427.423,2495.903,2565.346,2635.74,2707.043,2779.225,2852.248,2926.075,3000.667,3075.997,3151.996,3228.62,3305.795,3383.475,3461.606,3540.115,3618.924,3697.953,3777.102,3856.32,3935.557,4014.728,4093.762,4172.601,4251.178,4329.458,4407.399,4484.972,4562.152,4638.898,4715.155,4790.919,4866.138,4940.793,5014.835,5088.254,5160.997,5233.04,5304.345,5374.891,5444.629,5513.532,5581.573,5648.736,5714.972,5780.241,5844.49,5907.669,5969.719,6030.593,6090.268,6148.691,6205.814,6261.599,6316.008,6369.016,6420.602,6470.716,6519.349,6566.465,6612.063,6656.156,6698.744,6739.862,6779.507,6817.672,6854.338,6889.48,6923.093,6955.181,6985.756,7014.859,7042.518,7068.758,7093.622,7117.142,7139.33,7160.207,7179.802
Ghana,4981,5068,5191,5339,5504,5680,5864,6052,6246,6445,6652,6867,7085,7303,7513,7711,7891,8057,8221,8397,8597,8827,9084,9350,9604,9831,10023,10190,10354,10551,10802,11118,11488,11895,12311,12716,13104,13481,13854,14234,14628,15040,15464,15896,16330,16760,17186,17609,18036,18478,18939,19422,19925,20447,20987,21542,22113,22700,23299,23904,24512,25122,25733,26346,26963,27583,28206.728,28833.629,29463.643,30096.97,30733.755,31374.052,32017.825,32665.069,33315.708,33969.758,34627.161,35287.968,35952.49,36621.087,37294.019,37971.309,38652.767,39338.139,40027.113,40719.336,41414.511,42112.439,42813.023,43516.217,44221.824,44929.545,45638.788,46348.729,47058.334,47766.708,48473.345,49177.795,49879.254,50576.874,51269.943,51957.995,52640.729,53317.97,53989.616,54655.603,55315.682,55969.713,56617.789,57260.151,57896.929,58528.042,59153.361,59772.916,60386.781,60994.934,61597.278,62193.611,62783.647,63367.021,63943.441,64512.656,65074.418,65628.347,66173.992,66710.967,67238.954,67757.691,68266.951,68766.527,69256.2,69735.85,70205.197,70663.721,71110.753,71545.859,71968.787,72379.686,72778.876,73166.895,73544.161,73910.929,74267.216,74613.028,74948.365,75273.295,75588.035,75892.946,76188.555,76475.504,76754.605
Guinea,3094,3142,3186,3228,3271,3316,3364,3414,3467,3522,3577,3634,3691,3750,3812,3878,3949,4023,4097,4164,4220,4264,4298,4324,4346,4365,4382,4398,4421,4457,4512,4590,4691,4810,4943,5085,5230,5381,5555,5771,6041,6374,6759,7163,7544,7871,8133,8338,8503,8654,8809,8971,9137,9310,9490,9680,9881,10097,10323,10557,10794,11035,11281,11537,11806,12092,12395.924,12717.176,13052.608,13398.18,13750.826,14109.66,14475.131,14847.144,15225.927,15611.6,16003.772,16401.917,16805.925,17215.775,17631.38,18052.55,18479.052,18910.686,19347.252,19788.558,20234.399,20684.604,21139.017,21597.512,22059.928,22526.069,22995.714,23468.655,23944.696,24423.594,24905.139,25389.111,25875.196,26363.034,26852.336,27342.813,27834.255,28326.505,28819.424,29312.851,29806.555,30300.278,30793.678,31286.402,31778.122,32268.57,32757.533,33244.813,33730.182,34213.447,34694.393,35172.791,35648.406,36120.999,36590.364,37056.273,37518.538,37977.033,38431.629,38882.199,39328.594,39770.593,40207.948,40640.388,41067.675,41489.598,41906.016,42316.847,42721.982,43121.33,43514.787,43902.195,44283.317,44657.894,45025.738,45386.716,45740.798,46087.988,46428.324,46761.834,47088.53,47408.422,47721.479,48027.664,48326.902
"Guinea Bissau",535,544,552,560,567,575,584,592,601,609,616,623,630,637,644,653,662,673,685,698,712,726,741,756,769,778,784,787,788,792,801,815,833,854,877,900,922,944,966,989,1012,1037,1063,1089,1114,1137,1159,1180,1200,1221,1243,1268,1294,1321,1350,1381,1413,1446,1481,1517,1556,1596,1638,1681,1726,1771,1815.698,1861.283,1907.268,1953.723,2000.694,2048.139,2096.009,2144.247,2192.88,2241.865,2291.199,2340.894,2390.982,2441.532,2492.58,2544.12,2596.172,2648.734,2701.825,2755.473,2809.661,2864.364,2919.552,2975.168,3031.196,3087.557,3144.247,3201.208,3258.368,3315.68,3373.081,3430.548,3488.019,3545.439,3602.736,3659.886,3716.858,3773.621,3830.143,3886.4,3942.353,3998.013,4053.357,4108.398,4163.165,4217.629,4271.767,4325.567,4379.008,4432.079,4484.733,4536.978,4588.819,4640.242,4691.25,4741.845,4791.965,4841.583,4890.63,4939.056,4986.815,5033.901,5080.307,5126.044,5171.096,5215.45,5259.083,5301.95,5344.011,5385.219,5425.55,5465.018,5503.608,5541.346,5578.226,5614.262,5649.449,5683.782,5717.259,5749.865,5781.629,5812.559,5842.676,5872.011,5900.589
Liberia,930,943,958,974,991,1010,1030,1051,1073,1096,1120,1145,1170,1197,1224,1253,1283,1314,1346,1381,1417,1454,1494,1535,1579,1625,1672,1720,1771,1827,1888,1957,2032,2103,2159,2193,2202,2191,2165,2132,2097,2060,2023,2000,2013,2073,2191,2358,2551,2735,2885,2991,3063,3116,3176,3261,3376,3513,3663,3812,3948,4070,4182,4286,4391,4500,4613.823,4731.906,4853.516,4977.72,5103.853,5232.082,5362.863,5496.177,5631.939,5770.096,5910.628,6053.511,6198.65,6345.961,6495.377,6646.813,6800.202,6955.476,7112.532,7271.261,7431.614,7593.499,7756.851,7921.578,8087.611,8254.885,8423.317,8592.845,8763.359,8934.809,9107.105,9280.2,9454.055,9628.677,9804.031,9980.081,10156.726,10333.893,10511.471,10689.379,10867.513,11045.836,11224.283,11402.812,11581.381,11759.9,11938.295,12116.456,12294.273,12471.642,12648.483,12824.7,13000.221,13174.96,13348.829,13521.732,13693.598,13864.357,14033.924,14202.237,14369.213,14534.784,14698.834,14861.275,15022.009,15180.951,15338.057,15493.265,15646.552,15797.873,15947.184,16094.422,16239.521,16382.385,16522.941,16661.16,16797.023,16930.543,17061.73,17190.605,17317.174,17441.445,17563.435,17683.119,17800.502
Mali,4708,4759,4811,4865,4920,4975,5032,5090,5147,5205,5264,5322,5381,5442,5504,5568,5636,5706,5781,5861,5949,6045,6147,6256,6368,6482,6597,6712,6831,6957,7090,7234,7388,7544,7694,7832,7955,8068,8181,8310,8465,8653,8868,9105,9353,9604,9857,10114,10381,10664,10968,11293,11639,12005,12392,12799,13227,13676,14138,14607,15075,15541,16007,16478,16963,17468,17994.837,18541.98,19107.706,19689.14,20284.18,20892.584,21515.305,22152.885,22806.188,23475.747,24161.496,24862.935,25579.703,26311.27,27057.112,27816.844,28590.026,29375.969,30173.868,30982.972,31802.693,32632.452,33471.454,34318.829,35173.773,36035.737,36904.189,37778.476,38657.969,39542.118,40430.33,41322.247,42217.82,43117.136,44020.171,44926.621,45836.003,46747.759,47661.234,48575.874,49491.173,50406.799,51322.53,52238.234,53153.63,54068.306,54981.656,55893.074,56801.833,57707.27,58608.833,59505.968,60397.896,61283.762,62162.821,63034.405,63898.039,64753.271,65599.713,66436.958,67264.542,68081.92,68888.495,69683.651,70466.814,71237.593,71995.636,72740.561,73471.98,74189.589,74893.066,75582.199,76256.97,76917.433,77563.59,78195.36,78812.561,79414.98,80002.394,80574.641,81131.606,81673.273,82199.65,82710.868,83207.1
Mauritania,660,676,692,709,727,747,767,789,811,834,858,883,909,936,964,992,1022,1052,1084,1116,1149,1183,1218,1254,1291,1329,1368,1407,1448,1491,1534,1579,1625,1672,1721,1770,1820,1871,1923,1976,2030,2085,2141,2200,2261,2327,2397,2472,2549,2629,2709,2791,2873,2957,3043,3131,3221,3313,3408,3506,3610,3718,3830,3946,4064,4182,4301.018,4420.184,4540.068,4661.149,4783.767,4907.911,5033.378,5160.072,5287.877,5416.711,5546.519,5677.339,5809.251,5942.334,6076.668,6212.246,6349.041,6487.015,6626.118,6766.329,6907.598,7049.901,7193.176,7337.362,7482.408,7628.249,7774.826,7922.068,8069.896,8218.228,8367.01,8516.175,8665.625,8815.261,8965,9114.775,9264.531,9414.225,9563.831,9713.321,9862.627,10011.698,10160.497,10308.97,10457.086,10604.785,10752.025,10898.755,11044.939,11190.525,11335.471,11479.727,11623.244,11765.958,11907.842,12048.824,12188.874,12327.932,12465.975,12602.931,12738.763,12873.404,13006.835,13139.029,13269.949,13399.561,13527.8,13654.515,13779.515,13902.661,14023.88,14143.159,14260.514,14376.017,14489.677,14601.517,14711.47,14819.492,14925.511,15029.498,15131.42,15231.278,15329.107,15424.969,15518.953
Niger,2560,2638,2717,2796,2875,2956,3037,3120,3206,3296,3389,3486,3588,3694,3803,3914,4028,4144,4264,4386,4510,4638,4768,4902,5041,5185,5335,5491,5652,5819,5989,6164,6344,6530,6720,6916,7117,7324,7540,7769,8013,8273,8549,8842,9152,9477,9820,10180,10557,10948,11353,11772,12206,12657,13127,13618,14132,14668,15229,15814,16426,17065,17732,18426,19148,19897,20672.987,21477.348,22311.375,23176.691,24074.693,25006.169,25971.63,26971.755,28007.201,29078.59,30186.498,31331.492,32514.05,33734.605,34993.54,36291.212,37627.934,39004.045,40419.822,41875.504,43371.196,44906.971,46482.854,48098.857,49754.92,51450.899,53186.599,54961.679,56775.732,58628.306,60518.972,62447.295,64412.836,66415.162,68453.727,70527.898,72636.918,74779.976,76956.138,79164.493,81404.054,83673.874,85972.999,88300.45,90655.175,93036.234,95442.36,97871.78,100322.396,102792.433,105280.267,107784.956,110306.303,112844.493,115399.229,117969.699,120554.078,123149.782,125753.678,128363.138,130976.44,133592.705,136211.245,138831.703,141453.5,144075.492,146696.188,149314.23,151928.227,154536.803,157138.734,159732.857,162317.853,164892.401,167455.204,170005.059,172540.8,175061.32,177565.522,180052.321,182520.629,184969.324,187397.293,189803.421,192186.56
Nigeria,37860,38424,39035,39686,40370,41086,41830,42605,43411,44255,45138,46063,47029,48032,49066,50127,51217,52342,53506,54717,55981,57295,58663,60110,61674,63374,65226,67216,69294,71391,73461,75483,77473,79462,81498,83613,85819,88102,90450,92844,95270,97726,100222,102762,105356,108011,110733,113523,116386,119327,122352,125463,128667,131973,135394,138939,142614,146417,150347,154402,158578,162877,167297,171829,176461,181182,185989.64,190886.311,195875.237,200962.417,206152.701,211446.673,216844.136,222348.372,227963.272,233691.888,239535.182,245493.375,251567.63,257758.923,264067.527,270493.005,277033.906,283687.937,290452.075,297323.173,304298.813,311376.13,318550.761,325817.659,333172.092,340610.467,348129.233,355723.613,363388.543,371119.359,378911.776,386762.397,394668.494,402627.873,410637.868,418695.576,426796.967,434936.945,443109.787,451310.617,459535.453,467781.971,476049.06,484336.507,492643.358,500966.325,509301.59,517646.987,526000.45,534359.116,542719.689,551077.258,559425.224,567755.913,576062.295,584339.74,592583.932,600788.687,608947.469,617054.577,625105.166,633095.697,641023.567,648886.93,656683.661,664410.278,672063.181,679640.045,687138.861,694557.237,701892.652,709141.675,716299.957,723362.6,730325.352,737184.974,743939.102,750585.94,757123.861,763551.079,769865.547,776064.86,782146.23,788106.542,793942.316
"Saint Helena",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4.035,4.049,4.074,4.096,4.126,4.147,4.171,4.187,4.211,4.224,4.244,4.257,4.279,4.292,4.303,4.311,4.319,4.32,4.325,4.327,4.324,4.325,4.318,4.313,4.303,4.288,4.278,4.272,4.257,4.246,4.236,4.218,4.21,4.196,4.181,4.17,4.161,4.16,4.142,4.132,4.124,4.114,4.105,4.096,4.085,4.077,4.066,4.066,4.054,4.042,4.036,4.026,4.014,4.004,3.994,3.982,3.965,3.957,3.947,3.936,3.922,3.91,3.897,3.883,3.87,3.857,3.837,3.823,3.806,3.789,3.771,3.751,3.732,3.715,3.695,3.679,3.663,3.643,3.622,3.604,3.588,3.57,3.55,3.531,3.516
Senegal,2487,2545,2606,2671,2738,2808,2882,2959,3038,3121,3207,3295,3387,3482,3580,3683,3789,3899,4014,4133,4258,4388,4525,4664,4802,4936,5065,5190,5315,5448,5593,5750,5920,6100,6289,6485,6686,6894,7108,7329,7556,7790,8030,8272,8512,8747,8974,9197,9418,9646,9884,10134,10397,10671,10956,11251,11557,11874,12204,12551,12916,13301,13704,14120,14546,14977,15411.614,15850.567,16294.27,16743.859,17200.154,17662.986,18131.864,18606.962,19088.521,19576.78,20071.771,20573.592,21082.543,21599,22123.23,22655.295,23195.138,23742.785,24298.189,24861.284,25431.934,26009.975,26595.099,27186.954,27785.159,28389.472,28999.548,29614.906,30234.952,30859.185,31487.25,32118.833,32753.518,33390.907,34030.62,34672.365,35315.896,35960.989,36607.455,37255.131,37903.805,38553.326,39203.64,39854.776,40506.694,41159.252,41812.308,42465.83,43119.815,43774.198,44428.853,45083.556,45738.038,46391.971,47045.071,47697.055,48347.71,48996.77,49643.966,50289.008,50931.606,51571.443,52208.212,52841.609,53471.306,54097.032,54718.469,55335.084,55946.309,56551.65,57150.769,57743.487,58329.674,58909.284,59482.235,60048.389,60607.509,61159.381,61703.758,62240.467,62769.355,63290.362,63803.467,64308.734,64806.263
"Sierra Leone",2041,2062,2085,2108,2133,2158,2184,2210,2238,2267,2297,2329,2363,2398,2435,2473,2513,2554,2597,2643,2692,2746,2803,2864,2927,2994,3063,3135,3209,3286,3365,3445,3525,3609,3699,3800,3912,4035,4153,4249,4312,4337,4331,4307,4284,4275,4282,4305,4354,4438,4564,4739,4957,5200,5440,5658,5849,6015,6165,6310,6459,6612,6766,6922,7079,7237,7396.19,7557.212,7719.729,7883.123,8046.931,8211.069,8375.679,8540.92,8706.972,8873.984,9041.924,9210.65,9379.98,9549.678,9719.531,9889.414,10059.265,10228.964,10398.417,10567.515,10736.157,10904.2,11071.477,11237.831,11403.087,11567.121,11729.839,11891.123,12050.862,12208.952,12365.273,12519.739,12672.291,12822.945,12971.626,13118.294,13262.816,13405.036,13544.775,13681.848,13816.162,13947.666,14076.321,14202.109,14325.016,14444.993,14561.941,14675.792,14786.456,14893.871,14997.966,15098.704,15196.037,15289.93,15380.332,15467.233,15550.596,15630.329,15706.331,15778.555,15846.955,15911.572,15972.46,16029.711,16083.42,16133.599,16180.28,16223.545,16263.431,16300.02,16333.36,16363.508,16390.51,16414.404,16435.233,16453.053,16467.947,16479.983,16489.265,16495.859,16499.858,16501.338,16500.385,16497.057,16491.439
Togo,1395,1425,1442,1452,1462,1474,1491,1512,1536,1560,1581,1598,1613,1632,1662,1709,1774,1855,1946,2035,2116,2186,2248,2303,2357,2410,2464,2519,2576,2643,2721,2812,2915,3026,3140,3253,3364,3474,3582,3686,3787,3882,3973,4065,4164,4274,4398,4535,4679,4826,4970,5112,5251,5391,5535,5683,5838,5997,6162,6330,6503,6679,6859,7043,7229,7417,7606.374,7797.694,7990.926,8186.384,8384.291,8584.627,8787.334,8992.575,9200.531,9411.356,9625.068,9841.604,10060.882,10282.798,10507.241,10734.128,10963.365,11194.773,11428.165,11663.343,11900.152,12138.472,12378.124,12618.921,12860.688,13103.308,13346.634,13590.457,13834.554,14078.714,14322.8,14566.742,14810.565,15054.358,15298.154,15541.914,15785.514,16028.791,16271.558,16513.67,16754.99,16995.482,17235.164,17474.071,17712.22,17949.528,18185.87,18421.101,18655.037,18887.516,19118.433,19347.667,19575.072,19800.497,20023.795,20244.838,20463.516,20679.696,20893.261,21104.102,21312.092,21517.135,21719.121,21917.941,22113.506,22305.746,22494.566,22679.822,22861.336,23039.006,23212.714,23382.471,23548.33,23710.418,23868.799,24023.51,24174.5,24321.735,24465.166,24604.759,24740.517,24872.484,25000.728,25125.364,25246.548
China,554419,569611,582029,592568,601971,610834,619598,628551,637854,647556,657686,668335,679732,692280,706461,722562,740746,760771,782009,803577,824788,845482,865687,885146,903614,920945,937018,951927,966040,979881,993877,1008000,1022253,1037124,1053211,1070863,1090348,1111342,1132866,1153566,1172445,1189184,1204004,1217129,1228992,1239940,1249981,1259067,1267442,1275407,1283199,1290938,1298647,1306344,1314007,1321623,1329209,1336801,1344415,1352068,1359755,1367480,1375199,1382793,1390110,1397029,1403500.365,1409517.397,1415045.928,1420062.022,1424548.266,1428480.534,1431849.651,1434676.116,1436995.094,1438835.697,1440205.376,1441105.792,1441555.143,1441574.218,1441181.813,1440391.65,1439215.347,1437667.004,1435760.478,1433508.888,1430922.498,1428012.154,1424791.461,1421274.537,1417472.814,1413396.936,1409051.555,1404434.236,1399538.493,1394361.025,1388909.186,1383191.989,1377210.27,1370963.871,1364456.723,1357698.332,1350704.05,1343491.986,1336083.672,1328500.912,1320759.08,1312877.134,1304885.395,1296818.439,1288706.557,1280567.92,1272417.59,1264278.114,1256172.116,1248117.944,1240129.971,1232215.578,1224376.041,1216607.94,1208908.827,1201285.224,1193741.774,1186271.236,1178862.711,1171509.615,1164212.104,1156977.361,1149814.677,1142736.651,1135754.217,1128870.924,1122090.279,1115423.052,1108881.678,1102475.45,1096205.865,1090072.306,1084078.362,1078227.261,1072518.596,1066947.246,1061503.776,1056175.305,1050946.576,1045800.902,1040720.508,1035686.713,1030679.993,1025679.938,1020665.216
"Hong Kong",1974,2063,2160,2264,2375,2490,2609,2729,2847,2960,3065,3162,3250,3332,3411,3489,3568,3648,3727,3802,3873,3938,3998,4062,4139,4236,4357,4497,4646,4789,4915,5020,5108,5184,5258,5338,5425,5516,5610,5699,5781,5854,5919,5983,6055,6140,6242,6356,6474,6580,6664,6722,6759,6783,6803,6828,6860,6898,6940,6983,7025,7066,7106,7149,7195,7246,7302.843,7364.883,7428.887,7490.776,7547.652,7598.189,7643.256,7684.801,7725.859,7768.51,7813.304,7859.214,7904.81,7947.995,7987.249,8022.196,8053.254,8080.703,8105.05,8126.741,8145.817,8162.246,8176.354,8188.511,8199.064,8208.186,8216.005,8222.743,8228.616,8233.792,8238.41,8242.592,8246.402,8249.908,8253.141,8256.176,8259.038,8261.762,8264.361,8266.853,8269.227,8271.461,8273.46,8275.053,8276.133,8276.662,8276.639,8275.978,8274.603,8272.466,8269.575,8265.942,8261.571,8256.466,8250.655,8244.177,8237.128,8229.722,8222.163,8214.663,8207.349,8200.316,8193.708,8187.689,8182.402,8177.929,8174.36,8171.851,8170.59,8170.698,8172.242,8175.198,8179.474,8184.933,8191.445,8198.92,8207.329,8216.63,8226.776,8237.712,8249.311,8261.424,8273.853,8286.344,8298.64
Macau,196,200,201,199,195,189,183,177,172,168,168,170,176,184,194,203,213,223,233,241,246,249,249,247,244,242,239,237,235,235,238,243,251,261,272,284,296,308,321,333,344,354,362,370,378,386,394,402,410,419,428,438,449,460,471,483,493,504,514,525,537,549,563,576,589,601,612.167,622.567,632.418,642.09,651.875,661.838,671.858,681.876,691.748,701.381,710.768,719.928,728.851,737.513,745.908,754.011,761.85,769.424,776.756,783.877,790.784,797.489,804.016,810.408,816.675,822.835,828.901,834.885,840.815,846.711,852.577,858.409,864.203,869.922,875.543,881.078,886.517,891.846,897.082,902.195,907.196,912.081,916.841,921.456,925.947,930.292,934.501,938.57,942.512,946.33,950.027,953.615,957.079,960.432,963.666,966.784,969.808,972.741,975.587,978.37,981.104,983.788,986.426,988.992,991.499,993.933,996.335,998.709,1001.109,1003.558,1006.066,1008.628,1011.292,1014.085,1017.02,1020.111,1023.344,1026.715,1030.182,1033.753,1037.394,1041.095,1044.823,1048.569,1052.336
Taiwan,7623,7893,8164,8440,8725,9022,9332,9655,9992,10341,10702,11072,11452,11842,12242,12650,13068,13492,13913,14317,14693,15038,15355,15651,15941,16233,16529,16826,17125,17423,17717,18009,18299,18584,18862,19130,19387,19634,19870,20096,20312,20519,20717,20903,21074,21229,21364,21484,21595,21712,21840,21985,22143,22306,22462,22603,22725,22833,22929,23017,23102,23185,23264,23340,23414,23486,23556.706,23626.456,23694.089,23758.247,23817.905,23872.68,23922.727,23968.059,24008.872,24045.238,24076.884,24103.448,24124.746,24140.587,24150.708,24155.057,24153.232,24144.28,24127.012,24100.534,24064.633,24019.489,23965.194,23902.035,23830.334,23750.229,23662.065,23566.775,23465.522,23359.293,23248.622,23133.855,23015.549,22894.279,22770.537,22644.734,22517.191,22388.274,22258.223,22127.286,21995.678,21863.549,21730.931,21597.772,21464.033,21329.807,21195.113,21059.813,20923.64,20786.44,20648.273,20509.236,20369.272,20228.309,20086.382,19943.63,19800.309,19656.81,19513.582,19371.065,19229.521,19089.287,18951.057,18815.663,18683.773,18555.716,18431.649,18311.762,18196.244,18085.164,17978.705,17876.875,17779.436,17686.02,17596.32,17510.202,17427.616,17348.574,17273.13,17201.216,17132.704,17067.389,17004.936,16944.934,16886.866
Japan,82802,84316,85659,86869,87980,89018,90004,90954,91878,92782,93674,94561,95459,96390,97380,98447,99595,100820,102120,103492,104926,106425,107977,109533,111030,112423,113690,114839,115890,116878,117827,118743,119616,120438,121200,121894,122520,123083,123595,124069,124516,124940,125341,125718,126063,126375,126654,126903,127127,127336,127534,127724,127903,128068,128214,128336,128433,128505,128551,128567,128552,128505,128426,128313,128163,127975,127748.513,127484.45,127185.332,126854.745,126495.647,126109.475,125696.763,125258.6,124795.916,124309.808,123801.486,123272.528,122724.751,122160.142,121580.505,120987.465,120382.187,119765.44,119137.707,118499.79,117852.825,117198.468,116538.74,115875.93,115212.067,114548.214,113885.455,113225.711,112571.117,111923.238,111282.691,110649.523,110023.889,109405.677,108794.446,108190.314,107592.366,106997.864,106403.191,105805.496,105204.044,104598.757,103988.291,103371.344,102747.177,102115.62,101477.467,100834.469,100189.045,99543.48,98899.033,98256.958,97619.59,96989.549,96369.242,95759.712,95162.396,94580.594,94018.096,93477.602,92960.604,92466.653,91993.893,91539.348,91100.643,90677.058,90268.634,89874.529,89493.912,89125.918,88769.804,88424.653,88089.287,87762.433,87442.977,87130.095,86823.188,86521.837,86225.661,85934.292,85647.302,85364.207,85084.448,84807.399,84532.388
