Country,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,237,36,251,90,8,119,115,371,2,109,56,3,124.5,246,243,49,42.5,36,1,33.6667,66.3333,99,25,10,10,13,534,376
Algeria,,,,,,15,51,150.5,250,143,3,4.7143,6.4286,8.1429,9.8571,11.5714,13.2857,15,16.7143,18.4286,20.1429,21.8571,23.5714,25.2857,27,,,
Bangladesh,1,2,12,1,31,6,8,8,11,16,13,90,58,1,1,2,9.5,17,14,11,8,3,2.5,2,44,2,2,
Bolivia,,,,,,,,,,2,26,50,,,,,,,,,,,,,,,,
Brazil,,,,,13,28,40,12,32,13,55,33,74,61,43,86,20,22,36,13,40,4,31,11,4,1,,
Burundi,,,,,,,,,214,176,138,100,81,62,43,54,53.3333,52.6667,52,,,,,,,,,
Cameroon,,,50,25,47,34,38.25,42.5,46.75,51,,,,,,,,,,,,,,,,,,
Canada,,,,,,3,24,2,2,27,11,23,1,,,,,,,,,,,,,,,
"Central African Republic",,,,,,,,,,,,,,,,,,,4,19,34,49,64,196,328,998,258,199
Chad,,,,,,,,,,,,72,95.6667,119.3333,143,166.6667,190.3333,214,126,112.4444,98.8889,85.3333,71.7778,58.2222,44.6667,31.1111,17.5556,4
China,,,,,,,,,,,,,,,,,,,,,187,,,,,,,
Colombia,,41,42.3333,43.6667,45,49.75,54.5,59.25,64,189,147,300,513,581,108,261,190,5,,,,,,,,,,
Comoros,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
Djibouti,,,15,15.5,16,16.5,17,,,,,,,,,,,,,,,,,,,,,
"Congo (Kinshasa)",,,,,3208,146,465,127,153,326,1691,943,558,2969,923,67,56,45,34,87,10,27,44,244,115,150,5,214
Ecuador,,,,,,,,,,,,,2,14,26,,,,,,,,,,,,,
Egypt,,,,,,,6,5.4,4.8,4.2,3.6,3,2.5,2,1.5,1,1.5,2,2,2,1,16,31,75,130,41,21,1
Ethiopia,16,97,178,852,71,535.5,1000,13,6,766,57,409,348,724,532,181,183,360,88,260,75,1,15,247,229.75,212.5,195.25,178
Georgia,,,,,,,,,26,38,,,,,,,,,,,,,,,,,,
Ghana,,,30,63,2,2004,155,130,105,80,55,30,50,36,39.1667,42.3333,45.5,48.6667,51.8333,55,8,1,,,,,,
Guatemala,,,,,,,,,,,,,5,17.75,30.5,43.25,56,51,46,41,1,4.1667,7.3333,10.5,13.6667,16.8333,20,
Guinea,,,,,,,,,,,,31,30.4545,29.9091,29.3636,28.8182,28.2727,27.7273,27.1818,26.6364,26.0909,25.5455,25,61.5,98,,,
Haiti,,,40,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,,,,,,,,,,,9,6,3.5,1,24,2,6,10,14,18,38,58,18,18,19.5,21,15.5,10
India,561,1878,105,470,428,59,96,185,206,161,30,112,67,64,89,7,36,90,77,87,76,3,38,140,79,3,9,
Indonesia,,,,,,,,,361,518.5,676,493,507,26,37.5,49,43,37,31,25,19,13,7,,,,,
