Country,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Afghanistan,,,,,,,,,,,,,,,,,4.53,7.005,9.48,9.48,6.33,6.35,6.37,6.39,6.41,6.58,,
Albania,,,,,,,,,,15.2,14.15,13.1,12.05,11.6,8.66,8.44,7.49,7.36,6.72,5.99,1.43,4.72,4.82,0.89,0.7,0.74,0.67,0.66
Algeria,,,,,,18.83,19,19.17,19.34,19.51,18.68,18.2167,17.7533,17.29,13.05,12.49,11.52,10.55,10.1,9.95,9.6,9.48,9.116,8.752,8.388,8.024,7.66,7.66
Angola,,,,,,,,,,,,,,,5.87,5.21,4.55,5.06,5.18,5.565,5.95,6.6,6.33,6.38,6.65,6.39,9.75,7.82
"Antigua and Barbuda",,,,,,,,,25.08,24.1167,23.1533,22.19,15.39,12.49,12.49,13.92,13.91,13.91,11.65,13.72,12.95,14.08,14.83,14.83,14.17,14.31,14.06,14.17
Argentina,,,,,13.73,13.58,11.3,9.02,14.34,14.92,16.49,12.01,11.33,10.01,13.12,14.05,6.5,5.74,6.09,6.39,6.1,6.6,6.8,6.79,7.2,7.67,8.08,8.61
Armenia,,,,,,,,,,,,,,1.55,1.655,1.76,2.09,1.9,2.01,2.24,2.44,2.18,2.46,2.89,2.88,2.76,2.87,3.37
Aruba,,,,,,,,,,,,,,,,,,,,,,,,10.93,10.95,10.95,11.02,11.09
Australia,,,,10.56,10.355,10.15,9.96,9.77,9.58,10.08,9.93,9.31,4.57,4.35,4.29,4.39,4.36,3.6,3.04,3.1,3.07,3.7,2.39,2.36,2.38,2.44,2.49,2.31
Austria,4.32,4.57,5.99,5.39,4.78,4.47,4.96,5.3,3.14,2.87,2.86,3.1,2,2.64,2.07,1.98,1.82,2.15,2.24,2.15,1.63,1.65,2.24,1.54,1.51,1.48,2.12,2.11
Azerbaijan,,,,,,,,,,,,,,,6.99,6.6433,6.2967,5.95,5.005,4.06,4.01,4.42,4.255,4.09,4.83,4.83,5.21,5.2
Bahamas,,,,,,,,,,,,32.1,31.2233,30.3467,29.47,29.52,29.57,29.62,29.67,30.085,30.5,30.915,31.33,31.55,28.475,25.4,28.34,27.64
Bahrain,,,,,,,,,,,,9.6,9.6,10.02,5.06,4.95,4.96,4.18,3.91,3.34,3.46,3.24,4.32,3.14,3.14,3.89,3.79,2.88
Bangladesh,,112.12,107.07,102.02,96.97,91.92,86.87,73.37,59.87,46.37,32.87,19.37,19.09,18.74,19.53,19.45,16.84,30,30.1,10.85,9.88,13.4,12.7,12.43,14.46,13.89,13.57,13.25
Barbados,,,,,,,,,25.58,24.5467,23.5133,22.48,21.62,14.84,14.34,14.93,12.82,13.495,14.17,12.26,12.6167,12.9733,13.33,13.79,13.87,12.48,,
Belarus,,,,,,,,,10.54,11.24,10.5967,9.9533,9.31,9.37,10.4,9.4267,8.4533,7.48,6.5067,5.5333,4.56,4.94,3.73,3.81,3.76,4.17,3.11,2.6
Belgium,4.32,4.57,5.99,5.39,4.78,4.47,4.96,5.3,3.14,2.87,2.86,3.1,2,2.64,2.07,1.98,1.82,2.15,2.24,2.15,1.63,1.65,2.24,1.54,1.51,1.48,2.12,2.11
Belize,,,,,,,,,18.84,18.0833,17.3267,16.57,13.875,11.18,10.95,10.79,11.0133,11.2367,11.46,10.97,10.56,13.06,13.06,10.21,9.65,10.57,10.56,11.48
Benin,,,,,,,,,,,,,,12.44,12.47,12.62,12.96,13.78,12.47,17.37,11.32,11,11.15,16.5,16.4,16.54,9.89,14.42
Bermuda,,,,,,,,,,,,,,,,,,,,18.73,19.26,18.86,18.75,17.19,16.72,16.69,17.35,16.92
Bhutan,,,,,,,,,16.75,16.5183,16.2867,16.055,15.8233,15.5917,15.36,15.575,15.79,15.76,9.18,2.6,2.7038,2.8075,2.9113,3.015,3.1188,3.2225,3.3263,3.43
Bolivia,,,,,,9.3,9.94,9.37,9.12,9.12,8.86,8.88,8.15,8.61,8.98,8.12,5.57,5.63,4.33,4.28,4.21,4.02,5.58,4.63,4.33,4.33,4.61,5.01
"Bosnia and Herzegovina",,,,,,,,,,,,,,4.98,5.498,6.016,6.534,7.052,7.57,6.32,6.14,2.47,2.27,1.96,1.94,1.93,2.11,1.41
Botswana,,,,,,,,,,,,,,1.06,1.27,1.255,1.24,1.08,1.19,1.19,1.15,1.12,1.05,1.46,4.26,0.65,0.77,0.71
Brazil,,37.96,28.7,23.63,21.11,16.62,16.17,12.8,16.36,16.49,18.04,14.55,14.94,12.38,12.04,11.65,10.05,9.38,9.04,9.13,9.12,9.53,9.99,10.36,10.1,12.8,10.26,10.26
Brunei,,,,,4.45,4.7838,5.1175,5.4513,5.785,6.1188,6.4525,6.7863,7.12,10.34,10.29,12.03,4.99,4.87,4.35,4.17,1.8,1.76,3.21,1.28,1.0633,0.8467,0.63,
Bulgaria,4.32,4.57,5.99,5.39,4.78,4.47,4.96,5.3,3.14,2.87,2.86,3.1,2,2.64,2.07,1.98,1.82,2.15,2.24,2.15,1.63,1.65,2.24,1.54,1.51,1.48,2.12,2.11
"Burkina Faso",,,,,,20.36,19.2513,18.1425,17.0338,15.925,14.8163,13.7075,12.5988,11.49,11.52,11.32,11.37,11.05,9.09,9.19,9.34,9.19,9.27,9.19,8.82,8.82,8.61,8.12
Burundi,,,,,,,,,,,,,,,16.73,16.79,18.265,19.74,15.89,11.51,11.29,10.32,6.21,6.07,5.91,5,4.9,5.33
"Cape Verde",,,,,,,,,,,,,,,,,,13.48,12.8,10.45,11.92,11.78,10.22,9.85,9.79,11.22,10.81,10.4
Cambodia,,,,,,,,,,,,,,16.73,16.63,16.67,13.66,10.65,10.27,9.83,9.58,9.65,9.72,8.95,9.26,6.675,4.09,
Cameroon,,,,,,,13.8,13.49,13.4867,13.4833,13.48,13.4767,13.4733,13.47,13.55,14.69,14.69,15.07,14.33,15.5,15.85,15.26,15.39,14.24,14.12,15.7,15.65,
Canada,,6.75,6.0475,5.345,4.6425,3.94,5.255,6.57,5.34,1.58,0.96,0.87,0.9,1.05,0.99,1.01,1,1.01,1.06,1.12,1.16,1.23,1.03,1.01,0.97,0.99,0.94,1.11
"Central African Republic",,,,,,,,13.16,13.16,13.16,13.77,14.38,14.99,15.6,14.96,29.82,29.82,29.84,29.83,14.07,14.07,14.07,14.07,12.98,15.13,13.07,13.41,13.75
Chad,,,,,,,,13.42,13.42,13.42,13.0625,12.705,12.3475,11.99,13.52,12.48,10.53,11.77,12.54,12.47,13.61,13.42,14.27,14.37,13.935,13.5,13.385,13.27
Chile,,,,,10.94,10.93,10.92,10.57,10.765,10.96,10.93,9.94,9,8,6.94,5.68,4.53,4.45,2.44,2.92,2.09,1.85,2.02,1.98,1.74,5.85,3.245,0.64
China,,,,,36.41,33.28,30.72,24.575,18.43,14.85,14.8,14.03,13.74,13.04,7.92,6.67,5.88,5.34,4.5,4.65,4.6,4.5,4.69,4.83,4.62,4.41,4.2,4.05
Colombia,,,,6.22,10.46,10.995,11.53,11.98,10.87,11.05,10.535,10.02,10.54,10.32,10.87,10.63,9.62,9.59,8.88,8.89,8.75,8.32,9.12,5.55,4.58,4.58,4.32,
Comoros,,,,,,,,,,,,,,,,,,,,,5.75,6.915,8.08,8.08,5.48,7.03,10.49,5.38
"Congo (Kinshasa)",,,,,,,,,,,,,,,,12.96,12.6567,12.3533,12.05,11.37,11.24,12.2,11.57,11.1525,10.735,10.3175,9.9,
"Congo (Brazzaville)",,,,,,,14.6,15.4067,16.2133,17.02,15.6025,14.185,12.7675,11.35,11.35,11.25,11.25,11.4,11.25,14.05,15.65,14.99,15.71,14.72,15.055,15.39,15.34,9.94
"Costa Rica",,,,,,,,8.04,6.915,5.79,4.665,3.54,3.17,3.71,3.59,3.04,3.57,3.65,2.99,3.33,2.91,1.75,2.23,2.44,2.14,2.21,2.11,
"Ivory Coast",,,,,,22.59,19.3767,16.1633,12.95,12.116,11.282,10.448,9.614,8.78,9.62,9.48,9.25,8.82,9.45,9.86,9.86,9.45,8.74,9.38,9.21,9.21,7.87,9.51
Croatia,,,,,,,,,,,,,,4.69,4.57,1.98,0.71,0.75,0.75,0.8,0.85,0.9,0.97,1.03,1.07,0.39,,
Cuba,,,,,,13.02,12.375,11.73,11.085,10.44,10.5033,10.5667,10.63,11.14,10.9,11.15,10.13,9.34,9.48,9.48,9.4,10.06,9.74,9.45,9.51,9.01,8.86,8.71
Cyprus,4.32,4.57,5.99,5.39,4.78,4.47,4.96,5.3,3.14,2.87,2.86,3.1,2,2.64,2.07,1.98,1.82,2.15,2.24,2.15,1.63,1.65,2.24,1.54,1.51,1.48,2.12,2.11
"Czech Republic",4.32,4.57,5.99,5.39,4.78,4.47,4.96,5.3,3.14,2.87,2.86,3.1,2,2.64,2.07,1.98,1.82,2.15,2.24,2.15,1.63,1.65,2.24,1.54,1.51,1.48,2.12,2.11
Denmark,4.32,4.57,5.99,5.39,4.78,4.47,4.96,5.3,3.14,2.87,2.86,3.1,2,2.64,2.07,1.98,1.82,2.15,2.24,2.15,1.63,1.65,2.24,1.54,1.51,1.48,2.12,2.11
Djibouti,,,,,,,,,,,,,,,32.92,31.6733,30.4267,29.18,31.23,27.2333,23.2367,19.24,19.66,20.08,20.08,19.85,19.62,
Dominica,,,,,,,,,18.71,17.9567,17.2033,16.45,15,11.22,12.5,12.03,11.06,10.09,9.12,9.34,10.03,10.72,11.41,9.95,9.88,10.16,10.99,11.82
"Dominican Republic",,,,,,,,,,13.79,15.0467,16.3033,17.56,8.69,9.24,9.04,8.93,9.19,8.2,7.23,5.52,6.395,7.27,7.29,7.28,7.54,7.325,7.11
Ecuador,,,,,,8.35,11.72,11.38,11.37,11.03,10.9,11.34,10.07,11.78,10.82,10.49,9.84,9.68,7.21,7.14,6.18,5.19,7.08,5.1,5.18,5.865,6.55,6.87
Egypt,,,,,,,,22.36,20.77,19.18,17.59,18.785,19.98,20.1,18.76,17.66,12.13,10.67,11.56,9.83,9.35,8.66,10.9,9.97,9.99,9.55,8.94,8.43
"El Salvador",,,,,,,,8.72,7.765,6.81,5.6,5.775,5.95,6.28,4.65,6.32,4.38,7.37,4.6,5.5,3.42,2.37,3.6,3.76,2.42,2.15,1.78,1.77
"Equatorial Guinea",,,,,,,,,,,13.59,13.3633,13.1367,12.91,14.18,14.2333,14.2867,14.34,14.44,14.54,,,,,,,,
Eritrea,,,,,,,,,,,,,,,7.44,7.38,7.32,7.26,7.2,,,,,,,,,
Estonia,4.32,4.57,5.99,5.39,4.78,4.47,4.96,5.3,3.14,2.87,2.86,3.1,2,2.64,2.07,1.98,1.82,2.15,2.24,2.15,1.63,1.65,2.24,1.54,1.51,1.48,2.12,2.11
Ethiopia,,,,,,,,18.06,17.5833,17.1067,16.63,16.1533,15.6767,15.2,15.7,15.2725,14.845,14.4175,13.99,13.11,12.23,12.24,12.54,12.99,12.48,12.7033,12.9267,13.15
Fiji,,,,,,,,,,,,,,,,9.11,10.1,9.455,8.81,9.79,10.67,12.46,12.26,11.56,11.42,12.03,,
Finland,4.32,4.57,5.99,5.39,4.78,4.47,4.96,5.3,3.14,2.87,2.86,3.1,2,2.64,2.07,1.98,1.82,2.15,2.24,2.15,1.63,1.65,2.24,1.54,1.51,1.48,2.12,2.11
France,4.32,4.57,5.99,5.39,4.78,4.47,4.96,5.3,3.14,2.87,2.86,3.1,2,2.64,2.07,1.98,1.82,2.15,2.24,2.15,1.63,1.65,2.24,1.54,1.51,1.48,2.12,2.11
"French Polynesia",,,,,,,,,,,,,,,,,,,,,4.81,5.31,5.35,5.39,5.04,4.95,4.95,6.33
Gabon,,,,,,,,15.12,14.8,14.48,14.16,13.67,13.18,15.05,13.49,15.69,15.69,15.37,14.665,13.96,14.3,14.41,14.6,14.79,15.44,14.53,14.255,13.98
Gambia,,,,,,,,,,,,,,,,11.86,13.2425,14.625,16.0075,17.39,16.97,15.96,13.01,12.88,12.88,13.45,,
Georgia,,,,,,,,,,,,8.26,8.305,8.35,8.39,6.81,6.29,5.67,4.84,0.06,0.12,0.02,0.04,0.42,0.42,0.43,0.295,0.16
Germany,4.32,4.57,5.99,5.39,4.78,4.47,4.96,5.3,3.14,2.87,2.86,3.1,2,2.64,2.07,1.98,1.82,2.15,2.24,2.15,1.63,1.65,2.24,1.54,1.51,1.48,2.12,2.11
