Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,,,,,,,,,,,,,,,,,,,
Malaysia,,,,,,,,,,,,7000000,6909090.9091,6818181.8182,6727272.7273,6636363.6364,6545454.5455,6454545.4545,6363636.3636,6272727.2727,6181818.1818,6090909.0909,6000000,5400000,4800000,4200000,3600000,3000000,3666666.6667,4333333.3333,5000000,5666666.6667,6333333.3333,7000000,7666666.6667,8333333.3333,9000000,9666666.6667,10333333.3333,11000000,11285714.2857,11571428.5714,11857142.8571,12142857.1429,12428571.4286,12714285.7143,13000000,13285714.2857,13571428.5714,13857142.8571,14142857.1429,14428571.4286,14714285.7143,15000000,15000000,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,2000000,37000000,72000000,17000000,11000000,5000000,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,36000000,108000000,99000000,79000000,93000000,99000000,79000000,95000000,350000000,111000000,5000000,161000000,133000000,205000000,82000000,147000000,293000000,446000000,234000000,244000000,619000000,804000000,664000000,465000000,366000000,184000000,352000000,512000000,763000000,558000000,416000000,455000000,365000000,455000000,627000000,473000000,499000000,614000000,624000000,359000000,284000000,203000000,233000000,331000000,204000000,505000000,1146000000,1213000000,446000000,495000000,371000000,546000000,858000000,374000000,631000000,461000000,471000000,1048000000,438000000,285000000
Norway,38000000,31500000,25000000,55000000,67000000,65000000,80000000,140000000,65000000,53000000,30500000,8000000,31000000,10000000,9000000,8000000,8000000,8000000,93000000,161000000,158000000,278000000,68000000,35000000,38500000,42000000,29000000,54000000,34000000,127000000,85000000,170000000,75000000,51000000,64000000,21000000,4000000,19000000,3000000,5000000,3000000,42000000,92000000,101000000,66000000,6000000,17000000,65000000,118000000,155000000,159000000,151000000,172000000,175000000,164000000,212000000,122000000,153000000,58000000,32000000
"New Zealand",,,,,,,,1000000,1000000,1200000,1400000,1600000,1800000,2000000,5000000,3000000,2666666.6667,2333333.3333,2000000,1666666.6667,1333333.3333,1000000,2000000,6000000,10000000,7000000,11500000,16000000,20500000,25000000,29500000,34000000,4000000,3500000,3000000,2600000,2200000,1800000,1400000,1000000,1000000,1000000,1000000,1000000,1000000,10250000,19500000,28750000,38000000,47250000,56500000,65750000,75000000,50333333.3333,25666666.6667,1000000,6000000,4000000,6000000,
Oman,,,,,,,,,,,,,,,,,,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,4789473.6842,4578947.3684,4368421.0526,4157894.7368,3947368.4211,3736842.1053,3526315.7895,3315789.4737,3105263.1579,2894736.8421,2684210.5263,2473684.2105,2263157.8947,2052631.5789,1842105.2632,1631578.9474,1421052.6316,1210526.3158,1000000,1500000,2000000,2500000,3000000,3500000,4000000,4500000,5000000,5500000,6000000,6500000,7000000,,
Pakistan,,,,,,,,6000000,5250000,4500000,3750000,3000000,4333333.3333,5666666.6667,7000000,8333333.3333,9666666.6667,11000000,12333333.3333,13666666.6667,15000000,30000000,30000000,25857142.8571,21714285.7143,17571428.5714,13428571.4286,9285714.2857,5142857.1429,1000000,82000000,3000000,2666666.6667,2333333.3333,2000000,2166666.6667,2333333.3333,2500000,2666666.6667,2833333.3333,3000000,1000000,9000000,8000000,9000000,24000000,4000000,2500000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3000000,2000000,1000000
Panama,,,,,,,,,,,,,,,,,,,,2000000,1975000,1950000,1925000,1900000,1875000,1850000,1825000,1800000,1775000,1750000,1725000,1700000,1675000,1650000,1625000,1600000,1575000,1550000,1525000,1500000,1475000,1450000,1425000,1400000,1375000,1350000,1325000,1300000,1275000,1250000,1225000,1200000,1175000,1150000,1125000,1100000,1075000,1050000,1025000,1000000
Peru,,,,,,,,,,,,,,,,,,,,,,,53000000,50947368.4211,48894736.8421,46842105.2632,44789473.6842,42736842.1053,40684210.5263,38631578.9474,36578947.3684,34526315.7895,32473684.2105,30421052.6316,28368421.0526,26315789.4737,24263157.8947,22210526.3158,20157894.7368,18105263.1579,16052631.5789,14000000,11000000,8000000,5000000,,,,,,,,,,,,,,,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,1142857.1429,1285714.2857,1428571.4286,1571428.5714,1714285.7143,1857142.8571,2000000,2142857.1429,2285714.2857,2428571.4286,2571428.5714,2714285.7143,2857142.8571,3000000,3142857.1429,3285714.2857,3428571.4286,3571428.5714,3714285.7143,3857142.8571,4000000,,,,,,,,,,,,
Poland,5000000,5000000,12000000,111000000,237000000,234000000,319000000,309000000,288000000,323000000,268000000,274000000,272000000,158000000,232000000,299000000,406000000,382000000,317000000,229000000,207000000,346000000,211000000,115000000,90000000,130000000,265000000,222000000,232000000,20000000,105000000,55000000,56000000,93500000,131000000,175000000,46000000,21000000,1000000,64000000,47000000,81000000,56000000,81000000,47000000,18000000,282000000,163000000,73000000,75000000,28000000,8000000,24000000,142000000,24000000,3000000,5000000,15000000,21000000,
"North Korea",,,,,,,,,,,,,,,8000000,12000000,14000000,16000000,18000000,20000000,29000000,5000000,148000000,250000000,88000000,57000000,65000000,212000000,189000000,58000000,4000000,113000000,131000000,137000000,24000000,41000000,47000000,47000000,81000000,55000000,58000000,73000000,162000000,134000000,47000000,20000000,20000000,20000000,20000000,26000000,5000000,4000000,3000000,2000000,1000000,,,,,
Portugal,,,,,,,,2000000,2250000,2500000,2750000,3000000,4000000,5000000,11000000,105000000,21000000,12500000,4000000,4000000,2000000,1666666.6667,1333333.3333,1000000,1000000,1000000,1000000,1000000,36000000,71000000,53500000,36000000,18500000,1000000,7533333.3333,14066666.6667,20600000,27133333.3333,33666666.6667,40200000,46733333.3333,53266666.6667,59800000,66333333.3333,72866666.6667,79400000,85933333.3333,92466666.6667,99000000,46000000,40400000,34800000,29200000,23600000,18000000,7000000,172000000,56000000,3000000,3000000
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000,34833333.3333,29666666.6667,24500000,19333333.3333,14166666.6667,9000000,8000000,7000000,6000000,5000000,4000000,3000000,2000000,2083333.3333,2166666.6667,2250000,2333333.3333,2416666.6667,2500000,2583333.3333,2666666.6667,2750000,2833333.3333,2916666.6667,3000000,11000000
Romania,,,,,,,,,,,,6000000,9000000,9000000,1000000,7500000,14000000,20500000,27000000,44000000,48000000,30000000,91000000,101000000,173000000,99000000,28000000,35000000,52000000,25000000,7000000,5000000,14000000,16000000,29000000,9000000,4000000,11000000,2000000,19000000,3000000,10000000,17000000,24000000,13500000,3000000,8000000,32000000,17000000,2000000,1000000,54500000,108000000,108000000,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2605000000,3439000000,1475000000,3891000000,3571000000,3347000000,2040000000,4264000000,4503000000,5291000000,5746000000,5169000000,6288000000,5229000000,5159000000,5535000000,6253000000,5066000000,6275000000,8730000000,8261000000,7986000000,5527000000,5990000000,6841000000,6015000000,6506000000,4718000000
"Saudi Arabia",,,,,,,,4000000,3000000,2750000,2500000,2250000,2000000,4200000,6400000,8600000,10800000,13000000,18000000,23000000,28000000,33000000,23000000,13000000,3000000,4000000,5000000,6000000,7000000,8000000,9000000,10000000,11000000,12000000,8333333.3333,4666666.6667,1000000,2700000,4400000,6100000,7800000,9500000,11200000,12900000,14600000,16300000,18000000,13750000,9500000,5250000,1000000,62000000,47250000,32500000,17750000,3000000,,,,
Sudan,,,,,,,,1000000,1157894.7368,1315789.4737,1473684.2105,1631578.9474,1789473.6842,1947368.4211,2105263.1579,2263157.8947,2421052.6316,2578947.3684,2736842.1053,2894736.8421,3052631.5789,3210526.3158,3368421.0526,3526315.7895,3684210.5263,3842105.2632,4000000,4259259.2593,4518518.5185,4777777.7778,5037037.037,5296296.2963,5555555.5556,5814814.8148,6074074.0741,6333333.3333,6592592.5926,6851851.8519,7111111.1111,7370370.3704,7629629.6296,7888888.8889,8148148.1481,8407407.4074,8666666.6667,8925925.9259,9185185.1852,9444444.4444,9703703.7037,9962962.963,10222222.2222,10481481.4815,10740740.7407,11000000,,,,,,
Senegal,,,,,,,,,,,,,,,,,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,2000000,5750000,9500000,13250000,17000000,21333333.3333,25666666.6667,30000000,72000000,43500000,15000000,20000000,25000000,91000000,87666666.6667,84333333.3333,81000000,25000000,87000000,44000000,3000000,3000000,11000000,30000000,35333333.3333,40666666.6667,46000000,23000000,11000000,11000000,7500000,4000000,34500000,65000000,58200000,51400000,44600000,37800000,31000000,25000000,13000000,76000000,1000000,2000000,48000000,47000000,,,
"El Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000,5000000,6500000,8000000,9500000,11000000,9800000,8600000,7400000,6200000,5000000,5000000,45000000,1000000,31000000,4000000,11000000,11000000,10000000,35000000,23000000,2000000,27000000,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173000000,37000000,97000000,59000000,55000000,10000000,125000000,37000000,53000000,32000000,39000000,46000000,26500000,7000000,22000000,8000000,7000000,6000000,5000000,4000000,1000000,8000000,3000000,18000000,22000000,12000000,
Sweden,38000000,45000000,44000000,13000000,22000000,32000000,56000000,55000000,60000000,36000000,262000000,550000000,138000000,15000000,75000000,122000000,70000000,53000000,54000000,263000000,158000000,130000000,125000000,117000000,224000000,209000000,317000000,233000000,515000000,403000000,231000000,156000000,149000000,103000000,111000000,196000000,347000000,102000000,336000000,386000000,359000000,895000000,163000000,515000000,294000000,534000000,390000000,336000000,453000000,409000000,659000000,694000000,478000000,388000000,336000000,175000000,261000000,82000000,159000000,206000000
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,,,,,,,,,,,,,,,,,,,,,,,,
Syria,,,,,,,,,,,17000000,13250000,9500000,5750000,2000000,2000000,27142857.1429,52285714.2857,77428571.4286,102571428.571,127714285.714,152857142.857,178000000,46000000,1000000,29000000,31000000,23000000,15000000,21250000,27500000,33750000,40000000,40000000,37153846.1538,34307692.3077,31461538.4615,28615384.6154,25769230.7692,22923076.9231,20076923.0769,17230769.2308,14384615.3846,11538461.5385,8692307.6923,5846153.8462,3000000,8666666.6667,14333333.3333,20000000,20000000,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000,7000000,50000000,93000000,83900000,74800000,65700000,56600000,47500000,38400000,29300000,20200000,11100000,2000000,2000000,,
Turkey,,,,,,,,,,,,,,,,,,,,,23000000,11000000,10428571.4286,9857142.8571,9285714.2857,8714285.7143,8142857.1429,7571428.5714,7000000,6428571.4286,5857142.8571,5285714.2857,4714285.7143,4142857.1429,3571428.5714,3000000,3000000,3000000,3000000,43000000,19000000,5000000,26000000,42000000,28000000,23000000,82000000,66000000,111000000,63000000,72000000,86000000,143000000,156000000,165000000,248000000,232000000,171000000,265000000,245000000
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000000,82000000,236000000,167000000,256000000,558000000,708000000,732000000,270000000,511000000,310000000,306000000,199000000,291000000,531000000,644000000,392000000,433000000,485000000,570000000,1501000000,674000000,622000000,343000000,486000000,307000000,195000000,91000000
Uruguay,6000000,5875000,5750000,5625000,5500000,5375000,5250000,5125000,5000000,4875000,4750000,4625000,4500000,4375000,4250000,4125000,4000000,3875000,3750000,3625000,3500000,3375000,3250000,3125000,3000000,2875000,2750000,2625000,2500000,2375000,2250000,2125000,2000000,1875000,1750000,1625000,1500000,1375000,1250000,1125000,1000000,,,,,,,,,,,,,,,,,,,
"United States",6056000000,6404000000,5928000000,9017000000,12237000000,11151000000,8413000000,7256000000,8449000000,11770000000,9011000000,11720000000,10787000000,12033000000,12780000000,15680000000,15662000000,14387000000,14083000000,9721000000,10732000000,13611000000,14015000000,13947000000,11887000000,10815000000,11651000000,12252000000,11898000000,11347000000,10733000000,12489000000,14118000000,13856000000,11526000000,11218000000,10878000000,14531000000,15733000000,11562000000,7577000000,5606000000,4947000000,5659000000,6843000000,6770000000,7521000000,7832000000,6797000000,6870000000,8033000000,8988000000,9074000000,7508000000,9608000000,9963000000,9855000000,12050000000,10414000000,10752000000
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252000000,126000000,4000000,55250000,106500000,157750000,209000000,209000000,209000000,165250000,121500000,77750000,34000000,68000000,,,
Venezuela,,,,,,,,,,17000000,16333333.3333,15666666.6667,15000000,14333333.3333,13666666.6667,13000000,12586206.8966,12172413.7931,11758620.6897,11344827.5862,10931034.4828,10517241.3793,10103448.2759,9689655.1724,9275862.069,8862068.9655,8448275.8621,8034482.7586,7620689.6552,7206896.5517,6793103.4483,6379310.3448,5965517.2414,5551724.1379,5137931.0345,4724137.931,4310344.8276,3896551.7241,3482758.6207,3068965.5172,2655172.4138,2241379.3103,1827586.2069,1413793.1034,1000000,4000000,7000000,5000000,3000000,40000000,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000,11157894.7368,11315789.4737,11473684.2105,11631578.9474,11789473.6842,11947368.4211,12105263.1579,12263157.8947,12421052.6316,12578947.3684,12736842.1053,12894736.8421,13052631.5789,13210526.3158,13368421.0526,13526315.7895,13684210.5263,13842105.2632,14000000,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,6000000,10090909.0909,14181818.1818,18272727.2727,22363636.3636,26454545.4545,30545454.5455,34636363.6364,38727272.7273,42818181.8182,46909090.9091,51000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Africa",27000000,33000000,28166666.6667,23333333.3333,18500000,13666666.6667,8833333.3333,4000000,9000000,14000000,3000000,5000000,12000000,1000000,2000000,18000000,16000000,21750000,27500000,33250000,39000000,39000000,1000000,9000000,17000000,25000000,25000000,28000000,25000000,34666666.6667,44333333.3333,54000000,75000000,54000000,11000000,17000000,31000000,7000000,22000000,28000000,21000000,37000000,17000000,43000000,72000000,30000000,187000000,127000000,141000000,103000000,235000000,71000000,184000000,103000000,65000000,58000000,74000000,77000000,65000000,145000000
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,,,,,3000000,3027027.027,3054054.0541,3081081.0811,3108108.1081,3135135.1351,3162162.1622,3189189.1892,3216216.2162,3243243.2432,3270270.2703,3297297.2973,3324324.3243,3351351.3514,3378378.3784,3405405.4054,3432432.4324,3459459.4595,3486486.4865,3513513.5135,3540540.5405,3567567.5676,3594594.5946,3621621.6216,3648648.6486,3675675.6757,3702702.7027,3729729.7297,3756756.7568,3783783.7838,3810810.8108,3837837.8378,3864864.8649,3891891.8919,3918918.9189,3945945.9459,3972972.973,4000000,,,,,,,,,,,,,,,,,,
