Country,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Tajikistan,,,,,,,,,,,,,,,,,41.5,42.1,43.2,37.1,42.4,37.75,33.1,36.2,39.3,34.05,28.8,28.1667,27.5333,26.9,25.075,23.25,21.425,19.6,17.5,,
Turkmenistan,,,,,,,,,,,,,,,,,,28.1,26.5667,25.0333,23.5,21.9667,20.4333,18.9,18.0778,17.2556,16.4333,15.6111,14.7889,13.9667,13.1444,12.3222,11.5,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,55.7,54.8,55.4,56,56.6,57.2,57.35,57.5,56.05,54.6,53.15,51.7,,,,,,
Tonga,,,,2.2,2.4269,2.6538,2.8808,3.1077,3.3346,3.5615,3.7885,4.0154,4.2423,4.4692,4.6962,4.9231,5.15,5.3769,5.6038,5.8308,6.0577,6.2846,6.5115,6.7385,6.9654,7.1923,7.4192,7.6462,7.8731,8.1,,,,,,,
"Trinidad and Tobago",,,,,6.3,6.2231,6.1462,6.0692,5.9923,5.9154,5.8385,5.7615,5.6846,5.6077,5.5308,5.4538,5.3769,5.3,5.6545,6.0091,6.3636,6.7182,7.0727,7.4273,7.7818,8.1364,8.4909,8.8455,9.2,,,,,,,,
Tunisia,,,,,,18.5,17.7667,17.0333,16.3,15.5667,14.8333,14.1,13.3667,12.6333,11.9,13.5333,15.1667,16.8,15.5,14.2,12.9,11.6,10.3,9,9.1833,9.3667,9.55,9.7333,9.9167,10.1,9.8167,9.5333,9.25,8.9667,8.6833,8.4,
Turkey,,,,,,,,,,,23.6,22.64,21.68,20.72,19.76,18.8,18.2,17.6,17,16.4,15.8,15.2,14.525,13.85,13.175,12.5,12,11.5,11,10.5,10,9.2,8.4,7.6,6.8,6,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
Tanzania,,,,,,,,,49.9,49.84,49.78,49.72,49.66,49.6,49.1667,48.7333,48.3,47.52,46.74,45.96,45.18,44.4,44.16,43.92,43.68,43.44,43.2,42.1,35,36.2,37.4,34.7,34.5,33.6,32.7,31.8,
Uganda,,,,,,47.7,47.4143,47.1286,46.8429,46.5571,46.2714,45.9857,45.7,45.54,45.38,45.22,45.06,44.9,43.8167,42.7333,41.65,40.5667,39.4833,38.4,38.3333,38.2667,38.2,35.85,33.5,33.7,33.85,34,31.45,28.9,,,
Ukraine,,,,,,,,,,,,,,,,,,22.9,,,,,,,,,,,,,,,,,,,
Uruguay,,,,,21,20.3167,19.6333,18.95,18.2667,17.5833,16.9,16.2167,15.5333,14.85,14.1667,13.4833,12.8,13.4333,14.0667,14.7,15.8,13.9,12.8667,11.8333,10.8,10.775,10.75,10.725,10.7,,,,,,,,
"United States",,,,,,,,,3.2,3.21,3.22,3.23,3.24,3.25,3.26,3.27,3.28,3.29,3.3,3.275,3.25,3.225,3.2,3.075,2.95,2.825,2.7,2.5,2.3,2.1,2.25,2.4,2.95,3.5,,,
Uzbekistan,,,,,,,,,,,,,,39.5,37.0667,34.6333,32.2,29.7667,27.3333,24.9,23.575,22.25,20.925,19.6,18.8,18,17.2,16.4,15.6,14.8,14,13.2,12.4,11.6,10.8,,
Venezuela,,,,,7,10.8667,14.7333,18.6,18.2,18.3,17.4,17.9,18.9,19.3,19.9,19.2,18.3,17.4,17.3,17.6,17.7,17.1,16.2,16.2,15.6,14.6,13.4,,,,,,,,,,
Vietnam,,,,,,61.3,61.34,61.38,61.42,61.46,61.5,52.5,49.9,47.3,44.7,42.1,43.7,43.2,40.35,37.5,35.4,33.7,33.2,31.8,32.2,30.5,26.6,22.7,27.5,26.7,25.9,24.9,24.6,24.3,23.8,,
Vanuatu,,,,,,,,,,,,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,26.2333,26.7667,27.3,27.8333,28.3667,28.9,,,,,,
Samoa,,,,,,,,,,,,,,,,,6.4,6.3,6.2,6.1,6,5.9,5.8,5.7,5.6,5.5,5.4,5.3,5.2,5.1,5,4.9,,,,,
Yemen,,,,,,,,,50.4,50.4,50.4,50.4,50.4,50.4,55.2,55.55,55.9,56.25,56.6,56.95,57.3,57.15,57,55.2667,53.5333,51.8,50.0667,48.3333,46.6,46.5,46.4,,,,,,
"South Africa",,,,,,,,,,,,29.7,28.7,29.05,29.4,29.75,30.1,31.18,32.26,33.34,34.42,35.5,32.85,30.2,27.55,24.9,25.475,26.05,26.625,27.2,27.25,27.3,27.35,27.4,,,
Zambia,,,,,,,,,,46.3,50.2333,54.1667,58.1,48.6,52.1333,55.6667,59.2,56.9667,54.7333,52.5,51.16,49.82,48.48,47.14,45.8,44.8333,43.8667,42.9,41.9333,40.9667,40,38.92,37.84,36.76,35.68,34.6,
Zimbabwe,,,,,,31,30.5833,30.1667,29.75,29.3333,28.9167,28.5,29.56,30.62,31.68,32.74,33.8,34.05,34.3,34.55,34.8,35.05,35.3,35.25,35.2,35.15,35.1,32.2,31.05,29.9,28.75,27.6,27.1,26.2,25.3,24.4,23.5
