Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Mauritania,11000000,19000000,21000000,20000000,28000000,29692307.6923,31384615.3846,33076923.0769,34769230.7692,36461538.4615,38153846.1538,39846153.8462,41538461.5385,43230769.2308,44923076.9231,46615384.6154,48307692.3077,50000000,50000000,42000000,31000000,33000000,24000000,6000000
Mauritius,616000000,705000000,666000000,672000000,718000000,732000000,820000000,829000000,960000000,1156000000,1189000000,1302000000,1663000000,1823000000,1390000000,1585000000,1808000000,1778000000,1593000000,1719000000,1680000000,1824000000,2005000000,2161000000
Malawi,22000000,31000000,32000000,25000000,42000000,29000000,40000000,45000000,66000000,75000000,48000000,45000000,43000000,43000000,46000000,45000000,36000000,35000000,33000000,36000000,39000000,30000000,35000000,43000000
Malaysia,5044000000,5732000000,4925000000,3237000000,4403000000,5873000000,7627000000,8084000000,6799000000,9183000000,10389000000,12280000000,17948000000,18553000000,17231000000,19619000000,21338000000,21711000000,23283000000,24469000000,19194000000,19682000000,20311000000,21774000000
Namibia,278000000,293000000,333000000,288000000,287000000,193000000,264000000,251000000,383000000,426000000,363000000,473000000,542000000,484000000,512000000,473000000,520000000,635000000,361000000,552000000,540000000,349000000,449000000,488000000
"New Caledonia",108000000,114000000,117000000,110000000,112000000,111000000,94000000,156000000,196000000,241000000,149000000,122000000,142000000,267000000,236000000,226000000,285000000,288000000,287000000,287000000,246000000,248000000,,
Niger,7000000,25600000,28600000,27000000,25100000,23100000,30100000,20200000,27500000,32300000,43900000,39000000,44000000,86000000,69000000,105500000,54000000,51000000,59000000,100000000,80000000,84000000,91000000,
Nigeria,47000000,58000000,83000000,81000000,99000000,186000000,168000000,256000000,58000000,49000000,139000000,209000000,337000000,958000000,791000000,736000000,688000000,638000000,616000000,605000000,461000000,1088000000,2615000000,1977000000
Nicaragua,51000000,55000000,82000000,103000000,128000000,129000000,135000000,135000000,160000000,192000000,206000000,249000000,277000000,303000000,336000000,314000000,391000000,421000000,417000000,446000000,528000000,642000000,841000000,544000000
Netherlands,10611000000,11497000000,11750000000,11923000000,12451000000,11285000000,11147000000,11745000000,14603000000,16495000000,8770000000,9273000000,11313000000,12874000000,12063000000,11653000000,12897000000,17675000000,19429000000,19669000000,17558000000,21151000000,23414000000,25850000000
Norway,2730000000,2770000000,2570000000,2545000000,2750000000,2521000000,2380000000,2581000000,2989000000,3531000000,4243000000,4289000000,5322000000,5702000000,4949000000,5299000000,6565000000,6784000000,7175000000,7503000000,6370000000,6285000000,6840000000,7096000000
Nepal,232000000,237000000,201000000,248000000,229000000,219000000,191000000,134000000,232000000,260000000,160000000,157000000,234000000,353000000,439000000,378000000,415000000,379000000,460000000,511000000,509000000,498000000,712000000,744000000
Nauru,,,,,,,,,,,,,,600000,500000,600000,1000000,1000000,1500000,6800000,1700000,3400000,3900000,1600000
"New Zealand",2318000000,2553000000,2211000000,1857000000,2234000000,2272000000,2340000000,3159000000,4232000000,5098000000,6486000000,6148000000,7190000000,6961000000,5979000000,6523000000,7295000000,7142000000,7434000000,8582000000,9464000000,9773000000,10594000000,10961000000
Oman,,193000000,192000000,338000000,350000000,377000000,538000000,539000000,546000000,601000000,627000000,749000000,905000000,1105000000,1092000000,1072000000,1515000000,1723000000,1888000000,1971000000,2247000000,2390000000,2717000000,2975000000
Pakistan,582000000,590000000,618000000,556000000,492000000,551000000,533000000,562000000,620000000,765000000,828000000,919000000,912000000,986000000,950000000,998000000,1127000000,1014000000,938000000,971000000,915000000,791000000,866000000,818000000
Panama,372000000,432000000,471000000,492000000,506000000,628000000,665000000,710000000,804000000,903000000,1108000000,1425000000,1806000000,2208000000,2280000000,2621000000,3630000000,4585000000,5419000000,5749000000,5754000000,6280000000,6824000000,5615000000
Peru,521000000,773000000,911000000,947000000,911000000,861000000,763000000,836000000,1023000000,1232000000,1438000000,1775000000,2007000000,2396000000,2440000000,2475000000,2814000000,3074000000,3916000000,3907000000,4140000000,4288000000,4573000000,4894000000
Philippines,1141000000,1551000000,2347000000,1431000000,2652000000,2334000000,2011000000,2018000000,1821000000,2390000000,2863000000,4051000000,5523000000,3293000000,2916000000,3441000000,4053000000,4963000000,5599000000,6059000000,6414000000,6289000000,8349000000,9730000000
Palau,,,,58000000,54000000,45000000,41000000,40000000,41000000,49000000,63000000,60000000,68000000,78000000,76000000,76000000,94000000,109000000,117000000,131000000,156000000,148000000,123000000,
"Papua New Guinea",25000000,14000000,8000000,15000000,6000000,7000000,5000000,3000000,4900000,7100000,9400000,3930000,4500000,3700000,2100000,2400000,5100000,2400000,3700000,2800000,1700000,1600000,15300000,
Poland,6927000000,8764000000,9053000000,8321000000,6498000000,6128000000,5121000000,4971000000,4733000000,6499000000,7161000000,8154000000,11728000000,12895000000,9889000000,10036000000,11652000000,11889000000,12433000000,12925000000,11355000000,12052000000,14083000000,15748000000
"Puerto Rico",1828000000,1898000000,2046000000,2233000000,2139000000,2388000000,2728000000,2486000000,2677000000,3024000000,3239000000,3369000000,3414000000,3535000000,3176000000,3211000000,3143000000,3193000000,3311000000,3439000000,3825000000,3974000000,3848000000,3282000000
Portugal,5646000000,5572000000,5415000000,6390000000,6047000000,6029000000,6264000000,6643000000,7687000000,8902000000,9038000000,10487000000,12945000000,14081000000,12357000000,12984000000,14911000000,14578000000,16080000000,17577000000,16007000000,17347000000,21586000000,24105000000
Paraguay,162000000,159000000,145000000,128000000,95000000,88000000,91000000,76000000,81000000,87000000,96000000,112000000,121000000,128000000,225000000,243000000,261000000,291000000,299000000,314000000,348000000,356000000,399000000,393000000
"West Bank and Gaza",255000000,242000000,239000000,346000000,377000000,94000000,14000000,14000000,66000000,84000000,52000000,25000000,99000000,146000000,193000000,409000000,615000000,469000000,524000000,412000000,312000000,235000000,225000000,245000000
"French Polynesia",326000000,322000000,345000000,354000000,394000000,419666666.667,445333333.333,471000000,651000000,737000000,759000000,463000000,537000000,737000000,618000000,630000000,725000000,720000000,746000000,835000000,758000000,782000000,,
Qatar,,,,,122000000,128000000,272000000,285000000,369000000,498000000,760000000,874000000,1591800000,2309600000,3027400000,3745200000,4463000000,7220000000,8452000000,10576000000,12131000000,12593000000,15757000000,15239000000
Romania,689000000,670000000,603000000,351000000,306000000,394000000,419000000,400000000,523000000,607000000,1324000000,1675000000,2073000000,2626000000,1688000000,1631000000,2016000000,1904000000,2048000000,2225000000,2097000000,2172000000,3008000000,3261000000
Russia,4312000000,7102000000,7164000000,6508000000,3723000000,3429000000,4726000000,5278000000,5879000000,7262000000,7805000000,9720000000,12426000000,15821000000,12369000000,13239000000,16961000000,17876000000,20198000000,19451000000,13186000000,12822000000,14983000000,18670000000
Rwanda,4000000,6000000,19000000,20000000,21000000,27000000,29000000,31000000,30000000,44000000,67000000,148000000,177000000,224000000,223000000,224000000,298000000,337000000,364000000,376000000,427000000,443000000,548000000,528000000
"Saudi Arabia",,,,,,,,,3418000000,6486000000,4626000000,4769000000,6907000000,6775000000,6744000000,7536000000,9317000000,8400000000,8690000000,9263000000,11183000000,13438000000,15020000000,16975000000
Sudan,8000000,8000000,4000000,2000000,2000000,5000000,3000000,108000000,17000000,21000000,114000000,194000000,390000000,255000000,231000000,82000000,179000000,772000000,773000000,967000000,949000000,1009000000,1029000000,1043000000
Senegal,168180300,164000000,171000000,181000000,183000000,152000000,175000000,210000000,269000000,286000000,334000000,329000000,622000000,637000000,474000000,464000000,524000000,469000000,495000000,481000000,416000000,438000000,468000000,
Singapore,7611000000,7402000000,6326000000,4603000000,5089000000,5142000000,4641000000,4458000000,3842000000,5327000000,6209000000,7536000000,9066000000,10615000000,9225000000,14178000000,17929000000,18795000000,19231000000,19161000000,16617000000,18944000000,19891000000,20416000000
"Solomon Islands",17100000,16000000,9700000,7100000,9700000,4000000,8800000,800000,1600000,3520000,6400000,30900000,33100000,31200000,39300000,50800000,65900000,65400000,70500000,64800000,60000000,71000000,79000000,92000000
"Sierra Leone",57000000,29000000,10000000,6000000,6000000,10000000,14000000,38000000,60000000,58000000,64000000,23000000,22000000,34000000,25000000,26000000,44000000,47000000,66000000,35000000,37000000,41000000,39000000,39000000
"El Salvador",152000000,155000000,149000000,206000000,408000000,437000000,452000000,521000000,664000000,748000000,656000000,686000000,793000000,711000000,549000000,646000000,729000000,900000000,1054000000,1285000000,1203000000,1161000000,1227000000,1370000000
Serbia,,,,,,,,77000000,159000000,220000000,308000000,416000000,1018000000,1114000000,986000000,950000000,1149000000,1080000000,1221000000,1352000000,1322000000,1461000000,1706000000,1921000000
"South Sudan",,,,,,,,,,,,,,,,,,,,800000,22000000,23500000,26000000,12000000
"Saint Thomas and Principe",,,,4100000,9200000,9900000,6200000,6900000,7400000,7700000,7300000,6700000,5000000,7700000,8300000,11100000,15900000,15000000,30900000,56100000,62500000,69100000,65900000,71900000
Suriname,52000000,44000000,38000000,36000000,45000000,42000000,26000000,17000000,18000000,52000000,96000000,109000000,73000000,83000000,70000000,69000000,69000000,79000000,92000000,103000000,99000000,74000000,61000000,73000000
Slovakia,630000000,681000000,555000000,493000000,465000000,441000000,649000000,742000000,876000000,931000000,1282000000,1655000000,2352000000,3096000000,2541000000,2334000000,2515000000,2365000000,2702000000,2642000000,2480000000,2812000000,3024000000,3318000000
Slovenia,1128000000,1280000000,1225000000,1135000000,1011000000,1016000000,1059000000,1152000000,1427000000,1725000000,1894000000,2075000000,2464000000,2955000000,2817000000,2808000000,3048000000,2793000000,2966000000,3052000000,2593000000,2717000000,3057000000,3378000000
Sweden,4390000000,4534000000,4025000000,4997000000,4943000000,4825000000,5200000000,5671000000,6548000000,7686000000,7628000000,9714000000,11889000000,11732000000,9769000000,10674000000,10209000000,10104000000,10857000000,11846000000,11307000000,12764000000,14168000000,14926000000
Swaziland,54000000,42000000,44000000,51000000,15000000,24000000,23000000,45000000,70040000,75100000,77300000,75100000,32200000,26300000,40100000,51400000,10100000,29100000,4200000,15600000,14200000,13200000,13200000,16400000
"Saint Martin (Netherlands)",349000000,322000000,379000000,430000000,443000000,511000000,484000000,489000000,538000000,626000000,659000000,651000000,665000000,667000000,619000000,681000000,729000000,854000000,871000000,922000000,913000000,871000000,646000000,468000000
Seychelles,224000000,182000000,195000000,191000000,202000000,225000000,221000000,247000000,258000000,256000000,269000000,323000000,396000000,408000000,349000000,352000000,380000000,429000000,484000000,481000000,483000000,505000000,585000000,611000000
Syria,1258000000,1165000000,1013000000,1017000000,1031000000,1082000000,1150000000,970000000,877000000,1883000000,2035000000,2113000000,2972000000,3176000000,3781000000,6308000000,1816000000,,,,,,,
"Turks and Caicos",,,,,,,,,,,,,,,,,,,,584000000,619000000,706000000,571000000,787000000
Chad,43000000,22000000,22000000,15000000,15000000,14000000,23000000,25000000,,,,,,,,,,,,,,,,
Togo,13000000,10000000,12000000,15000000,10000000,11000000,14000000,16000000,26000000,25000000,27000000,23000000,38000000,44000000,73000000,105000000,209000000,206000000,233000000,233000000,212000000,223000000,245000000,
Thailand,9257000000,10367000000,9052000000,7954000000,9416000000,9935000000,9378000000,10388000000,10456000000,13054000000,12103000000,16624000000,20625000000,22510000000,19811000000,23796000000,30924000000,34565000000,41765000000,38451000000,44851000000,48459000000,57057000000,65242000000
Tajikistan,,,,,,,,5000000,6200000,9600000,9100000,11200000,16500000,23700000,19500000,141500000,184100000,286600000,233300000,220200000,146000000,149600000,171600000,170900000
Turkmenistan,,13000000,46000000,,,,,,,,,,,,,,,,,,,,,
"Timor Leste",,,,,,,,,,,,20300000,26000000,14000000,16000000,24000000,18000000,21000000,29000000,35000000,51000000,58000000,73000000,78000000
Tonga,10000000,13000000,16000000,8000000,9000000,7000000,6800000,5900000,10300000,13100000,15000000,15700000,15200000,18000000,18400000,17300000,32500000,40000000,47000000,38300000,46400000,52700000,48500000,48100000
"Trinidad and Tobago",232000000,262000000,344000000,356000000,365000000,371000000,361000000,402000000,437000000,568000000,593000000,517000000,621000000,557000000,548000000,630000000,650000000,852000000,856000000,875000000,809000000,708000000,717000000,541000000
Tunisia,1838000000,1895000000,1858000000,1980000000,2118000000,1977000000,2061000000,1831000000,1935000000,2432000000,2800000000,2999000000,3373000000,3909000000,3524000000,3477000000,2529000000,2931000000,2863000000,3042000000,1869000000,1706000000,1782000000,2320000000
Turkey,4957000000,5650000000,7002000000,7177000000,5203000000,7636000000,10067000000,11901000000,13203000000,15888000000,20760000000,19137000000,21662000000,26446000000,26331000000,26318000000,30302000000,31566000000,36192000000,38855000000,35597000000,26788000000,31870000000,37140000000
Tuvalu,,,,,,,,,,,1200000,1200000,1500000,1900000,1500000,2400000,2400000,2700000,2400000,,,,,
Tanzania,502000000,473000000,343000000,404000000,467000000,381000000,626000000,639000000,654000000,762000000,835000000,986000000,1215000000,1293000000,1192000000,1279000000,1383000000,1754000000,1939000000,2047000000,1924000000,2149000000,2265000000,2465000000
Uganda,78000000,117000000,135000000,144000000,151000000,165000000,187000000,194000000,185000000,268000000,382000000,347000000,402000000,536000000,683000000,802000000,977000000,1157000000,960000000,984000000,1049000000,1118000000,957000000,1044000000
Ukraine,191000000,448000000,477000000,539000000,503000000,563000000,759000000,1001000000,1204000000,2931000000,3542000000,4018000000,5320000000,6722000000,4349000000,4696000000,5406000000,5988000000,5931000000,2264000000,1662000000,1723000000,2019000000,2269000000
Uruguay,725000000,890000000,862000000,695000000,653000000,827000000,700000000,409000000,419000000,591000000,699000000,711000000,928000000,1195000000,1460000000,1669000000,2401000000,2439000000,2182000000,2029000000,2070000000,2182000000,2660000000,2439000000
"United States",93743000000,102196000000,107047000000,105095000000,111764000000,120384000000,103914000000,98160000000,95422000000,110317000000,122077000000,126778000000,144223000000,164721000000,146002000000,167996000000,187629000000,200997000000,218496000000,235990000000,249183000000,245991000000,251544000000,256145000000
Uzbekistan,,15000000,198000000,167000000,102000000,63000000,72000000,68000000,48000000,57000000,28000000,43000000,51000000,64000000,99000000,121000000,197333333.333,273666666.667,350000000,426333333.333,502666666.667,579000000,835000000,1314000000
"Saint Vincent and Grenadines",53000000,64000000,71000000,73000000,85000000,82000000,89000000,91000000,91000000,96000000,104000000,113000000,110000000,96000000,88000000,86000000,92000000,94000000,92000000,178500000,211100000,221300000,216400000,241000000
Venezuela,995000000,1026000000,623000000,769000000,643000000,469000000,677000000,484000000,378000000,554000000,722000000,843000000,972000000,1097000000,1053000000,885000000,806000000,904000000,926000000,900000000,654000000,546000000,,
"British Virgin Islands",211000000,227000000,220000000,255000000,339000000,345000000,401000000,345000000,342000000,393000000,412000000,438000000,451000000,446000000,374000000,389000000,388000000,398000000,421000000,459000000,484000000,,,
"Virgin Islands (U.S.)",822000000,781000000,894000000,941000000,955000000,1206000000,1234000000,1195000000,1257000000,1356000000,1432000000,1468000000,1513000000,1157000000,1021000000,1223000000,1122000000,1210000000,1168000000,1319000000,1324000000,1343000000,1202000000,1046000000
Vietnam,,,,,,,,,1400000000,1700000000,2300000000,2850000000,3750000000,3930000000,3050000000,4450000000,5710000000,6850000000,7250000000,7410000000,7350000000,8500000000,8890000000,10080000000
Vanuatu,45000000,56000000,53000000,72000000,59000000,69000000,58000000,72000000,83000000,93000000,104000000,109000000,142000000,188000000,214000000,242000000,249000000,268000000,314000000,284000000,254000000,275000000,289000000,325000000
Samoa,35699440,40398020,38511840,39600470,42500000,41000000,39000000,45000000,54000000,70000000,73800000,88400000,102400000,111600000,115200000,123700000,134900000,148200000,137200000,147700000,142400000,148700000,167000000,191300000
Yemen,50000000,55000000,70000000,84000000,61000000,73000000,38000000,38000000,139000000,139000000,181000000,181000000,425000000,886000000,899000000,1291000000,910000000,1005000000,1097000000,1199000000,116000000,116000000,,
"South Africa",2654000000,3137000000,3422000000,3419000000,3407000000,3338000000,3256000000,3695000000,6674000000,7571000000,8629000000,9211000000,10226000000,9178000000,8684000000,10309000000,10706000000,11202000000,10468000000,10484000000,9140000000,8807000000,9706000000,9789000000
Zambia,,,29000000,40000000,53000000,67000000,80000000,64000000,88000000,92000000,447000000,506000000,599000000,542000000,474000000,492000000,555000000,518000000,552000000,642000000,660000000,683000000,653000000,742000000
Zimbabwe,145000000,232000000,205000000,158000000,202000000,125000000,81000000,76000000,61000000,194000000,99000000,338000000,365000000,294000000,129000000,135000000,164000000,174000000,183000000,186000000,191000000,194000000,158000000,
