Country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Afghanistan,,,,,27.07,26.16,26.16,28,28.49,28.42,23.62,23.6,23.62,23.62
Albania,40.49,41.22,43.09,42.09,39.59,41.67,41.67,41.89,43.29,42.58,64.08,64.5,64.98,64.96
Algeria,54.72,54.72,54.72,54.72,54.72,54.72,54.72,54.72,54.72,54.72,47.67,47.67,47.67,47.67
"Antigua and Barbuda",,,35.71,35.71,37.99,38.21,38.21,39.47,37.63,37.87,34.95,35.06,35,35.12
Argentina,23,27.76,37.52,36.81,34.93,30.24,30.24,33.28,33.46,31.28,45.34,44.23,42.12,41.87
Armenia,37.04,37.01,38.34,39.31,39.36,39.42,39.42,38.29,38.03,38.89,46.17,46.58,46.44,46.06
Australia,86.43,86.38,86.03,85.84,85.25,84.87,84.87,88.07,86.98,86.92,78.15,78.47,78.57,78.73
Austria,78.7,77.99,78.91,79.33,77.97,76.95,76.95,78.67,78.29,89.69,78.7,78.84,78.89,78.93
Azerbaijan,43.96,43.82,43.67,43.31,42.53,41.45,41.45,40.47,41.14,41.88,44.55,44.59,44.68,44.77
Bahamas,,,,,66.92,66.92,66.92,66.92,66.92,67.76,52.93,52.93,52.93,52.93
Bahrain,,,,,41.89,41.89,41.89,42.56,43.7,43.84,44.19,44.24,44.28,44.66
Bangladesh,24.97,24.97,26.07,26.77,24.97,24.97,24.97,27.73,27.73,27.48,26.36,26.36,26.36,27.02
Barbados,,,,,,,,,70.05,70.05,69.4,69.4,69.59,69.78
Belarus,5.94,7.12,10,14.78,15.42,15.54,15.54,25.44,27.94,24.25,41.66,41.75,41.86,49.08
Belgium,92.59,93.08,93.23,93.03,92.01,92.93,92.93,94.28,94.01,95.53,83.82,83.87,84,84.32
Belize,,,55.71,55.91,55.71,55.56,55.56,55.86,56.08,56.54,44.36,44.81,45.21,45.48
Benin,5.83,9.95,5.83,25.52,24.29,17.92,17.92,21.77,21.77,21.77,37.87,38.08,38.08,38.72
Bolivia,38.07,37.86,39.72,40.48,41.62,40.19,40.19,42.31,42.27,41.98,41.23,41.26,41.71,42.28
"Bosnia and Herzegovina",35.22,35.22,35.05,36.89,38.21,38.66,38.66,37.35,37.64,38.16,66.27,66.21,66.42,66.93
Botswana,54.77,54.95,55.8,61.92,61.48,61.92,61.92,65.48,66.31,66.64,48.94,49.35,49.97,50.53
Brazil,0.23,0.23,0.48,13.01,15.68,18.45,18.45,18.36,19.22,17.08,51.13,54.52,52.68,49.15
Brunei,,,,48.8,48.8,50.84,50.84,50.84,50.84,50.84,41.05,41.05,41.05,55.11
Bulgaria,36.35,36.01,36.05,37.06,34.88,34.48,34.48,33.37,33.73,34.08,58.14,58.5,58.93,59.38
"Burkina Faso",4.76,8.13,4.76,20.08,19.49,16.49,16.49,20.43,20.75,20.75,38.04,38.08,38.08,39.25
Burundi,,,6.92,7.34,7.49,7.35,7.35,8.71,9.06,8.64,30.7,30.55,30.46,30.52
Cambodia,11.62,11.81,10.52,10.99,11.79,11.84,11.84,12.2,12.16,12.43,47.6,47.6,47.75,48.1
Cameroon,13.17,13.17,13.17,13.53,14.29,14.29,14.29,14.69,14.69,14.69,36.42,36.42,36.46,36.63
Canada,96.6,96.47,96.94,96.08,95.57,95.46,95.46,98.19,97.65,97.65,81.36,81.36,81.36,81.43
