Country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Central African Republic",,,,,,,,,,,28.13,28.13,28.13,28.13
Chad,,,,,,,,,,,28.13,28.13,28.13,28.13
Chile,21.09,20.8,21.98,33.63,33.76,31.15,31.15,38.06,35.37,32.47,47.01,47.38,54.18,55.51
China,34.12,34.12,33.91,33.91,38.67,37.97,37.97,39.17,38.86,38.41,55.31,55.31,55.43,55.82
Colombia,56.43,55.64,55.79,58.38,59.05,53.45,53.45,63.15,77.68,74.98,71.11,72,72.06,71.74
"Congo (Brazzaville)",17.57,17.57,18.07,18.07,19.14,19.14,19.14,19.14,19.25,19.14,37.75,37.75,37.75,37.75
"Costa Rica",18.18,18.43,19.58,18.91,24.83,27.37,27.37,22.82,23.9,24.22,38.2,39.26,39.37,39.62
"Ivory Coast",16.01,21.38,16.01,36.4,35.52,36.55,36.55,35.35,40.45,40.45,45.23,44.97,47.03,49.13
Croatia,31.05,30.78,30.64,31.14,32.56,32.81,32.81,30.87,32.03,32.45,53.82,53.92,53.92,55.62
Cyprus,,,,,,76.14,76.14,75.73,76.18,76.07,56.68,56.68,80.6,81.38
"Czech Republic",16.58,18.09,19.2,19.89,22.93,22.48,22.48,60.23,60.32,60.63,75.63,75.94,76.17,76.42
Denmark,67.97,67.97,72.38,75.87,93.69,93.11,93.11,96.25,94.01,93.74,84.32,84.59,84.78,84.86
Djibouti,,,40.52,40.52,40.52,40.5,40.5,40.17,41.17,41.22,48.86,48.04,48.65,48.2
Dominica,,,30.57,29.49,30.18,30.32,30.32,29.42,30.5,30.68,33.98,33.96,34.03,34.19
"Dominican Republic",6.37,6,5.81,7.99,9,9.56,9.56,9.77,10.17,9.41,23.47,23.75,23.7,23.55
Ecuador,13.49,15.24,17.92,17.76,18.23,17.36,17.36,18.31,18.54,19.12,25.25,25.23,25.28,25.17
Egypt,17.13,17.23,17.33,17.84,17.84,18.1,18.1,18.77,29.52,29.42,39.39,39.3,39.49,39.51
"El Salvador",26.17,26.17,32.78,31.41,30.53,33.13,33.13,29.13,31.44,32.16,45.78,46.02,45.9,45.83
Estonia,39.35,42.16,41.98,42.9,42.1,40.32,40.32,38.22,39.74,41.44,64.69,64.92,65.28,65.46
Ethiopia,34.55,34.55,35.59,35.59,35.59,34.61,34.61,33.66,33.85,27.93,36.4,37.39,37.81,37.6
Fiji,21.91,22.02,48.87,49.31,48.01,47.78,47.78,48.56,48.66,48.64,43.27,43.62,43.76,43.75
Finland,95.09,94.76,95.83,95.89,94.98,93.94,93.94,96.2,95.88,96.55,93.87,93.85,93.81,93.89
France,48.97,48.97,51.1,51.46,50.8,47.92,47.92,48.46,49.09,51.91,60.31,75.94,76.09,76.62
Gabon,,,14.97,14.97,16.32,16.32,16.32,16.32,16.32,16.32,36.29,36.29,36.29,36.18
Gambia,,,28.54,28.54,29.89,30.05,30.05,30.37,29.89,29.89,38.38,38.38,38.27,37.75
Georgia,21.8,21.8,22.36,29.59,24.56,30.04,30.04,39.65,40.04,33.97,36.81,39.6,40.24,40.02
Germany,90.04,90.02,87.49,87.72,88.11,86.66,86.66,88.11,89.25,84.42,91.65,91.78,91.93,92.28
Ghana,27.17,26.72,25.48,26.55,25.86,25.86,25.86,25.46,27.94,28.93,26.58,25.58,25,25.27
Greece,47.86,48.14,49.41,49.83,48.18,47.53,47.53,46.54,44.96,43.98,55.78,55.98,56.28,56.66
Guatemala,27.92,28.68,29.57,30.44,30.2,30.31,30.31,29.64,30.04,29.87,27.41,27.37,27.3,27.52
Guinea,23.96,23.96,25.03,18.83,21.92,23.65,23.65,20.91,20.78,18.45,37.62,37.62,38.84,38.84
Guyana,,18.98,18.98,18.98,18.76,18.9,18.9,18.98,18.98,18.98,25.29,25.38,25.55,25.55
Honduras,18.87,19.47,20.04,21,21.84,22.39,22.39,21.37,20.69,20.89,32.36,31.83,31.67,31.66
"Hong Kong",87.38,87.38,87.38,84.97,84.97,85.83,85.83,87.38,87.38,87.38,71.82,75.06,75.06,75.06
Hungary,41.78,40.77,38.48,42.75,41.34,41.35,41.35,40.8,42.22,41.74,48.73,49.78,50.58,51.25
Iceland,,87.92,87.93,85.8,86.4,82.47,82.47,84.52,90.92,91.45,81.4,81.47,81.65,81.7
India,26.42,26.46,27.02,27.2,25.91,24.69,24.69,25.91,29.53,27.83,32.43,32.6,32.59,32.75
Indonesia,10.62,11.37,14.05,12.65,30.98,31.97,31.97,31.52,32.07,32.37,46.71,46.75,46.48,46.46
Iran,16.93,16.93,17.49,17.94,17.26,21.01,21.01,21.01,21.01,21.01,25.8,26.13,25.32,25.25
Ireland,94.4,94.6,94.71,94.6,93.8,93.18,93.18,94.12,93.56,94.24,79.98,80.03,80.01,80.01
Israel,47.5,49.26,53.81,54.87,54.63,55.77,55.77,59.69,57.93,60.67,71.68,72.08,72.47,72.75
Italy,37.61,68,68.45,67.29,66.52,60.89,60.89,62.44,65.73,68.29,75.93,75.98,76.14,76.59
Jamaica,68.83,68.35,68.82,69.22,69.22,69.48,69.48,70.04,70.3,67.96,53.32,53.29,69.08,69.15
Japan,99.67,99.68,99.71,99.8,99.7,99.61,99.61,99.77,99.83,99.86,93.71,93.74,93.41,93.34
Jordan,28.76,28.17,29.7,29.92,29.64,29.23,29.23,28.96,29.15,29.32,30.26,30.17,30.17,30.38
Kazakhstan,32.6,32.6,39.14,42.28,42.13,43.72,43.72,46.65,45.92,46.39,45.1,51.45,58.97,69.17
Kenya,27.29,29.96,35.12,34.2,33.42,34.04,34.04,32.1,33.27,31.79,28.91,30.19,30.64,43.39
"South Korea",87.15,87.49,87.9,88.05,87.39,86.69,86.69,87.97,88.57,88.09,88.02,88.5,88.75,89.22
Kosovo,,,,,,,36.63,37.21,37.07,37.36,19.01,19.63,20.3,20.88
Kuwait,33.07,33.84,33.55,30.24,29.44,30.22,30.22,33.19,38.41,34.14,39.09,39.15,39.08,39.58
Kyrgyzstan,36.91,38.07,34.79,36.95,37.79,36.44,36.44,37.47,33.89,30.8,36.98,36.02,36.22,34.08
Latvia,38.48,38.63,36.44,37.48,37.24,31.23,31.23,34.3,49.95,51.5,63.57,63.42,63.39,63.95
Lebanon,28.02,29.5,31.65,32.23,32.35,32.23,32.23,33.15,34.17,34.63,29.95,29.9,29.94,30.03
Lesotho,26.22,27.2,29.53,30.13,28.73,27.94,27.94,29.9,30.76,30.89,37.43,37.51,37.35,37.26
Liberia,,,,8.4,8.4,8.92,8.92,9.03,9.01,9.14,4.6,4.6,4.54,4.59
Lithuania,36.87,53.53,53.61,54.4,52.98,51.67,53.14,51.98,52.09,52.26,51.05,48.47,48.06,49.23
Luxembourg,,,,44.83,44.83,44.94,44.94,47.05,46.8,46.82,45.28,45.58,45.45,45.4
"Macedonia (F.Y.R.O.M.)",38.9,40,42.57,42.68,43.14,44.53,44.53,44.27,45.24,45.41,67.31,67.49,67.73,72.38
Madagascar,25.47,26.09,25.32,24.44,23.05,16.42,16.42,16.42,15.13,14.11,34.24,34.24,34.24,34.24
Malawi,10.88,10.61,13.21,14.21,14.21,16.22,18.87,19.31,19.92,19.92,24,22.12,22.32,22.25
Malaysia,41.27,41.51,41.74,41.65,41.28,41.53,41.53,42.81,52.51,52.59,45.09,62.48,62.49,62.49
Maldives,51.73,51.73,52.31,52.42,52.42,52.42,52.42,52.42,54.24,54.44,33.36,33.12,33.02,33.14
Mali,6.81,10.99,6.81,25.47,22.94,22.45,22.45,26.5,26.76,26.94,40.08,40.35,40.35,41.46
Malta,,,,,,,,,42.14,42.15,44.54,44.78,44.78,45.35
"Marshall Islands",19.17,19.17,19.17,19.22,19.22,19.22,19.22,19.22,19.22,18.71,9.98,9.19,9.19,9.19
Mauritius,,60.46,60.46,60.46,60.46,59.15,59.15,61.94,61.94,72.04,68.97,69.06,69.06,69.06
Mexico,67.18,70.15,69.79,68.81,69.54,69.16,69.16,71.84,72.25,72.5,67.61,72.59,73.03,73.11
Micronesia,3.58,3.58,3.51,3.34,3.34,3.68,3.68,3.43,3.65,3.69,37.78,37.74,37.66,37.65
Moldova,29.22,30.58,29.42,31.59,31.02,30.79,30.79,30.35,33.69,34.4,55.14,53.32,53.85,52.61
Mongolia,15.09,14.8,15.25,16.12,18.05,19.78,19.78,17.91,18.94,20.38,44.05,43.93,43.76,43.59
Montenegro,,,,44.95,46.07,47.03,47.03,46.74,46.6,51.86,68.16,68.22,68.21,68.37
Morocco,37,37.11,37.77,37.77,38.02,37.77,37.77,30.09,29.99,25.37,33.74,33.78,33.89,33.89
Mozambique,24.34,24.34,25.57,27.04,26.11,27.22,27.22,29.26,30.33,29.98,36.65,49.5,49.63,49.61
"Burma (Myanmar)",,,,,,,,,,13.64,20.39,20.39,20.39,20.39
Namibia,32.19,32.85,35.35,36.09,36.09,33.44,33.44,36.29,36.97,37.55,42.24,42.4,42.22,41.96
Nepal,47.5,47.36,46.63,47.07,47.07,47.07,47.07,47.07,47.07,47.07,45.41,45.41,44.19,44.64
Netherlands,94.46,94.95,95.2,94.95,93.72,89.56,89.56,88.76,94.78,95.96,84.11,83.77,83.77,84
"New Zealand",84.98,85.38,84.77,82.87,82.9,81.93,81.93,85.13,84.81,89.35,71.4,71.56,71.41,71.43
Nicaragua,33.95,35.95,36.55,37.09,37.29,36.89,36.89,36.33,37.83,38.7,40.68,39.64,40.13,40.66
Niger,2.77,5.4,2.77,15.32,15.32,15.08,15.08,17.25,23.55,23.32,36.15,36.01,36.01,40.36
Nigeria,27.51,28.07,28.8,30.04,29.56,30.14,30.14,28.9,30.4,30.39,30.62,30.64,30.68,30.6
Norway,100,94.28,98.01,98.04,97.66,95.81,95.81,97.8,97.53,97.7,88.21,88.74,88.83,89.06
Oman,35.46,36.47,37.38,38.06,38.19,37.78,37.78,37.56,38.42,39.37,41.96,42.15,42.4,42.65
Pakistan,41.21,41.21,47.82,43.08,42.21,42.35,42.35,39.51,39.37,39.13,42.92,43.98,43.87,45.01
Palau,41.16,41.16,41.16,32.67,32.67,32.67,32.67,32.18,36.61,33.36,16.68,16.28,16.28,16.38
Panama,27.47,27.61,28.32,28.6,28.65,28.69,28.69,28.7,29.48,29.6,33.55,33.66,33.58,33.36
"Papua New Guinea",23.43,23.65,23.71,25.52,25.77,26.63,26.63,25.77,25.5,25.32,31.41,31.64,31.75,32.15
Paraguay,7.66,9.11,14.36,16.55,15.67,22.24,22.24,17.36,17.87,16.47,37.88,40.87,40.18,40.7
Peru,33.38,34,33.75,26.3,26.55,27.38,27.38,29.27,30.18,30.21,44.57,45.01,46.01,45.85
Philippines,4.67,4.13,4.37,4.33,4.51,4.73,4.73,4.81,5.02,5.23,55.21,55.18,55.25,55.24
Poland,33.83,34.85,34.6,36.43,36.25,36.71,36.71,38.57,33.93,58.67,68.56,69.73,70.43,76.37
Portugal,78.81,78.81,80.4,80.69,79.63,74.75,74.75,78.17,76.36,80.26,83.85,84.19,84.79,85.24
"Puerto Rico",66.12,66.14,66.14,60.3,70.19,71.09,71.09,79,79,79,84.88,84.88,84.84,84.84
Qatar,,,,,30.26,30.26,30.26,30.42,30.44,31.83,37.83,37.95,38.01,38.23
Romania,7.39,7.39,18.83,21.47,31.12,31.72,30.65,27.65,30.75,31.48,56.75,57.14,58.21,59.16
Russia,41.87,43.01,44.24,45.21,45.45,44.77,44.77,42.34,44.7,46.67,59.21,59.06,58.39,56.69
Rwanda,3.42,3.36,3.41,3.44,3.47,3.46,3.46,3.47,3.45,3.39,41.5,41.77,47.82,47.85
"Saint Thomas and Principe",,5.01,4.96,4.96,5.08,4.39,4.39,4.39,8.04,5.68,21.7,21.7,23.73,23.98
Samoa,19.66,19.66,19.66,19.66,19.66,18.67,18.67,19.02,19.49,19.58,33.25,33.19,33.23,33.33
"San Marino",,,,,,,,,,50.83,39.15,39.11,39.15,39.48
Senegal,9.2,13.73,9.2,24.77,25.43,24.77,24.77,25.1,25.1,25.1,41.75,41.86,43.85,40.74
Serbia,22.09,19.99,21.81,24.31,24.92,27.35,27.35,31.77,26.31,31.36,57.81,57.9,58.52,59.66
Seychelles,,,43.77,43.55,42.26,42.73,42.73,40.53,42.19,42.66,39.7,52.17,52.41,52.14
"Sierra Leone",10.14,10.14,9.7,9.31,9.12,9.12,9.12,9.03,9.92,9.92,27.51,27.56,27.69,27.76
Singapore,96.53,96.56,96.56,96.56,96.54,96.54,96.54,96.51,96.51,96.51,74.82,74.3,74.31,74.31
Slovakia,42.86,42.63,41.51,51.74,48.69,49.41,49.41,59.53,58.41,57.71,69.74,69.93,70.04,70.53
Slovenia,44.78,45.64,47.42,48.35,50.2,48.95,48.95,54.74,55,53.65,62.9,62.91,83.39,83.97
"Solomon Islands",24.96,24.98,25.04,25.04,25.05,25.44,25.44,25.18,25.62,25.68,31.81,31.87,31.85,31.9
"South Africa",33.03,34.21,36.5,37.03,35.72,34.69,34.69,37.03,37.93,38.05,58.18,58.26,58.04,57.94
Spain,79.16,78.82,79.78,79.48,78.42,72.73,72.73,75.92,81.33,82.35,76.42,75.89,75.83,79.62
"Sri Lanka",46.44,47.2,47.83,49.68,43.8,42.68,42.68,46.15,47.39,47.29,44.46,44.69,46.4,46.73
"Saint Lucia",,,45.44,45.44,45.02,46.14,46.14,44.71,44.93,45.21,38.52,38.7,38.73,38.79
Sudan,,31.78,34.82,34.95,33.96,34.51,34.51,34.82,35.78,35.78,27.26,26.54,26.45,26.45
Suriname,,,7.4,7.4,7.96,8.76,8.76,9.33,9.27,9.26,34.32,34.27,34.21,34.14
Swaziland,,,40.11,40.11,38.7,37.58,37.58,40.48,41.1,41.22,42.58,42.68,42.63,42.47
Sweden,87.19,77.86,80.61,81.52,80.46,80.89,80.89,83.18,81.57,80.4,78.14,78.43,78.75,79.44
Switzerland,49,49.36,49.47,49.7,49.7,49.39,49.39,50.13,50.14,50.16,59.48,62.6,62.6,62.61
Syria,30.73,30.73,30.73,31.9,33.14,31.9,31.9,29.56,29.71,29.71,27.13,27.65,25.15,22.44
Taiwan,87.21,87.21,86.39,86.49,86.35,87.09,87.09,88.56,88.42,88.06,78.42,78.41,78.41,78.46
Tajikistan,,,39.17,39.17,39.17,40.79,40.79,40.64,41.51,39.17,28.87,29.26,29.04,28.7
Tanzania,23.53,23.67,24.03,23.55,22.05,22.96,22.96,23.58,23.64,23.38,41.23,41.12,41.01,41.04
Thailand,46.11,46.76,47.28,45.82,44.97,45.71,45.71,46.87,73.44,72.54,75.24,75.31,75.41,77.08
Togo,16.93,15.69,16.93,28.95,28.31,28.64,28.64,32.93,32.88,32.88,42.97,43.12,43.12,44.69
Tonga,28,28.84,27.25,27.9,27.58,27.46,27.46,27.5,27.89,28,32.92,33.34,33.6,33.82
"Trinidad and Tobago",,,28,28.14,26.5,26.5,26.5,27.21,28.42,28.88,36.37,48.97,48.97,48.74
Tunisia,54.85,57.6,55.48,55.16,55.39,56.3,56.3,55.69,56.21,55.93,54.53,54.71,54.53,54.53
Turkey,12.16,2.01,12.16,19.94,21.85,21.7,21.7,22.74,24,25.36,37,40,35.09,34.98
Uganda,44.95,44.11,42.8,43.47,44.11,44.23,44.23,42.75,43.3,41.87,31.86,39.15,39.8,39.4
Ukraine,8.78,8.94,9.05,9.37,9.8,9.85,9.85,8.52,9.61,9.38,27.85,28.05,27.92,27.5
"United Arab Emirates",28.78,28.78,31.62,29.38,28.76,28.91,28.91,30.67,30.4,31.8,40.9,40.38,40.61,40.61
"United Kingdom",92.12,92.39,91.77,91.68,91.02,90.66,90.66,95.33,95.33,95.33,82.04,82.04,82.04,82.04
"United States",86.46,86.62,86.35,82.85,81.72,82.55,82.55,87.72,87.72,87.72,89.2,89.2,89.2,89.19
Uruguay,12.81,10.35,32.99,46.47,48.19,46.28,46.28,42.73,46.71,46.6,53.94,53.47,52.37,52.26
Uzbekistan,11.67,12.96,11.67,20.09,20.09,20.09,20.09,23.86,25.49,41.41,46.45,46.45,47.24,46.29
Vanuatu,45.56,45.56,43.72,43.05,42.34,44.36,44.36,46.01,46.01,46.01,38.35,38.35,38.63,42.85
Venezuela,3.65,5.26,6.55,7.18,7.06,6.41,6.41,6.38,6.62,6.86,19.15,19.2,19.05,18.8
Vietnam,20.87,20.87,20.68,19.33,19.33,19.33,19.33,20.02,17.74,15,32.15,33.46,34.27,35.08
Yemen,26.21,26.21,25.88,26.21,26.21,26.21,26.21,26.21,22.05,22.05,26.78,27.46,28.08,26.65
Zambia,18.61,20.39,24.8,26.99,30.55,32.49,32.49,29.26,31.58,32.09,38.71,41.63,43.18,45.36
Zimbabwe,9.61,3.5,0.4,0.14,0.09,0.05,0.05,0.22,10.73,0.06,25.78,26.16,27.44,28.46
